Time	Neural Step Time	Real Time	
0.03	7.698768E-06	0.002144107	
0.0306	7.698768E-06	0.002169769	
0.0312	7.698768E-06	0.002195432	
0.0318	7.698768E-06	0.002221094	
0.0324	7.698768E-06	0.002246757	
0.033	7.698768E-06	0.00227242	
0.0336	7.698768E-06	0.002297441	
0.0342	7.698768E-06	0.002323103	
0.0348	1.411441E-05	0.002348766	
0.0354	1.090659E-05	0.002388543	
0.036	1.090659E-05	0.002425112	
0.0366	1.026502E-05	0.002460398	
0.0372	1.090659E-05	0.002496325	
0.0378	1.026502E-05	0.002532253	
0.0384	1.090659E-05	0.002568181	
0.039	1.090659E-05	0.002603467	
0.0396	1.026502E-05	0.002638753	
0.0402	1.090659E-05	0.00267468	
0.0408	1.090659E-05	0.002709966	
0.0414	1.026502E-05	0.002745252	
0.042	1.026502E-05	0.002780538	
0.0426	1.026502E-05	0.002816466	
0.0432	1.090659E-05	0.002851752	
0.0438	1.090659E-05	0.002887038	
0.0444	1.090659E-05	0.002922324	
0.045	1.090659E-05	0.002958251	
0.0456	1.026502E-05	0.002993538	
0.0462	1.026502E-05	0.003028824	
0.0468	7.698768E-06	0.003063468	
0.0474	7.698768E-06	0.003089131	
0.048	7.698768E-06	0.003114152	
0.0486	7.698768E-06	0.003139814	
0.0492	7.698768E-06	0.003165477	
0.0498	7.698768E-06	0.003191139	
0.0504	7.698768E-06	0.003216802	
0.051	7.698768E-06	0.003242464	
0.0516	7.698768E-06	0.003268127	
0.0522	7.698768E-06	0.003293789	
0.0528	7.698768E-06	0.003319452	
0.0534	1.218972E-05	0.003345115	
0.054	1.154815E-05	0.003382967	
0.0546	1.090659E-05	0.003420178	
0.0552	7.698768E-06	0.003458672	
0.0558	7.698768E-06	0.003484334	
0.0564	8.340332E-06	0.003509996	
0.057	7.698768E-06	0.003535659	
0.0576	1.090659E-05	0.003572228	
0.0582	1.988848E-05	0.003623553	
0.0588	1.090659E-05	0.003669746	
0.0594	1.090659E-05	0.003705674	
0.06	1.090659E-05	0.00374096	
0.0606	1.218972E-05	0.003776246	
0.0612	7.698768E-06	0.003807041	
0.0618	7.698768E-06	0.003832703	
0.0624	7.698768E-06	0.003858366	
0.063	7.698768E-06	0.003884028	
0.0636	7.698768E-06	0.003909691	
0.0642	7.698768E-06	0.003935353	
0.0648	7.698768E-06	0.003960374	
0.0654	7.698768E-06	0.003986037	
0.066	7.698768E-06	0.004011699	
0.06659999	7.698768E-06	0.004037362	
0.0672	7.698768E-06	0.004063025	
0.0678	7.698768E-06	0.004088046	
0.0684	7.698768E-06	0.004113708	
0.069	7.698768E-06	0.004139371	
0.0696	7.698768E-06	0.004165033	
0.0702	7.698768E-06	0.004190696	
0.0708	7.698768E-06	0.004216359	
0.0714	7.698768E-06	0.004241379	
0.072	7.698768E-06	0.004267042	
0.0726	7.698768E-06	0.004292705	
0.07319999	7.698768E-06	0.004318367	
0.0738	1.154815E-05	0.00434403	
0.0744	1.090659E-05	0.004381882	
0.075	1.090659E-05	0.00441781	
0.0756	1.090659E-05	0.004453096	
0.0762	1.090659E-05	0.004488382	
0.0768	1.090659E-05	0.004523668	
0.0774	7.698768E-06	0.004558312	
0.078	7.698768E-06	0.004583975	
0.0786	7.698768E-06	0.004609637	
0.0792	7.698768E-06	0.004634658	
0.07979999	7.698768E-06	0.004660321	
0.0804	7.698768E-06	0.004685984	
0.081	7.698768E-06	0.004711004	
0.0816	7.698768E-06	0.004736667	
0.0822	7.698768E-06	0.00476233	
0.0828	7.698768E-06	0.004787992	
0.0834	7.698768E-06	0.004813013	
0.084	7.698768E-06	0.004838676	
0.0846	7.698768E-06	0.004864338	
0.0852	7.698768E-06	0.00489	
0.0858	7.698768E-06	0.004915663	
0.08639999	7.698768E-06	0.004941326	
0.087	7.698768E-06	0.004966988	
0.0876	7.698768E-06	0.004992651	
0.0882	7.698768E-06	0.005018313	
0.0888	7.698768E-06	0.005043334	
0.0894	1.090659E-05	0.005073488	
0.09	1.732223E-05	0.005109415	
0.0906	1.154815E-05	0.005167798	
0.09119999	1.090659E-05	0.005203725	
0.0918	1.026502E-05	0.005239011	
0.0924	1.026502E-05	0.005274298	
0.09299999	1.090659E-05	0.005310225	
0.0936	1.154815E-05	0.005345511	
0.0942	1.090659E-05	0.00538208	
0.0948	1.090659E-05	0.005417366	
0.0954	1.090659E-05	0.005453935	
0.096	7.698768E-06	0.005491146	
0.0966	7.698768E-06	0.005516808	
0.0972	1.218972E-05	0.005543113	
0.09779999	1.026502E-05	0.005580965	
0.0984	1.026502E-05	0.005639989	
0.099	1.090659E-05	0.005675917	
0.09959999	1.090659E-05	0.005718901	
0.1002	1.090659E-05	0.005754829	
0.1008	1.218972E-05	0.005790115	
0.1014	1.026502E-05	0.005833741	
0.102	1.090659E-05	0.005869669	
0.1026	1.475597E-05	0.005904955	
0.1032	1.090659E-05	0.005949223	
0.1038	1.026502E-05	0.005985792	
0.1044	1.090659E-05	0.006021719	
0.105	1.090659E-05	0.006057647	
0.1056	1.090659E-05	0.006093575	
0.1062	1.090659E-05	0.006129502	
0.1068	1.090659E-05	0.006164788	
0.1074	1.090659E-05	0.006200716	
0.108	1.090659E-05	0.006236002	
0.1086	1.090659E-05	0.006271288	
0.1092	1.090659E-05	0.006306574	
0.1098	1.026502E-05	0.006343143	
0.1104	1.090659E-05	0.006379071	
0.111	1.090659E-05	0.006414357	
0.1116	1.026502E-05	0.006449643	
0.1122	1.026502E-05	0.006484929	
0.1128	1.090659E-05	0.006520856	
0.1134	1.218972E-05	0.006556142	
0.114	1.090659E-05	0.006592711	
0.1146	1.154815E-05	0.006627997	
0.1152	7.698768E-06	0.006658151	
0.1158	7.698768E-06	0.006683813	
0.1164	7.698768E-06	0.006710118	
0.117	7.698768E-06	0.00673578	
0.1176	7.698768E-06	0.006761443	
0.1182	7.698768E-06	0.006787105	
0.1188	7.698768E-06	0.006812126	
0.1194	7.698768E-06	0.006837789	
0.12	8.340332E-06	0.006863452	
0.1206	7.698768E-06	0.006889755	
0.1212	7.698768E-06	0.006915418	
0.1218	7.698768E-06	0.006941081	
0.1224	7.698768E-06	0.006966101	
0.123	7.698768E-06	0.006992406	
0.1236	7.698768E-06	0.007018068	
0.1242	7.698768E-06	0.007043731	
0.1248	7.698768E-06	0.007069394	
0.1254	7.698768E-06	0.007095056	
0.126	7.698768E-06	0.007120719	
0.1266	7.698768E-06	0.00714574	
0.1272	7.698768E-06	0.007171402	
0.1278	7.698768E-06	0.007197065	
0.1284	7.698768E-06	0.007222727	
0.129	7.698768E-06	0.007247748	
0.1296	7.698768E-06	0.007273411	
0.1302	8.340332E-06	0.007299074	
0.1308	7.698768E-06	0.007325377	
0.1314	1.218972E-05	0.007351682	
0.132	1.090659E-05	0.007390175	
0.1326	1.090659E-05	0.007449841	
0.1332	1.090659E-05	0.00748641	
0.1338	1.026502E-05	0.007521696	
0.1344	1.090659E-05	0.007556982	
0.135	7.698768E-06	0.007593551	
0.1356	7.698768E-06	0.007619214	
0.1362	7.698768E-06	0.007644235	
0.1368	7.698768E-06	0.007669897	
0.1374	7.698768E-06	0.00769556	
0.138	7.698768E-06	0.007720581	
0.1386	7.698768E-06	0.007746243	
0.1392	7.698768E-06	0.007771264	
0.1398	7.698768E-06	0.007796927	
0.1404	7.698768E-06	0.00782259	
0.141	7.698768E-06	0.007847611	
0.1416	7.698768E-06	0.007873273	
0.1422	7.698768E-06	0.007898936	
0.1428	7.698768E-06	0.007924599	
0.1434	7.698768E-06	0.00794962	
0.144	7.698768E-06	0.007975282	
0.1446	7.698768E-06	0.008000303	
0.1452	7.698768E-06	0.008025966	
0.1458	7.698768E-06	0.008051628	
0.1464	7.698768E-06	0.008076649	
0.147	7.698768E-06	0.008102312	
0.1476	7.698768E-06	0.008127974	
0.1482	7.698768E-06	0.008153637	
0.1488	7.698768E-06	0.0081793	
0.1494	7.698768E-06	0.008204962	
0.15	7.698768E-06	0.008229983	
0.1506	7.698768E-06	0.008255646	
0.1512	7.698768E-06	0.008281308	
0.1518	7.698768E-06	0.008306971	
0.1524	7.827081E-05	0.008331992	
0.153	1.090659E-05	0.00845068	
0.1536	7.698768E-06	0.00848725	
0.1542	7.698768E-06	0.008512912	
0.1548	7.698768E-06	0.008538575	
0.1554	7.698768E-06	0.008564238	
0.156	7.698768E-06	0.0085899	
0.1566	7.698768E-06	0.008615563	
0.1572	7.698768E-06	0.008640584	
0.1578	8.340332E-06	0.008666246	
0.1584	7.698768E-06	0.008691909	
0.159	7.698768E-06	0.008717571	
0.1596	7.698768E-06	0.008743234	
0.1602	7.698768E-06	0.008768255	
0.1608	7.698768E-06	0.008793917	
0.1614	7.698768E-06	0.00881958	
0.162	7.698768E-06	0.008845243	
0.1626	7.698768E-06	0.008870905	
0.1632	7.698768E-06	0.008895926	
0.1638	7.698768E-06	0.008921589	
0.1644	7.698768E-06	0.008947251	
0.165	7.698768E-06	0.008972914	
0.1656	7.698768E-06	0.008997935	
0.1662	7.698768E-06	0.009023597	
0.1668	7.698768E-06	0.00904926	
0.1674	7.698768E-06	0.009074281	
0.168	7.698768E-06	0.009099944	
0.1686	7.698768E-06	0.009125606	
0.1692	7.698768E-06	0.009150627	
0.1698	7.698768E-06	0.009176931	
0.1704	8.340332E-06	0.009202594	
0.171	7.698768E-06	0.009228898	
0.1716	8.340332E-06	0.009254561	
0.1722	7.698768E-06	0.009280864	
0.1728	7.698768E-06	0.009306527	
0.1734	7.442142E-05	0.009332189	
0.174	1.090659E-05	0.009448954	
0.1746	7.698768E-06	0.009485523	
0.1752	7.698768E-06	0.009511186	
0.1758	7.698768E-06	0.009536848	
0.1764	7.698768E-06	0.009562511	
0.177	7.698768E-06	0.009588174	
0.1776	7.698768E-06	0.009613195	
0.1782	7.698768E-06	0.009638857	
0.1788	7.698768E-06	0.009663878	
0.1794	7.698768E-06	0.009689541	
0.18	7.698768E-06	0.009715203	
0.1806	7.698768E-06	0.009740224	
0.1812	7.698768E-06	0.009766528	
0.1818	7.698768E-06	0.009792191	
0.1824	8.340332E-06	0.009817854	
0.183	7.698768E-06	0.009843516	
0.1836	7.698768E-06	0.009869179	
0.1842	7.698768E-06	0.009894841	
0.1848	7.698768E-06	0.009920504	
0.1854	7.698768E-06	0.009946808	
0.186	7.698768E-06	0.009972471	
0.1866	7.698768E-06	0.009998774	
0.1872	7.698768E-06	0.01002444	
0.1878	7.698768E-06	0.0100501	
0.1884	7.698768E-06	0.01007576	
0.189	7.698768E-06	0.01010142	
0.1896	7.698768E-06	0.01012773	
0.1902	7.698768E-06	0.01015596	
0.1908	1.090659E-05	0.0101906	
0.1914	2.30963E-05	0.01023615	
0.192	1.090659E-05	0.01028555	
0.1926	1.026502E-05	0.01032148	
0.1932	1.154815E-05	0.01035677	
0.1938	1.090659E-05	0.01039269	
0.1944	1.026502E-05	0.01042798	
0.195	1.090659E-05	0.01046391	
0.1956	7.698768E-06	0.01049727	
0.1962	1.283128E-05	0.01052293	
0.1968	1.026502E-05	0.01057875	
0.1974	1.090659E-05	0.01061596	
0.198	1.090659E-05	0.01065253	
0.1986	1.090659E-05	0.01068846	
0.1992	1.026502E-05	0.01072374	
0.1998	9.62346E-06	0.0107571	
