Time	II	Ia	Length	
5.365	153.6481	83.26961	0.5025	
5.366	153.6436	83.26154	0.50248	
5.367	153.639	83.25356	0.50246	
5.368	153.6344	83.24554	0.50244	
5.369	153.6298	83.23759	0.50242	
5.37	153.6252	83.22962	0.5024	
5.371	153.6206	83.22173	0.50238	
5.372	153.616	83.21379	0.50236	
5.373	153.6114	83.20588	0.50234	
5.374	153.6067	83.22002	0.50234	
5.375	153.6021	83.21214	0.50232	
5.376	153.5975	83.20422	0.5023	
5.377	153.5929	83.19637	0.50228	
5.378	153.5883	83.18848	0.50226	
5.379	153.5836	83.18069	0.50224	
5.38	153.579	83.17285	0.50222	
5.381	153.5743	83.16509	0.5022	
5.382	153.5697	83.1573	0.50218	
5.383	153.565	83.14958	0.50216	
5.384	153.5603	83.14183	0.50214	
5.385	153.5557	83.13409	0.50212	
5.386	153.551	83.14841	0.50212	
5.387	153.5463	83.14072	0.5021	
5.388	153.5416	83.13297	0.50208	
5.389	153.537	83.12531	0.50206	
5.39	153.5323	83.11759	0.50204	
5.391	153.5276	83.10997	0.50202	
5.392	153.5229	83.1023	0.502	
5.393	153.5182	83.09472	0.50198	
5.394	153.5135	83.0871	0.50196	
5.395	153.5087	83.07956	0.50194	
5.396	153.504	83.07197	0.50192	
5.397	153.4993	83.06441	0.5019	
5.398	153.4945	83.0789	0.5019	
5.399	153.4898	83.07137	0.50188	
5.4	153.4851	83.06378	0.50186	
5.401	153.4803	83.05628	0.50184	
5.402	153.4756	83.04874	0.50182	
5.403	153.4709	83.04128	0.5018	
5.404	153.4661	83.03378	0.50178	
5.405	153.4613	83.02636	0.50176	
5.406	153.4566	83.01889	0.50174	
5.407	153.4518	83.01152	0.50172	
5.408	153.447	83.00409	0.5017	
5.409	153.4422	82.99669	0.50168	
5.41	153.4374	83.01134	0.50168	
5.411	153.4327	83.00396	0.50166	
5.412	153.4279	82.99654	0.50164	
5.413	153.4231	82.9892	0.50162	
5.414	153.4183	82.98182	0.5016	
5.415	153.4135	82.97452	0.50158	
5.416	153.4087	82.96716	0.50156	
5.417	153.4039	82.9599	0.50154	
5.418	153.3991	82.95259	0.50152	
5.419	153.3942	82.94537	0.5015	
5.42	153.3894	82.9381	0.50148	
5.421	153.3846	82.93091	0.50146	
5.422	153.3797	82.94572	0.50146	
5.423	153.3749	82.93842	0.50144	
5.424	153.3701	82.93114	0.50142	
5.425	153.3652	82.92395	0.5014	
5.426	153.3604	82.91671	0.50138	
5.427	153.3556	82.90955	0.50136	
5.428	153.3507	82.90236	0.50134	
5.429	153.3459	82.89524	0.50132	
5.43	153.341	82.88808	0.5013	
5.431	153.3361	82.881	0.50128	
5.432	153.3312	82.87386	0.50126	
5.433	153.3264	82.86682	0.50124	
5.434	153.3215	82.88177	0.50124	
5.435	153.3166	82.87462	0.50122	
5.436	153.3117	82.86749	0.5012	
5.437	153.3068	82.86044	0.50118	
5.438	153.3019	82.85334	0.50116	
5.439	153.2971	82.84633	0.50114	
5.44	153.2922	82.83926	0.50112	
5.441	153.2873	82.83229	0.5011	
5.442	153.2823	82.82526	0.50108	
5.443	153.2774	82.81831	0.50106	
5.444	153.2725	82.81133	0.50104	
5.445	153.2676	82.80441	0.50102	
5.446	153.2626	82.8195	0.50102	
5.447	153.2577	82.81248	0.501	
5.448	153.2528	82.80548	0.50098	
5.449	153.2479	82.79856	0.50096	
5.45	153.243	82.7916	0.50094	
5.451	153.238	82.78471	0.50092	
5.452	153.2331	82.77778	0.5009	
5.453	153.2281	82.77094	0.50088	
5.454	153.2232	82.76403	0.50086	
5.455	153.2182	82.75723	0.50084	
5.456	153.2133	82.75036	0.50082	
5.457	153.2083	82.74358	0.5008	
5.458	153.2033	82.75879	0.5008	
5.459	153.1984	82.7519	0.50078	
5.46	153.1934	82.74502	0.50076	
5.461	153.1884	82.73823	0.50074	
5.462	153.1835	82.73139	0.50072	
5.463	153.1785	82.72463	0.5007	
5.464	153.1735	82.71782	0.50068	
5.465	153.1685	82.7111	0.50066	
5.466	153.1635	82.70432	0.50064	
5.467	153.1585	82.69762	0.50062	
5.468	153.1535	82.69089	0.5006	
5.469	153.1485	82.68423	0.50058	
5.47	153.1435	82.69956	0.50058	
5.471	153.1385	82.69279	0.50056	
5.472	153.1335	82.68603	0.50054	
5.473	153.1285	82.67936	0.50052	
5.474	153.1235	82.67264	0.5005	
5.475	153.1185	82.666	0.50048	
5.476	153.1134	82.6593	0.50046	
5.477	153.1084	82.65269	0.50044	
5.478	153.1034	82.64603	0.50042	
5.479	153.0984	82.63946	0.5004	
5.48	153.0933	82.63283	0.50038	
5.481	153.0883	82.62628	0.50036	
5.482	153.0832	82.64172	0.50036	
5.483	153.0782	82.63507	0.50034	
5.484	153.0732	82.62843	0.50032	
5.485	153.0681	82.62186	0.5003	
5.486	153.0631	82.61525	0.50028	
5.487	153.058	82.60872	0.50026	
5.488	153.053	82.60213	0.50024	
5.489	153.0479	82.59563	0.50022	
5.49	153.0428	82.58909	0.5002	
5.491	153.0378	82.58263	0.50018	
5.492	153.0327	82.5761	0.50016	
5.493	153.0276	82.56966	0.50014	
5.494	153.0225	82.58521	0.50014	
5.495	153.0175	82.57866	0.50012	
5.496	153.0124	82.57213	0.5001	
5.497	153.0073	82.56567	0.50008	
5.498	153.0022	82.55916	0.50006	
5.499	152.9971	82.55273	0.50004	
5.5	152.9921	82.54625	0.50002	
5.501	152.987	82.53986	0.5	
5.502	152.9819	82.53341	0.49998	
5.503	152.9767	82.54929	0.4999802	
5.504	152.9717	82.56509	0.4999804	
5.505	152.9666	82.58083	0.4999807	
5.506	152.9615	82.59651	0.4999809	
5.507	152.9565	82.6121	0.4999811	
5.508	152.9515	82.62765	0.4999814	
5.509	152.9465	82.64311	0.4999816	
5.51	152.9416	82.65855	0.4999818	
5.511	152.9366	82.67389	0.499982	
5.512	152.9317	82.68916	0.4999822	
5.513	152.9268	82.70415	0.4999822	
5.514	152.9219	82.7193	0.4999824	
5.515	152.9171	82.7344	0.4999827	
5.516	152.9122	82.74944	0.4999829	
5.517	152.9074	82.76441	0.4999831	
5.518	152.9026	82.7793	0.4999833	
5.519	152.8978	82.79415	0.4999835	
5.52	152.893	82.80894	0.4999837	
5.521	152.8883	82.82365	0.4999838	
5.522	152.8835	82.83833	0.4999841	
5.523	152.8788	82.85291	0.4999842	
5.524	152.8741	82.86725	0.4999842	
5.525	152.8695	82.88172	0.4999844	
5.526	152.8648	82.89613	0.4999846	
5.527	152.8602	82.91049	0.4999848	
5.528	152.8556	82.92483	0.499985	
5.529	152.851	82.93903	0.4999851	
5.53	152.8464	82.95322	0.4999853	
5.531	152.8418	82.96735	0.4999855	
5.532	152.8373	82.98141	0.4999857	
5.533	152.8328	82.99544	0.4999858	
5.534	152.8283	83.00936	0.499986	
5.535	152.8238	83.02306	0.499986	
5.536	152.8193	83.03692	0.4999862	
5.537	152.8148	83.05067	0.4999863	
5.538	152.8104	83.06442	0.4999865	
5.539	152.806	83.07806	0.4999866	
5.54	152.8016	83.09166	0.4999868	
5.541	152.7972	83.10524	0.499987	
5.542	152.7929	83.11873	0.4999871	
5.543	152.7885	83.13216	0.4999873	
5.544	152.7842	83.14554	0.4999874	
5.545	152.7799	83.15887	0.4999876	
5.546	152.7756	83.17199	0.4999876	
5.547	152.7713	83.18521	0.4999877	
5.548	152.7671	83.19838	0.4999879	
5.549	152.7628	83.21149	0.499988	
5.55	152.7586	83.22453	0.4999881	
5.551	152.7544	83.23753	0.4999883	
5.552	152.7502	83.2505	0.4999884	
5.553	152.746	83.26337	0.4999886	
5.554	152.7419	83.27623	0.4999887	
5.555	152.7378	83.28899	0.4999888	
5.556	152.7336	83.30175	0.499989	
5.557	152.7295	83.31429	0.499989	
5.558	152.7254	83.32691	0.4999891	
5.559	152.7214	83.33952	0.4999892	
5.56	152.7173	83.35204	0.4999894	
5.561	152.7133	83.3645	0.4999895	
5.562	152.7093	83.37693	0.4999896	
5.563	152.7053	83.3893	0.4999897	
5.564	152.7013	83.40166	0.4999899	
5.565	152.6973	83.41393	0.49999	
5.566	152.6933	83.43703	0.5	
5.567	152.6894	83.44904	0.5	
5.568	152.6855	83.461	0.5	
5.569	152.6816	83.47291	0.5	
5.57	152.6777	83.48476	0.5	
5.571	152.6738	83.49657	0.5	
5.572	152.67	83.50835	0.5	
5.573	152.6662	83.52007	0.5	
5.574	152.6624	83.53174	0.5	
5.575	152.6585	83.54337	0.5	
5.576	152.6548	83.55495	0.5	
5.577	152.651	83.56647	0.5	
5.578	152.6472	83.57796	0.5	
5.579	152.6435	83.5894	0.5	
5.58	152.6397	83.6008	0.5	
5.581	152.636	83.61215	0.5	
5.582	152.6323	83.62345	0.5	
5.583	152.6286	83.63471	0.5	
5.584	152.625	83.64593	0.5	
5.585	152.6213	83.6571	0.5	
5.586	152.6177	83.66822	0.5	
5.587	152.614	83.6793	0.5	
5.588	152.6104	83.69033	0.5	
5.589	152.6068	83.70132	0.5	
5.59	152.6033	83.71227	0.5	
5.591	152.5997	83.72318	0.5	
5.592	152.5961	83.73404	0.5	
5.593	152.5926	83.74485	0.5	
5.594	152.5891	83.75562	0.5	
5.595	152.5856	83.76635	0.5	
5.596	152.5821	83.77704	0.5	
5.597	152.5786	83.78769	0.5	
5.598	152.5751	83.79829	0.5	
5.599	152.5716	83.80885	0.5	
5.6	152.5682	83.81936	0.5	
5.601	152.5648	83.82984	0.5	
5.602	152.5614	83.84028	0.5	
5.603	152.558	83.85067	0.5	
5.604	152.5546	83.86102	0.5	
5.605	152.5512	83.87132	0.5	
5.606	152.5479	83.88159	0.5	
5.607	152.5445	83.89182	0.5	
5.608	152.5412	83.90201	0.5	
5.609	152.5378	83.91215	0.5	
5.61	152.5345	83.92225	0.5	
5.611	152.5312	83.93231	0.5	
5.612	152.528	83.94234	0.5	
5.613	152.5247	83.95232	0.5	
5.614	152.5214	83.96226	0.5	
5.615	152.5182	83.97217	0.5	
5.616	152.515	83.98204	0.5	
5.617	152.5117	83.99185	0.5	
5.618	152.5085	84.00165	0.5	
5.619	152.5054	84.01139	0.5	
5.62	152.5022	84.0211	0.5	
5.621	152.499	84.03077	0.5	
5.622	152.4959	84.0404	0.5	
5.623	152.4927	84.04999	0.5	
5.624	152.4896	84.05954	0.5	
5.625	152.4865	84.06905	0.5	
5.626	152.4834	84.07853	0.5	
5.627	152.4803	84.08797	0.5	
5.628	152.4772	84.09737	0.5	
5.629	152.4742	84.10674	0.5	
5.63	152.4711	84.11606	0.5	
5.631	152.4681	84.12534	0.5	
5.632	152.465	84.1346	0.5	
5.633	152.462	84.14381	0.5	
5.634	152.459	84.15299	0.5	
5.635	152.456	84.16212	0.5	
5.636	152.453	84.17123	0.5	
5.637	152.4501	84.18031	0.5	
5.638	152.4471	84.18934	0.5	
5.639	152.4442	84.19833	0.5	
5.64	152.4413	84.20728	0.5	
5.641	152.4383	84.21621	0.5	
5.642	152.4354	84.22511	0.5	
5.643	152.4325	84.23396	0.5	
5.644	152.4296	84.24277	0.5	
5.645	152.4268	84.25156	0.5	
5.646	152.4239	84.26031	0.5	
5.647	152.4211	84.26901	0.5	
5.648	152.4182	84.27769	0.5	
5.649	152.4154	84.28633	0.5	
5.65	152.4126	84.29494	0.5	
5.651	152.4098	84.30351	0.5	
5.652	152.407	84.31205	0.5	
5.653	152.4042	84.32056	0.5	
5.654	152.4014	84.32903	0.5	
5.655	152.3987	84.33746	0.5	
5.656	152.3959	84.34586	0.5	
5.657	152.3932	84.35423	0.5	
5.658	152.3904	84.36257	0.5	
5.659	152.3877	84.37087	0.5	
5.66	152.385	84.37914	0.5	
5.661	152.3823	84.38737	0.5	
5.662	152.3796	84.39558	0.5	
5.663	152.377	84.40376	0.5	
5.664	152.3743	84.41189	0.5	
5.665	152.3716	84.42	0.5	
5.666	152.369	84.42807	0.5	
5.667	152.3664	84.43611	0.5	
5.668	152.3637	84.44411	0.5	
5.669	152.3611	84.45209	0.5	
5.67	152.3585	84.46004	0.5	
5.671	152.3559	84.46795	0.5	
5.672	152.3534	84.47583	0.5	
5.673	152.3508	84.48368	0.5	
5.674	152.3482	84.49149	0.5	
5.675	152.3457	84.49929	0.5	
5.676	152.3432	84.50704	0.5	
5.677	152.3406	84.51476	0.5	
5.678	152.3381	84.52246	0.5	
5.679	152.3356	84.53012	0.5	
5.68	152.3331	84.53775	0.5	
5.681	152.3306	84.54536	0.5	
5.682	152.3281	84.55293	0.5	
5.683	152.3257	84.56047	0.5	
5.684	152.3232	84.56798	0.5	
5.685	152.3208	84.57546	0.5	
5.686	152.3183	84.58291	0.5	
5.687	152.3159	84.59033	0.5	
5.688	152.3135	84.59772	0.5	
5.689	152.3111	84.60509	0.5	
5.69	152.3087	84.61242	0.5	
5.691	152.3063	84.61972	0.5	
5.692	152.3039	84.62699	0.5	
5.693	152.3015	84.63424	0.5	
5.694	152.2992	84.64145	0.5	
5.695	152.2968	84.64864	0.5	
5.696	152.2945	84.6558	0.5	
5.697	152.2921	84.66293	0.5	
5.698	152.2898	84.67003	0.5	
5.699	152.2875	84.6771	0.5	
5.7	152.2852	84.68414	0.5	
5.701	152.2829	84.69115	0.5	
5.702	152.2806	84.69815	0.5	
5.703	152.2783	84.70511	0.5	
5.704	152.2761	84.71204	0.5	
5.705	152.2738	84.71895	0.5	
5.706	152.2715	84.72582	0.5	
5.707	152.2693	84.73267	0.5	
5.708	152.2671	84.73949	0.5	
5.709	152.2648	84.74629	0.5	
5.71	152.2626	84.75306	0.5	
5.711	152.2604	84.7598	0.5	
5.712	152.2582	84.76651	0.5	
5.713	152.256	84.77319	0.5	
5.714	152.2539	84.77986	0.5	
5.715	152.2517	84.78649	0.5	
5.716	152.2495	84.79309	0.5	
5.717	152.2474	84.79967	0.5	
5.718	152.2452	84.80623	0.5	
5.719	152.2431	84.81275	0.5	
5.72	152.241	84.81926	0.5	
5.721	152.2388	84.82574	0.5	
5.722	152.2367	84.83218	0.5	
5.723	152.2346	84.83862	0.5	
5.724	152.2325	84.84502	0.5	
5.725	152.2305	84.85138	0.5	
5.726	152.2284	84.85773	0.5	
5.727	152.2263	84.86405	0.5	
5.728	152.2242	84.87035	0.5	
5.729	152.2222	84.87662	0.5	
5.73	152.2202	84.88286	0.5	
5.731	152.2181	84.88909	0.5	
5.732	152.2161	84.89529	0.5	
5.733	152.2141	84.90146	0.5	
5.734	152.2121	84.9076	0.5	
5.735	152.2101	84.91373	0.5	
5.736	152.2081	84.91982	0.5	
5.737	152.2061	84.9259	0.5	
5.738	152.2041	84.93195	0.5	
5.739	152.2021	84.93797	0.5	
5.74	152.2002	84.94397	0.5	
5.741	152.1982	84.94994	0.5	
5.742	152.1963	84.9559	0.5	
5.743	152.1943	84.96182	0.5	
5.744	152.1924	84.96774	0.5	
5.745	152.1904	84.97361	0.5	
5.746	152.1885	84.97947	0.5	
5.747	152.1866	84.98531	0.5	
5.748	152.1847	84.99112	0.5	
5.749	152.1828	84.9969	0.5	
5.75	152.1809	85.00267	0.5	
5.751	152.1791	85.00842	0.5	
5.752	152.1772	85.01413	0.5	
5.753	152.1753	85.01983	0.5	
5.754	152.1735	85.02551	0.5	
5.755	152.1716	85.03115	0.5	
5.756	152.1698	85.03678	0.5	
5.757	152.1679	85.04239	0.5	
5.758	152.1661	85.04797	0.5	
5.759	152.1643	85.05353	0.5	
5.76	152.1625	85.05907	0.5	
5.761	152.1607	85.06458	0.5	
5.762	152.1589	85.07008	0.5	
5.763	152.1571	85.07555	0.5	
5.764	152.1553	85.081	0.5	
5.765	152.1535	85.08643	0.5	
5.766	152.1518	85.09184	0.5	
5.767	152.15	85.09723	0.5	
5.768	152.1482	85.10258	0.5	
5.769	152.1465	85.10793	0.5	
5.77	152.1448	85.11325	0.5	
5.771	152.143	85.11855	0.5	
5.772	152.1413	85.12383	0.5	
5.773	152.1396	85.12908	0.5	
5.774	152.1379	85.13432	0.5	
5.775	152.1362	85.13953	0.5	
5.776	152.1345	85.14473	0.5	
5.777	152.1328	85.14991	0.5	
5.778	152.1311	85.15505	0.5	
5.779	152.1294	85.16019	0.5	
5.78	152.1277	85.1653	0.5	
5.781	152.1261	85.17039	0.5	
5.782	152.1244	85.17546	0.5	
5.783	152.1227	85.18052	0.5	
5.784	152.1211	85.18554	0.5	
5.785	152.1195	85.19056	0.5	
5.786	152.1178	85.19555	0.5	
5.787	152.1162	85.20052	0.5	
5.788	152.1146	85.20547	0.5	
5.789	152.113	85.2104	0.5	
5.79	152.1114	85.21531	0.5	
5.791	152.1097	85.2202	0.5	
5.792	152.1082	85.22507	0.5	
5.793	152.1066	85.22992	0.5	
5.794	152.105	85.23476	0.5	
5.795	152.1034	85.23958	0.5	
5.796	152.1018	85.24437	0.5	
5.797	152.1003	85.24914	0.5	
5.798	152.0987	85.25389	0.5	
5.799	152.0972	85.25864	0.5	
5.8	152.0956	85.26335	0.5	
5.801	152.0941	85.26806	0.5	
5.802	152.0926	85.27274	0.5	
5.803	152.091	85.2774	0.5	
5.804	152.0895	85.28204	0.5	
5.805	152.088	85.28667	0.5	
5.806	152.0865	85.29128	0.5	
5.807	152.085	85.29586	0.5	
5.808	152.0835	85.30043	0.5	
5.809	152.082	85.30498	0.5	
5.81	152.0805	85.30952	0.5	
5.811	152.079	85.31403	0.5	
5.812	152.0776	85.31853	0.5	
5.813	152.0761	85.323	0.5	
5.814	152.0746	85.32747	0.5	
5.815	152.0732	85.33191	0.5	
5.816	152.0717	85.33633	0.5	
5.817	152.0703	85.34074	0.5	
5.818	152.0689	85.34513	0.5	
5.819	152.0674	85.3495	0.5	
5.82	152.066	85.35386	0.5	
5.821	152.0646	85.35819	0.5	
5.822	152.0632	85.36251	0.5	
5.823	152.0618	85.36681	0.5	
5.824	152.0604	85.3711	0.5	
5.825	152.059	85.37537	0.5	
5.826	152.0576	85.37962	0.5	
5.827	152.0562	85.38385	0.5	
5.828	152.0548	85.38807	0.5	
5.829	152.0534	85.39227	0.5	
5.83	152.0521	85.39645	0.5	
5.831	152.0507	85.40062	0.5	
5.832	152.0493	85.40477	0.5	
5.833	152.048	85.40891	0.5	
5.834	152.0466	85.41302	0.5	
5.835	152.0453	85.41711	0.5	
5.836	152.044	85.42121	0.5	
5.837	152.0426	85.42527	0.5	
5.838	152.0413	85.42933	0.5	
5.839	152.04	85.43336	0.5	
5.84	152.0387	85.43738	0.5	
5.841	152.0374	85.44138	0.5	
5.842	152.0361	85.44537	0.5	
5.843	152.0348	85.44934	0.5	
5.844	152.0335	85.45329	0.5	
5.845	152.0322	85.45724	0.5	
5.846	152.0309	85.46116	0.5	
5.847	152.0296	85.46507	0.5	
5.848	152.0283	85.46896	0.5	
5.849	152.0271	85.47284	0.5	
5.85	152.0258	85.4767	0.5	
5.851	152.0246	85.48055	0.5	
5.852	152.0233	85.48438	0.5	
5.853	152.022	85.48819	0.5	
5.854	152.0208	85.492	0.5	
5.855	152.0196	85.49577	0.5	
5.856	152.0183	85.49954	0.5	
5.857	152.0171	85.5033	0.5	
5.858	152.0159	85.50704	0.5	
5.859	152.0147	85.51077	0.5	
5.86	152.0134	85.51447	0.5	
5.861	152.0122	85.51817	0.5	
5.862	152.011	85.52184	0.5	
5.863	152.0098	85.52551	0.5	
5.864	152.0086	85.52916	0.5	
5.865	152.0074	85.5328	0.5	
5.866	152.0063	85.53642	0.5	
5.867	152.0051	85.54002	0.5	
5.868	152.0039	85.54362	0.5	
5.869	152.0027	85.54719	0.5	
5.87	152.0016	85.55076	0.5	
5.871	152.0004	85.55431	0.5	
5.872	151.9993	85.55785	0.5	
5.873	151.9981	85.56136	0.5	
5.874	151.9969	85.56487	0.5	
5.875	151.9958	85.56837	0.5	
5.876	151.9947	85.57185	0.5	
5.877	151.9935	85.57531	0.5	
5.878	151.9924	85.57876	0.5	
5.879	151.9913	85.58219	0.5	
5.88	151.9902	85.58562	0.5	
5.881	151.989	85.58903	0.5	
5.882	151.9879	85.59243	0.5	
5.883	151.9868	85.59581	0.5	
5.884	151.9857	85.59918	0.5	
5.885	151.9846	85.60254	0.5	
5.886	151.9835	85.60588	0.5	
5.887	151.9824	85.60921	0.5	
5.888	151.9814	85.61252	0.5	
5.889	151.9803	85.61582	0.5	
5.89	151.9792	85.61912	0.5	
5.891	151.9781	85.62239	0.5	
5.892	151.9771	85.62566	0.5	
5.893	151.976	85.6289	0.5	
5.894	151.9749	85.63214	0.5	
5.895	151.9739	85.63537	0.5	
5.896	151.9728	85.63857	0.5	
5.897	151.9718	85.64178	0.5	
5.898	151.9707	85.64496	0.5	
5.899	151.9697	85.64814	0.5	
5.9	151.9687	85.65129	0.5	
5.901	151.9676	85.65444	0.5	
5.902	151.9666	85.65758	0.5	
5.903	151.9656	85.6607	0.5	
5.904	151.9646	85.6638	0.5	
5.905	151.9636	85.66691	0.5	
5.906	151.9626	85.66998	0.5	
5.907	151.9615	85.67306	0.5	
5.908	151.9605	85.67612	0.5	
5.909	151.9595	85.67918	0.5	
5.91	151.9586	85.68221	0.5	
5.911	151.9576	85.68523	0.5	
5.912	151.9566	85.68825	0.5	
5.913	151.9556	85.69124	0.5	
5.914	151.9546	85.69423	0.5	
5.915	151.9536	85.6972	0.5	
5.916	151.9527	85.70017	0.5	
5.917	151.9517	85.70312	0.5	
5.918	151.9507	85.70606	0.5	
5.919	151.9498	85.70899	0.5	
5.92	151.9488	85.71191	0.5	
5.921	151.9479	85.71481	0.5	
5.922	151.9469	85.71771	0.5	
5.923	151.946	85.72059	0.5	
5.924	151.9451	85.72346	0.5	
5.925	151.9441	85.72632	0.5	
5.926	151.9432	85.72916	0.5	
5.927	151.9422	85.732	0.5	
5.928	151.9413	85.73483	0.5	
5.929	151.9404	85.73764	0.5	
5.93	151.9395	85.74044	0.5	
5.931	151.9386	85.74323	0.5	
5.932	151.9377	85.74601	0.5	
5.933	151.9368	85.74878	0.5	
5.934	151.9359	85.75154	0.5	
5.935	151.935	85.75429	0.5	
5.936	151.9341	85.75703	0.5	
5.937	151.9332	85.75974	0.5	
5.938	151.9323	85.76246	0.5	
5.939	151.9314	85.76516	0.5	
5.94	151.9305	85.76785	0.5	
5.941	151.9296	85.77053	0.5	
5.942	151.9288	85.7732	0.5	
5.943	151.9279	85.77586	0.5	
5.944	151.927	85.77851	0.5	
5.945	151.9262	85.78115	0.5	
5.946	151.9253	85.78378	0.5	
5.947	151.9245	85.7864	0.5	
5.948	151.9236	85.789	0.5	
5.949	151.9227	85.7916	0.5	
5.95	151.9219	85.79419	0.5	
5.951	151.9211	85.79677	0.5	
5.952	151.9202	85.79933	0.5	
5.953	151.9194	85.80189	0.5	
5.954	151.9185	85.80444	0.5	
5.955	151.9177	85.80697	0.5	
5.956	151.9169	85.80949	0.5	
5.957	151.9161	85.81201	0.5	
5.958	151.9153	85.81451	0.5	
5.959	151.9144	85.81701	0.5	
5.96	151.9136	85.81949	0.5	
5.961	151.9128	85.82197	0.5	
5.962	151.912	85.82443	0.5	
5.963	151.9112	85.82688	0.5	
5.964	151.9104	85.82933	0.5	
5.965	151.9096	85.83177	0.5	
5.966	151.9088	85.83419	0.5	
5.967	151.908	85.83661	0.5	
5.968	151.9072	85.83901	0.5	
5.969	151.9064	85.84142	0.5	
5.97	151.9057	85.8438	0.5	
5.971	151.9049	85.84618	0.5	
5.972	151.9041	85.84854	0.5	
5.973	151.9034	85.85091	0.5	
5.974	151.9026	85.85325	0.5	
5.975	151.9018	85.85559	0.5	
5.976	151.901	85.85792	0.5	
5.977	151.9003	85.86024	0.5	
5.978	151.8995	85.86255	0.5	
5.979	151.8988	85.86485	0.5	
5.98	151.898	85.86715	0.5	
5.981	151.8973	85.86944	0.5	
5.982	151.8965	85.8717	0.5	
5.983	151.8958	85.87398	0.5	
5.984	151.8951	85.87623	0.5	
5.985	151.8943	85.87847	0.5	
5.986	151.8936	85.88072	0.5	
5.987	151.8929	85.88295	0.5	
5.988	151.8921	85.88517	0.5	
5.989	151.8914	85.88738	0.5	
5.99	151.8907	85.88958	0.5	
5.991	151.89	85.89178	0.5	
5.992	151.8893	85.89397	0.5	
5.993	151.8885	85.89613	0.5	
5.994	151.8878	85.89831	0.5	
5.995	151.8871	85.90047	0.5	
5.996	151.8864	85.90262	0.5	
5.997	151.8857	85.90475	0.5	
5.998	151.885	85.9069	0.5	
5.999	151.8843	85.90902	0.5	
6	151.8836	85.91113	0.5	
6.001	151.8829	85.91324	0.5	
6.002	151.8822	85.91534	0.5	
6.003	151.8816	85.91743	0.5	
6.004	151.8809	85.91952	0.5	
6.005	151.8802	85.92159	0.5	
6.006	151.8795	85.92366	0.5	
6.007	151.8789	85.92571	0.5	
6.008	151.8782	85.92776	0.5	
6.009	151.8775	85.9298	0.5	
6.01	151.8769	85.93184	0.5	
6.011	151.8762	85.93386	0.5	
6.012	151.8755	85.93588	0.5	
6.013	151.8749	85.9379	0.5	
6.014	151.8742	85.9399	0.5	
6.015	151.8736	85.94189	0.5	
6.016	151.8729	85.94387	0.5	
6.017	151.8723	85.94585	0.5	
6.018	151.8716	85.94781	0.5	
6.019	151.871	85.94978	0.5	
6.02	151.8703	85.95173	0.5	
6.021	151.8697	85.95368	0.5	
6.022	151.8691	85.95562	0.5	
6.023	151.8684	85.95755	0.5	
6.024	151.8678	85.95947	0.5	
6.025	151.8672	85.96138	0.5	
6.026	151.8666	85.96329	0.5	
6.027	151.8659	85.96519	0.5	
6.028	151.8653	85.96708	0.5	
6.029	151.8647	85.96896	0.5	
6.03	151.8641	85.97084	0.5	
6.031	151.8635	85.97271	0.5	
6.032	151.8629	85.97458	0.5	
6.033	151.8623	85.97643	0.5	
6.034	151.8616	85.97827	0.5	
6.035	151.8611	85.98012	0.5	
6.036	151.8605	85.98194	0.5	
6.037	151.8598	85.98377	0.5	
6.038	151.8593	85.9856	0.5	
6.039	151.8587	85.9874	0.5	
6.04	151.8581	85.9892	0.5	
6.041	151.8575	85.991	0.5	
6.042	151.8569	85.99279	0.5	
6.043	151.8563	85.99457	0.5	
6.044	151.8557	85.99635	0.5	
6.045	151.8552	85.99811	0.5	
6.046	151.8546	85.99987	0.5	
6.047	151.854	86.00163	0.5	
6.048	151.8534	86.00336	0.5	
6.049	151.8529	86.0051	0.5	
6.05	151.8523	86.00684	0.5	
6.051	151.8517	86.00857	0.5	
6.052	151.8512	86.01028	0.5	
6.053	151.8506	86.012	0.5	
6.054	151.8501	86.0137	0.5	
6.055	151.8495	86.0154	0.5	
6.056	151.849	86.01709	0.5	
6.057	151.8484	86.01878	0.5	
6.058	151.8479	86.02045	0.5	
6.059	151.8473	86.02212	0.5	
6.06	151.8468	86.02378	0.5	
6.061	151.8462	86.02544	0.5	
6.062	151.8457	86.02709	0.5	
6.063	151.8451	86.02874	0.5	
6.064	151.8446	86.03038	0.5	
6.065	151.8441	86.03201	0.5	
6.066	151.8435	86.03364	0.5	
6.067	151.843	86.03525	0.5	
6.068	151.8425	86.03687	0.5	
6.069	151.8419	86.03847	0.5	
6.07	151.8414	86.04007	0.5	
6.071	151.8409	86.04166	0.5	
6.072	151.8404	86.04325	0.5	
6.073	151.8399	86.04482	0.5	
6.074	151.8394	86.04639	0.5	
6.075	151.8388	86.04797	0.5	
6.076	151.8383	86.04952	0.5	
6.077	151.8378	86.05109	0.5	
6.078	151.8373	86.05264	0.5	
6.079	151.8368	86.05418	0.5	
6.08	151.8363	86.0557	0.5	
6.081	151.8358	86.05724	0.5	
6.082	151.8353	86.05876	0.5	
6.083	151.8348	86.06028	0.5	
6.084	151.8343	86.06179	0.5	
6.085	151.8338	86.06329	0.5	
6.086	151.8333	86.0648	0.5	
6.087	151.8329	86.06628	0.5	
6.088	151.8324	86.06778	0.5	
6.089	151.8319	86.06926	0.5	
6.09	151.8314	86.07074	0.5	
6.091	151.8309	86.0722	0.5	
