Time	A2	A3	A4	A5	A1	
12.976	0	0.00256649	0.1208585	0.03539306	4.8168E-06	
12.978	0	0.002563071	0.1206975	0.0353459	4.80935E-06	
12.98	0	0.002559654	0.1205367	0.03529879	4.805624E-06	
12.982	0	0.002556244	0.1203761	0.03525177	4.798174E-06	
12.984	0	0.002552837	0.1202157	0.03520478	4.790723E-06	
12.986	0	0.002549436	0.1200555	0.03515786	4.783273E-06	
12.988	0	0.002546038	0.1198955	0.03511101	4.775822E-06	
12.99	0	0.002542645	0.1197358	0.03506422	4.768372E-06	
12.992	0	0.002539257	0.1195763	0.03501749	4.760921E-06	
12.994	0	0.002535872	0.119417	0.03497083	4.757196E-06	
12.996	0	0.002532491	0.1192578	0.03492424	4.749745E-06	
12.998	0	0.002529118	0.1190989	0.03487769	4.742295E-06	
13	0	0.002525747	0.1189402	0.03483121	4.734844E-06	
13.002	0	0.002377652	0.1126416	0.03302959	4.597008E-06	
13.004	0	0.00207665	0.09985608	0.0293735	4.086643E-06	
13.006	0	0.001770692	0.0868603	0.0256573	3.423542E-06	
13.008	0	0.001455059	0.07345384	0.02182378	2.708286E-06	
13.01	0	0.001129854	0.05964148	0.01787427	1.996756E-06	
13.012	0	0.0007957425	0.04545134	0.01381673	1.326203E-06	
13.014	0	0.0004534088	0.03091228	0.009659544	0	
13.016	0	0.0001035221	0.01605296	0.005410776	0	
13.018	0	0	0.0009000301	0.001078114	0	
13.02	0	0	0	0	0	
13.022	0	0	0	0	0	
13.024	0	0	0	0	0	
13.026	0	0	0	0	0	
13.028	0	0	0	0	0	
13.03	0	0	0	0	0	
13.032	0	0	0	0	0	
13.034	0	0	0	0	0	
13.036	0	0	0	0	0	
13.038	0	0	0	0	1.579523E-06	
13.04	0	0	0	0	2.250075E-06	
13.042	0	0	0	0	2.942979E-06	
13.044	0	0	0	0	3.650784E-06	
13.046	0	0	0	0	4.347414E-06	
13.048	0	0	0	0	5.032867E-06	
13.05	0	0	0	0	5.692244E-06	
13.052	0	0	0	0	6.314367E-06	
13.054	0	0	0	0	6.899238E-06	
13.056	0	0	0	0	7.435679E-06	
13.058	0	0	0	0	7.927418E-06	
13.06	0	0	0	0	8.367002E-06	
13.062	0	0	0	0	8.746982E-06	
13.064	0	0	0	0	9.085983E-06	
13.066	0	0	0	0	9.36538E-06	
13.068	0	0	0	0	9.596348E-06	
13.07	0	0	0	0	9.782612E-06	
13.072	0	0	0	0	9.927899E-06	
13.074	0	0	0	0	1.002476E-05	
13.076	0	0	0	0	1.008436E-05	
13.078	0	0	0	0	1.010671E-05	
13.08	0	0	0	0	1.010299E-05	
13.082	0	0	0	0	1.006201E-05	
13.084	0	0	0	0	9.998679E-06	
13.086	0	0	0	0	9.912997E-06	
13.088	0	0	0	0	9.812415E-06	
13.09	0	0	0	0	9.68948E-06	
13.092	0	0	0	0	9.55537E-06	
13.094	0	0	0	0	9.413809E-06	
13.096	0	0	0	0	9.264797E-06	
13.098	0	0	0	0	9.104609E-06	
13.1	0	0	0	0	8.944422E-06	
13.102	0	0	0	0	8.780509E-06	
13.104	0	0	0	0	8.616596E-06	
13.106	0	0	0	0	8.456409E-06	
13.108	0	0	0	0	8.296221E-06	
13.11	0	0	0	0	8.139759E-06	
13.112	0	0	0	0	7.983297E-06	
13.114	0	0	0	0	7.838011E-06	
13.116	0	0	0	0	7.692724E-06	
13.118	0	0	0	0	7.554889E-06	
13.12	0	0	0	0	7.420778E-06	
13.122	0	0	0	0	7.297844E-06	
13.124	0	0	0	0	7.174909E-06	
13.126	0	0	0	0	7.06315E-06	
13.128	0	0	0	0	6.955117E-06	
13.13	0	0	0	0	6.854534E-06	
13.132	0	0	0	0	6.757677E-06	
13.134	0	0	0	0	6.66827E-06	
13.136	0	0	0	0	6.586313E-06	
13.138	0	0	0	0	6.511807E-06	
13.14	0	0	0	0	6.437302E-06	
13.142	0	0	0	0	6.370246E-06	
13.144	0	0	0	0	6.306916E-06	
13.146	0	0	0	0	6.243587E-06	
13.148	0	0	0	0	6.183982E-06	
13.15	0	0	0	0	6.128103E-06	
13.152	0	0	0	0	6.079674E-06	
13.154	0	0	0	0	6.02752E-06	
13.156	0	0	0	0	5.982816E-06	
13.158	0	0	0	0	5.938113E-06	
13.16	0	0	0	0	5.893409E-06	
13.162	0	0	0	0	5.856156E-06	
13.164	0	0	0	0	5.818903E-06	
13.166	0	0	0	0	5.781651E-06	
13.168	0	0	0	0	5.748123E-06	
13.17	0	0	0	0	5.714595E-06	
13.172	0	0	0	0	5.681068E-06	
13.174	0	0	0	0	5.643815E-06	
13.176	0	0	0	0	5.610287E-06	
13.178	0	0	0	0	5.573034E-06	
13.18	0	0	0	0	5.539507E-06	
13.182	0	0	0	0	5.502254E-06	
13.184	0	0	0	0	5.472451E-06	
13.186	0	0	0	0	5.438924E-06	
13.188	0	0	0	0	5.405396E-06	
13.19	0	0	0	0	5.371869E-06	
13.192	0	0	0	0	5.338341E-06	
13.194	0	0	0	0	5.304813E-06	
13.196	0	0	0	0	5.271286E-06	
13.198	0	0	0	0	5.237758E-06	
13.2	0	0	0	0	5.207956E-06	
13.202	0	0	0	0	5.178154E-06	
13.204	0	0	0	0	5.148351E-06	
13.206	0	0	0	0	5.118549E-06	
13.208	0	0	0	0	5.088747E-06	
13.21	0	0	0	0	5.055219E-06	
13.212	0	0	0	0	5.025417E-06	
13.214	0	0	0	0	4.995614E-06	
13.216	0	0	0	0	4.973263E-06	
13.218	0	0	0	0	4.94346E-06	
13.22	0	0	0	0	4.917383E-06	
13.222	0	0	0	0	4.887581E-06	
13.224	0	0	0	0	4.861504E-06	
13.226	0	0	0	0	4.835427E-06	
13.228	0	0	0	0	4.80935E-06	
13.23	0	0	0	0	4.783273E-06	
13.232	0	0	0	0	4.757196E-06	
13.234	0	0	0	0	4.734844E-06	
13.236	0	0	0	0	4.708767E-06	
13.238	0	0	0	0	4.686415E-06	
13.24	0	0	0	0	4.660338E-06	
13.242	0	0	0	0	4.637986E-06	
13.244	0	0	0	0	4.61936E-06	
13.246	0	0	0	0	4.597008E-06	
13.248	0	0	0	0	4.574656E-06	
13.25	0	0	0	0	4.552305E-06	
13.252	0	0	0	0	4.537404E-06	
13.254	0	0	0	0	4.518777E-06	
13.256	0	0	0	0	4.496425E-06	
13.258	0	0	0	0	4.477799E-06	
13.26	0	0	0	0	4.462898E-06	
13.262	0	0	0	0	4.444271E-06	
13.264	0	0	0	0	4.42192E-06	
13.266	0	0	0	0	4.403293E-06	
13.268	0	0	0	0	4.388392E-06	
13.27	0	0	0	0	4.373491E-06	
13.272	0	0	0	0	4.354864E-06	
13.274	0	0	0	0	4.339963E-06	
13.276	0	0	0	0	4.325062E-06	
13.278	0	0	0	0	4.310161E-06	
13.28	0	0	0	0	4.287809E-06	
13.282	0	0	0	0	4.272908E-06	
13.284	0	0	0	0	4.258007E-06	
13.286	0	0	0	0	4.243106E-06	
13.288	0	0	0	0	4.224479E-06	
13.29	0	0	0	0	4.213303E-06	
13.292	0	0	0	0	4.198402E-06	
13.294	0	0	0	0	4.183501E-06	
13.296	0	0	0	0	4.1686E-06	
13.298	0	0	0	0	4.157424E-06	
13.3	0	0	0	0	4.142523E-06	
13.302	0	0	0	0	4.127622E-06	
13.304	0	0	0	0	4.11272E-06	
13.306	0	0	0	0	4.101545E-06	
13.308	0	0	0	0	4.086643E-06	
13.31	0	0	0	0	4.071742E-06	
13.312	0	0	0	0	4.056841E-06	
13.314	0	0	0	0	4.045665E-06	
13.316	0	0	0	0	4.034489E-06	
13.318	0	0	0	0	4.023314E-06	
13.32	0	0	0	0	4.008412E-06	
13.322	0	0	0	0	4.000962E-06	
13.324	0	0	0	0	3.989786E-06	
13.326	0	0	0	0	3.97861E-06	
13.328	0	0	0	0	3.963709E-06	
13.33	0	0	0	0	3.952533E-06	
13.332	0	0	0	0	3.941357E-06	
13.334	0	0	0	0	3.930181E-06	
13.336	0	0	0	0	3.919005E-06	
13.338	0	0	0	0	3.90783E-06	
13.34	0	0	0	0	3.896654E-06	
13.342	0	0	0	0	3.885478E-06	
13.344	0	0	0	0	3.870577E-06	
13.346	0	0	0	0	3.863126E-06	
13.348	0	0	0	0	3.855675E-06	
13.35	0	0	0	0	3.8445E-06	
13.352	0	0	0	0	3.833324E-06	
13.354	0	0	0	0	3.825873E-06	
13.356	0	0	0	0	3.814697E-06	
13.358	0	0	0	0	3.807247E-06	
13.36	0	0	0	0	3.796071E-06	
13.362	0	0	0	0	3.78862E-06	
13.364	0	0	0	0	3.78117E-06	
13.366	0	0	0	0	3.769994E-06	
13.368	0	0	0	0	3.758818E-06	
13.37	0	0	0	0	3.751367E-06	
13.372	0	0	0	0	3.740191E-06	
13.374	0	0	0	0	3.732741E-06	
13.376	0	0	0	0	3.721565E-06	
13.378	0	0	0	0	3.714114E-06	
13.38	0	0	0	0	3.706664E-06	
13.382	0	0	0	0	3.695488E-06	
13.384	0	0	0	0	3.684312E-06	
13.386	0	0	0	0	3.676862E-06	
13.388	0	0	0	0	3.665686E-06	
13.39	0	0	0	0	3.658235E-06	
13.392	0	0	0	0	3.647059E-06	
13.394	0	0	0	0	3.639609E-06	
13.396	0	0	0	0	3.632158E-06	
13.398	0	0	0	0	3.624707E-06	
13.4	0	0	0	0	3.613532E-06	
13.402	0	0	0	0	3.609806E-06	
13.404	0	0	0	0	3.602356E-06	
13.406	0	0	0	0	3.594905E-06	
13.408	0	0	0	0	3.587455E-06	
13.41	0	0	0	0	3.580004E-06	
13.412	0	0	0	0	3.572553E-06	
13.414	0	0	0	0	3.568828E-06	
13.416	0	0	0	0	3.557652E-06	
13.418	0	0	0	0	3.553927E-06	
13.42	0	0	0	0	3.546476E-06	
13.422	0	0	0	0	3.539026E-06	
13.424	0	0	0	0	3.531575E-06	
13.426	0	0	0	0	3.524125E-06	
13.428	0	0	0	0	3.520399E-06	
13.43	0	0	0	0	3.512949E-06	
13.432	0	0	0	0	3.501773E-06	
13.434	0	0	0	0	3.498048E-06	
13.436	0	0	0	0	3.490597E-06	
13.438	0	0	0	0	3.483146E-06	
13.44	0	0	0	0	3.475696E-06	
13.442	0	0	0	0	3.468245E-06	
13.444	0	0	0	0	3.460795E-06	
13.446	0	0	0	0	3.457069E-06	
13.448	0	0	0	0	3.445894E-06	
13.45	0	0	0	0	3.442168E-06	
13.452	0	0	0	0	3.434718E-06	
13.454	0	0	0	0	3.427267E-06	
13.456	0	0	0	0	3.419816E-06	
13.458	0	0	0	0	3.412366E-06	
13.46	0	0	0	0	3.408641E-06	
13.462	0	0	0	0	3.40119E-06	
13.464	0	0	0	0	3.390014E-06	
13.466	0	0	0	0	3.386289E-06	
13.468	0	0	0	0	3.378838E-06	
13.47	0	0	0	0	3.371388E-06	
13.472	0	0	0	0	3.363937E-06	
13.474	0	0	0	0	3.356487E-06	
13.476	0	0	0	0	3.349036E-06	
13.478	0	0	0	0	3.345311E-06	
13.48	0	0	0	0	3.334135E-06	
13.482	0	0	0	0	3.33041E-06	
13.484	0	0	0	0	3.322959E-06	
13.486	0	0	0	0	3.315508E-06	
13.488	0	0	0	0	3.308058E-06	
13.49	0	0	0	0	3.304332E-06	
13.492	0	0	0	0	3.300607E-06	
13.494	0	0	0	0	3.296882E-06	
13.496	0	0	0	0	3.285706E-06	
13.498	0	0	0	0	3.281981E-06	
13.5	0	0	0	0	3.27453E-06	
13.502	0	0	0	0	3.26708E-06	
13.504	0	0	0	0	3.259629E-06	
13.506	0	0	0	0	3.255904E-06	
13.508	0	0	0	0	3.252178E-06	
13.51	0	0	0	0	3.248453E-06	
13.512	0	0	0	0	3.241003E-06	
13.514	0	0	0	0	3.237277E-06	
13.516	0	0	0	0	3.233552E-06	
13.518	0	0	0	0	3.229827E-06	
13.52	0	0	0	0	3.222376E-06	
13.522	0	0	0	0	3.218651E-06	
13.524	0	0	0	0	3.214926E-06	
13.526	0	0	0	0	3.2112E-06	
13.528	0	0	0	0	3.20375E-06	
13.53	0	0	0	0	3.200024E-06	
13.532	0	0	0	0	3.196299E-06	
13.534	0	0	0	0	3.192574E-06	
13.536	0	0	0	0	3.185123E-06	
13.538	0	0	0	0	3.181398E-06	
13.54	0	0	0	0	3.177673E-06	
13.542	0	0	0	0	3.173947E-06	
13.544	0	0	0	0	3.166497E-06	
13.546	0	0	0	0	3.162771E-06	
13.548	0	0	0	0	3.159046E-06	
13.55	0	0	0	0	3.155321E-06	
13.552	0	0	0	0	3.14787E-06	
13.554	0	0	0	0	3.144145E-06	
13.556	0	0	0	0	3.14042E-06	
13.558	0	0	0	0	3.136694E-06	
13.56	0	0	0	0	3.129244E-06	
13.562	0	0	0	0	3.125519E-06	
13.564	0	0	0	0	3.121793E-06	
13.566	0	0	0	0	3.118068E-06	
13.568	0	0	0	0	3.110617E-06	
13.57	0	0	0	0	3.106892E-06	
13.572	0	0	0	0	3.103167E-06	
13.574	0	0	0	0	3.099442E-06	
13.576	0	0	0	0	3.091991E-06	
13.578	0	0	0	0	3.088266E-06	
13.58	0	0	0	0	3.08454E-06	
13.582	0	0	0	0	3.080815E-06	
13.584	0	0	0	0	3.073364E-06	
13.586	0	0	0	0	3.069639E-06	
13.588	0	0	0	0	3.065914E-06	
13.59	0	0	0	0	3.062189E-06	
13.592	0	0	0	0	3.054738E-06	
13.594	0	0	0	0	3.051013E-06	
13.596	0	0	0	0	3.047287E-06	
13.598	0	0	0	0	3.043562E-06	
13.6	0	0	0	0	3.036112E-06	
13.602	0	0	0	0	3.032386E-06	
13.604	0	0	0	0	3.028661E-06	
13.606	0	0	0	0	3.024936E-06	
13.608	0	0	0	0	3.017485E-06	
13.61	0	0	0	0	3.01376E-06	
13.612	0	0	0	0	3.010035E-06	
13.614	0	0	0	0	3.006309E-06	
13.616	0	0	0	0	2.998859E-06	
13.618	0	0	0	0	2.991408E-06	
13.62	0	0	0	0	2.987683E-06	
13.622	0	0	0	0	2.983958E-06	
13.624	0	0	0	0	2.976507E-06	
13.626	0	0	0	0	2.972782E-06	
13.628	0	0	0	0	2.969056E-06	
13.63	0	0	0	0	2.965331E-06	
13.632	0	0	0	0	2.95788E-06	
13.634	0	0	0	0	2.95043E-06	
13.636	0	0	0	0	2.946705E-06	
13.638	0	0	0	0	2.942979E-06	
13.64	0	0	0	0	2.935529E-06	
13.642	0	0	0	0	2.931803E-06	
13.644	0	0	0	0	2.928078E-06	
13.646	0	0	0	0	2.924353E-06	
13.648	0	0	0	0	2.916902E-06	
13.65	0	0	0	0	2.913177E-06	
13.652	0	0	0	0	2.909452E-06	
13.654	0	0	0	0	2.905726E-06	
13.656	0	0	0	0	2.898276E-06	
13.658	0	0	0	0	2.894551E-06	
13.66	0	0	0	0	2.890825E-06	
13.662	0	0	0	0	2.8871E-06	
13.664	0	0	0	0	2.879649E-06	
13.666	0	0	0	0	2.875924E-06	
13.668	0	0	0	0	2.872199E-06	
13.67	0	0	0	0	2.868474E-06	
13.672	0	0	0	0	2.861023E-06	
13.674	0	0	0	0	2.857298E-06	
13.676	0	0	0	0	2.853572E-06	
13.678	0	0	0	0	2.849847E-06	
13.68	0	0	0	0	2.842396E-06	
13.682	0	0	0	0	2.838671E-06	
13.684	0	0	0	0	2.834946E-06	
13.686	0	0	0	0	2.831221E-06	
13.688	0	0	0	0	2.82377E-06	
13.69	0	0	0	0	2.820045E-06	
13.692	0	0	0	0	2.816319E-06	
13.694	0	0	0	0	2.812594E-06	
13.696	0	0	0	0	2.805144E-06	
13.698	0	0	0	0	2.801418E-06	
13.7	0	0	0	0	2.797693E-06	
13.702	0	0	0	0	2.793968E-06	
13.704	0	0	0	0	2.786517E-06	
13.706	0	0	0	0	2.782792E-06	
13.708	0	0	0	0	2.779067E-06	
13.71	0	0	0	0	2.775341E-06	
13.712	0	0	0	0	2.767891E-06	
13.714	0	0	0	0	2.764165E-06	
13.716	0	0	0	0	2.76044E-06	
13.718	0	0	0	0	2.756715E-06	
13.72	0	0	0	0	2.749264E-06	
13.722	0	0	0	0	2.745539E-06	
13.724	0	0	0	0	2.741814E-06	
13.726	0	0	0	0	2.738088E-06	
13.728	0	0	0	0	2.730638E-06	
13.73	0	0	0	0	2.730638E-06	
13.732	0	0	0	0	2.726912E-06	
13.734	0	0	0	0	2.726912E-06	
13.736	0	0	0	0	2.723187E-06	
13.738	0	0	0	0	2.719462E-06	
13.74	0	0	0	0	2.719462E-06	
13.742	0	0	0	0	2.715737E-06	
13.744	0	0	0	0	2.712011E-06	
13.746	0	0	0	0	2.712011E-06	
13.748	0	0	0	0	2.708286E-06	
13.75	0	0	0	0	2.704561E-06	
13.752	0	0	0	0	2.704561E-06	
13.754	0	0	0	0	2.700835E-06	
13.756	0	0	0	0	2.700835E-06	
13.758	0	0	0	0	2.69711E-06	
13.76	0	0	0	0	2.693385E-06	
13.762	0	0	0	0	2.693385E-06	
13.764	0	0	0	0	2.68966E-06	
13.766	0	0	0	0	2.68966E-06	
13.768	0	0	0	0	2.685934E-06	
13.77	0	0	0	0	2.682209E-06	
13.772	0	0	0	0	2.682209E-06	
13.774	0	0	0	0	2.678484E-06	
13.776	0	0	0	0	2.674758E-06	
13.778	0	0	0	0	2.674758E-06	
13.78	0	0	0	0	2.671033E-06	
13.782	0	0	0	0	2.667308E-06	
13.784	0	0	0	0	2.667308E-06	
13.786	0	0	0	0	2.663583E-06	
13.788	0	0	0	0	2.663583E-06	
13.79	0	0	0	0	2.659857E-06	
13.792	0	0	0	0	2.656132E-06	
13.794	0	0	0	0	2.656132E-06	
13.796	0	0	0	0	2.652407E-06	
13.798	0	0	0	0	2.652407E-06	
13.8	0	0	0	0	2.648681E-06	
13.802	0	0	0	0	2.644956E-06	
13.804	0	0	0	0	2.644956E-06	
13.806	0	0	0	0	2.641231E-06	
13.808	0	0	0	0	2.637506E-06	
13.81	0	0	0	0	2.637506E-06	
13.812	0	0	0	0	2.63378E-06	
13.814	0	0	0	0	2.630055E-06	
13.816	0	0	0	0	2.630055E-06	
13.818	0	0	0	0	2.62633E-06	
13.82	0	0	0	0	2.62633E-06	
13.822	0	0	0	0	2.622604E-06	
13.824	0	0	0	0	2.618879E-06	
13.826	0	0	0	0	2.618879E-06	
13.828	0	0	0	0	2.615154E-06	
13.83	0	0	0	0	2.615154E-06	
13.832	0	0	0	0	2.611428E-06	
13.834	0	0	0	0	2.607703E-06	
13.836	0	0	0	0	2.607703E-06	
13.838	0	0	0	0	2.603978E-06	
13.84	0	0	0	0	2.600253E-06	
13.842	0	0	0	0	2.600253E-06	
13.844	0	0	0	0	2.596527E-06	
13.846	0	0	0	0	2.592802E-06	
13.848	0	0	0	0	2.592802E-06	
13.85	0	0	0	0	2.589077E-06	
13.852	0	0	0	0	2.589077E-06	
13.854	0	0	0	0	2.585351E-06	
13.856	0	0	0	0	2.581626E-06	
13.858	0	0	0	0	2.581626E-06	
13.86	0	0	0	0	2.577901E-06	
13.862	0	0	0	0	2.577901E-06	
13.864	0	0	0	0	2.574176E-06	
13.866	0	0	0	0	2.57045E-06	
13.868	0	0	0	0	2.57045E-06	
13.87	0	0	0	0	2.566725E-06	
13.872	0	0	0	0	2.563E-06	
13.874	0	0	0	0	2.563E-06	
13.876	0	0	0	0	2.559274E-06	
13.878	0	0	0	0	2.555549E-06	
13.88	0	0	0	0	2.555549E-06	
13.882	0	0	0	0	2.551824E-06	
13.884	0	0	0	0	2.551824E-06	
13.886	0	0	0	0	2.548099E-06	
13.888	0	0	0	0	2.544373E-06	
13.89	0	0	0	0	2.544373E-06	
13.892	0	0	0	0	2.540648E-06	
13.894	0	0	0	0	2.540648E-06	
13.896	0	0	0	0	2.536923E-06	
13.898	0	0	0	0	2.533197E-06	
13.9	0	0	0	0	2.533197E-06	
13.902	0	0	0	0	2.529472E-06	
13.904	0	0	0	0	2.525747E-06	
13.906	0	0	0	0	2.525747E-06	
13.908	0	0	0	0	2.522022E-06	
13.91	0	0	0	0	2.518296E-06	
13.912	0	0	0	0	2.518296E-06	
13.914	0	0	0	0	2.514571E-06	
13.916	0	0	0	0	2.514571E-06	
13.918	0	0	0	0	2.510846E-06	
13.92	0	0	0	0	2.50712E-06	
13.922	0	0	0	0	2.50712E-06	
13.924	0	0	0	0	2.503395E-06	
13.926	0	0	0	0	2.503395E-06	
13.928	0	0	0	0	2.49967E-06	
13.93	0	0	0	0	2.495944E-06	
13.932	0	0	0	0	2.495944E-06	
13.934	0	0	0	0	2.492219E-06	
13.936	0	0	0	0	2.488494E-06	
13.938	0	0	0	0	2.488494E-06	
13.94	0	0	0	0	2.484769E-06	
13.942	0	0	0	0	2.481043E-06	
13.944	0	0	0	0	2.481043E-06	
13.946	0	0	0	0	2.477318E-06	
13.948	0	0	0	0	2.477318E-06	
13.95	0	0	0	0	2.473593E-06	
13.952	0	0	0	0	2.469867E-06	
13.954	0	0	0	0	2.469867E-06	
13.956	0	0	0	0	2.466142E-06	
13.958	0	0	0	0	2.466142E-06	
13.96	0	0	0	0	2.462417E-06	
13.962	0	0	0	0	2.458692E-06	
13.964	0	0	0	0	2.458692E-06	
13.966	0	0	0	0	2.454966E-06	
13.968	0	0	0	0	2.451241E-06	
13.97	0	0	0	0	2.451241E-06	
13.972	0	0	0	0	2.447516E-06	
13.974	0	0	0	0	2.44379E-06	
13.976	0	0	0	0	2.44379E-06	
13.978	0	0	0	0	2.440065E-06	
13.98	0	0	0	0	2.440065E-06	
13.982	0	0	0	0	2.43634E-06	
13.984	0	0	0	0	2.432615E-06	
13.986	0	0	0	0	2.432615E-06	
13.988	0	0	0	0	2.428889E-06	
13.99	0	0	0	0	2.428889E-06	
13.992	0	0	0	0	2.425164E-06	
13.994	0	0	0	0	2.421439E-06	
13.996	0	0	0	0	2.421439E-06	
13.998	0	0	0	0	2.417713E-06	
14	0	0	0	0	2.413988E-06	
14.002	0	0	0	0	2.413988E-06	
14.004	0	0	0	0	2.410263E-06	
14.006	0	0	0	0	2.406538E-06	
14.008	0	0	0	0	2.406538E-06	
14.01	0	0	0	0	2.402812E-06	
14.012	0	0	0	0	2.402812E-06	
14.014	0	0	0	0	2.399087E-06	
14.016	0	0	0	0	2.395362E-06	
14.018	0	0	0	0	2.395362E-06	
14.02	0	0	0	0	2.391636E-06	
14.022	0	0	0	0	2.391636E-06	
14.024	0	0	0	0	2.387911E-06	
14.026	0	0	0	0	2.384186E-06	
14.028	0	0	0	0	2.384186E-06	
14.03	0	0	0	0	2.380461E-06	
14.032	0	0	0	0	2.376735E-06	
14.034	0	0	0	0	2.376735E-06	
14.036	0	0	0	0	2.37301E-06	
14.038	0	0	0	0	2.369285E-06	
14.04	0	0	0	0	2.369285E-06	
14.042	0	0	0	0	2.365559E-06	
14.044	0	0	0	0	2.365559E-06	
14.046	0	0	0	0	2.361834E-06	
14.048	0	0	0	0	2.358109E-06	
14.05	0	0	0	0	2.358109E-06	
14.052	0	0	0	0	2.354383E-06	
14.054	0	0	0	0	2.354383E-06	
14.056	0	0	0	0	2.350658E-06	
14.058	0	0	0	0	2.346933E-06	
14.06	0	0	0	0	2.346933E-06	
14.062	0	0	0	0	2.343208E-06	
14.064	0	0	0	0	2.339482E-06	
14.066	0	0	0	0	2.339482E-06	
14.068	0	0	0	0	2.335757E-06	
14.07	0	0	0	0	2.332032E-06	
14.072	0	0	0	0	2.332032E-06	
14.074	0	0	0	0	2.328306E-06	
14.076	0	0	0	0	2.328306E-06	
14.078	0	0	0	0	2.324581E-06	
14.08	0	0	0	0	2.320856E-06	
14.082	0	0	0	0	2.320856E-06	
14.084	0	0	0	0	2.317131E-06	
14.086	0	0	0	0	2.317131E-06	
14.088	0	0	0	0	2.313405E-06	
14.09	0	0	0	0	2.30968E-06	
14.092	0	0	0	0	2.305955E-06	
14.094	0	0	0	0	2.302229E-06	
14.096	0	0	0	0	2.294779E-06	
14.098	0	0	0	0	2.294779E-06	
14.1	0	0	0	0	2.291054E-06	
14.102	0	0	0	0	2.287328E-06	
14.104	0	0	0	0	2.287328E-06	
14.106	0	0	0	0	2.283603E-06	
14.108	0	0	0	0	2.283603E-06	
14.11	0	0	0	0	2.279878E-06	
14.112	0	0	0	0	2.276152E-06	
14.114	0	0	0	0	2.276152E-06	
14.116	0	0	0	0	2.272427E-06	
14.118	0	0	0	0	2.272427E-06	
14.12	0	0	0	0	2.268702E-06	
14.122	0	0	0	0	2.264977E-06	
14.124	0	0	0	0	2.264977E-06	
14.126	0	0	0	0	2.261251E-06	
14.128	0	0	0	0	2.257526E-06	
14.13	0	0	0	0	2.257526E-06	
14.132	0	0	0	0	2.253801E-06	
14.134	0	0	0	0	2.250075E-06	
14.136	0	0	0	0	2.250075E-06	
14.138	0	0	0	0	2.24635E-06	
14.14	0	0	0	0	2.24635E-06	
14.142	0	0	0	0	2.242625E-06	
14.144	0	0	0	0	2.238899E-06	
14.146	0	0	0	0	2.238899E-06	
14.148	0	0	0	0	2.235174E-06	
14.15	0	0	0	0	2.235174E-06	
14.152	0	0	0	0	2.231449E-06	
14.154	0	0	0	0	2.227724E-06	
14.156	0	0	0	0	2.227724E-06	
14.158	0	0	0	0	2.223998E-06	
14.16	0	0	0	0	2.220273E-06	
14.162	0	0	0	0	2.220273E-06	
14.164	0	0	0	0	2.216548E-06	
14.166	0	0	0	0	2.212822E-06	
14.168	0	0	0	0	2.212822E-06	
14.17	0	0	0	0	2.209097E-06	
14.172	0	0	0	0	2.209097E-06	
14.174	0	0	0	0	2.205372E-06	
14.176	0	0	0	0	2.201647E-06	
14.178	0	0	0	0	2.201647E-06	
14.18	0	0	0	0	2.197921E-06	
14.182	0	0	0	0	2.197921E-06	
14.184	0	0	0	0	2.194196E-06	
14.186	0	0	0	0	2.190471E-06	
14.188	0	0	0	0	2.190471E-06	
14.19	0	0	0	0	2.186745E-06	
14.192	0	0	0	0	2.18302E-06	
14.194	0	0	0	0	2.18302E-06	
14.196	0	0	0	0	2.179295E-06	
14.198	0	0	0	0	2.17557E-06	
14.2	0	0	0	0	2.17557E-06	
14.202	0	0	0	0	2.171844E-06	
14.204	0	0	0	0	2.171844E-06	
14.206	0	0	0	0	2.168119E-06	
14.208	0	0	0	0	2.164394E-06	
14.21	0	0	0	0	2.164394E-06	
14.212	0	0	0	0	2.160668E-06	
14.214	0	0	0	0	2.160668E-06	
14.216	0	0	0	0	2.156943E-06	
14.218	0	0	0	0	2.153218E-06	
14.22	0	0	0	0	2.153218E-06	
14.222	0	0	0	0	2.149493E-06	
14.224	0	0	0	0	2.145767E-06	
14.226	0	0	0	0	2.145767E-06	
14.228	0	0	0	0	2.142042E-06	
14.23	0	0	0	0	2.138317E-06	
14.232	0	0	0	0	2.138317E-06	
14.234	0	0	0	0	2.134591E-06	
14.236	0	0	0	0	2.134591E-06	
14.238	0	0	0	0	2.130866E-06	
14.24	0	0	0	0	2.127141E-06	
14.242	0	0	0	0	2.127141E-06	
14.244	0	0	0	0	2.123415E-06	
14.246	0	0	0	0	2.123415E-06	
14.248	0	0	0	0	2.11969E-06	
14.25	0	0	0	0	2.115965E-06	
14.252	0	0	0	0	2.115965E-06	
14.254	0	0	0	0	2.11224E-06	
14.256	0	0	0	0	2.108514E-06	
14.258	0	0	0	0	2.108514E-06	
14.26	0	0	0	0	2.104789E-06	
14.262	0	0	0	0	2.101064E-06	
14.264	0	0	0	0	2.101064E-06	
14.266	0	0	0	0	2.097338E-06	
14.268	0	0	0	0	2.097338E-06	
14.27	0	0	0	0	2.093613E-06	
14.272	0	0	0	0	2.089888E-06	
14.274	0	0	0	0	2.089888E-06	
14.276	0	0	0	0	2.086163E-06	
14.278	0	0	0	0	2.086163E-06	
14.28	0	0	0	0	2.082437E-06	
14.282	0	0	0	0	2.078712E-06	
14.284	0	0	0	0	2.078712E-06	
14.286	0	0	0	0	2.074987E-06	
