Time	Body_2 Y	Body_2 X	Body_2 Z	Joint_1 Pos	
0.439	-0.3754167	0.0006411676	0.2006411	-0.3745489	
0.44	-0.3755691	0.0005655772	0.2005656	-0.3748107	
0.441	-0.3757313	0.0004902863	0.2004903	-0.3750808	
0.442	-0.3759033	0.0004156376	0.2004156	-0.3753587	
0.443	-0.3760851	0.0003419587	0.2003419	-0.3756438	
0.444	-0.3762767	0.0002695597	0.2002695	-0.3759358	
0.445	-0.3764782	0.0001987334	0.2001987	-0.3762341	
0.446	-0.3766894	0.0001297539	0.2001297	-0.3765385	
0.447	-0.3769105	6.28762E-05	0.2000629	-0.3768486	
0.448	-0.3771414	-1.664512E-06	0.1999983	-0.377164	
0.449	-0.3773821	-6.365317E-05	0.1999363	-0.3774844	
0.45	-0.3776326	-0.0001228951	0.1998771	-0.3778095	
0.451	-0.3778929	-0.0001792163	0.1998208	-0.3781392	
0.452	-0.378163	-0.0002324635	0.1997675	-0.3784733	
0.453	-0.3784429	-0.0002825039	0.1997175	-0.3788114	
0.454	-0.3787326	-0.0003292255	0.1996708	-0.3791537	
0.455	-0.3790322	-0.0003725365	0.1996274	-0.3794999	
0.456	-0.3793415	-0.000412365	0.1995876	-0.3798499	
0.457	-0.3796607	-0.0004486588	0.1995513	-0.3802039	
0.458	-0.3799897	-0.0004813846	0.1995186	-0.3805617	
0.459	-0.3803284	-0.0005105278	0.1994895	-0.3809234	
0.46	-0.380677	-0.0005360912	0.1994639	-0.3812891	
0.461	-0.3810354	-0.0005580951	0.1994419	-0.3816589	
0.462	-0.3814037	-0.0005765759	0.1994234	-0.3820328	
0.463	-0.3817817	-0.0005915856	0.1994084	-0.3824111	
0.464	-0.3821695	-0.0006031908	0.1993968	-0.3827939	
0.465	-0.3825671	-0.0006114716	0.1993885	-0.3831813	
0.466	-0.3829746	-0.0006165211	0.1993835	-0.3835737	
0.467	-0.3833919	-0.0006184441	0.1993816	-0.3839712	
0.468	-0.383819	-0.0006173562	0.1993826	-0.3843741	
0.469	-0.3842558	-0.0006133827	0.1993866	-0.3847826	
0.47	-0.3847025	-0.000606658	0.1993933	-0.3851969	
0.471	-0.385159	-0.0005973238	0.1994027	-0.3856175	
0.472	-0.3856253	-0.0005855288	0.1994145	-0.3860445	
0.473	-0.3861015	-0.0005714276	0.1994286	-0.3864782	
0.474	-0.3865874	-0.0005551793	0.1994448	-0.3869189	
0.475	-0.3870831	-0.000536947	0.199463	-0.387367	
0.476	-0.3875887	-0.0005168965	0.1994831	-0.3878226	
0.477	-0.3881041	-0.0004951958	0.1995048	-0.3882861	
0.478	-0.3886292	-0.0004720137	0.199528	-0.3887579	
0.479	-0.3891642	-0.0004475192	0.1995525	-0.389238	
0.48	-0.389709	-0.000421881	0.1995781	-0.3897269	
0.481	-0.3902636	-0.0003952661	0.1996047	-0.3902248	
0.482	-0.390828	-0.0003678395	0.1996322	-0.390732	
0.483	-0.3914022	-0.0003397634	0.1996602	-0.3912487	
0.484	-0.3919863	-0.0003111964	0.1996888	-0.3917751	
0.485	-0.3925801	-0.0002822931	0.1997177	-0.3923115	
0.486	-0.3931838	-0.0002532034	0.1997468	-0.3928581	
0.487	-0.3937972	-0.0002240719	0.1997759	-0.3934151	
0.488	-0.3944205	-0.0001950378	0.199805	-0.3939828	
0.489	-0.3950536	-0.000166234	0.1998338	-0.3945612	
0.49	-0.3956965	-0.0001377872	0.1998622	-0.3951506	
0.491	-0.3963492	-0.0001098169	0.1998902	-0.3957511	
0.492	-0.3970117	-8.243598E-05	0.1999176	-0.3963628	
0.493	-0.397684	-5.57498E-05	0.1999442	-0.396986	
0.494	-0.3983662	-2.985627E-05	0.1999701	-0.3976207	
0.495	-0.3990581	-4.845665E-06	0.1999951	-0.398267	
0.496	-0.3997599	1.919952E-05	0.2000192	-0.398925	
0.497	-0.4004714	4.220458E-05	0.2000422	-0.3995948	
0.498	-0.4010711	8.757301E-05	0.2000876	-0.4002765	
0.499	-0.4015597	0.0001697566	0.2001698	-0.4005799	
0.5	-0.4019696	0.0002909891	0.200291	-0.4005773	
0.501	-0.4023374	0.0004446842	0.2004447	-0.4004228	
0.502	-0.4026885	0.0006207291	0.2006207	-0.400249	
0.503	-0.4030342	0.0008096734	0.2008097	-0.4001274	
0.504	-0.4033754	0.001004744	0.2010047	-0.400073	
0.505	-0.4037079	0.00120201	0.201202	-0.400069	
0.506	-0.4040267	0.00139956	0.2013996	-0.4000891	
0.507	-0.4043287	0.001596473	0.2015965	-0.4001122	
0.508	-0.4046128	0.001792057	0.201792	-0.4001274	
0.509	-0.4048795	0.001985481	0.2019855	-0.4001323	
0.5100001	-0.40513	0.002175714	0.2021757	-0.4001299	
0.511	-0.4053655	0.002361632	0.2023616	-0.4001243	
0.512	-0.4055867	0.002542151	0.2025422	-0.4001187	
0.513	-0.405794	0.002716327	0.2027163	-0.400115	
0.514	-0.4059873	0.002883389	0.2028834	-0.4001133	
0.515	-0.4061666	0.003042731	0.2030427	-0.4001131	
0.516	-0.4063319	0.003193874	0.2031939	-0.4001136	
0.517	-0.4064828	0.003336428	0.2033364	-0.4001144	
0.518	-0.4066195	0.003470065	0.20347	-0.4001147	
0.5190001	-0.4067419	0.003594502	0.2035945	-0.4001148	
0.52	-0.4068503	0.003709493	0.2037095	-0.4001145	
0.521	-0.4069446	0.003814832	0.2038148	-0.4001141	
0.522	-0.407025	0.003910353	0.2039103	-0.4001136	
0.523	-0.4070916	0.003995934	0.2039959	-0.400113	
0.524	-0.4071446	0.004071489	0.2040714	-0.4001124	
0.525	-0.4071841	0.004136976	0.2041369	-0.4001117	
0.526	-0.4072103	0.004192389	0.2041923	-0.400111	
0.527	-0.4072233	0.004237755	0.2042377	-0.4001102	
0.528	-0.4072234	0.004273135	0.2042731	-0.4001093	
0.529	-0.4072108	0.004298621	0.2042986	-0.4001082	
0.53	-0.4071858	0.004314331	0.2043143	-0.4001071	
0.531	-0.4071487	0.004320417	0.2043204	-0.400106	
0.532	-0.4070996	0.004317054	0.204317	-0.4001047	
0.5330001	-0.407039	0.004304443	0.2043044	-0.4001033	
0.534	-0.4069672	0.004282811	0.2042828	-0.4001019	
0.535	-0.4068844	0.004252404	0.2042524	-0.4001002	
0.536	-0.4067912	0.004213491	0.2042135	-0.4000986	
0.537	-0.4066877	0.004166362	0.2041663	-0.4000969	
0.538	-0.4065745	0.004111328	0.2041113	-0.4000952	
0.539	-0.406452	0.004048712	0.2040487	-0.4000933	
0.54	-0.4063205	0.003978859	0.2039788	-0.4000915	
0.541	-0.4061804	0.003902123	0.2039021	-0.4000895	
0.5420001	-0.4060323	0.003818872	0.2038188	-0.4000874	
0.543	-0.4058765	0.003729484	0.2037294	-0.4000853	
0.544	-0.4057136	0.003634345	0.2036343	-0.4000832	
0.545	-0.405544	0.003533852	0.2035338	-0.400081	
0.546	-0.4053682	0.003428405	0.2034284	-0.4000787	
0.5470001	-0.4051867	0.003318411	0.2033184	-0.4000764	
0.548	-0.405	0.003204281	0.2032043	-0.4000741	
0.549	-0.4048087	0.003086425	0.2030864	-0.4000717	
0.55	-0.4046131	0.002965257	0.2029652	-0.4000693	
0.551	-0.4044139	0.002841189	0.2028412	-0.4000669	
0.552	-0.4042116	0.00271463	0.2027146	-0.4000644	
0.553	-0.4040066	0.002585984	0.202586	-0.4000618	
0.554	-0.4037996	0.00245565	0.2024556	-0.4000593	
0.555	-0.4035911	0.002324026	0.202324	-0.4000568	
0.5560001	-0.4033815	0.002191498	0.2021915	-0.4000543	
0.557	-0.4031714	0.002058447	0.2020584	-0.4000518	
0.558	-0.4029615	0.001925244	0.2019252	-0.4000493	
0.559	-0.402752	0.001792253	0.2017922	-0.4000468	
0.56	-0.4025436	0.001659824	0.2016598	-0.4000443	
0.561	-0.4023368	0.001528298	0.2015282	-0.4000419	
0.562	-0.402132	0.001398003	0.2013979	-0.4000394	
0.563	-0.4019299	0.001269255	0.2012692	-0.4000371	
0.564	-0.4017307	0.001142359	0.2011423	-0.4000347	
0.565	-0.4015351	0.001017602	0.2010175	-0.4000324	
0.566	-0.4013435	0.0008952637	0.2008952	-0.4000302	
0.567	-0.4011562	0.0007756053	0.2007755	-0.400028	
0.568	-0.4009738	0.0006588749	0.2006588	-0.4000259	
0.569	-0.4007966	0.0005453069	0.2005453	-0.4000239	
0.5700001	-0.4006251	0.0004351206	0.2004351	-0.400022	
0.571	-0.4004594	0.0003285207	0.2003285	-0.4000201	
0.572	-0.4003002	0.0002256963	0.2002257	-0.4000183	
0.573	-0.4001476	0.000126823	0.2001268	-0.4000166	
0.574	-0.400002	3.206201E-05	0.200032	-0.4000151	
0.575	-0.3998636	-5.844066E-05	0.1999415	-0.4000135	
0.576	-0.3997328	-0.0001445517	0.1998554	-0.4000122	
0.577	-0.3996098	-0.0002261517	0.1997738	-0.400011	
0.578	-0.3994947	-0.0003031353	0.1996968	-0.4000098	
0.5790001	-0.3993878	-0.0003754112	0.1996246	-0.4000088	
0.58	-0.3992893	-0.0004429012	0.1995571	-0.4000079	
0.581	-0.3991992	-0.0005055403	0.1994944	-0.4000071	
0.582	-0.3991177	-0.0005632771	0.1994367	-0.4000064	
0.583	-0.3990449	-0.0006160711	0.1993839	-0.4000058	
0.5840001	-0.3989809	-0.0006638949	0.1993361	-0.4000053	
0.585	-0.3989256	-0.0007067315	0.1992932	-0.4000051	
0.586	-0.3988792	-0.0007445758	0.1992554	-0.4000049	
0.587	-0.3988416	-0.0007774342	0.1992225	-0.4000048	
0.588	-0.3988127	-0.0008053224	0.1991947	-0.4000049	
0.589	-0.3987925	-0.0008282677	0.1991717	-0.400005	
0.59	-0.3987809	-0.0008463073	0.1991537	-0.4000053	
0.591	-0.3987779	-0.0008594873	0.1991405	-0.4000057	
0.592	-0.3987832	-0.0008678648	0.1991321	-0.4000062	
0.5930001	-0.3987968	-0.0008715063	0.1991285	-0.4000068	
0.594	-0.3988184	-0.0008704857	0.1991295	-0.4000075	
0.595	-0.3988479	-0.0008648867	0.1991351	-0.4000083	
0.596	-0.398885	-0.0008547998	0.1991452	-0.4000092	
0.597	-0.3989296	-0.0008403239	0.1991597	-0.4000103	
0.598	-0.3989814	-0.0008215643	0.1991784	-0.4000114	
0.599	-0.39904	-0.0007986354	0.1992013	-0.4000126	
0.6	-0.3991053	-0.0007716577	0.1992283	-0.4000138	
0.601	-0.399177	-0.000740759	0.1992592	-0.4000152	
0.6020001	-0.3992546	-0.0007060751	0.1992939	-0.4000165	
0.603	-0.3993381	-0.0006677467	0.1993322	-0.400018	
0.604	-0.3994269	-0.0006259214	0.1993741	-0.4000195	
0.605	-0.3995207	-0.0005807502	0.1994192	-0.4000211	
0.606	-0.3996193	-0.0005323901	0.1994676	-0.4000227	
0.6070001	-0.3997222	-0.0004810032	0.199519	-0.4000244	
0.608	-0.3998291	-0.000426757	0.1995732	-0.4000261	
0.609	-0.3999397	-0.0003698235	0.1996302	-0.4000278	
0.61	-0.4000535	-0.0003103789	0.1996896	-0.4000295	
0.611	-0.4001702	-0.000248604	0.1997514	-0.4000312	
0.612	-0.4002895	-0.0001846821	0.1998153	-0.400033	
0.613	-0.400411	-0.0001187992	0.1998812	-0.4000347	
0.614	-0.4005342	-5.114481E-05	0.1999489	-0.4000364	
0.615	-0.4006589	1.809114E-05	0.2000181	-0.4000382	
0.6160001	-0.4007846	8.871587E-05	0.2000887	-0.40004	
0.617	-0.4009111	0.0001605351	0.2001605	-0.4000417	
0.618	-0.4010379	0.0002333528	0.2002333	-0.4000433	
0.619	-0.4011648	0.0003069733	0.200307	-0.400045	
0.62	-0.4012914	0.0003812002	0.2003812	-0.4000466	
0.6210001	-0.4014173	0.0004558376	0.2004558	-0.4000482	
0.622	-0.4015423	0.0005306911	0.2005307	-0.4000498	
0.623	-0.401666	0.0006055681	0.2006056	-0.4000513	
0.624	-0.4017882	0.0006802791	0.2006803	-0.4000528	
0.625	-0.4019085	0.000754636	0.2007547	-0.4000543	
0.626	-0.4020267	0.0008284521	0.2008285	-0.4000556	
0.627	-0.4021424	0.0009015449	0.2009016	-0.4000569	
0.628	-0.4022556	0.0009737352	0.2009738	-0.4000582	
0.629	-0.4023658	0.001044849	0.2010449	-0.4000594	
0.6300001	-0.402473	0.001114718	0.2011148	-0.4000606	
0.631	-0.4025768	0.001183175	0.2011832	-0.4000616	
0.632	-0.4026771	0.001250063	0.2012501	-0.4000627	
0.633	-0.4027736	0.001315229	0.2013152	-0.4000636	
0.634	-0.4028663	0.001378527	0.2013785	-0.4000646	
0.6350001	-0.4029549	0.001439818	0.2014398	-0.4000653	
0.636	-0.4030393	0.001498968	0.201499	-0.4000661	
0.637	-0.4031193	0.001555853	0.2015559	-0.4000668	
0.638	-0.4031949	0.001610355	0.2016104	-0.4000674	
0.6390001	-0.403266	0.001662364	0.2016624	-0.400068	
0.64	-0.4033323	0.00171178	0.2017118	-0.4000685	
0.641	-0.403394	0.001758509	0.2017585	-0.4000688	
0.642	-0.4034508	0.001802467	0.2018025	-0.4000692	
0.643	-0.4035029	0.001843579	0.2018436	-0.4000695	
0.6440001	-0.40355	0.001881781	0.2018818	-0.4000698	
0.645	-0.4035922	0.001917017	0.201917	-0.40007	
0.646	-0.4036295	0.001949238	0.2019492	-0.4000701	
0.647	-0.4036618	0.001978406	0.2019784	-0.4000702	
0.648	-0.4036893	0.002004492	0.2020045	-0.4000702	
0.649	-0.4037119	0.002027477	0.2020275	-0.4000702	
0.65	-0.4037295	0.002047349	0.2020473	-0.40007	
0.651	-0.4037424	0.002064105	0.2020641	-0.4000699	
0.652	-0.4037505	0.002077752	0.2020777	-0.4000696	
0.6530001	-0.403754	0.002088304	0.2020883	-0.4000694	
0.654	-0.4037528	0.002095788	0.2020958	-0.4000691	
0.655	-0.4037471	0.002100232	0.2021002	-0.4000687	
0.656	-0.4037369	0.002101679	0.2021017	-0.4000683	
0.657	-0.4037224	0.002100176	0.2021002	-0.4000679	
0.6580001	-0.4037037	0.002095779	0.2020958	-0.4000674	
0.659	-0.4036808	0.002088547	0.2020885	-0.4000669	
0.66	-0.4036539	0.002078551	0.2020786	-0.4000663	
0.661	-0.4036233	0.002065864	0.2020659	-0.4000657	
0.6620001	-0.4035889	0.002050569	0.2020506	-0.400065	
0.663	-0.403551	0.002032752	0.2020328	-0.4000644	
0.664	-0.4035096	0.002012506	0.2020125	-0.4000637	
0.665	-0.403465	0.00198993	0.2019899	-0.4000629	
0.666	-0.4034173	0.001965126	0.2019651	-0.4000622	
0.6670001	-0.4033668	0.0019382	0.2019382	-0.4000614	
0.668	-0.4033135	0.001909262	0.2019093	-0.4000606	
0.669	-0.4032576	0.001878426	0.2018785	-0.4000598	
0.67	-0.4031993	0.00184581	0.2018458	-0.400059	
0.671	-0.4031388	0.001811532	0.2018116	-0.400058	
0.6720001	-0.4030764	0.001775711	0.2017757	-0.4000571	
0.673	-0.4030121	0.001738472	0.2017385	-0.4000563	
0.674	-0.4029462	0.001699941	0.2017	-0.4000554	
0.675	-0.4028788	0.001660244	0.2016603	-0.4000545	
0.6760001	-0.4028102	0.001619509	0.2016195	-0.4000536	
0.677	-0.4027405	0.001577859	0.2015779	-0.4000526	
0.678	-0.40267	0.001535422	0.2015354	-0.4000517	
0.679	-0.4025988	0.001492323	0.2014923	-0.4000508	
0.68	-0.4025272	0.001448689	0.2014487	-0.40005	
0.6810001	-0.4024552	0.001404644	0.2014047	-0.400049	
0.682	-0.4023831	0.00136031	0.2013603	-0.4000482	
0.683	-0.4023111	0.001315808	0.2013158	-0.4000473	
0.684	-0.4022393	0.001271258	0.2012713	-0.4000464	
0.6850001	-0.402168	0.001226775	0.2012268	-0.4000455	
0.686	-0.4020973	0.001182472	0.2011825	-0.4000447	
0.687	-0.4020274	0.001138463	0.2011385	-0.4000439	
0.688	-0.4019584	0.001094855	0.2010949	-0.4000431	
0.689	-0.4018906	0.001051752	0.2010517	-0.4000423	
0.6900001	-0.401824	0.001009256	0.2010093	-0.4000415	
0.691	-0.4017588	0.0009674622	0.2009675	-0.4000407	
0.692	-0.4016951	0.0009264657	0.2009265	-0.40004	
0.693	-0.4016332	0.0008863552	0.2008864	-0.4000393	
0.694	-0.401573	0.0008472162	0.2008472	-0.4000386	
0.6950001	-0.4015149	0.0008091301	0.2008091	-0.400038	
0.696	-0.4014588	0.0007721738	0.2007722	-0.4000374	
0.697	-0.4014049	0.0007364198	0.2007364	-0.4000368	
0.698	-0.4013533	0.0007019378	0.2007019	-0.4000363	
0.6990001	-0.4013041	0.0006687924	0.2006688	-0.4000359	
0.7	-0.4012574	0.0006370425	0.200637	-0.4000354	
0.701	-0.4012132	0.0006067436	0.2006067	-0.400035	
0.702	-0.4011716	0.0005779431	0.2005779	-0.4000345	
0.703	-0.4011327	0.0005506845	0.2005507	-0.4000342	
0.7040001	-0.4010966	0.0005250082	0.200525	-0.4000339	
0.705	-0.4010634	0.0005009509	0.200501	-0.4000336	
0.706	-0.4010329	0.0004785438	0.2004785	-0.4000334	
0.707	-0.4010053	0.0004578133	0.2004578	-0.4000332	
0.708	-0.4009807	0.0004387803	0.2004388	-0.400033	
0.7090001	-0.4009589	0.0004214621	0.2004215	-0.4000329	
0.71	-0.4009401	0.0004058722	0.2004059	-0.4000328	
0.711	-0.4009242	0.0003920189	0.200392	-0.4000328	
0.712	-0.4009112	0.0003799034	0.2003799	-0.4000327	
0.7130001	-0.4009011	0.0003695262	0.2003695	-0.4000328	
0.714	-0.4008939	0.0003608821	0.2003609	-0.4000328	
0.715	-0.4008896	0.0003539619	0.200354	-0.400033	
0.716	-0.4008881	0.000348753	0.2003487	-0.4000331	
0.717	-0.4008894	0.0003452389	0.2003452	-0.4000333	
0.7180001	-0.4008934	0.0003433989	0.2003434	-0.4000335	
0.719	-0.4009001	0.0003432097	0.2003432	-0.4000338	
0.72	-0.4009094	0.0003446432	0.2003446	-0.400034	
0.721	-0.4009212	0.0003476686	0.2003477	-0.4000343	
0.7220001	-0.4009355	0.0003522504	0.2003522	-0.4000346	
0.723	-0.4009522	0.0003583512	0.2003583	-0.400035	
0.724	-0.4009712	0.0003659301	0.2003659	-0.4000354	
0.725	-0.4009924	0.0003749428	0.2003749	-0.4000358	
0.726	-0.4010157	0.0003853426	0.2003853	-0.4000362	
0.7270001	-0.401041	0.0003970798	0.2003971	-0.4000366	
0.728	-0.4010682	0.0004101029	0.2004101	-0.4000371	
0.729	-0.4010973	0.0004243579	0.2004243	-0.4000376	
0.73	-0.401128	0.0004397883	0.2004398	-0.4000381	
0.731	-0.4011604	0.000456336	0.2004563	-0.4000386	
0.7320001	-0.4011942	0.0004739413	0.2004739	-0.4000391	
0.733	-0.4012294	0.0004925436	0.2004925	-0.4000397	
0.734	-0.4012659	0.0005120799	0.200512	-0.4000402	
0.735	-0.4013035	0.000532486	0.2005324	-0.4000408	
0.7360001	-0.4013422	0.0005536979	0.2005537	-0.4000414	
0.737	-0.4013816	0.0005756487	0.2005756	-0.4000419	
0.738	-0.4014219	0.0005982696	0.2005982	-0.4000424	
0.739	-0.4014629	0.0006214922	0.2006215	-0.400043	
0.74	-0.4015044	0.0006452468	0.2006452	-0.4000435	
0.7410001	-0.4015463	0.0006694645	0.2006694	-0.4000441	
0.742	-0.4015885	0.0006940768	0.200694	-0.4000447	
0.743	-0.401631	0.0007190154	0.200719	-0.4000452	
0.744	-0.4016735	0.0007442128	0.2007442	-0.4000458	
0.7450001	-0.401716	0.0007696003	0.2007696	-0.4000463	
0.7460001	-0.4017583	0.0007951112	0.2007951	-0.4000469	
0.747	-0.4018004	0.0008206776	0.2008206	-0.4000474	
0.748	-0.4018421	0.0008462332	0.2008462	-0.4000479	
0.749	-0.4018834	0.0008717122	0.2008717	-0.4000484	
0.7500001	-0.4019241	0.0008970515	0.200897	-0.4000489	
0.751	-0.4019642	0.0009221876	0.2009222	-0.4000494	
0.752	-0.4020035	0.0009470584	0.200947	-0.4000498	
0.753	-0.4020421	0.000971605	0.2009716	-0.4000503	
0.754	-0.4020797	0.0009957688	0.2009958	-0.4000506	
0.7550001	-0.4021163	0.001019496	0.2010195	-0.4000511	
0.756	-0.4021518	0.001042732	0.2010427	-0.4000515	
0.757	-0.4021862	0.001065423	0.2010654	-0.4000518	
0.758	-0.4022194	0.001087521	0.2010875	-0.4000522	
0.7590001	-0.4022513	0.001108976	0.201109	-0.4000525	
0.7600001	-0.4022819	0.001129743	0.2011297	-0.4000528	
0.761	-0.4023111	0.00114978	0.2011498	-0.400053	
0.762	-0.4023389	0.001169048	0.201169	-0.4000534	
0.763	-0.4023652	0.00118751	0.2011875	-0.4000536	
0.7640001	-0.4023899	0.00120513	0.2012051	-0.4000538	
0.765	-0.4024131	0.001221877	0.2012219	-0.4000539	
0.766	-0.4024348	0.00123772	0.2012377	-0.4000541	
0.767	-0.4024548	0.001252633	0.2012526	-0.4000543	
0.768	-0.4024732	0.001266595	0.2012666	-0.4000545	
0.7690001	-0.4024899	0.001279586	0.2012796	-0.4000545	
0.77	-0.4025049	0.001291586	0.2012916	-0.4000546	
0.771	-0.4025182	0.001302582	0.2013026	-0.4000547	
0.772	-0.4025299	0.001312558	0.2013125	-0.4000547	
0.7730001	-0.4025399	0.001321506	0.2013215	-0.4000547	
0.774	-0.4025483	0.001329421	0.2013294	-0.4000547	
0.775	-0.402555	0.001336301	0.2013363	-0.4000548	
0.776	-0.40256	0.001342147	0.2013421	-0.4000547	
0.777	-0.4025633	0.001346961	0.2013469	-0.4000547	
0.7780001	-0.402565	0.001350747	0.2013507	-0.4000545	
0.779	-0.4025652	0.001353513	0.2013535	-0.4000544	
0.78	-0.4025637	0.001355266	0.2013553	-0.4000543	
0.781	-0.4025608	0.00135602	0.201356	-0.4000542	
0.7820001	-0.4025563	0.001355792	0.2013558	-0.4000541	
0.7830001	-0.4025503	0.001354598	0.2013546	-0.4000539	
0.784	-0.402543	0.001352459	0.2013525	-0.4000537	
0.785	-0.4025342	0.001349396	0.2013494	-0.4000535	
0.786	-0.4025241	0.001345432	0.2013454	-0.4000533	
0.7870001	-0.4025128	0.001340596	0.2013406	-0.4000531	
0.788	-0.4025001	0.001334913	0.2013349	-0.4000528	
0.789	-0.4024863	0.001328412	0.2013284	-0.4000525	
0.79	-0.4024714	0.001321124	0.2013211	-0.4000524	
0.791	-0.4024554	0.001313084	0.2013131	-0.4000521	
0.7920001	-0.4024384	0.001304325	0.2013043	-0.4000518	
0.793	-0.4024204	0.001294883	0.2012949	-0.4000516	
0.794	-0.4024015	0.001284793	0.2012848	-0.4000512	
0.795	-0.4023818	0.001274092	0.2012741	-0.4000509	
0.7960001	-0.4023614	0.00126282	0.2012628	-0.4000506	
0.7970001	-0.4023402	0.001251016	0.201251	-0.4000504	
0.798	-0.4023184	0.001238721	0.2012387	-0.4000501	
0.799	-0.402296	0.001225977	0.201226	-0.4000498	
0.8	-0.4022732	0.001212823	0.2012128	-0.4000494	
0.8010001	-0.4022499	0.0011993	0.2011993	-0.4000491	
0.802	-0.4022262	0.001185452	0.2011854	-0.4000488	
0.803	-0.4022022	0.001171319	0.2011713	-0.4000485	
0.804	-0.402178	0.001156942	0.2011569	-0.4000482	
0.8050001	-0.4021536	0.001142361	0.2011423	-0.4000478	
0.8060001	-0.4021292	0.001127619	0.2011276	-0.4000475	
0.807	-0.4021047	0.001112757	0.2011127	-0.4000473	
0.808	-0.4020801	0.001097816	0.2010978	-0.4000469	
0.809	-0.4020557	0.001082835	0.2010828	-0.4000466	
0.8100001	-0.4020315	0.001067855	0.2010678	-0.4000463	
0.811	-0.4020074	0.001052913	0.2010529	-0.4000461	
0.812	-0.4019836	0.001038047	0.201038	-0.4000457	
0.813	-0.4019601	0.001023293	0.2010233	-0.4000455	
0.814	-0.401937	0.001008685	0.2010087	-0.4000452	
0.8150001	-0.4019143	0.0009942598	0.2009942	-0.4000449	
0.816	-0.401892	0.00098005	0.20098	-0.4000446	
0.817	-0.4018704	0.0009660881	0.200966	-0.4000444	
0.818	-0.4018493	0.0009524081	0.2009524	-0.4000443	
0.8190001	-0.4018288	0.0009390393	0.200939	-0.400044	
0.8200001	-0.4018089	0.0009260108	0.200926	-0.4000438	
0.821	-0.4017898	0.000913349	0.2009133	-0.4000435	
0.822	-0.4017715	0.0009010794	0.200901	-0.4000433	
0.823	-0.4017539	0.0008892274	0.2008892	-0.4000432	
0.8240001	-0.4017371	0.0008778168	0.2008778	-0.4000431	
0.825	-0.4017211	0.0008668694	0.2008668	-0.4000429	
0.826	-0.401706	0.0008564051	0.2008564	-0.4000428	
0.827	-0.4016918	0.0008464404	0.2008464	-0.4000426	
0.8280001	-0.4016785	0.0008369919	0.2008369	-0.4000425	
0.8290001	-0.4016661	0.0008280748	0.200828	-0.4000424	
0.83	-0.4016546	0.0008197023	0.2008197	-0.4000423	
0.831	-0.4016441	0.000811886	0.2008118	-0.4000422	
0.832	-0.4016347	0.0008046363	0.2008046	-0.4000421	
0.8330001	-0.4016261	0.0007979618	0.2007979	-0.4000421	
0.8340001	-0.4016186	0.0007918696	0.2007918	-0.4000421	
0.835	-0.401612	0.0007863655	0.2007863	-0.4000421	
0.836	-0.4016064	0.0007814527	0.2007814	-0.400042	
0.837	-0.4016019	0.0007771333	0.2007771	-0.400042	
0.8380001	-0.4015982	0.0007734087	0.2007734	-0.4000421	
0.839	-0.4015956	0.0007702779	0.2007702	-0.4000421	
0.84	-0.4015939	0.0007677376	0.2007677	-0.4000421	
0.841	-0.4015932	0.0007657848	0.2007657	-0.4000421	
0.8420001	-0.4015934	0.0007644147	0.2007644	-0.4000422	
0.8430001	-0.4015945	0.0007636201	0.2007636	-0.4000423	
0.844	-0.4015965	0.0007633934	0.2007634	-0.4000424	
0.845	-0.4015994	0.0007637257	0.2007637	-0.4000424	
0.846	-0.4016032	0.0007646065	0.2007646	-0.4000425	
0.8470001	-0.4016078	0.0007660239	0.200766	-0.4000426	
0.848	-0.4016131	0.0007679645	0.2007679	-0.4000427	
0.849	-0.4016193	0.0007704147	0.2007704	-0.4000429	
0.85	-0.4016263	0.00077336	0.2007733	-0.400043	
0.851	-0.4016339	0.0007767835	0.2007768	-0.4000431	
0.8520001	-0.4016422	0.0007806692	0.2007807	-0.4000433	
0.853	-0.4016512	0.0007849993	0.200785	-0.4000435	
0.854	-0.4016608	0.0007897561	0.2007898	-0.4000436	
0.855	-0.401671	0.0007949201	0.2007949	-0.4000438	
0.8560001	-0.4016818	0.0008004714	0.2008005	-0.400044	
0.8570001	-0.401693	0.0008063889	0.2008064	-0.4000441	
0.858	-0.4017048	0.0008126499	0.2008127	-0.4000443	
0.859	-0.4017169	0.000819234	0.2008193	-0.4000445	
0.86	-0.4017294	0.0008261183	0.2008262	-0.4000446	
0.8610001	-0.4017424	0.0008332801	0.2008333	-0.4000448	
0.862	-0.4017556	0.0008406977	0.2008407	-0.4000451	
0.863	-0.4017691	0.0008483473	0.2008484	-0.4000452	
0.864	-0.4017828	0.000856205	0.2008562	-0.4000454	
0.8650001	-0.4017967	0.0008642474	0.2008643	-0.4000456	
0.8660001	-0.4018108	0.0008724509	0.2008725	-0.4000458	
0.867	-0.401825	0.0008807919	0.2008808	-0.400046	
0.868	-0.4018393	0.0008892469	0.2008893	-0.4000462	
0.869	-0.4018536	0.0008977926	0.2008978	-0.4000463	
0.8700001	-0.401868	0.0009064047	0.2009064	-0.4000465	
0.8710001	-0.4018823	0.0009150599	0.2009151	-0.4000467	
0.872	-0.4018965	0.0009237357	0.2009238	-0.4000469	
0.873	-0.4019106	0.0009324091	0.2009324	-0.400047	
0.874	-0.4019246	0.0009410582	0.2009411	-0.4000472	
0.8750001	-0.4019384	0.0009496607	0.2009497	-0.4000474	
0.876	-0.401952	0.000958195	0.2009582	-0.4000475	
