Time	Block_X	Block_Y	Block_Z	Rotation	
0.172	0	0.3544686	1	0.3222798	
0.1725	0	0.3536225	1	0.3232778	
0.173	0	0.352774	1	0.3242758	
0.1735	0	0.351923	1	0.3252738	
0.174	0	0.3510695	1	0.3262718	
0.1745	0	0.3502135	1	0.3272699	
0.175	0	0.3493552	1	0.3282679	
0.1755	0	0.3484944	1	0.3292659	
0.176	0	0.3476311	1	0.3302639	
0.1765	0	0.3467653	1	0.331262	
0.177	0	0.3458972	1	0.33226	
0.1775	0	0.3450265	1	0.333258	
0.178	0	0.3441534	1	0.3342561	
0.1785	0	0.3432779	1	0.3352541	
0.179	0	0.3423999	1	0.3362521	
0.1795	0	0.3415194	1	0.3372501	
0.18	0	0.3406365	1	0.3382482	
0.1805	0	0.3397512	1	0.3392462	
0.181	0	0.3388634	1	0.3402442	
0.1815	0	0.3379731	1	0.3412423	
0.182	0	0.3370804	1	0.3422403	
0.1825	0	0.3361852	1	0.3432383	
0.183	0	0.3352876	1	0.3442364	
0.1835	0	0.3343876	1	0.3452344	
0.184	0	0.333485	1	0.3462324	
0.1845	0	0.3325801	1	0.3472305	
0.185	0	0.3316726	1	0.3482285	
0.1855	0	0.3307628	1	0.3492266	
0.186	0	0.3298504	1	0.3502246	
0.1865	0	0.3289357	1	0.3512226	
0.187	0	0.3280184	1	0.3522207	
0.1875	0	0.3270987	1	0.3532187	
0.188	0	0.3261766	1	0.3542168	
0.1885	0	0.325252	1	0.3552148	
0.189	0	0.3243249	1	0.3562129	
0.1895	0	0.3233955	1	0.3572109	
0.19	0	0.3224635	1	0.3582089	
0.1905	0	0.3215291	1	0.359207	
0.191	0	0.3205923	1	0.360205	
0.1915	0	0.3196529	1	0.3612031	
0.192	0	0.3187112	1	0.3622011	
0.1925	0	0.317767	1	0.3631992	
0.193	0	0.3168203	1	0.3641972	
0.1935	0	0.3158712	1	0.3651953	
0.194	0	0.3149196	1	0.3661933	
0.1945	0	0.3139656	1	0.3671914	
0.195	0	0.3130091	1	0.3681894	
0.1955	0	0.3120502	1	0.3691875	
0.196	0	0.3110888	1	0.3701855	
0.1965	0	0.310125	1	0.3711836	
0.197	0	0.3091587	1	0.3721817	
0.1975	0	0.30819	1	0.3731797	
0.198	0	0.3072188	1	0.3741778	
0.1985	0	0.3062451	1	0.3751758	
0.199	0	0.305269	1	0.3761739	
0.1995	0	0.3042905	1	0.3771719	
0.2	0	0.3033095	1	0.37817	
0.2005	0	0.302326	1	0.3791681	
0.201	0	0.3013401	1	0.3801661	
0.2015	0	0.3003518	1	0.3811642	
0.202	0	0.299361	1	0.3821622	
0.2025	0	0.2983677	1	0.3831603	
0.203	0	0.297372	1	0.3841584	
0.2035	0	0.2963738	1	0.3851564	
0.204	0	0.2953732	1	0.3861545	
0.2045	0	0.2943701	1	0.3871526	
0.205	0	0.2933646	1	0.3881506	
0.2055	0	0.2923566	1	0.3891487	
0.206	0	0.2913462	1	0.3901468	
0.2065	0	0.2903333	1	0.3911448	
0.207	0	0.289318	1	0.3921429	
0.2075	0	0.2883002	1	0.393141	
0.208	0	0.2872799	1	0.3941391	
