Time	Block_X	Block_Y	Block_Z	Rotation	
0.1345	0.1997784	0.9152429	-0.02900039	0.2490743	
0.135	0.1990067	0.9146433	-0.02934802	0.250072	
0.1355	0.1982325	0.914042	-0.02969839	0.2510698	
0.136	0.1974558	0.9134389	-0.03005151	0.2520675	
0.1365	0.1966767	0.912834	-0.03040738	0.2530652	
0.137	0.195895	0.9122273	-0.03076602	0.254063	
0.1375	0.1951109	0.911619	-0.03112744	0.2550607	
0.138	0.1943244	0.9110088	-0.03149164	0.2560584	
0.1385	0.1935353	0.910397	-0.03185863	0.2570561	
0.139	0.1927439	0.9097834	-0.03222844	0.2580538	
0.1395	0.19195	0.9091681	-0.03260105	0.2590515	
0.14	0.1911537	0.908551	-0.0329765	0.2600493	
0.1405	0.190355	0.9079323	-0.03335477	0.2610469	
0.141	0.1895538	0.9073117	-0.0337359	0.2620446	
0.1415	0.1887503	0.9066896	-0.03411987	0.2630423	
0.142	0.1879444	0.9060656	-0.03450672	0.26404	
0.1425	0.1871361	0.90544	-0.03489643	0.2650377	
0.143	0.1863254	0.9048128	-0.03528903	0.2660353	
0.1435	0.1855123	0.9041838	-0.03568452	0.267033	
0.144	0.1846969	0.9035531	-0.03608292	0.2680306	
0.1445	0.1838791	0.9029207	-0.03648423	0.2690283	
0.145	0.183059	0.9022867	-0.03688846	0.2700259	
0.1455	0.1822365	0.901651	-0.03729562	0.2710236	
0.146	0.1814118	0.9010137	-0.03770573	0.2720212	
0.1465	0.1805847	0.9003746	-0.03811879	0.2730188	
0.147	0.1797553	0.899734	-0.03853481	0.2740165	
0.1475	0.1789236	0.8990917	-0.0389538	0.2750141	
0.148	0.1780896	0.8984477	-0.03937576	0.2760117	
0.1485	0.1772533	0.8978022	-0.03980073	0.2770093	
0.149	0.1764147	0.8971549	-0.04022868	0.2780069	
0.1495	0.1755739	0.8965061	-0.04065965	0.2790045	
0.15	0.1747308	0.8958556	-0.04109364	0.2800021	
0.1505	0.1738855	0.8952036	-0.04153065	0.2809997	
0.151	0.1730379	0.8945498	-0.0419707	0.2819974	
0.1515	0.1721881	0.8938946	-0.0424138	0.2829949	
0.152	0.1713361	0.8932378	-0.04285995	0.2839925	
0.1525	0.1704819	0.8925793	-0.04330917	0.2849901	
0.153	0.1696254	0.8919193	-0.04376147	0.2859877	
0.1535	0.1687668	0.8912576	-0.04421685	0.2869852	
0.154	0.167906	0.8905944	-0.04467532	0.2879828	
0.1545	0.167043	0.8899297	-0.04513689	0.2889804	
0.155	0.1661778	0.8892633	-0.04560158	0.2899779	
0.1555	0.1653105	0.8885955	-0.04606938	0.2909755	
0.156	0.164441	0.887926	-0.04654032	0.291973	
0.1565	0.1635694	0.887255	-0.0470144	0.2929706	
0.157	0.1626957	0.8865826	-0.04749163	0.2939681	
0.1575	0.1618198	0.8859085	-0.04797201	0.2949657	
0.158	0.1609419	0.8852329	-0.04845556	0.2959632	
0.1585	0.1600618	0.8845558	-0.04894229	0.2969607	
0.159	0.1591796	0.8838772	-0.04943221	0.2979583	
0.1595	0.1582954	0.8831971	-0.04992532	0.2989558	
0.16	0.157409	0.8825155	-0.05042163	0.2999533	
0.1605	0.1565206	0.8818324	-0.05092116	0.3009508	
0.161	0.1556302	0.8811478	-0.05142391	0.3019483	
0.1615	0.1547377	0.8804617	-0.05192989	0.3029459	
0.162	0.1538432	0.8797741	-0.0524391	0.3039434	
0.1625	0.1529467	0.8790851	-0.05295157	0.3049409	
0.163	0.1520481	0.8783945	-0.0534673	0.3059384	
0.1635	0.1511476	0.8777027	-0.05398629	0.3069359	
0.164	0.150245	0.8770092	-0.05450856	0.3079334	
0.1645	0.1493405	0.8763143	-0.05503411	0.3089309	
0.165	0.1484339	0.875618	-0.05556296	0.3099284	
0.1655	0.1475255	0.8749203	-0.05609511	0.3109259	
0.166	0.146615	0.874221	-0.05663057	0.3119234	
0.1665	0.1457026	0.8735205	-0.05716935	0.3129208	
0.167	0.1447883	0.8728185	-0.05771146	0.3139183	
0.1675	0.1438721	0.8721151	-0.05825691	0.3149158	
0.168	0.1429539	0.8714102	-0.0588057	0.3159133	
0.1685	0.1420339	0.870704	-0.05935785	0.3169107	
0.169	0.1411119	0.8699964	-0.05991336	0.3179082	
0.1695	0.1401881	0.8692873	-0.06047223	0.3189057	
0.17	0.1392624	0.8685769	-0.0610345	0.3199032	
0.1705	0.1383348	0.8678652	-0.06160015	0.3209006	
0.171	0.1374054	0.867152	-0.0621692	0.3218981	
0.1715	0.1364741	0.8664376	-0.06274166	0.3228956	
0.172	0.135541	0.8657217	-0.06331753	0.323893	
0.1725	0.1346061	0.8650045	-0.06389682	0.3248905	
0.173	0.1336694	0.8642859	-0.06447955	0.3258879	
0.1735	0.1327309	0.8635661	-0.06506571	0.3268854	
0.174	0.1317905	0.8628449	-0.06565533	0.3278828	
0.1745	0.1308485	0.8621225	-0.0662484	0.3288803	
0.175	0.1299046	0.8613986	-0.06684493	0.3298777	
0.1755	0.128959	0.8606735	-0.06744494	0.3308752	
0.176	0.1280116	0.859947	-0.06804844	0.3318726	
0.1765	0.1270626	0.8592194	-0.06865542	0.33287	
0.177	0.1261118	0.8584903	-0.0692659	0.3338675	
0.1775	0.1251592	0.8577601	-0.06987989	0.3348649	
0.178	0.124205	0.8570285	-0.07049739	0.3358624	
0.1785	0.1232491	0.8562956	-0.07111841	0.3368598	
0.179	0.1222915	0.8555616	-0.07174297	0.3378572	
0.1795	0.1213323	0.8548262	-0.07237107	0.3388547	
0.18	0.1203714	0.8540896	-0.07300271	0.3398521	
0.1805	0.1194088	0.8533518	-0.0736379	0.3408495	
0.181	0.1184447	0.8526127	-0.07427667	0.341847	
0.1815	0.1174788	0.8518724	-0.074919	0.3428444	
0.182	0.1165114	0.8511309	-0.07556491	0.3438419	
0.1825	0.1155424	0.8503882	-0.07621441	0.3448393	
0.183	0.1145718	0.8496442	-0.07686751	0.3458367	
0.1835	0.1135997	0.8488991	-0.0775242	0.3468342	
0.184	0.1126259	0.8481528	-0.07818451	0.3478316	
0.1845	0.1116506	0.8474053	-0.07884843	0.348829	
0.185	0.1106738	0.8466566	-0.07951599	0.3498264	
0.1855	0.1096955	0.8459067	-0.08018716	0.3508239	
0.186	0.1087156	0.8451557	-0.08086199	0.3518213	
0.1865	0.1077342	0.8444036	-0.08154047	0.3528187	
0.187	0.1067514	0.8436502	-0.0822226	0.3538162	
0.1875	0.105767	0.8428957	-0.0829084	0.3548136	
0.188	0.1047812	0.8421401	-0.08359787	0.355811	
0.1885	0.103794	0.8413834	-0.08429102	0.3568085	
0.189	0.1028052	0.8406255	-0.08498785	0.3578059	
0.1895	0.1018151	0.8398666	-0.08568838	0.3588033	
0.19	0.1008235	0.8391065	-0.08639261	0.3598007	
0.1905	0.09983057	0.8383453	-0.08710056	0.3607982	
0.191	0.09883621	0.8375831	-0.08781221	0.3617956	
0.1915	0.09784045	0.8368196	-0.08852759	0.362793	
0.192	0.09684333	0.8360553	-0.08924671	0.3637905	
0.1925	0.09584486	0.8352898	-0.08996956	0.3647879	
0.193	0.09484503	0.8345232	-0.09069615	0.3657853	
0.1935	0.09384388	0.8337556	-0.09142651	0.3667828	
0.194	0.09284141	0.832987	-0.09216061	0.3677802	
0.1945	0.09183762	0.8322172	-0.09289849	0.3687776	
0.195	0.09083255	0.8314465	-0.09364014	0.3697751	
0.1955	0.08982618	0.8306748	-0.09438557	0.3707725	
0.196	0.08881855	0.8299019	-0.09513479	0.3717699	
0.1965	0.08780966	0.8291282	-0.0958878	0.3727674	
0.197	0.08679952	0.8283533	-0.09664463	0.3737648	
0.1975	0.08578817	0.8275775	-0.09740525	0.3747623	
0.198	0.08477559	0.8268008	-0.09816969	0.3757597	
