Time	2	Acceleration	Damping	Length	Tension	Velocity	
5.293	1	-0.001996756	0	0	0	-0.4673319	
5.294	1	-0.001996756	0	0	0	-0.4673339	
5.295	1	-0.001996756	0	0	0	-0.4673359	
5.296	1	-0.001996756	0	0	0	-0.4673379	
5.297	1	-0.001996756	0	0	0	-0.4673399	
5.298	1	-0.001996756	0	0	0	-0.4673419	
5.299	1	-0.001996756	0	0	0	-0.4673439	
5.3	1	-0.001996756	0	0	0	-0.4673459	
5.301	1	-0.001996756	0	0	0	-0.4673479	
5.302	1	-0.001996756	0	0	0	-0.4673499	
5.303	1	-0.001996756	0	0	0	-0.4673519	
5.304	1	-0.001996756	0	0	0	-0.4673539	
5.305	1	-0.001996756	0	0	0	-0.4673559	
5.306	1	-0.001996756	0	0	0	-0.4673579	
5.307	1	-0.001996756	0	0	0	-0.4673599	
5.308	1	-0.001996756	0	0	0	-0.4673619	
5.309	1	-0.001996756	0	0	0	-0.4673639	
5.31	1	-0.001996756	0	0	0	-0.4673659	
5.311	1	-0.001996756	0	0	0	-0.4673679	
5.312	1	-0.001996756	0	0	0	-0.4673699	
5.313	1	-0.001996756	0	0	0	-0.4673719	
5.314	1	-0.001996756	0	0	0	-0.4673739	
5.315	1	-0.001996756	0	0	0	-0.4673759	
5.316	1	-0.001996756	0	0	0	-0.4673779	
5.317	1	-0.001996756	0	0	0	-0.4673799	
5.318	1	-0.001996756	0	0	0	-0.4673819	
5.319	1	-0.001996756	0	0	0	-0.4673839	
5.32	1	-0.001996756	0	0	0	-0.4673859	
5.321	1	-0.001996756	0	0	0	-0.4673879	
5.322	1	-0.001996756	0	0	0	-0.4673899	
5.323	1	-0.001996756	0	0	0	-0.4673918	
5.324	1	-0.001996756	0	0	0	-0.4673938	
5.325	1	-0.001996756	0	0	0	-0.4673958	
5.326	1	-0.001996756	0	0	0	-0.4673978	
5.327	1	-0.001996756	0	0	0	-0.4673998	
5.328	1	-0.001996756	0	0	0	-0.4674018	
5.329	1	-0.001996756	0	0	0	-0.4674038	
5.33	1	-0.001996756	0	0	0	-0.4674058	
5.331	1	-0.001996756	0	0	0	-0.4674078	
5.332	1	-0.001996756	0	0	0	-0.4674098	
5.333	1	-0.001996756	0	0	0	-0.4674118	
5.334	1	-0.001996756	0	0	0	-0.4674138	
5.335	1	-0.001996756	0	0	0	-0.4674158	
5.336	1	-0.001996756	0	0	0	-0.4674178	
5.337	1	-0.001996756	0	0	0	-0.4674198	
5.338	1	-0.001996756	0	0	0	-0.4674218	
5.339	1	-0.001996756	0	0	0	-0.4674238	
5.34	1	-0.001996756	0	0	0	-0.4674258	
5.341	1	-0.001996756	0	0	0	-0.4674278	
5.342	1	-0.001996756	0	0	0	-0.4674298	
5.343	1	-0.001996756	0	0	0	-0.4674318	
5.344	1	-0.001996756	0	0	0	-0.4674338	
5.345	1	-0.001996756	0	0	0	-0.4674358	
5.346	1	-0.001996756	0	0	0	-0.4674378	
5.347	1	-0.001996756	0	0	0	-0.4674398	
5.348	1	-0.001996756	0	0	0	-0.4674418	
5.349	1	-0.001996756	0	0	0	-0.4674438	
5.35	1	-0.001996756	0	0	0	-0.4674458	
5.351	1	-0.001996756	0	0	0	-0.4674478	
5.352	1	-0.001996756	0	0	0	-0.4674498	
5.353	1	-0.001996756	0	0	0	-0.4674518	
5.354	1	-0.001996756	0	0	0	-0.4674537	
5.355	1	-0.001996756	0	0	0	-0.4674557	
5.356	1	-0.001996756	0	0	0	-0.4674577	
5.357	1	-0.001996756	0	0	0	-0.4674597	
5.358	1	-0.001996756	0	0	0	-0.4674617	
5.359	1	-0.001996756	0	0	0	-0.4674637	
5.36	1	-0.001996756	0	0	0	-0.4674657	
5.361	1	-0.001996756	0	0	0	-0.4674677	
5.362	1	-0.001996756	0	0	0	-0.4674697	
5.363	1	-0.001996756	0	0	0	-0.4674717	
5.364	1	-0.001996756	0	0	0	-0.4674737	
5.365	1	-0.001996756	0	0	0	-0.4674757	
5.366	1	-0.001996756	0	0	0	-0.4674777	
5.367	1	-0.001996756	0	0	0	-0.4674797	
5.368	1	-0.001996756	0	0	0	-0.4674817	
5.369	1	-0.001996756	0	0	0	-0.4674837	
5.37	1	-0.001996756	0	0	0	-0.4674857	
5.371	1	-0.001996756	0	0	0	-0.4674877	
5.372	1	-0.001996756	0	0	0	-0.4674897	
5.373	1	-0.001996756	0	0	0	-0.4674917	
5.374	1	-0.001996756	0	0	0	-0.4674937	
5.375	1	-0.001996756	0	0	0	-0.4674957	
5.376	1	-0.001996756	0	0	0	-0.4674977	
5.377	1	-0.001996756	0	0	0	-0.4674997	
5.378	1	-0.001996756	0	0	0	-0.4675017	
5.379	1	-0.001996756	0	0	0	-0.4675037	
5.38	1	-0.001996756	0	0	0	-0.4675057	
5.381	1	-0.001996756	0	0	0	-0.4675077	
5.382	1	-0.001996756	0	0	0	-0.4675097	
5.383	1	-0.001996756	0	0	0	-0.4675117	
5.384	1	-0.001996756	0	0	0	-0.4675137	
5.385	1	-0.001996756	0	0	0	-0.4675156	
5.386	1	-0.001996756	0	0	0	-0.4675176	
5.387	1	-0.001996756	0	0	0	-0.4675196	
5.388	1	-0.001996756	0	0	0	-0.4675216	
5.389	1	-0.001996756	0	0	0	-0.4675236	
5.39	1	-0.001996756	0	0	0	-0.4675256	
5.391	1	-0.001996756	0	0	0	-0.4675276	
5.392	1	-0.001996756	0	0	0	-0.4675296	
5.393	1	-0.001996756	0	0	0	-0.4675316	
5.394	1	-0.001996756	0	0	0	-0.4675336	
5.395	1	-0.001996756	0	0	0	-0.4675356	
5.396	1	-0.001996756	0	0	0	-0.4675376	
5.397	1	-0.001996756	0	0	0	-0.4675396	
5.398	1	-0.001996756	0	0	0	-0.4675416	
5.399	1	-0.001996756	0	0	0	-0.4675436	
5.4	1	-0.001996756	0	0	0	-0.4675456	
5.401	1	-0.001996756	0	0	0	-0.4675476	
5.402	1	-0.001996756	0	0	0	-0.4675496	
5.403	1	-0.001996756	0	0	0	-0.4675516	
5.404	1	-0.001996756	0	0	0	-0.4675536	
5.405	1	-0.001996756	0	0	0	-0.4675556	
5.406	1	-0.001996756	0	0	0	-0.4675576	
5.407	1	-0.001996756	0	0	0	-0.4675596	
5.408	1	-0.001996756	0	0	0	-0.4675616	
5.409	1	-0.001996756	0	0	0	-0.4675636	
5.41	1	-0.001996756	0	0	0	-0.4675656	
5.411	1	-0.001996756	0	0	0	-0.4675676	
5.412	1	-0.001996756	0	0	0	-0.4675696	
5.413	1	-0.001996756	0	0	0	-0.4675716	
5.414	1	-0.001996756	0	0	0	-0.4675736	
5.415	1	-0.001996756	0	0	0	-0.4675756	
5.416	1	-0.001996756	0	0	0	-0.4675775	
5.417	1	-0.001996756	0	0	0	-0.4675795	
5.418	1	-0.001996756	0	0	0	-0.4675815	
5.419	1	-0.001996756	0	0	0	-0.4675835	
5.42	1	-0.001996756	0	0	0	-0.4675855	
5.421	1	-0.001996756	0	0	0	-0.4675875	
5.422	1	-0.001996756	0	0	0	-0.4675895	
5.423	1	-0.001996756	0	0	0	-0.4675915	
5.424	1	-0.001996756	0	0	0	-0.4675935	
5.425	1	-0.001996756	0	0	0	-0.4675955	
5.426	1	-0.001996756	0	0	0	-0.4675975	
5.427	1	-0.001996756	0	0	0	-0.4675995	
5.428	1	-0.001996756	0	0	0	-0.4676015	
5.429	1	-0.001996756	0	0	0	-0.4676035	
5.43	1	-0.001996756	0	0	0	-0.4676055	
5.431	1	-0.001996756	0	0	0	-0.4676075	
5.432	1	-0.001996756	0	0	0	-0.4676095	
5.433	1	-0.001996756	0	0	0	-0.4676115	
5.434	1	-0.001996756	0	0	0	-0.4676135	
5.435	1	-0.001996756	0	0	0	-0.4676155	
5.436	1	-0.001996756	0	0	0	-0.4676175	
5.437	1	-0.001996756	0	0	0	-0.4676195	
5.438	1	-0.001996756	0	0	0	-0.4676215	
5.439	1	-0.001996756	0	0	0	-0.4676235	
5.44	1	-0.001996756	0	0	0	-0.4676255	
5.441	1	-0.001996756	0	0	0	-0.4676275	
5.442	1	-0.001996756	0	0	0	-0.4676295	
5.443	1	-0.001996756	0	0	0	-0.4676315	
5.444	1	-0.001996756	0	0	0	-0.4676335	
5.445	1	-0.001996756	0	0	0	-0.4676355	
5.446	1	-0.001996756	0	0	0	-0.4676374	
5.447	1	-0.001996756	0	0	0	-0.4676394	
5.448	1	-0.001996756	0	0	0	-0.4676414	
5.449	1	-0.001996756	0	0	0	-0.4676434	
5.45	1	-0.001996756	0	0	0	-0.4676454	
5.451	1	-0.001996756	0	0	0	-0.4676474	
5.452	1	-0.001996756	0	0	0	-0.4676494	
5.453	1	-0.001996756	0	0	0	-0.4676514	
5.454	1	-0.001996756	0	0	0	-0.4676534	
5.455	1	-0.001996756	0	0	0	-0.4676554	
5.456	1	-0.001996756	0	0	0	-0.4676574	
5.457	1	-0.001996756	0	0	0	-0.4676594	
5.458	1	-0.001996756	0	0	0	-0.4676614	
5.459	1	-0.001996756	0	0	0	-0.4676634	
5.46	1	-0.001996756	0	0	0	-0.4676654	
5.461	1	-0.001996756	0	0	0	-0.4676674	
5.462	1	-0.001996756	0	0	0	-0.4676694	
5.463	1	-0.001996756	0	0	0	-0.4676714	
5.464	1	-0.001996756	0	0	0	-0.4676734	
5.465	1	-0.001996756	0	0	0	-0.4676754	
5.466	1	-0.001996756	0	0	0	-0.4676774	
5.467	1	-0.001996756	0	0	0	-0.4676794	
5.468	1	-0.001996756	0	0	0	-0.4676814	
5.469	1	-0.001996756	0	0	0	-0.4676834	
5.47	1	-0.001996756	0	0	0	-0.4676854	
5.471	1	-0.001996756	0	0	0	-0.4676874	
5.472	1	-0.001996756	0	0	0	-0.4676894	
5.473	1	-0.001996756	0	0	0	-0.4676914	
5.474	1	-0.001996756	0	0	0	-0.4676934	
5.475	1	-0.001996756	0	0	0	-0.4676954	
5.476	1	-0.001996756	0	0	0	-0.4676974	
5.477	1	-0.001996756	0	0	0	-0.4676993	
5.478	1	-0.001996756	0	0	0	-0.4677013	
5.479	1	-0.001996756	0	0	0	-0.4677033	
5.48	1	-0.001996756	0	0	0	-0.4677053	
5.481	1	-0.001996756	0	0	0	-0.4677073	
5.482	1	-0.001996756	0	0	0	-0.4677093	
5.483	1	-0.001996756	0	0	0	-0.4677113	
5.484	1	-0.001996756	0	0	0	-0.4677133	
5.485	1	-0.001996756	0	0	0	-0.4677153	
5.486	1	-0.001996756	0	0	0	-0.4677173	
5.487	1	-0.001996756	0	0	0	-0.4677193	
5.488	1	-0.001996756	0	0	0	-0.4677213	
5.489	1	-0.001996756	0	0	0	-0.4677233	
5.49	1	-0.001996756	0	0	0	-0.4677253	
5.491	1	-0.001996756	0	0	0	-0.4677273	
5.492	1	-0.001996756	0	0	0	-0.4677293	
5.493	1	-0.001996756	0	0	0	-0.4677313	
5.494	1	-0.001996756	0	0	0	-0.4677333	
5.495	1	-0.001996756	0	0	0	-0.4677353	
5.496	1	-0.001996756	0	0	0	-0.4677373	
5.497	1	-0.001996756	0	0	0	-0.4677393	
5.498	1	-0.001996756	0	0	0	-0.4677413	
5.499	1	-0.001996756	0	0	0	-0.4677433	
5.5	1	-0.001996756	0	0	0	-0.4677453	
5.501	1	-0.001996756	0	0	0	-0.4677473	
5.502	1	-0.001996756	0	0	0	-0.4677493	
5.503	1	-0.001996756	0	0	0	-0.4677513	
5.504	1	-0.001996756	0	0	0	-0.4677533	
5.505	1	-0.001996756	0	0	0	-0.4677553	
5.506	1	-0.001996756	0	0	0	-0.4677573	
5.507	1	-0.001996756	0	0	0	-0.4677593	
5.508	1	-0.001996756	0	0	0	-0.4677612	
5.509	1	-0.001996756	0	0	0	-0.4677632	
5.51	1	-0.001996756	0	0	0	-0.4677652	
5.511	1	-0.001996756	0	0	0	-0.4677672	
5.512	1	-0.001996756	0	0	0	-0.4677692	
5.513	1	-0.001996756	0	0	0	-0.4677712	
5.514	1	-0.001996756	0	0	0	-0.4677732	
5.515	1	-0.001996756	0	0	0	-0.4677752	
5.516	1	-0.001996756	0	0	0	-0.4677772	
5.517	1	-0.001996756	0	0	0	-0.4677792	
5.518	1	-0.001996756	0	0	0	-0.4677812	
5.519	1	-0.001996756	0	0	0	-0.4677832	
5.52	1	-0.001996756	0	0	0	-0.4677852	
5.521	1	-0.001996756	0	0	0	-0.4677872	
5.522	1	-0.001996756	0	0	0	-0.4677892	
5.523	1	-0.001996756	0	0	0	-0.4677912	
5.524	1	-0.001996756	0	0	0	-0.4677932	
5.525	1	-0.001996756	0	0	0	-0.4677952	
5.526	1	-0.001996756	0	0	0	-0.4677972	
5.527	1	-0.001996756	0	0	0	-0.4677992	
5.528	1	-0.001996756	0	0	0	-0.4678012	
5.529	1	-0.001996756	0	0	0	-0.4678032	
5.53	1	-0.001996756	0	0	0	-0.4678052	
5.531	1	-0.001996756	0	0	0	-0.4678072	
5.532	1	-0.001996756	0	0	0	-0.4678092	
5.533	1	-0.001996756	0	0	0	-0.4678112	
5.534	1	-0.001996756	0	0	0	-0.4678132	
5.535	1	-0.001996756	0	0	0	-0.4678152	
5.536	1	-0.001996756	0	0	0	-0.4678172	
5.537	1	-0.001996756	0	0	0	-0.4678192	
5.538	1	-0.001996756	0	0	0	-0.4678212	
5.539	1	-0.001996756	0	0	0	-0.4678231	
5.54	1	-0.001996756	0	0	0	-0.4678251	
5.541	1	-0.001996756	0	0	0	-0.4678271	
5.542	1	-0.001996756	0	0	0	-0.4678291	
5.543	1	-0.001996756	0	0	0	-0.4678311	
5.544	1	-0.001996756	0	0	0	-0.4678331	
5.545	1	-0.001996756	0	0	0	-0.4678351	
5.546	1	-0.001996756	0	0	0	-0.4678371	
5.547	1	-0.001996756	0	0	0	-0.4678391	
5.548	1	-0.001996756	0	0	0	-0.4678411	
5.549	1	-0.001996756	0	0	0	-0.4678431	
5.55	1	-0.001996756	0	0	0	-0.4678451	
5.551	1	-0.001996756	0	0	0	-0.4678471	
5.552	1	-0.001996756	0	0	0	-0.4678491	
5.553	1	-0.001996756	0	0	0	-0.4678511	
5.554	1	-0.001996756	0	0	0	-0.4678531	
5.555	1	-0.001996756	0	0	0	-0.4678551	
5.556	1	-0.001996756	0	0	0	-0.4678571	
5.557	1	-0.001996756	0	0	0	-0.4678591	
5.558	1	-0.001996756	0	0	0	-0.4678611	
5.559	1	-0.001996756	0	0	0	-0.4678631	
5.56	1	-0.001996756	0	0	0	-0.4678651	
5.561	1	-0.001996756	0	0	0	-0.4678671	
5.562	1	-0.001996756	0	0	0	-0.4678691	
5.563	1	-0.001996756	0	0	0	-0.4678711	
5.564	1	-0.001996756	0	0	0	-0.4678731	
5.565	1	-0.001996756	0	0	0	-0.4678751	
5.566	1	-0.001996756	0	0	0	-0.4678771	
5.567	1	-0.001996756	0	0	0	-0.4678791	
5.568	1	-0.001996756	0	0	0	-0.4678811	
5.569	1	-0.001996756	0	0	0	-0.4678831	
5.57	1	-0.001996756	0	0	0	-0.467885	
5.571	1	-0.001996756	0	0	0	-0.467887	
5.572	1	-0.001996756	0	0	0	-0.467889	
5.573	1	-0.001996756	0	0	0	-0.467891	
5.574	1	-0.001996756	0	0	0	-0.467893	
5.575	1	-0.001996756	0	0	0	-0.467895	
5.576	1	-0.001996756	0	0	0	-0.467897	
5.577	1	-0.001996756	0	0	0	-0.467899	
5.578	1	-0.001996756	0	0	0	-0.467901	
5.579	1	-0.001996756	0	0	0	-0.467903	
5.58	1	-0.001996756	0	0	0	-0.467905	
5.581	1	-0.001996756	0	0	0	-0.467907	
5.582	1	-0.001996756	0	0	0	-0.467909	
5.583	1	-0.001996756	0	0	0	-0.467911	
5.584	1	-0.001996756	0	0	0	-0.467913	
5.585	1	-0.001996756	0	0	0	-0.467915	
5.586	1	-0.001996756	0	0	0	-0.467917	
5.587	1	-0.001996756	0	0	0	-0.467919	
5.588	1	-0.001996756	0	0	0	-0.467921	
5.589	1	-0.001996756	0	0	0	-0.467923	
5.59	1	-0.001996756	0	0	0	-0.467925	
5.591	1	-0.001996756	0	0	0	-0.467927	
5.592	1	-0.001996756	0	0	0	-0.467929	
5.593	1	-0.001996756	0	0	0	-0.467931	
5.594	1	-0.001996756	0	0	0	-0.467933	
5.595	1	-0.001996756	0	0	0	-0.467935	
5.596	1	-0.001996756	0	0	0	-0.467937	
5.597	1	-0.001996756	0	0	0	-0.467939	
5.598	1	-0.001996756	0	0	0	-0.467941	
5.599	1	-0.001996756	0	0	0	-0.467943	
5.6	1	-0.001996756	0	0	0	-0.4679449	
5.601	1	-0.001996756	0	0	0	-0.4679469	
5.602	1	-0.001996756	0	0	0	-0.4679489	
5.603	1	-0.001996756	0	0	0	-0.4679509	
5.604	1	-0.001996756	0	0	0	-0.4679529	
5.605	1	-0.001996756	0	0	0	-0.4679549	
5.606	1	-0.001996756	0	0	0	-0.4679569	
5.607	1	-0.001996756	0	0	0	-0.4679589	
5.608	1	-0.001996756	0	0	0	-0.4679609	
5.609	1	-0.001996756	0	0	0	-0.4679629	
5.61	1	-0.001996756	0	0	0	-0.4679649	
5.611	1	-0.001996756	0	0	0	-0.4679669	
5.612	1	-0.001996756	0	0	0	-0.4679689	
5.613	1	-0.001996756	0	0	0	-0.4679709	
5.614	1	-0.001996756	0	0	0	-0.4679729	
5.615	1	-0.001996756	0	0	0	-0.4679749	
5.616	1	-0.001996756	0	0	0	-0.4679769	
5.617	1	-0.001996756	0	0	0	-0.4679789	
5.618	1	-0.001996756	0	0	0	-0.4679809	
5.619	1	-0.001996756	0	0	0	-0.4679829	
5.62	1	-0.001996756	0	0	0	-0.4679849	
5.621	1	-0.001996756	0	0	0	-0.4679869	
5.622	1	-0.001996756	0	0	0	-0.4679889	
5.623	1	-0.001996756	0	0	0	-0.4679909	
5.624	1	-0.001996756	0	0	0	-0.4679929	
5.625	1	-0.001996756	0	0	0	-0.4679949	
5.626	1	-0.001996756	0	0	0	-0.4679969	
5.627	1	-0.001996756	0	0	0	-0.4679989	
5.628	1	-0.001996756	0	0	0	-0.4680009	
5.629	1	-0.001996756	0	0	0	-0.4680029	
5.63	1	-0.001996756	0	0	0	-0.4680049	
5.631	1	-0.001996756	0	0	0	-0.4680068	
5.632	1	-0.001996756	0	0	0	-0.4680088	
5.633	1	-0.001996756	0	0	0	-0.4680108	
5.634	1	-0.001996756	0	0	0	-0.4680128	
5.635	1	-0.001996756	0	0	0	-0.4680148	
5.636	1	-0.001996756	0	0	0	-0.4680168	
5.637	1	-0.001996756	0	0	0	-0.4680188	
5.638	1	-0.001996756	0	0	0	-0.4680208	
5.639	1	-0.001996756	0	0	0	-0.4680228	
5.64	1	-0.001996756	0	0	0	-0.4680248	
5.641	1	-0.001996756	0	0	0	-0.4680268	
5.642	1	-0.001996756	0	0	0	-0.4680288	
5.643	1	-0.001996756	0	0	0	-0.4680308	
5.644	1	-0.001996756	0	0	0	-0.4680328	
5.645	1	-0.001996756	0	0	0	-0.4680348	
5.646	1	-0.001996756	0	0	0	-0.4680368	
5.647	1	-0.001996756	0	0	0	-0.4680388	
5.648	1	-0.001996756	0	0	0	-0.4680408	
5.649	1	-0.001996756	0	0	0	-0.4680428	
5.65	1	-0.001996756	0	0	0	-0.4680448	
5.651	1	-0.001996756	0	0	0	-0.4680468	
5.652	1	-0.001996756	0	0	0	-0.4680488	
5.653	1	-0.001996756	0	0	0	-0.4680508	
5.654	1	-0.001996756	0	0	0	-0.4680528	
5.655	1	-0.001996756	0	0	0	-0.4680548	
5.656	1	-0.001996756	0	0	0	-0.4680568	
5.657	1	-0.001996756	0	0	0	-0.4680588	
5.658	1	-0.001996756	0	0	0	-0.4680608	
5.659	1	-0.001996756	0	0	0	-0.4680628	
5.66	1	-0.001996756	0	0	0	-0.4680648	
5.661	1	-0.001996756	0	0	0	-0.4680668	
5.662	1	-0.001996756	0	0	0	-0.4680687	
5.663	1	-0.001996756	0	0	0	-0.4680707	
5.664	1	-0.001996756	0	0	0	-0.4680727	
5.665	1	-0.001996756	0	0	0	-0.4680747	
5.666	1	-0.001996756	0	0	0	-0.4680767	
5.667	1	-0.001996756	0	0	0	-0.4680787	
5.668	1	-0.001996756	0	0	0	-0.4680807	
5.669	1	-0.001996756	0	0	0	-0.4680827	
5.67	1	-0.001996756	0	0	0	-0.4680847	
5.671	1	-0.001996756	0	0	0	-0.4680867	
5.672	1	-0.001996756	0	0	0	-0.4680887	
5.673	1	-0.001996756	0	0	0	-0.4680907	
5.674	1	-0.001996756	0	0	0	-0.4680927	
5.675	1	-0.001996756	0	0	0	-0.4680947	
5.676	1	-0.001996756	0	0	0	-0.4680967	
5.677	1	-0.001996756	0	0	0	-0.4680987	
5.678	1	-0.001996756	0	0	0	-0.4681007	
5.679	1	-0.001996756	0	0	0	-0.4681027	
5.68	1	-0.001996756	0	0	0	-0.4681047	
5.681	1	-0.001996756	0	0	0	-0.4681067	
5.682	1	-0.001996756	0	0	0	-0.4681087	
5.683	1	-0.001996756	0	0	0	-0.4681107	
5.684	1	-0.001996756	0	0	0	-0.4681127	
5.685	1	-0.001996756	0	0	0	-0.4681147	
5.686	1	-0.001996756	0	0	0	-0.4681167	
5.687	1	-0.001996756	0	0	0	-0.4681187	
5.688	1	-0.001996756	0	0	0	-0.4681207	
5.689	1	-0.001996756	0	0	0	-0.4681227	
5.69	1	-0.001996756	0	0	0	-0.4681247	
5.691	1	-0.001996756	0	0	0	-0.4681267	
5.692	1	-0.001996756	0	0	0	-0.4681287	
5.693	1	-0.001996756	0	0	0	-0.4681306	
5.694	1	-0.001996756	0	0	0	-0.4681326	
5.695	1	-0.001996756	0	0	0	-0.4681346	
5.696	1	-0.001996756	0	0	0	-0.4681366	
5.697001	1	-0.001996756	0	0	0	-0.4681386	
5.698	1	-0.001996756	0	0	0	-0.4681406	
5.699	1	-0.001996756	0	0	0	-0.4681426	
5.7	1	-0.001996756	0	0	0	-0.4681446	
5.701	1	-0.001996756	0	0	0	-0.4681466	
5.702	1	-0.001996756	0	0	0	-0.4681486	
5.703	1	-0.001996756	0	0	0	-0.4681506	
5.704	1	-0.001996756	0	0	0	-0.4681526	
5.705	1	-0.001996756	0	0	0	-0.4681546	
5.706	1	-0.001996756	0	0	0	-0.4681566	
5.707	1	-0.001996756	0	0	0	-0.4681586	
5.708	1	-0.001996756	0	0	0	-0.4681606	
5.709	1	-0.001996756	0	0	0	-0.4681626	
5.71	1	-0.001996756	0	0	0	-0.4681646	
5.711	1	-0.001996756	0	0	0	-0.4681666	
5.712	1	-0.001996756	0	0	0	-0.4681686	
5.713	1	-0.001996756	0	0	0	-0.4681706	
5.714	1	-0.001996756	0	0	0	-0.4681726	
5.715	1	-0.001996756	0	0	0	-0.4681746	
5.716	1	-0.001996756	0	0	0	-0.4681766	
5.717	1	-0.001996756	0	0	0	-0.4681786	
5.718	1	-0.001996756	0	0	0	-0.4681806	
5.719	1	-0.001996756	0	0	0	-0.4681826	
5.72	1	-0.001996756	0	0	0	-0.4681846	
5.721	1	-0.001996756	0	0	0	-0.4681866	
5.722	1	-0.001996756	0	0	0	-0.4681886	
5.723	1	-0.001996756	0	0	0	-0.4681906	
5.724	1	-0.001996756	0	0	0	-0.4681925	
5.725	1	-0.001996756	0	0	0	-0.4681945	
5.726	1	-0.001996756	0	0	0	-0.4681965	
5.727	1	-0.001996756	0	0	0	-0.4681985	
5.728	1	-0.001996756	0	0	0	-0.4682005	
5.729	1	-0.001996756	0	0	0	-0.4682025	
5.73	1	-0.001996756	0	0	0	-0.4682045	
5.731	1	-0.001996756	0	0	0	-0.4682065	
5.732	1	-0.001996756	0	0	0	-0.4682085	
5.733	1	-0.001996756	0	0	0	-0.4682105	
5.734	1	-0.001996756	0	0	0	-0.4682125	
5.735	1	-0.001996756	0	0	0	-0.4682145	
5.736	1	-0.001996756	0	0	0	-0.4682165	
5.737	1	-0.001996756	0	0	0	-0.4682185	
5.738	1	-0.001996756	0	0	0	-0.4682205	
5.739	1	-0.001996756	0	0	0	-0.4682225	
5.74	1	-0.001996756	0	0	0	-0.4682245	
5.741	1	-0.001996756	0	0	0	-0.4682265	
5.742	1	-0.001996756	0	0	0	-0.4682285	
5.743001	1	-0.001996756	0	0	0	-0.4682305	
5.744	1	-0.001996756	0	0	0	-0.4682325	
5.745	1	-0.001996756	0	0	0	-0.4682345	
5.746	1	-0.001996756	0	0	0	-0.4682365	
5.747	1	-0.001996756	0	0	0	-0.4682385	
5.748	1	-0.001996756	0	0	0	-0.4682405	
5.749	1	-0.001996756	0	0	0	-0.4682425	
5.75	1	-0.001996756	0	0	0	-0.4682445	
5.751	1	-0.001996756	0	0	0	-0.4682465	
5.752	1	-0.001996756	0	0	0	-0.4682485	
5.753	1	-0.001996756	0	0	0	-0.4682505	
5.754	1	-0.001996756	0	0	0	-0.4682525	
5.755	1	-0.001996756	0	0	0	-0.4682544	
5.756	1	-0.001996756	0	0	0	-0.4682564	
5.757	1	-0.001996756	0	0	0	-0.4682584	
5.758	1	-0.001996756	0	0	0	-0.4682604	
5.759	1	-0.001996756	0	0	0	-0.4682624	
5.76	1	-0.001996756	0	0	0	-0.4682644	
5.761	1	-0.001996756	0	0	0	-0.4682664	
5.762	1	-0.001996756	0	0	0	-0.4682684	
5.763	1	-0.001996756	0	0	0	-0.4682704	
5.764	1	-0.001996756	0	0	0	-0.4682724	
5.765	1	-0.001996756	0	0	0	-0.4682744	
5.766	1	-0.001996756	0	0	0	-0.4682764	
5.767	1	-0.001996756	0	0	0	-0.4682784	
5.768	1	-0.001996756	0	0	0	-0.4682804	
5.769	1	-0.001996756	0	0	0	-0.4682824	
5.77	1	-0.001996756	0	0	0	-0.4682844	
5.771	1	-0.001996756	0	0	0	-0.4682864	
5.772	1	-0.001996756	0	0	0	-0.4682884	
5.773	1	-0.001996756	0	0	0	-0.4682904	
5.774	1	-0.001996756	0	0	0	-0.4682924	
5.775	1	-0.001996756	0	0	0	-0.4682944	
5.776	1	-0.001996756	0	0	0	-0.4682964	
5.777	1	-0.001996756	0	0	0	-0.4682984	
5.778	1	-0.001996756	0	0	0	-0.4683004	
5.779	1	-0.001996756	0	0	0	-0.4683024	
5.78	1	-0.001996756	0	0	0	-0.4683044	
5.781	1	-0.001996756	0	0	0	-0.4683064	
5.782	1	-0.001996756	0	0	0	-0.4683084	
5.783	1	-0.001996756	0	0	0	-0.4683104	
5.784	1	-0.001996756	0	0	0	-0.4683124	
5.785	1	-0.001996756	0	0	0	-0.4683143	
5.786	1	-0.001996756	0	0	0	-0.4683163	
5.787	1	-0.001996756	0	0	0	-0.4683183	
5.788	1	-0.001996756	0	0	0	-0.4683203	
5.789001	1	-0.001996756	0	0	0	-0.4683223	
5.79	1	-0.001996756	0	0	0	-0.4683243	
5.791	1	-0.001996756	0	0	0	-0.4683263	
5.792	1	-0.001996756	0	0	0	-0.4683283	
5.793	1	-0.001996756	0	0	0	-0.4683303	
5.794	1	-0.001996756	0	0	0	-0.4683323	
5.795	1	-0.001996756	0	0	0	-0.4683343	
5.796	1	-0.001996756	0	0	0	-0.4683363	
5.797	1	-0.001996756	0	0	0	-0.4683383	
5.798	1	-0.001996756	0	0	0	-0.4683403	
5.799	1	-0.001996756	0	0	0	-0.4683423	
5.8	1	-0.001996756	0	0	0	-0.4683443	
5.801	1	-0.001996756	0	0	0	-0.4683463	
5.802	1	-0.001996756	0	0	0	-0.4683483	
5.803	1	-0.001996756	0	0	0	-0.4683503	
5.804	1	-0.001996756	0	0	0	-0.4683523	
5.805	1	-0.001996756	0	0	0	-0.4683543	
5.806	1	-0.001996756	0	0	0	-0.4683563	
5.807	1	-0.001996756	0	0	0	-0.4683583	
5.808	1	-0.001996756	0	0	0	-0.4683603	
5.809	1	-0.001996756	0	0	0	-0.4683623	
5.81	1	-0.001996756	0	0	0	-0.4683643	
