TimeSlice	Time	FB	P	Input	Analog	D	A	Analog_Ie	Analog_Vm
21131	5.28275	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21132	5.283	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21133	5.28325	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21134	5.2835	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21135	5.28375	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21136	5.284	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21137	5.28425	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21138	5.2845	0.297501	0.302308	0	0.970068	0.0784766	-0.06804	9.7118e-009	0.0270068
21139	5.28475	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21140	5.285	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21141	5.28525	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21142	5.2855	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21143	5.28575	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21144	5.286	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21145	5.28625	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21146	5.2865	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21147	5.28675	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21148	5.287	0.297501	0.312289	0	0.970095	0.0803418	-0.06804	9.7118e-009	0.0270095
21149	5.28725	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21150	5.2875	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21151	5.28775	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21152	5.288	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21153	5.28825	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21154	5.2885	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21155	5.28875	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21156	5.289	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21157	5.28925	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21158	5.2895	0.297501	0.322186	0	0.970123	0.0822747	-0.06804	9.7118e-009	0.0270123
21159	5.28975	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21160	5.29	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21161	5.29025	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21162	5.2905	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21163	5.29075	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21164	5.291	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21165	5.29125	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21166	5.2915	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21167	5.29175	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21168	5.292	0.297501	0.332002	0	0.970149	0.084274	-0.06804	9.7118e-009	0.0270149
21169	5.29225	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21170	5.2925	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21171	5.29275	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21172	5.293	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21173	5.29325	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21174	5.2935	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21175	5.29375	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21176	5.294	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21177	5.29425	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21178	5.2945	0.297501	0.341735	0	0.970175	0.0863384	-0.06804	9.7118e-009	0.0270175
21179	5.29475	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21180	5.295	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21181	5.29525	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21182	5.2955	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21183	5.29575	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21184	5.296	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21185	5.29625	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21186	5.2965	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21187	5.29675	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21188	5.297	0.297501	0.351387	0	0.9702	0.0884667	-0.06804	9.7118e-009	0.02702
21189	5.29725	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21190	5.2975	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21191	5.29775	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21192	5.298	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21193	5.29825	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21194	5.2985	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21195	5.29875	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21196	5.299	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21197	5.29925	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21198	5.2995	0.297501	0.360959	0	0.970224	0.0906577	-0.06804	9.7118e-009	0.0270224
21199	5.29975	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21200	5.3	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21201	5.30025	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21202	5.3005	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21203	5.30075	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21204	5.301	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21205	5.30125	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21206	5.3015	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21207	5.30175	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21208	5.302	0.297501	0.370451	0	0.970248	0.0929102	-0.06804	9.7118e-009	0.0270248
21209	5.30225	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21210	5.3025	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21211	5.30275	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21212	5.303	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21213	5.30325	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21214	5.3035	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21215	5.30375	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21216	5.304	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21217	5.30425	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21218	5.3045	0.297501	0.379864	0	0.970272	0.095223	-0.06804	9.7118e-009	0.0270272
21219	5.30475	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21220	5.305	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21221	5.30525	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21222	5.3055	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21223	5.30575	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21224	5.306	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21225	5.30625	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21226	5.3065	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21227	5.30675	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21228	5.307	0.297501	0.389198	0	0.970294	0.0975951	-0.06804	9.7118e-009	0.0270294
21229	5.30725	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21230	5.3075	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21231	5.30775	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21232	5.308	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21233	5.30825	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21234	5.3085	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21235	5.30875	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21236	5.309	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21237	5.30925	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21238	5.3095	0.297501	0.398455	0	0.970316	0.100025	-0.06804	9.7118e-009	0.0270316
21239	5.30975	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21240	5.31	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21241	5.31025	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21242	5.3105	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21243	5.31075	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21244	5.311	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21245	5.31125	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21246	5.3115	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21247	5.31175	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21248	5.312	0.297501	0.407635	0	0.970338	0.102512	-0.06804	9.7118e-009	0.0270338
21249	5.31225	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21250	5.3125	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21251	5.31275	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21252	5.313	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21253	5.31325	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21254	5.3135	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21255	5.31375	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21256	5.314	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21257	5.31425	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21258	5.3145	0.297501	0.416738	0	0.970359	0.105055	-0.06804	9.7118e-009	0.0270359
21259	5.31475	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21260	5.315	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21261	5.31525	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21262	5.3155	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21263	5.31575	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21264	5.316	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21265	5.31625	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21266	5.3165	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21267	5.31675	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21268	5.317	0.297501	0.425765	0	0.97038	0.107652	-0.06804	9.7118e-009	0.027038
21269	5.31725	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21270	5.3175	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21271	5.31775	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21272	5.318	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21273	5.31825	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21274	5.3185	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21275	5.31875	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21276	5.319	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21277	5.31925	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21278	5.3195	0.297501	0.434717	0	0.9704	0.110303	-0.06804	9.7118e-009	0.02704
21279	5.31975	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21280	5.32	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21281	5.32025	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21282	5.3205	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21283	5.32075	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21284	5.321	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21285	5.32125	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21286	5.3215	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21287	5.32175	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21288	5.322	0.297501	0.443594	0	0.970419	0.113006	-0.06804	9.7118e-009	0.0270419
21289	5.32225	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21290	5.3225	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21291	5.32275	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21292	5.323	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21293	5.32325	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21294	5.3235	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21295	5.32375	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21296	5.324	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21297	5.32425	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21298	5.3245	0.297501	0.452397	0	0.970438	0.115761	-0.06804	9.7118e-009	0.0270438
21299	5.32475	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21300	5.325	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21301	5.32525	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21302	5.3255	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21303	5.32575	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21304	5.326	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21305	5.32625	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21306	5.3265	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21307	5.32675	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21308	5.327	0.297501	0.461127	0	0.97053	0.118567	-0.06804	9.7412e-009	0.027053
21309	5.32725	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21310	5.3275	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21311	5.32775	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21312	5.328	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21313	5.32825	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21314	5.3285	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21315	5.32875	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21316	5.329	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21317	5.32925	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21318	5.3295	0.297501	0.469785	0	0.97062	0.121421	-0.06804	9.7412e-009	0.027062
21319	5.32975	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21320	5.33	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21321	5.33025	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21322	5.3305	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21323	5.33075	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21324	5.331	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21325	5.33125	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21326	5.3315	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21327	5.33175	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21328	5.332	0.297501	0.47837	0	0.970707	0.124324	-0.06804	9.7412e-009	0.0270707
21329	5.33225	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21330	5.3325	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21331	5.33275	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21332	5.333	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21333	5.33325	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21334	5.3335	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21335	5.33375	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21336	5.334	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21337	5.33425	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21338	5.3345	0.297501	0.486883	0	0.970793	0.127275	-0.06804	9.7412e-009	0.0270793
21339	5.33475	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21340	5.335	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21341	5.33525	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21342	5.3355	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21343	5.33575	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21344	5.336	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21345	5.33625	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21346	5.3365	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21347	5.33675	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21348	5.337	0.297501	0.495326	0	0.970876	0.130271	-0.06804	9.7412e-009	0.0270876
21349	5.33725	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21350	5.3375	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21351	5.33775	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21352	5.338	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21353	5.33825	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21354	5.3385	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21355	5.33875	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21356	5.339	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21357	5.33925	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21358	5.3395	0.297501	0.503698	0	0.970957	0.133314	-0.06804	9.7412e-009	0.0270957
21359	5.33975	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21360	5.34	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21361	5.34025	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21362	5.3405	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21363	5.34075	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21364	5.341	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21365	5.34125	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21366	5.3415	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21367	5.34175	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21368	5.342	0.297501	0.512001	0	0.970497	0.1364	-0.06804	9.5256e-009	0.0270497
21369	5.34225	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21370	5.3425	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21371	5.34275	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21372	5.343	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21373	5.34325	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21374	5.3435	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21375	5.34375	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21376	5.344	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21377	5.34425	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21378	5.3445	0.297501	0.520234	0	0.970049	0.13953	-0.06804	9.5256e-009	0.0270049
21379	5.34475	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21380	5.345	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21381	5.34525	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21382	5.3455	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21383	5.34575	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21384	5.346	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21385	5.34625	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21386	5.3465	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21387	5.34675	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21388	5.347	0.297501	0.528399	0	0.969611	0.142703	-0.06804	9.5256e-009	0.0269611
21389	5.34725	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21390	5.3475	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21391	5.34775	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21392	5.348	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21393	5.34825	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21394	5.3485	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21395	5.34875	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21396	5.349	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21397	5.34925	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21398	5.3495	0.297501	0.536496	0	0.969185	0.145917	-0.06804	9.5256e-009	0.0269185
21399	5.34975	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21400	5.35	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21401	5.35025	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21402	5.3505	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21403	5.35075	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21404	5.351	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21405	5.35125	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21406	5.3515	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21407	5.35175	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21408	5.352	0.297501	0.544525	0	0.96877	0.149172	-0.06804	9.5256e-009	0.026877
21409	5.35225	0.297501	0.552487	0	0.968364	0.152466	-0.06804	9.5256e-009	0.0268364
21410	5.3525	0.297501	0.552487	0	0.968364	0.152466	-0.06804	9.5256e-009	0.0268364
