Time	X Force	Tension	Length	Velocity	Acceleration	Potential Energy	Damping Force	Spring Tension	
4.259	-0.01510534	0.01044273	4.009446	-0.01049042	0.4768371	0.0004461482	0.1049042	-0.09446144	
4.26	-0.01044187	0.01054763	4.009436	-0.01049042	0	0.0004451578	0.1049042	-0.09435654	
4.261	-0.01054677	0.01065253	4.009425	-0.01049042	0	0.0004441685	0.1049042	-0.09425163	
4.262	-0.01065168	0.01553058	4.009414	-0.01096725	-0.4768371	0.0004431354	0.1096725	-0.09414196	
4.263	-0.01552972	0.01086711	4.009404	-0.01049042	0.4768371	0.0004421484	0.1049042	-0.09403706	
4.264	-0.01086625	0.01097202	4.009393	-0.01049042	0	0.0004411625	0.1049042	-0.09393215	
4.265	-0.01097116	0.01107692	4.009383	-0.01049042	0	0.0004401776	0.1049042	-0.09382725	
4.266	-0.01107606	0.01595496	4.009372	-0.01096725	-0.4768371	0.0004391492	0.1096725	-0.09371758	
4.267	-0.01595411	0.0112915	4.009361	-0.01049042	0.4768371	0.0004381666	0.1049042	-0.09361267	
4.268	-0.01129064	0.0113964	4.009351	-0.01049042	0	0.0004371851	0.1049042	-0.09350777	
4.269	-0.01139554	0.0115013	4.00934	-0.01049042	0	0.0004362047	0.1049042	-0.09340286	
4.27	-0.01150045	0.01160621	4.00933	-0.01049042	0	0.0004352255	0.1049042	-0.09329796	
4.271	-0.01160535	0.01171111	4.009319	-0.01049042	0	0.0004342473	0.1049042	-0.09319305	
4.272	-0.01171026	0.01181602	4.009309	-0.01049042	0	0.0004332702	0.1049042	-0.09308815	
4.273	-0.01181516	0.01192092	4.009298	-0.01049042	0	0.0004322942	0.1049042	-0.09298325	
4.274	-0.01192006	0.01202583	4.009288	-0.01049042	0	0.0004313193	0.1049042	-0.09287834	
4.275	-0.01202497	0.01213073	4.009277	-0.01049042	0	0.0004303455	0.1049042	-0.09277344	
4.276	-0.01212987	0.01223563	4.009267	-0.01049042	0	0.0004293729	0.1049042	-0.09266853	
4.277	-0.01223478	0.01234054	4.009256	-0.01049042	0	0.0004284013	0.1049042	-0.09256363	
4.278	-0.01233968	0.007672302	4.009246	-0.01001358	0.4768371	0.0004274749	0.1001358	-0.09246349	
4.279	-0.007671445	0.01254558	4.009236	-0.01049042	-0.4768371	0.0004265055	0.1049042	-0.09235859	
4.28	-0.01254472	0.01265048	4.009225	-0.01049042	0	0.0004255371	0.1049042	-0.09225368	
4.281	-0.01264962	0.01275539	4.009215	-0.01049042	0	0.0004245699	0.1049042	-0.09214878	
4.282	-0.01275453	0.008087151	4.009205	-0.01001358	0.4768371	0.0004236476	0.1001358	-0.09204865	
4.283	-0.008086293	0.01296043	4.009194	-0.01049042	-0.4768371	0.0004226826	0.1049042	-0.09194374	
4.284	-0.01295957	0.01306533	4.009184	-0.01049042	0	0.0004217186	0.1049042	-0.09183884	
4.285	-0.01306447	0.01317023	4.009173	-0.01049042	0	0.0004207557	0.1049042	-0.09173393	
4.286	-0.01316938	0.008501999	4.009163	-0.01001358	0.4768371	0.0004198376	0.1001358	-0.0916338	
4.287	-0.008501141	0.01337527	4.009153	-0.01049042	-0.4768371	0.0004188769	0.1049042	-0.09152889	
4.288	-0.01337442	0.008707039	4.009143	-0.01001358	0.4768371	0.0004179609	0.1001358	-0.09142876	
4.289	-0.008706181	0.01358031	4.009132	-0.01049042	-0.4768371	0.0004170023	0.1049042	-0.09132385	
4.29	-0.01357946	0.01368522	4.009122	-0.01049042	0	0.0004160448	0.1049042	-0.09121895	
4.291	-0.01368436	0.009016983	4.009112	-0.01001358	0.4768371	0.0004151319	0.1001358	-0.09111881	
4.292	-0.009016125	0.01389026	4.009101	-0.01049042	-0.4768371	0.0004141766	0.1049042	-0.09101391	
4.293	-0.0138894	0.009222023	4.009091	-0.01001358	0.4768371	0.0004132657	0.1001358	-0.09091377	
4.294	-0.009221165	0.0140953	4.009081	-0.01049042	-0.4768371	0.0004123125	0.1049042	-0.09080887	
4.295	-0.01409444	0.009427063	4.009071	-0.01001358	0.4768371	0.0004114037	0.1001358	-0.09070873	
4.296	-0.009426205	0.009527199	4.009061	-0.01001358	0	0.0004104959	0.1001358	-0.0906086	
4.297	-0.009526341	0.01440047	4.00905	-0.01049042	-0.4768371	0.0004095459	0.1049042	-0.09050369	
4.298	-0.01439962	0.009732239	4.00904	-0.01001358	0.4768371	0.0004086402	0.1001358	-0.09040356	
4.299	-0.009731381	0.009832375	4.00903	-0.01001358	0	0.0004077354	0.1001358	-0.09030342	
4.3	-0.009831517	0.01470565	4.00902	-0.01049042	-0.4768371	0.0004067886	0.1049042	-0.09019852	
4.301	-0.01470479	0.01003741	4.00901	-0.01001358	0.4768371	0.0004058859	0.1001358	-0.09009838	
4.302	-0.01003656	0.01013755	4.009	-0.01001358	0	0.0004049842	0.1001358	-0.08999825	
4.303	-0.01013669	0.01501083	4.008989	-0.01049042	-0.4768371	0.0004040406	0.1049042	-0.08989334	
4.304	-0.01500997	0.01034259	4.008979	-0.01001358	0.4768371	0.000403141	0.1001358	-0.08979321	
4.305	-0.01034173	0.01044273	4.008969	-0.01001358	0	0.0004022423	0.1001358	-0.08969307	
4.306	-0.01044187	0.01054286	4.008959	-0.01001358	0	0.0004013447	0.1001358	-0.08959293	
4.307	-0.010542	0.010643	4.008949	-0.01001358	0	0.000400448	0.1001358	-0.0894928	
4.308	-0.01064214	0.01551627	4.008939	-0.01049042	-0.4768371	0.0003995098	0.1049042	-0.08938789	
4.309	-0.01551542	0.01084804	4.008929	-0.01001358	0.4768371	0.0003986152	0.1001358	-0.08928776	
4.31	-0.01084718	0.01094817	4.008919	-0.01001358	0	0.0003977216	0.1001358	-0.08918762	
4.311	-0.01094732	0.01104831	4.008909	-0.01001358	0	0.000396829	0.1001358	-0.08908749	
4.312	-0.01104745	0.01114845	4.008899	-0.01001358	0	0.0003959374	0.1001358	-0.08898735	
4.313	-0.01114759	0.01124858	4.008889	-0.01001358	0	0.0003950468	0.1001358	-0.08888721	
4.314	-0.01124772	0.01134872	4.008879	-0.01001358	0	0.0003941573	0.1001358	-0.08878708	
4.315	-0.01134786	0.01144885	4.008869	-0.01001358	0	0.0003932687	0.1001358	-0.08868694	
4.316	-0.01144799	0.01154899	4.008859	-0.01001358	0	0.0003923811	0.1001358	-0.08858681	
4.317	-0.01154813	0.006875992	4.008849	-0.009536743	0.4768362	0.0003915367	0.09536743	-0.08849144	
4.318	-0.006875134	0.01174449	4.008839	-0.01001358	-0.4768362	0.0003906511	0.1001358	-0.0883913	
4.319	-0.01174363	0.01184463	4.008829	-0.01001358	0	0.0003897665	0.1001358	-0.08829117	
4.32	-0.01184377	0.01194476	4.008819	-0.01001358	0	0.0003888829	0.1001358	-0.08819103	
4.321	-0.01194391	0.0120449	4.008809	-0.01001358	0	0.0003880003	0.1001358	-0.0880909	
4.322	-0.01204404	0.01214503	4.008799	-0.01001358	0	0.0003871187	0.1001358	-0.08799076	
4.323	-0.01214418	0.01224517	4.008789	-0.01001358	0	0.0003862381	0.1001358	-0.08789063	
4.324	-0.01224431	0.007572174	4.00878	-0.009536743	0.4768362	0.0003854004	0.09536743	-0.08779526	
4.325	-0.007571316	0.01244067	4.00877	-0.01001358	-0.4768362	0.0003845217	0.1001358	-0.08769512	
4.326	-0.01243982	0.01254081	4.008759	-0.01001358	0	0.0003836441	0.1001358	-0.08759499	
4.327	-0.01253995	0.007867813	4.00875	-0.009536743	0.4768362	0.0003828092	0.09536743	-0.08749962	
4.328	-0.007866955	0.01273631	4.00874	-0.01001358	-0.4768362	0.0003819335	0.1001358	-0.08739948	
4.329	-0.01273546	0.01283645	4.00873	-0.01001358	0	0.0003810588	0.1001358	-0.08729935	
4.33	-0.01283559	0.008163452	4.00872	-0.009536743	0.4768362	0.0003802267	0.09536743	-0.08720398	
4.331	-0.008162594	0.01303195	4.00871	-0.01001358	-0.4768362	0.000379354	0.1001358	-0.08710384	
4.332	-0.01303109	0.008358955	4.008701	-0.009536743	0.4768362	0.0003785237	0.09536743	-0.08700848	
4.333	-0.008358098	0.01322746	4.008691	-0.01001358	-0.4768362	0.000377653	0.1001358	-0.08690834	
4.334	-0.0132266	0.008554459	4.008681	-0.009536743	0.4768362	0.0003768246	0.09536743	-0.08681297	
4.335	-0.008553601	0.01342296	4.008671	-0.01001358	-0.4768362	0.0003759558	0.1001358	-0.08671284	
4.336	-0.0134221	0.008749962	4.008662	-0.009536743	0.4768362	0.0003751293	0.09536743	-0.08661747	
4.337	-0.008749104	0.01361846	4.008652	-0.01001358	-0.4768362	0.0003742625	0.1001358	-0.08651733	
4.338	-0.0136176	0.008945465	4.008642	-0.009536743	0.4768362	0.0003734378	0.09536743	-0.08642197	
4.339	-0.008944607	0.01381397	4.008632	-0.01001358	-0.4768362	0.0003725729	0.1001358	-0.08632183	
4.34	-0.01381311	0.009140968	4.008623	-0.009536743	0.4768362	0.0003717502	0.09536743	-0.08622646	
4.341	-0.009140111	0.009236336	4.008613	-0.009536743	0	0.0003709283	0.09536743	-0.0861311	
4.342	-0.009235478	0.01410484	4.008603	-0.01001358	-0.4768362	0.0003700663	0.1001358	-0.08603096	
4.343	-0.01410398	0.009431839	4.008594	-0.009536743	0.4768362	0.0003692463	0.09536743	-0.08593559	
4.344	-0.009430981	0.009527206	4.008584	-0.009536743	0	0.0003684272	0.09536743	-0.08584023	
4.345	-0.009526349	0.009622574	4.008574	-0.009536743	0	0.000367609	0.09536743	-0.08574486	
4.346	-0.009621716	0.01449107	4.008564	-0.01001358	-0.4768362	0.0003667509	0.1001358	-0.08564472	
4.347	-0.01449022	0.009818077	4.008555	-0.009536743	0.4768362	0.0003659346	0.09536743	-0.08554935	
4.348	-0.009817219	0.009913445	4.008545	-0.009536743	0	0.0003651192	0.09536743	-0.08545399	
4.349	-0.009912587	0.01000881	4.008536	-0.009536743	0	0.0003643047	0.09536743	-0.08535862	
4.35	-0.01000795	0.01487731	4.008526	-0.01001358	-0.4768362	0.0003634504	0.1001358	-0.08525848	
4.351	-0.01487645	0.01020432	4.008516	-0.009536743	0.4768362	0.0003626378	0.09536743	-0.08516312	
4.352	-0.01020346	0.01029968	4.008507	-0.009536743	0	0.0003618261	0.09536743	-0.08506775	
4.353	-0.01029882	0.01039505	4.008497	-0.009536743	0	0.0003610153	0.09536743	-0.08497238	
4.354	-0.01039419	0.01049042	4.008488	-0.009536743	0	0.0003602054	0.09536743	-0.08487701	
4.355	-0.01048956	0.01058578	4.008478	-0.009536743	0	0.0003593964	0.09536743	-0.08478165	
4.356	-0.01058493	0.01068115	4.008469	-0.009536743	0	0.0003585883	0.09536743	-0.08468628	
4.357	-0.01068029	0.01077652	4.008459	-0.009536743	0	0.0003577811	0.09536743	-0.08459091	
4.358	-0.01077566	0.01087189	4.00845	-0.009536743	0	0.0003569748	0.09536743	-0.08449554	
4.359	-0.01087103	0.01096725	4.00844	-0.009536743	0	0.0003561695	0.09536743	-0.08440018	
4.36	-0.0109664	0.01106262	4.00843	-0.009536743	0	0.000355365	0.09536743	-0.08430481	
4.361	-0.01106176	0.01115799	4.008421	-0.009536743	0	0.0003545615	0.09536743	-0.08420944	
4.362	-0.01115713	0.01125336	4.008411	-0.009536743	0	0.0003537589	0.09536743	-0.08411407	
4.363	-0.0112525	0.006575584	4.008402	-0.009059906	0.4768371	0.0003529972	0.09059906	-0.08402348	
4.364	-0.006574727	0.01143932	4.008393	-0.009536743	-0.4768371	0.0003521964	0.09536743	-0.08392811	
4.365	-0.01143847	0.01153469	4.008383	-0.009536743	0	0.0003513964	0.09536743	-0.08383274	
4.366	-0.01153383	0.01163006	4.008374	-0.009536743	0	0.0003505974	0.09536743	-0.08373737	
4.367	-0.0116292	0.01172543	4.008364	-0.009536743	0	0.0003497993	0.09536743	-0.08364201	
4.368	-0.01172457	0.007047653	4.008355	-0.009059906	0.4768371	0.0003490419	0.09059906	-0.08355141	
4.369	-0.007046795	0.01191139	4.008346	-0.009536743	-0.4768371	0.0003482455	0.09536743	-0.08345604	
4.37	-0.01191053	0.01200676	4.008336	-0.009536743	0	0.0003474501	0.09536743	-0.08336067	
4.371	-0.0120059	0.01210213	4.008327	-0.009536743	0	0.0003466555	0.09536743	-0.0832653	
4.372	-0.01210127	0.007424355	4.008317	-0.009059906	0.4768371	0.0003459016	0.09059906	-0.08317471	
4.373	-0.007423497	0.01228809	4.008308	-0.009536743	-0.4768371	0.0003451088	0.09536743	-0.08307934	
4.374	-0.01228724	0.007610321	4.008299	-0.009059906	0.4768371	0.0003443566	0.09059906	-0.08298874	
4.375	-0.007609463	0.01247406	4.008289	-0.009536743	-0.4768371	0.0003435655	0.09536743	-0.08289337	
4.376	-0.0124732	0.01256943	4.00828	-0.009536743	0	0.0003427755	0.09536743	-0.082798	
4.377	-0.01256857	0.007891655	4.008271	-0.009059906	0.4768371	0.0003420257	0.09059906	-0.08270741	
4.378	-0.007890797	0.01275539	4.008261	-0.009536743	-0.4768371	0.0003412374	0.09536743	-0.08261204	
4.379	-0.01275454	0.008077621	4.008252	-0.009059906	0.4768371	0.0003404894	0.09059906	-0.08252144	
4.38	-0.008076764	0.01294136	4.008243	-0.009536743	-0.4768371	0.0003397028	0.09536743	-0.08242607	
4.381	-0.0129405	0.008263588	4.008234	-0.009059906	0.4768371	0.0003389565	0.09059906	-0.08233547	
4.382	-0.00826273	0.008354187	4.008224	-0.009059906	0	0.000338211	0.09059906	-0.08224487	
4.383	-0.008353329	0.01321793	4.008215	-0.009536743	-0.4768371	0.0003374271	0.09536743	-0.08214951	
4.384	-0.01321707	0.008540154	4.008206	-0.009059906	0.4768371	0.0003366832	0.09059906	-0.08205891	
4.385	-0.008539296	0.01340389	4.008196	-0.009536743	-0.4768371	0.0003359011	0.09536743	-0.08196354	
4.386	-0.01340303	0.00872612	4.008187	-0.009059906	0.4768371	0.0003351589	0.09059906	-0.08187294	
4.387	-0.008725262	0.008816719	4.008178	-0.009059906	0	0.0003344176	0.09059906	-0.08178234	
4.388	-0.008815861	0.01368046	4.008169	-0.009536743	-0.4768371	0.0003336381	0.09536743	-0.08168697	
4.389	-0.0136796	0.009002686	4.00816	-0.009059906	0.4768371	0.0003328984	0.09059906	-0.08159637	
4.39	-0.009001828	0.009093285	4.008151	-0.009059906	0	0.0003321596	0.09059906	-0.08150578	
4.391	-0.009092427	0.009183884	4.008142	-0.009059906	0	0.0003314216	0.09059906	-0.08141518	
4.392	-0.009183026	0.01404762	4.008132	-0.009536743	-0.4768371	0.0003306456	0.09536743	-0.08131981	
4.393	-0.01404676	0.00936985	4.008123	-0.009059906	0.4768371	0.0003299092	0.09059906	-0.08122921	
4.394	-0.009368992	0.009460449	4.008114	-0.009059906	0	0.0003291737	0.09059906	-0.08113861	
4.395	-0.009459591	0.009551048	4.008105	-0.009059906	0	0.000328439	0.09059906	-0.08104801	
4.396	-0.009550191	0.009641647	4.008096	-0.009059906	0	0.0003277051	0.09059906	-0.08095741	
4.397	-0.00964079	0.009732246	4.008087	-0.009059906	0	0.0003269721	0.09059906	-0.08086681	
4.398	-0.009731389	0.009822845	4.008078	-0.009059906	0	0.0003262399	0.09059906	-0.08077621	
4.399	-0.009821988	0.01468658	4.008068	-0.009536743	-0.4768371	0.0003254699	0.09536743	-0.08068085	
4.4	-0.01468573	0.01000881	4.008059	-0.009059906	0.4768371	0.0003247394	0.09059906	-0.08059025	
4.401	-0.01000795	0.01009941	4.00805	-0.009059906	0	0.0003240097	0.09059906	-0.08049965	
4.402	-0.01009855	0.01019001	4.008041	-0.009059906	0	0.0003232808	0.09059906	-0.08040905	
4.403	-0.01018915	0.01028061	4.008032	-0.009059906	0	0.0003225527	0.09059906	-0.08031845	
4.404	-0.01027975	0.01037121	4.008023	-0.009059906	0	0.0003218254	0.09059906	-0.08022785	
4.405	-0.01037035	0.01046181	4.008014	-0.009059906	0	0.000321099	0.09059906	-0.08013725	
4.406	-0.01046095	0.005779266	4.008005	-0.008583069	0.4768371	0.0003204115	0.08583069	-0.08005142	
4.407	-0.005778409	0.01063824	4.007996	-0.009059906	-0.4768371	0.0003196867	0.09059906	-0.07996082	
4.408	-0.01063738	0.01072884	4.007987	-0.009059906	0	0.0003189626	0.09059906	-0.07987022	
4.409	-0.01072798	0.01081944	4.007978	-0.009059906	0	0.0003182394	0.09059906	-0.07977962	
4.41	-0.01081858	0.01091003	4.007969	-0.009059906	0	0.000317517	0.09059906	-0.07968903	
4.411	-0.01090918	0.01100063	4.00796	-0.009059906	0	0.0003167955	0.09059906	-0.07959843	
4.412	-0.01099978	0.006318092	4.007951	-0.008583069	0.4768371	0.0003161127	0.08583069	-0.0795126	
4.413	-0.006317235	0.01117706	4.007942	-0.009059906	-0.4768371	0.0003153927	0.09059906	-0.079422	
4.414	-0.01117621	0.01126766	4.007933	-0.009059906	0	0.0003146735	0.09059906	-0.0793314	
4.415	-0.0112668	0.01135826	4.007924	-0.009059906	0	0.0003139552	0.09059906	-0.0792408	
4.416	-0.0113574	0.00667572	4.007915	-0.008583069	0.4768371	0.0003132754	0.08583069	-0.07915497	
4.417	-0.006674862	0.01153469	4.007906	-0.009059906	-0.4768371	0.0003125587	0.09059906	-0.07906437	
4.418	-0.01153383	0.01162529	4.007897	-0.009059906	0	0.0003118428	0.09059906	-0.07897377	
4.419	-0.01162443	0.006942749	4.007889	-0.008583069	0.4768371	0.0003111653	0.08583069	-0.07888794	
4.42	-0.006941891	0.01180172	4.00788	-0.009059906	-0.4768371	0.0003104511	0.09059906	-0.07879734	
4.421	-0.01180086	0.01189232	4.007871	-0.009059906	0	0.0003097375	0.09059906	-0.07870674	
4.422	-0.01189146	0.007209778	4.007862	-0.008583069	0.4768371	0.0003090624	0.08583069	-0.07862091	
4.423	-0.00720892	0.01206875	4.007853	-0.009059906	-0.4768371	0.0003083505	0.09059906	-0.07853031	
4.424	-0.01206789	0.007386208	4.007844	-0.008583069	0.4768371	0.0003076768	0.08583069	-0.07844448	
4.425	-0.00738535	0.01224518	4.007835	-0.009059906	-0.4768371	0.0003069665	0.09059906	-0.07835388	
4.426	-0.01224432	0.007562637	4.007827	-0.008583069	0.4768371	0.0003062944	0.08583069	-0.07826805	
4.427	-0.00756178	0.01242161	4.007818	-0.009059906	-0.4768371	0.0003055857	0.09059906	-0.07817745	
4.428	-0.01242075	0.007739067	4.007809	-0.008583069	0.4768371	0.0003049151	0.08583069	-0.07809162	
4.429	-0.007738209	0.01259804	4.0078	-0.009059906	-0.4768371	0.000304208	0.09059906	-0.07800102	
4.43	-0.01259718	0.007915497	4.007792	-0.008583069	0.4768371	0.0003035389	0.08583069	-0.07791519	
4.431	-0.007914639	0.008001328	4.007783	-0.008583069	0	0.0003028705	0.08583069	-0.07782936	
4.432	-0.00800047	0.0128603	4.007774	-0.009059906	-0.4768371	0.0003021657	0.09059906	-0.07773876	
4.433	-0.01285944	0.008177757	4.007765	-0.008583069	0.4768371	0.0003014989	0.08583069	-0.07765293	
4.434	-0.0081769	0.01303673	4.007756	-0.009059906	-0.4768371	0.0003007958	0.09059906	-0.07756233	
4.435	-0.01303587	0.008354187	4.007748	-0.008583069	0.4768371	0.0003001304	0.08583069	-0.0774765	
4.436	-0.008353329	0.008440018	4.007739	-0.008583069	0	0.0002994658	0.08583069	-0.07739067	
4.437	-0.00843916	0.008525848	4.00773	-0.008583069	0	0.0002988019	0.08583069	-0.07730484	
4.438	-0.008524991	0.008611679	4.007722	-0.008583069	0	0.0002981388	0.08583069	-0.07721901	
4.439	-0.008610821	0.01347065	4.007713	-0.009059906	-0.4768371	0.0002974396	0.09059906	-0.07712841	
4.44	-0.01346979	0.008788109	4.007704	-0.008583069	0.4768371	0.000296778	0.08583069	-0.07704258	
4.441	-0.008787251	0.00887394	4.007696	-0.008583069	0	0.0002961171	0.08583069	-0.07695675	
4.442	-0.008873082	0.00895977	4.007687	-0.008583069	0	0.0002954569	0.08583069	-0.07687092	
4.443	-0.008958912	0.009045601	4.007679	-0.008583069	0	0.0002947975	0.08583069	-0.07678509	
4.444	-0.009044743	0.01390457	4.007669	-0.009059906	-0.4768371	0.0002941022	0.09059906	-0.07669449	
4.445	-0.01390371	0.009222031	4.007661	-0.008583069	0.4768371	0.0002934443	0.08583069	-0.07660866	
4.446	-0.009221173	0.009307861	4.007652	-0.008583069	0	0.0002927872	0.08583069	-0.07652283	
4.447	-0.009307004	0.009393692	4.007644	-0.008583069	0	0.0002921307	0.08583069	-0.076437	
4.448	-0.009392834	0.009479523	4.007635	-0.008583069	0	0.000291475	0.08583069	-0.07635117	
4.449	-0.009478665	0.009565353	4.007627	-0.008583069	0	0.0002908201	0.08583069	-0.07626534	
4.45	-0.009564496	0.009651184	4.007618	-0.008583069	0	0.0002901658	0.08583069	-0.0761795	
4.451	-0.009650326	0.009737015	4.007609	-0.008583069	0	0.0002895124	0.08583069	-0.07609367	
4.452	-0.009736157	0.009822845	4.007601	-0.008583069	0	0.0002888596	0.08583069	-0.07600784	
4.453	-0.009821988	0.009908676	4.007592	-0.008583069	0	0.0002882076	0.08583069	-0.07592201	
4.454	-0.009907818	0.009994507	4.007584	-0.008583069	0	0.0002875563	0.08583069	-0.07583618	
4.455	-0.009993649	0.01008034	4.007575	-0.008583069	0	0.0002869058	0.08583069	-0.07575035	
4.456	-0.01007948	0.01016617	4.007566	-0.008583069	0	0.000286256	0.08583069	-0.07566452	
4.457	-0.01016531	0.005478859	4.007558	-0.008106232	0.4768371	0.0002856429	0.08106232	-0.07558346	
4.458	-0.005478001	0.01033306	4.00755	-0.008583069	-0.4768371	0.0002849946	0.08583069	-0.07549763	
4.459	-0.0103322	0.01041889	4.007541	-0.008583069	0	0.000284347	0.08583069	-0.0754118	
4.46	-0.01041803	0.01050472	4.007533	-0.008583069	0	0.0002837001	0.08583069	-0.07532597	
4.461	-0.01050386	0.01059055	4.007524	-0.008583069	0	0.0002830539	0.08583069	-0.07524014	
4.462	-0.0105897	0.005903244	4.007516	-0.008106232	0.4768371	0.0002824443	0.08106232	-0.07515907	
4.463	-0.005902386	0.01075745	4.007507	-0.008583069	-0.4768371	0.0002817996	0.08583069	-0.07507324	
4.464	-0.01075659	0.01084328	4.007499	-0.008583069	0	0.0002811556	0.08583069	-0.07498741	
4.465	-0.01084242	0.01092911	4.00749	-0.008583069	0	0.0002805124	0.08583069	-0.07490158	
4.466	-0.01092825	0.006241798	4.007482	-0.008106232	0.4768371	0.0002799055	0.08106232	-0.07482052	
4.467	-0.006240941	0.011096	4.007473	-0.008583069	-0.4768371	0.0002792637	0.08583069	-0.07473469	
4.468	-0.01109514	0.006408691	4.007465	-0.008106232	0.4768371	0.0002786582	0.08106232	-0.07465363	
4.469	-0.006407834	0.01126289	4.007457	-0.008583069	-0.4768371	0.0002780178	0.08583069	-0.07456779	
4.47	-0.01126204	0.01134872	4.007448	-0.008583069	0	0.0002773782	0.08583069	-0.07448196	
4.471	-0.01134787	0.006661415	4.00744	-0.008106232	0.4768371	0.0002767747	0.08106232	-0.0744009	
4.472	-0.006660557	0.01151562	4.007432	-0.008583069	-0.4768371	0.0002761365	0.08583069	-0.07431507	
4.473	-0.01151476	0.006828308	4.007423	-0.008106232	0.4768371	0.0002755344	0.08106232	-0.07423401	
4.474	-0.00682745	0.01168251	4.007415	-0.008583069	-0.4768371	0.0002748976	0.08583069	-0.07414818	
4.475	-0.01168165	0.01176834	4.007406	-0.008583069	0	0.0002742616	0.08583069	-0.07406235	
4.476	-0.01176748	0.007081032	4.007398	-0.008106232	0.4768371	0.0002736615	0.08106232	-0.07398129	
4.477	-0.007080174	0.007162094	4.00739	-0.008106232	0	0.0002730621	0.08106232	-0.07390022	
4.478	-0.007161236	0.0120163	4.007381	-0.008583069	-0.4768371	0.0002724282	0.08583069	-0.07381439	
4.479	-0.01201544	0.007328987	4.007373	-0.008106232	0.4768371	0.0002718302	0.08106232	-0.07373333	
4.48	-0.007328129	0.01218319	4.007365	-0.008583069	-0.4768371	0.0002711977	0.08583069	-0.0736475	
4.481	-0.01218233	0.00749588	4.007357	-0.008106232	0.4768371	0.000270601	0.08106232	-0.07356644	
4.482	-0.007495022	0.01235008	4.007348	-0.008583069	-0.4768371	0.00026997	0.08583069	-0.07348061	
4.483	-0.01234922	0.007662773	4.00734	-0.008106232	0.4768371	0.0002693747	0.08106232	-0.07339954	
4.484	-0.007661915	0.007743835	4.007332	-0.008106232	0	0.00026878	0.08106232	-0.07331848	
4.485	-0.007742978	0.01259804	4.007323	-0.008583069	-0.4768371	0.0002681511	0.08583069	-0.07323265	
4.486	-0.01259718	0.007910728	4.007315	-0.008106232	0.4768371	0.0002675577	0.08106232	-0.07315159	
4.487	-0.007909871	0.007991791	4.007307	-0.008106232	0	0.0002669651	0.08106232	-0.07307053	
4.488	-0.007990933	0.008072853	4.007299	-0.008106232	0	0.0002663731	0.08106232	-0.07298946	
4.489	-0.008071995	0.008153915	4.007291	-0.008106232	0	0.0002657817	0.08106232	-0.0729084	
4.49	-0.008153058	0.01300812	4.007282	-0.008583069	-0.4768371	0.0002651563	0.08583069	-0.07282257	
4.491	-0.01300726	0.008320808	4.007274	-0.008106232	0.4768371	0.0002645664	0.08106232	-0.07274151	
4.492	-0.008319951	0.008401871	4.007266	-0.008106232	0	0.000263977	0.08106232	-0.07266045	
4.493	-0.008401013	0.008482933	4.007258	-0.008106232	0	0.0002633884	0.08106232	-0.07257938	
4.494	-0.008482075	0.008563995	4.00725	-0.008106232	0	0.0002628003	0.08106232	-0.07249832	
4.495	-0.008563138	0.0134182	4.007241	-0.008583069	-0.4768371	0.0002621785	0.08583069	-0.07241249	
4.496	-0.01341734	0.008730888	4.007233	-0.008106232	0.4768371	0.0002615918	0.08106232	-0.07233143	
4.497	-0.008730031	0.008811951	4.007225	-0.008106232	0	0.0002610058	0.08106232	-0.07225037	
4.498	-0.008811093	0.008893013	4.007217	-0.008106232	0	0.0002604204	0.08106232	-0.0721693	
4.499	-0.008892155	0.008974075	4.007209	-0.008106232	0	0.0002598357	0.08106232	-0.07208824	
4.5	-0.008973218	0.009055138	4.007201	-0.008106232	0	0.0002592517	0.08106232	-0.07200718	
4.501	-0.00905428	0.0091362	4.007193	-0.008106232	0	0.0002586683	0.08106232	-0.07192612	
4.502	-0.009135342	0.009217262	4.007185	-0.008106232	0	0.0002580856	0.08106232	-0.07184505	
4.503	-0.009216405	0.009298325	4.007176	-0.008106232	0	0.0002575035	0.08106232	-0.07176399	
4.504	-0.009297467	0.009379387	4.007168	-0.008106232	0	0.0002569221	0.08106232	-0.07168293	
4.505	-0.009378529	0.009460449	4.00716	-0.008106232	0	0.0002563414	0.08106232	-0.07160187	
4.506	-0.009459591	0.004768364	4.007153	-0.007629394	0.4768376	0.0002557954	0.07629394	-0.07152557	
4.507	-0.004767506	0.009617805	4.007144	-0.008106232	-0.4768376	0.0002552159	0.08106232	-0.07144451	
4.508	-0.009616948	0.009698868	4.007136	-0.008106232	0	0.0002546371	0.08106232	-0.07136345	
4.509	-0.00969801	0.00977993	4.007128	-0.008106232	0	0.0002540589	0.08106232	-0.07128239	
4.51	-0.009779072	0.009860992	4.00712	-0.008106232	0	0.0002534814	0.08106232	-0.07120132	
4.511	-0.009860135	0.009942055	4.007112	-0.008106232	0	0.0002529046	0.08106232	-0.07112026	
4.512	-0.009941197	0.01002312	4.007104	-0.008106232	0	0.0002523284	0.08106232	-0.0710392	
4.513	-0.01002226	0.005331032	4.007096	-0.007629394	0.4768376	0.0002517867	0.07629394	-0.07096291	
4.514	-0.005330174	0.01018047	4.007088	-0.008106232	-0.4768376	0.0002512118	0.08106232	-0.07088184	
4.515	-0.01017962	0.01026154	4.00708	-0.008106232	0	0.0002506375	0.08106232	-0.07080078	
