Time	Body_2 Y	Body_2 Z	Body_2 X	Joint_1	
0.41	-0.08074995	-0.1771374	-9.272476E-10	-32.19315	
0.411	-0.08125093	-0.1768265	-9.406733E-10	-32.41492	
0.412	-0.08175719	-0.1765096	-9.54358E-10	-32.63961	
0.413	-0.08226866	-0.1761867	-9.683022E-10	-32.8672	
0.414	-0.08278527	-0.1758576	-9.82506E-10	-33.09771	
0.415	-0.08330695	-0.1755223	-9.969701E-10	-33.33112	
0.416	-0.0838336	-0.1751807	-1.011695E-09	-33.5674	
0.417	-0.08436515	-0.1748328	-1.026681E-09	-33.80657	
0.418	-0.08490153	-0.1744785	-1.041929E-09	-34.04861	
0.419	-0.08544265	-0.1741178	-1.05744E-09	-34.29351	
0.42	-0.08598842	-0.1737505	-1.073215E-09	-34.54127	
0.421	-0.08653878	-0.1733767	-1.089255E-09	-34.79187	
0.422	-0.08709361	-0.1729963	-1.10556E-09	-35.04531	
0.423	-0.08765284	-0.1726091	-1.122131E-09	-35.30157	
0.424	-0.08821638	-0.1722151	-1.138971E-09	-35.56065	
0.425	-0.08878414	-0.1718144	-1.15608E-09	-35.82253	
0.426	-0.08935602	-0.1714068	-1.17346E-09	-36.08721	
0.427	-0.08993194	-0.1709922	-1.191112E-09	-36.35468	
0.428	-0.09051179	-0.1705706	-1.209038E-09	-36.62492	
0.429	-0.09109548	-0.170142	-1.22724E-09	-36.89793	
0.43	-0.09168291	-0.1697062	-1.245719E-09	-37.17369	
0.431	-0.092274	-0.1692633	-1.264476E-09	-37.4522	
0.432	-0.09286862	-0.1688131	-1.283515E-09	-37.73343	
0.433	-0.09346668	-0.1683556	-1.302838E-09	-38.01739	
0.434	-0.09406807	-0.1678908	-1.322445E-09	-38.30406	
0.435	-0.0946727	-0.1674185	-1.34234E-09	-38.59343	
0.436	-0.09528046	-0.1669388	-1.362525E-09	-38.88548	
0.437	-0.09589124	-0.1664516	-1.383002E-09	-39.18021	
0.438	-0.09650492	-0.1659568	-1.403774E-09	-39.4776	
0.439	-0.09712141	-0.1654544	-1.424843E-09	-39.77765	
0.44	-0.09774058	-0.1649443	-1.446212E-09	-40.08033	
0.441	-0.09836232	-0.1644265	-1.467882E-09	-40.38564	
0.442	-0.09898651	-0.1639009	-1.489858E-09	-40.69357	
0.443	-0.09961306	-0.1633675	-1.512142E-09	-41.00409	
0.444	-0.1002418	-0.1628262	-1.534736E-09	-41.3172	
0.445	-0.1008727	-0.162277	-1.557643E-09	-41.63288	
0.446	-0.1015055	-0.1617198	-1.580866E-09	-41.95113	
0.447	-0.1021403	-0.1611546	-1.604408E-09	-42.27193	
0.448	-0.1027767	-0.1605813	-1.628272E-09	-42.59525	
0.449	-0.1034148	-0.16	-1.652461E-09	-42.92109	
0.45	-0.1040544	-0.1594105	-1.676977E-09	-43.24944	
0.451	-0.1046953	-0.1588128	-1.701823E-09	-43.58028	
0.452	-0.1053375	-0.1582069	-1.727003E-09	-43.9136	
0.453	-0.1059807	-0.1575927	-1.752519E-09	-44.24937	
0.454	-0.106625	-0.1569703	-1.778373E-09	-44.58759	
0.455	-0.1072701	-0.1563395	-1.80457E-09	-44.92825	
0.456	-0.1079106	-0.1557058	-1.830877E-09	-45.27132	
0.457	-0.1085434	-0.1550722	-1.857156E-09	-45.60021	
0.458	-0.1091658	-0.1544416	-1.883292E-09	-45.91942	
0.459	-0.1097756	-0.1538163	-1.909181E-09	-46.22949	
0.46	-0.1103708	-0.1531988	-1.934724E-09	-46.52999	
0.461	-0.1109494	-0.1525915	-1.959826E-09	-46.82022	
0.462	-0.1115096	-0.1519966	-1.984397E-09	-47.09951	
0.463	-0.1120496	-0.1514164	-2.008352E-09	-47.36719	
0.464	-0.112568	-0.1508529	-2.031613E-09	-47.62263	
0.465	-0.1130632	-0.1503083	-2.054105E-09	-47.86525	
0.466	-0.1135342	-0.1497844	-2.075762E-09	-48.09454	
0.467	-0.1139797	-0.1492832	-2.09652E-09	-48.30999	
0.468	-0.1143986	-0.1488062	-2.116323E-09	-48.51117	
0.469	-0.1147902	-0.1483552	-2.13512E-09	-48.69773	
0.47	-0.1151536	-0.1479317	-2.152866E-09	-48.86933	
0.471	-0.1154882	-0.1475369	-2.169519E-09	-49.02571	
0.472	-0.1157935	-0.1471722	-2.185044E-09	-49.16665	
0.473	-0.1160691	-0.1468386	-2.19941E-09	-49.29196	
0.474	-0.1163146	-0.146537	-2.212592E-09	-49.40157	
0.475	-0.1165299	-0.1462682	-2.224568E-09	-49.49539	
0.476	-0.1167148	-0.146033	-2.23532E-09	-49.57343	
0.477	-0.1168694	-0.1458317	-2.244835E-09	-49.63574	
0.478	-0.1169936	-0.1456648	-2.253106E-09	-49.6824	
0.479	-0.1170878	-0.1455324	-2.260126E-09	-49.71356	
0.48	-0.117152	-0.1454346	-2.265894E-09	-49.72942	
0.481	-0.1171867	-0.1453713	-2.270413E-09	-49.73022	
0.482	-0.1171922	-0.1453423	-2.273689E-09	-49.71624	
0.483	-0.1171691	-0.1453472	-2.275731E-09	-49.68782	
0.484	-0.1171178	-0.1453855	-2.276553E-09	-49.64532	
0.485	-0.117039	-0.1454566	-2.276169E-09	-49.58918	
0.486	-0.1169334	-0.1455596	-2.274601E-09	-49.51982	
0.487	-0.1168016	-0.1456938	-2.271868E-09	-49.43775	
0.488	-0.1166445	-0.1458582	-2.267998E-09	-49.34347	
0.489	-0.116463	-0.1460515	-2.263018E-09	-49.23755	
0.49	-0.1162578	-0.1462727	-2.25696E-09	-49.12057	
0.491	-0.1160301	-0.1465204	-2.249857E-09	-48.99314	
0.492	-0.1157808	-0.1467932	-2.241745E-09	-48.8559	
0.493	-0.1155109	-0.1470897	-2.232664E-09	-48.7095	
0.494	-0.1152215	-0.1474085	-2.222655E-09	-48.55462	
0.495	-0.1149138	-0.1477478	-2.211762E-09	-48.39193	
0.496	-0.114589	-0.148106	-2.200031E-09	-48.22218	
0.497	-0.1142483	-0.1484816	-2.187511E-09	-48.04605	
0.498	-0.1138929	-0.1488727	-2.17425E-09	-47.86432	
0.499	-0.1135242	-0.1492777	-2.160302E-09	-47.67765	
0.5	-0.1131434	-0.1496947	-2.145721E-09	-47.48685	
0.501	-0.1127519	-0.1501221	-2.13056E-09	-47.29261	
0.502	-0.1123511	-0.1505581	-2.114879E-09	-47.0957	
0.503	-0.1119423	-0.1510009	-2.098733E-09	-46.89683	
0.504	-0.111527	-0.1514487	-2.082184E-09	-46.69674	
0.505	-0.1111066	-0.1518999	-2.065289E-09	-46.49616	
0.506	-0.1106825	-0.1523528	-2.048111E-09	-46.29577	
0.507	-0.1102561	-0.1528057	-2.03071E-09	-46.09628	
0.508	-0.1098288	-0.1532571	-2.013148E-09	-45.89837	
0.509	-0.1094022	-0.1537052	-1.995486E-09	-45.7027	
0.5100001	-0.1089775	-0.1541487	-1.977786E-09	-45.50991	
0.511	-0.1085559	-0.1545863	-1.960095E-09	-45.32062	
0.512	-0.1081377	-0.1550179	-1.942426E-09	-45.13444	
0.513	-0.1077229	-0.1554432	-1.924786E-09	-44.94939	
0.514	-0.1073115	-0.1558623	-1.907178E-09	-44.76502	
0.515	-0.1069036	-0.1562752	-1.889607E-09	-44.5813	
0.516	-0.1064992	-0.1566818	-1.872078E-09	-44.3983	
0.517	-0.1060984	-0.1570822	-1.854598E-09	-44.21611	
0.518	-0.105701	-0.1574764	-1.837172E-09	-44.0348	
0.5190001	-0.1053072	-0.1578643	-1.819809E-09	-43.85445	
0.52	-0.104917	-0.1582461	-1.802515E-09	-43.67517	
0.521	-0.1045304	-0.1586217	-1.7853E-09	-43.49702	
0.522	-0.1041475	-0.1589911	-1.768173E-09	-43.32007	
0.523	-0.1037683	-0.1593544	-1.751143E-09	-43.1444	
0.524	-0.1033928	-0.1597116	-1.734218E-09	-42.97009	
0.525	-0.1030211	-0.1600627	-1.717409E-09	-42.79718	
0.526	-0.1026533	-0.1604077	-1.700726E-09	-42.62575	
0.527	-0.1022893	-0.1607467	-1.684178E-09	-42.45585	
0.528	-0.1019292	-0.1610797	-1.667775E-09	-42.28754	
0.529	-0.1015731	-0.1614068	-1.651529E-09	-42.12088	
0.53	-0.1012211	-0.1617278	-1.635448E-09	-41.95591	
0.531	-0.1008731	-0.162043	-1.619543E-09	-41.79269	
0.532	-0.1005292	-0.1623524	-1.603823E-09	-41.63126	
0.5330001	-0.1001895	-0.1626558	-1.588299E-09	-41.47167	
0.534	-0.09985396	-0.1629535	-1.572981E-09	-41.31396	
0.535	-0.09952272	-0.1632455	-1.557876E-09	-41.15818	
0.536	-0.0991958	-0.1635316	-1.542996E-09	-41.00435	
0.537	-0.09887325	-0.1638122	-1.528349E-09	-40.85252	
0.538	-0.09855513	-0.164087	-1.513943E-09	-40.70273	
0.539	-0.09824147	-0.1643563	-1.499787E-09	-40.55502	
0.54	-0.09793233	-0.1646199	-1.485889E-09	-40.4094	
0.541	-0.09762776	-0.1648781	-1.472257E-09	-40.26591	
0.5420001	-0.09732781	-0.1651307	-1.458898E-09	-40.1246	
0.543	-0.09703252	-0.1653778	-1.445819E-09	-39.98547	
0.544	-0.09674194	-0.1656196	-1.433028E-09	-39.84858	
0.545	-0.09645613	-0.1658559	-1.420529E-09	-39.71393	
0.546	-0.09617513	-0.1660869	-1.40833E-09	-39.58155	
0.5470001	-0.09589898	-0.1663126	-1.396434E-09	-39.45147	
0.548	-0.09562773	-0.166533	-1.384848E-09	-39.32372	
0.549	-0.09536143	-0.1667482	-1.373575E-09	-39.1983	
0.55	-0.0951001	-0.1669581	-1.36262E-09	-39.07525	
0.551	-0.09484382	-0.1671629	-1.351987E-09	-38.95459	
0.552	-0.0945926	-0.1673625	-1.341677E-09	-38.83632	
0.553	-0.09434649	-0.167557	-1.331694E-09	-38.72049	
0.554	-0.09410554	-0.1677465	-1.32204E-09	-38.60711	
0.555	-0.09386978	-0.1679309	-1.312717E-09	-38.49617	
0.5560001	-0.09363925	-0.1681104	-1.303726E-09	-38.38771	
0.557	-0.093414	-0.1682848	-1.295067E-09	-38.28174	
0.558	-0.09319405	-0.1684544	-1.286741E-09	-38.17828	
0.559	-0.09297943	-0.168619	-1.278748E-09	-38.07734	
0.56	-0.0927702	-0.1687787	-1.271087E-09	-37.97893	
0.561	-0.09256636	-0.1689336	-1.263757E-09	-37.88307	
0.562	-0.09236798	-0.1690836	-1.256757E-09	-37.78976	
0.563	-0.09217506	-0.1692289	-1.250086E-09	-37.69904	
0.564	-0.09198765	-0.1693694	-1.24374E-09	-37.6109	
0.565	-0.09180578	-0.1695052	-1.237717E-09	-37.52535	
0.566	-0.09162947	-0.1696362	-1.232015E-09	-37.44241	
0.567	-0.09145875	-0.1697626	-1.226631E-09	-37.36208	
0.568	-0.09129366	-0.1698843	-1.22156E-09	-37.28438	
0.569	-0.0911342	-0.1700014	-1.2168E-09	-37.20932	
0.5700001	-0.09098042	-0.1701139	-1.212345E-09	-37.1369	
0.571	-0.09083233	-0.1702217	-1.208192E-09	-37.06713	
0.572	-0.09068996	-0.170325	-1.204336E-09	-37.00002	
0.573	-0.09055334	-0.1704238	-1.200772E-09	-36.93559	
0.574	-0.09042247	-0.170518	-1.197495E-09	-36.87383	
0.575	-0.09029739	-0.1706077	-1.1945E-09	-36.81475	
0.576	-0.09017812	-0.1706929	-1.191783E-09	-36.75837	
0.577	-0.09006466	-0.1707737	-1.189336E-09	-36.70468	
0.578	-0.08995704	-0.1708499	-1.187154E-09	-36.65369	
0.5790001	-0.08985528	-0.1709218	-1.185233E-09	-36.60541	
0.58	-0.08975939	-0.1709892	-1.183566E-09	-36.55985	
0.581	-0.08966938	-0.1710522	-1.182146E-09	-36.51701	
0.582	-0.08958528	-0.1711108	-1.18097E-09	-36.47688	
0.583	-0.0895071	-0.171165	-1.180029E-09	-36.43949	
0.5840001	-0.08943482	-0.1712149	-1.17932E-09	-36.40484	
0.585	-0.08936851	-0.1712604	-1.178835E-09	-36.37292	
0.586	-0.08930814	-0.1713015	-1.178568E-09	-36.34375	
0.587	-0.08925372	-0.1713383	-1.178515E-09	-36.31733	
0.588	-0.08920526	-0.1713708	-1.178669E-09	-36.29365	
0.589	-0.08916278	-0.1713989	-1.179024E-09	-36.27272	
0.59	-0.08912628	-0.1714227	-1.179576E-09	-36.25455	
0.591	-0.08909577	-0.1714422	-1.180318E-09	-36.23914	
0.592	-0.08907125	-0.1714574	-1.181246E-09	-36.2265	
0.5930001	-0.08905273	-0.1714683	-1.182354E-09	-36.21662	
0.594	-0.0890402	-0.1714749	-1.183637E-09	-36.2095	
0.595	-0.08903368	-0.1714772	-1.185091E-09	-36.20515	
0.596	-0.08903315	-0.1714753	-1.18671E-09	-36.20358	
0.597	-0.08903863	-0.171469	-1.188491E-09	-36.20478	
0.598	-0.08905012	-0.1714584	-1.190429E-09	-36.20876	
0.599	-0.08906761	-0.1714436	-1.19252E-09	-36.2155	
0.6	-0.08909109	-0.1714244	-1.19476E-09	-36.22503	
0.601	-0.08912057	-0.171401	-1.197146E-09	-36.23733	
0.6020001	-0.08915605	-0.1713733	-1.199674E-09	-36.25242	
0.603	-0.08919751	-0.1713412	-1.202341E-09	-36.27028	
0.604	-0.08924495	-0.1713049	-1.205145E-09	-36.29093	
0.605	-0.08929838	-0.1712643	-1.208082E-09	-36.31435	
0.606	-0.08935777	-0.1712193	-1.211151E-09	-36.34056	
0.6070001	-0.08942312	-0.1711701	-1.214349E-09	-36.36954	
0.608	-0.08949443	-0.1711165	-1.217675E-09	-36.40131	
0.609	-0.08957168	-0.1710586	-1.221126E-09	-36.43586	
0.61	-0.08965485	-0.1709963	-1.224701E-09	-36.47319	
0.611	-0.08974393	-0.1709297	-1.2284E-09	-36.5133	
0.612	-0.08983894	-0.1708587	-1.232221E-09	-36.55618	
0.613	-0.08993983	-0.1707833	-1.236165E-09	-36.60185	
0.614	-0.0900466	-0.1707036	-1.240229E-09	-36.65029	
0.615	-0.09015923	-0.1706195	-1.244415E-09	-36.70151	
0.6160001	-0.09027772	-0.1705309	-1.248723E-09	-36.7555	
0.617	-0.09040203	-0.170438	-1.253152E-09	-36.81228	
0.618	-0.09053215	-0.1703406	-1.257704E-09	-36.87182	
0.619	-0.09066807	-0.1702387	-1.26238E-09	-36.93414	
0.62	-0.09080976	-0.1701324	-1.26718E-09	-36.99922	
0.6210001	-0.09095719	-0.1700216	-1.272105E-09	-37.06707	
0.622	-0.09111036	-0.1699063	-1.277158E-09	-37.13768	
0.623	-0.09126924	-0.1697865	-1.282339E-09	-37.21106	
0.624	-0.0914338	-0.1696622	-1.287652E-09	-37.28719	
0.625	-0.09160402	-0.1695333	-1.293097E-09	-37.36609	
0.626	-0.09177988	-0.1693998	-1.298676E-09	-37.44773	
0.627	-0.09196135	-0.1692617	-1.304393E-09	-37.53214	
0.628	-0.0921484	-0.169119	-1.31025E-09	-37.6193	
0.629	-0.092341	-0.1689717	-1.31625E-09	-37.7092	
0.6300001	-0.09253912	-0.1688197	-1.322395E-09	-37.80185	
0.631	-0.09274275	-0.168663	-1.328688E-09	-37.89723	
0.632	-0.09295183	-0.1685017	-1.335132E-09	-37.99535	
0.633	-0.09316636	-0.1683356	-1.341731E-09	-38.0962	
0.634	-0.09338629	-0.1681647	-1.348488E-09	-38.19978	
0.6350001	-0.09361157	-0.1679891	-1.355406E-09	-38.3061	
0.636	-0.09384219	-0.1678087	-1.362489E-09	-38.41513	
0.637	-0.09407811	-0.1676235	-1.369739E-09	-38.52688	
0.638	-0.09431928	-0.1674334	-1.377162E-09	-38.64135	
0.6390001	-0.09456568	-0.1672384	-1.38476E-09	-38.75852	
0.64	-0.09481727	-0.1670385	-1.392537E-09	-38.8784	
0.641	-0.095074	-0.1668337	-1.400496E-09	-39.00098	
0.642	-0.09533583	-0.166624	-1.408642E-09	-39.12625	
0.643	-0.09560274	-0.1664092	-1.416978E-09	-39.25422	
0.6440001	-0.09587466	-0.1661895	-1.425509E-09	-39.38487	
0.645	-0.09615155	-0.1659647	-1.434237E-09	-39.5182	
0.646	-0.09643339	-0.1657348	-1.443166E-09	-39.65422	
0.647	-0.09672011	-0.1654998	-1.452301E-09	-39.79289	
0.648	-0.09701168	-0.1652597	-1.461644E-09	-39.93424	
0.649	-0.09730805	-0.1650145	-1.4712E-09	-40.07824	
0.65	-0.09760916	-0.164764	-1.480972E-09	-40.2249	
0.651	-0.09791498	-0.1645084	-1.490964E-09	-40.3742	
0.652	-0.09822544	-0.1642474	-1.50118E-09	-40.52615	
0.6530001	-0.09854051	-0.1639812	-1.511622E-09	-40.68074	
0.654	-0.09886011	-0.1637097	-1.522294E-09	-40.83795	
0.655	-0.09918421	-0.1634328	-1.5332E-09	-40.99778	
0.656	-0.09951275	-0.1631506	-1.544342E-09	-41.16023	
0.657	-0.09984568	-0.162863	-1.555725E-09	-41.32529	
0.6580001	-0.1001829	-0.1625699	-1.567351E-09	-41.49295	
0.659	-0.1005244	-0.1622713	-1.579223E-09	-41.66322	
0.66	-0.1008702	-0.1619673	-1.591344E-09	-41.83606	
0.661	-0.1012201	-0.1616577	-1.603717E-09	-42.01149	
0.6620001	-0.1015741	-0.1613425	-1.616345E-09	-42.1895	
0.663	-0.1019321	-0.1610218	-1.62923E-09	-42.37006	
0.664	-0.1022941	-0.1606954	-1.642375E-09	-42.55319	
0.665	-0.10266	-0.1603633	-1.655782E-09	-42.73887	
0.666	-0.1030297	-0.1600256	-1.669454E-09	-42.92709	
0.6670001	-0.1034033	-0.1596822	-1.683394E-09	-43.11784	
0.668	-0.1037805	-0.1593329	-1.697602E-09	-43.31112	
0.669	-0.1041614	-0.158978	-1.712081E-09	-43.50691	
0.67	-0.1045459	-0.1586171	-1.726834E-09	-43.70522	
0.671	-0.1049339	-0.1582505	-1.741862E-09	-43.90603	
0.6720001	-0.1053253	-0.1578779	-1.757166E-09	-44.10933	
0.673	-0.1057201	-0.1574995	-1.772749E-09	-44.31511	
0.674	-0.1061182	-0.1571151	-1.788611E-09	-44.52337	
0.675	-0.1065195	-0.1567247	-1.804755E-09	-44.7341	
0.6760001	-0.106924	-0.1563284	-1.821182E-09	-44.94727	
0.677	-0.1073283	-0.1559293	-1.837747E-09	-45.1629	
0.678	-0.1077303	-0.1555295	-1.854365E-09	-45.37067	
0.679	-0.1081284	-0.1551307	-1.870962E-09	-45.5733	
0.68	-0.1085211	-0.1547343	-1.887472E-09	-45.77104	
0.6810001	-0.1089071	-0.1543419	-1.903832E-09	-45.96359	
0.682	-0.109285	-0.1539549	-1.919979E-09	-46.1505	
0.683	-0.1096534	-0.1535748	-1.935856E-09	-46.33129	
0.684	-0.1100113	-0.153203	-1.951406E-09	-46.5055	
0.6850001	-0.1103575	-0.1528406	-1.966577E-09	-46.6727	
0.686	-0.1106911	-0.152489	-1.981318E-09	-46.83249	
0.687	-0.1110109	-0.1521495	-1.995583E-09	-46.98449	
0.688	-0.1113162	-0.1518231	-2.009329E-09	-47.12835	
0.689	-0.1116062	-0.1515109	-2.022514E-09	-47.26377	
0.6900001	-0.1118801	-0.1512139	-2.035102E-09	-47.39047	
0.691	-0.1121372	-0.1509332	-2.047058E-09	-47.50819	
0.692	-0.1123771	-0.1506695	-2.058353E-09	-47.61671	
0.693	-0.1125991	-0.1504236	-2.068958E-09	-47.71587	
0.694	-0.1128029	-0.1501962	-2.078849E-09	-47.8055	
0.6950001	-0.1129881	-0.149988	-2.088004E-09	-47.88551	
0.696	-0.1131544	-0.1497994	-2.096405E-09	-47.95578	
0.697	-0.1133016	-0.149631	-2.104037E-09	-48.01628	
0.698	-0.1134295	-0.1494831	-2.110887E-09	-48.06701	
0.6990001	-0.1135382	-0.149356	-2.116946E-09	-48.10796	
0.7	-0.1136274	-0.1492499	-2.122205E-09	-48.13919	
0.701	-0.1136974	-0.1491649	-2.126661E-09	-48.16079	
0.702	-0.1137482	-0.149101	-2.130313E-09	-48.17286	
0.703	-0.1137799	-0.1490581	-2.133161E-09	-48.17553	
0.7040001	-0.1137928	-0.1490362	-2.135209E-09	-48.16899	
0.705	-0.1137871	-0.149035	-2.136463E-09	-48.15342	
0.706	-0.1137631	-0.1490542	-2.136932E-09	-48.12906	
0.707	-0.1137213	-0.1490933	-2.136625E-09	-48.09614	
0.708	-0.1136621	-0.1491521	-2.135556E-09	-48.05495	
0.7090001	-0.1135858	-0.1492299	-2.133739E-09	-48.00577	
0.71	-0.1134931	-0.1493262	-2.131193E-09	-47.94893	
0.711	-0.1133844	-0.1494403	-2.127937E-09	-47.88477	
0.712	-0.1132604	-0.1495716	-2.123991E-09	-47.81364	
0.7130001	-0.1131216	-0.1497192	-2.119378E-09	-47.73591	
0.714	-0.1129688	-0.1498823	-2.114125E-09	-47.65198	
0.715	-0.1128027	-0.1500602	-2.108256E-09	-47.56225	
0.716	-0.1126239	-0.1502519	-2.101799E-09	-47.46714	
0.717	-0.1124332	-0.1504564	-2.094786E-09	-47.36707	
0.7180001	-0.1122315	-0.1506729	-2.087246E-09	-47.26249	
0.719	-0.1120194	-0.1509003	-2.079212E-09	-47.15382	
0.72	-0.1117979	-0.1511376	-2.070718E-09	-47.04155	
0.721	-0.1115678	-0.1513838	-2.061797E-09	-46.9261	
0.7220001	-0.11133	-0.1516378	-2.052486E-09	-46.80794	
0.723	-0.1110853	-0.1518987	-2.04282E-09	-46.68753	
0.724	-0.1108346	-0.1521652	-2.032838E-09	-46.56534	
0.725	-0.1105789	-0.1524365	-2.022576E-09	-46.44181	
0.726	-0.110319	-0.1527114	-2.012073E-09	-46.31739	
0.7270001	-0.1100559	-0.1529889	-2.001367E-09	-46.19255	
0.728	-0.1097905	-0.153268	-1.990498E-09	-46.06771	
0.729	-0.1095236	-0.1535476	-1.979504E-09	-45.94331	
0.73	-0.1092563	-0.1538268	-1.968425E-09	-45.81978	
0.731	-0.1089893	-0.1541045	-1.957298E-09	-45.69753	
0.7320001	-0.1087237	-0.15438	-1.946163E-09	-45.57696	
0.733	-0.1084602	-0.1546522	-1.935058E-09	-45.45847	
0.734	-0.1081997	-0.1549202	-1.92402E-09	-45.34242	
0.735	-0.1079431	-0.1551833	-1.913086E-09	-45.22919	
0.7360001	-0.1076906	-0.1554412	-1.902268E-09	-45.11911	
0.737	-0.1074423	-0.1556938	-1.891569E-09	-45.01072	
0.738	-0.1071983	-0.1559411	-1.880993E-09	-44.90364	
0.739	-0.1069584	-0.1561831	-1.870541E-09	-44.79783	
0.74	-0.1067228	-0.1564199	-1.860216E-09	-44.69331	
0.7410001	-0.1064914	-0.1566515	-1.850022E-09	-44.59014	
0.742	-0.1062644	-0.1568779	-1.839961E-09	-44.48837	
0.743	-0.1060416	-0.157099	-1.830037E-09	-44.38807	
0.744	-0.1058232	-0.1573149	-1.820254E-09	-44.28928	
0.7450001	-0.1056091	-0.1575257	-1.810615E-09	-44.19206	
0.7460001	-0.1053993	-0.1577313	-1.801124E-09	-44.09645	
0.747	-0.105194	-0.1579318	-1.791786E-09	-44.00251	
0.748	-0.1049931	-0.1581272	-1.782605E-09	-43.91027	
0.749	-0.1047966	-0.1583175	-1.773585E-09	-43.81979	
0.7500001	-0.1046046	-0.1585027	-1.764731E-09	-43.73109	
0.751	-0.1044171	-0.1586828	-1.756046E-09	-43.64422	
0.752	-0.1042341	-0.1588579	-1.747535E-09	-43.55922	
0.753	-0.1040556	-0.159028	-1.739203E-09	-43.47612	
0.754	-0.1038817	-0.1591931	-1.731054E-09	-43.39496	
0.7550001	-0.1037124	-0.1593533	-1.723091E-09	-43.31575	
0.756	-0.1035477	-0.1595085	-1.715321E-09	-43.23855	
0.757	-0.1033876	-0.1596587	-1.707745E-09	-43.16336	
0.758	-0.1032322	-0.159804	-1.700369E-09	-43.09024	
0.7590001	-0.1030815	-0.1599445	-1.693197E-09	-43.01919	
0.7600001	-0.1029355	-0.16008	-1.686232E-09	-42.95025	
0.761	-0.1027942	-0.1602107	-1.679478E-09	-42.88343	
0.762	-0.1026577	-0.1603366	-1.672938E-09	-42.81876	
0.763	-0.102526	-0.1604576	-1.666617E-09	-42.75627	
0.7640001	-0.102399	-0.1605739	-1.660517E-09	-42.69598	
0.765	-0.1022769	-0.1606853	-1.654641E-09	-42.63789	
0.766	-0.1021596	-0.160792	-1.648993E-09	-42.58204	
0.767	-0.1020472	-0.160894	-1.643576E-09	-42.52843	
0.768	-0.1019396	-0.1609912	-1.638391E-09	-42.47711	
0.7690001	-0.101837	-0.1610837	-1.633441E-09	-42.42805	
0.77	-0.1017392	-0.1611715	-1.628729E-09	-42.3813	
0.771	-0.1016464	-0.1612546	-1.624256E-09	-42.33686	
0.772	-0.1015585	-0.161333	-1.620025E-09	-42.29475	
0.7730001	-0.1014756	-0.1614068	-1.616036E-09	-42.25499	
0.774	-0.1013976	-0.1614759	-1.612292E-09	-42.21757	
0.775	-0.1013247	-0.1615404	-1.608794E-09	-42.18253	
0.776	-0.1012567	-0.1616002	-1.605542E-09	-42.14986	
0.777	-0.1011937	-0.1616555	-1.602538E-09	-42.11958	
0.7780001	-0.1011358	-0.1617061	-1.599782E-09	-42.0917	
0.779	-0.1010829	-0.1617521	-1.597275E-09	-42.06623	
0.78	-0.1010351	-0.1617936	-1.595016E-09	-42.04318	
0.781	-0.1009923	-0.1618305	-1.593007E-09	-42.02256	
0.7820001	-0.1009545	-0.1618628	-1.591246E-09	-42.00438	
0.7830001	-0.1009218	-0.1618905	-1.589735E-09	-41.98864	
0.784	-0.1008942	-0.1619137	-1.588471E-09	-41.97534	
0.785	-0.1008717	-0.1619323	-1.587455E-09	-41.96451	
0.786	-0.1008543	-0.1619465	-1.586686E-09	-41.95613	
0.7870001	-0.1008419	-0.161956	-1.586163E-09	-41.95024	
0.788	-0.1008346	-0.1619611	-1.585885E-09	-41.94682	
0.789	-0.1008325	-0.1619616	-1.585851E-09	-41.94588	
0.79	-0.1008354	-0.1619575	-1.586059E-09	-41.94742	
0.791	-0.1008434	-0.161949	-1.586508E-09	-41.95146	
0.7920001	-0.1008565	-0.1619359	-1.587197E-09	-41.95799	
0.793	-0.1008747	-0.1619183	-1.588124E-09	-41.96703	
0.794	-0.100898	-0.1618962	-1.589286E-09	-41.97857	
0.795	-0.1009263	-0.1618696	-1.590683E-09	-41.99261	
0.7960001	-0.1009598	-0.1618384	-1.592313E-09	-42.00917	
0.7970001	-0.1009983	-0.1618028	-1.594172E-09	-42.02824	
0.798	-0.1010419	-0.1617626	-1.596261E-09	-42.04983	
0.799	-0.1010906	-0.1617178	-1.598575E-09	-42.07394	
0.8	-0.1011443	-0.1616686	-1.601114E-09	-42.10056	
0.8010001	-0.1012031	-0.1616148	-1.603875E-09	-42.12971	
0.802	-0.1012669	-0.1615565	-1.606856E-09	-42.16138	
0.803	-0.1013358	-0.1614936	-1.610055E-09	-42.19557	
0.804	-0.1014096	-0.1614262	-1.613469E-09	-42.2323	
0.8050001	-0.1014885	-0.1613542	-1.617097E-09	-42.27154	
0.8060001	-0.1015724	-0.1612777	-1.620936E-09	-42.31332	
0.807	-0.1016613	-0.1611966	-1.624984E-09	-42.35763	
0.808	-0.1017551	-0.1611109	-1.629239E-09	-42.40446	
0.809	-0.1018539	-0.1610206	-1.633699E-09	-42.45383	
0.8100001	-0.1019576	-0.1609258	-1.638362E-09	-42.50573	
0.811	-0.1020662	-0.1608263	-1.643226E-09	-42.56015	
0.812	-0.1021798	-0.1607222	-1.648289E-09	-42.61709	
0.813	-0.1022982	-0.1606136	-1.65355E-09	-42.67657	
0.814	-0.1024215	-0.1605003	-1.659005E-09	-42.73857	
0.8150001	-0.1025496	-0.1603823	-1.664654E-09	-42.8031	
0.816	-0.1026826	-0.1602597	-1.670495E-09	-42.87014	
0.817	-0.1028204	-0.1601324	-1.676526E-09	-42.93972	
0.818	-0.1029629	-0.1600005	-1.682747E-09	-43.0118	
