Time	A	B	
0.3672	0.5615422	0.3569908	
0.3696	0.5598639	0.3571338	
0.372	0.5581744	0.3572882	
0.3744	0.5564736	0.3574542	
0.3768	0.5547618	0.3576314	
0.3792	0.553039	0.3578204	
0.3816	0.5513054	0.3580209	
0.384	0.549561	0.358233	
0.3864	0.547806	0.3584569	
0.3888	0.5460404	0.3586923	
0.3912	0.5442643	0.3589396	
0.3936	0.5424778	0.3591986	
0.396	0.5406811	0.3594694	
0.3984	0.5388741	0.3597521	
0.4008	0.5370572	0.3600465	
0.4032	0.53523	0.3603528	
0.4056	0.5333931	0.3606709	
0.408	0.5315462	0.3610008	
0.4104	0.5296896	0.3613427	
0.4128	0.5278234	0.3616964	
0.4152	0.5259475	0.3620619	
0.4176	0.5240622	0.3624393	
0.42	0.5221674	0.3628286	
0.4224	0.5202633	0.3632296	
0.4248	0.5183499	0.3636425	
0.4272	0.5164273	0.3640671	
0.4296	0.5144956	0.3645035	
0.432	0.5125548	0.3649517	
0.4344	0.510605	0.3654115	
0.4368	0.5086465	0.3658831	
0.4392	0.506679	0.3663664	
0.4416	0.5047027	0.3668613	
0.444	0.5027179	0.3673678	
0.4464	0.5007244	0.3678859	
0.4488	0.4987224	0.3684155	
0.4512	0.496712	0.3689567	
0.4536	0.4946931	0.3695093	
0.456	0.4926661	0.3700733	
0.4584	0.4906309	0.3706486	
0.4608	0.4885875	0.3712353	
0.4632	0.4865361	0.3718334	
0.4656	0.4844767	0.3724425	
0.468	0.4824094	0.3730629	
0.4704	0.4803343	0.3736944	
0.4728	0.4782513	0.374337	
0.4752	0.4761608	0.3749906	
0.4776	0.4740626	0.3756551	
0.48	0.471957	0.3763304	
0.4824	0.4698439	0.3770167	
0.4848	0.4677234	0.3777137	
0.4872	0.4655956	0.3784213	
0.4896	0.4634607	0.3791397	
0.492	0.4613188	0.3798685	
0.4944	0.4591698	0.3806079	
0.4968	0.4570137	0.3813577	
0.4992	0.4548509	0.3821178	
0.5016	0.4526812	0.3828883	
0.504	0.4505048	0.3836689	
0.5064	0.4483216	0.3844597	
0.5088	0.4461321	0.3852605	
0.5112	0.4439359	0.3860713	
0.5136	0.4417336	0.386892	
0.516	0.4395249	0.3877224	
0.5184	0.43731	0.3885627	
0.5208	0.435089	0.3894125	
0.5232	0.4328619	0.3902719	
0.5256	0.4306288	0.3911408	
0.528	0.42839	0.3920191	
0.5304	0.4261456	0.3929067	
0.5328	0.4238953	0.3938035	
0.5352	0.4216396	0.3947093	
0.5376	0.4193783	0.3956243	
0.54	0.4171117	0.3965481	
0.5424	0.4148397	0.3974808	
0.5448	0.4125626	0.3984222	
0.5472	0.4102803	0.3993723	
0.5496	0.4079931	0.4003309	
0.552	0.4057009	0.401298	
0.5544	0.4034039	0.4022734	
0.5568	0.4011023	0.4032571	
0.5592	0.398796	0.4042489	
0.5616	0.396485	0.4052487	
0.564	0.3941698	0.4062565	
0.5664	0.3918502	0.4072722	
0.5688	0.3895264	0.4082955	
0.5712	0.3871985	0.4093264	
0.5736	0.3848665	0.4103649	
0.576	0.3825306	0.4114108	
0.5784	0.380191	0.412464	
0.5808	0.3778476	0.4135244	
0.5832	0.3755006	0.4145918	
0.5856	0.3731501	0.4156663	
0.588	0.3707964	0.4167476	
0.5904	0.3684394	0.4178357	
0.5928	0.3660791	0.4189303	
0.5952	0.3637159	0.4200314	
0.5976	0.3613497	0.4211389	
0.6	0.3589807	0.4222528	
0.6024	0.3566089	0.4233729	
0.6048	0.3542345	0.4244989	
0.6072	0.3518575	0.4256308	
0.6096	0.3494784	0.4267685	
0.612	0.3470968	0.427912	
0.6144	0.3447131	0.4290609	
0.6168	0.3423275	0.4302152	
0.6192	0.3399398	0.431375	
0.6216	0.3375505	0.4325398	
0.624	0.3351593	0.4337097	
0.6264	0.3327667	0.4348845	
0.6288	0.3303726	0.4360642	
0.6312	0.3279774	0.4372484	
0.6336	0.3255807	0.4384373	
0.636	0.3231832	0.4396304	
0.6384	0.3207846	0.440828	
0.6408	0.3183852	0.4420296	
0.6432	0.3159852	0.4432353	
0.6456	0.3135845	0.4444449	
0.648	0.3111835	0.4456582	
0.6504	0.308782	0.4468751	
0.6528	0.3063804	0.4480955	
0.6552	0.3039786	0.4493193	
0.6576	0.301577	0.4505462	
0.66	0.2991755	0.4517762	
0.6624	0.2967744	0.4530092	
0.6648	0.2943738	0.454245	
0.6672	0.2919737	0.4554835	
0.6696	0.2895743	0.4567244	
0.672	0.2871758	0.4579677	
0.6744	0.2847782	0.4592134	
0.6768	0.2823817	0.460461	
0.6792	0.2799864	0.4617106	
0.6816	0.2775925	0.462962	
0.684	0.2752001	0.4642152	
0.6864	0.2728093	0.4654698	
0.6888	0.2704204	0.4667259	
0.6912	0.2680333	0.4679831	
0.6936	0.2656482	0.4692415	
0.696	0.2632655	0.4705009	
0.6984	0.2608849	0.471761	
0.7008	0.2585069	0.4730218	
0.7032	0.2561315	0.4742831	
0.7056	0.2537587	0.4755447	
0.708	0.2513889	0.4768066	
0.7104	0.2490221	0.4780686	
0.7128	0.2466583	0.4793305	
0.7152	0.244298	0.4805922	
0.7176	0.241941	0.4818535	
0.72	0.2395877	0.4831142	
0.7224	0.237238	0.4843744	
0.7248	0.2348923	0.4856337	
0.7272	0.2325506	0.4868919	
0.7296	0.230213	0.488149	
0.732	0.2278796	0.4894049	
0.7344	0.2255509	0.4906594	
0.7368	0.2232265	0.4919122	
0.7392	0.220907	0.4931633	
0.7416	0.2185924	0.4944127	
0.744	0.2162828	0.4956598	
0.7464	0.2139784	0.4969047	
0.7488	0.2116792	0.4981474	
0.7512	0.2093856	0.4993874	
0.7536	0.2070975	0.5006249	
0.756	0.2048152	0.5018596	
0.7584	0.2025388	0.5030913	
0.7608	0.2002684	0.5043198	
0.7632	0.1980042	0.5055449	
0.7656	0.1957464	0.5067668	
0.768	0.1934951	0.5079848	
0.7704	0.1912504	0.5091994	
0.7728	0.1890126	0.5104099	
0.7752	0.1867815	0.5116163	
0.7776	0.1845578	0.5128185	
0.78	0.1823413	0.5140163	
0.7824	0.180132	0.5152096	
0.7848	0.1779304	0.5163983	
0.7872	0.1757364	0.5175819	
0.7896	0.1735501	0.5187607	
0.792	0.1713721	0.5199342	
0.7944	0.169202	0.5211025	
0.7968	0.1670402	0.5222652	
0.7992	0.1648869	0.5234224	
0.8016	0.1627423	0.5245737	
0.804	0.1606062	0.5257189	
0.8064	0.1584792	0.526858	
0.8088	0.156361	0.5279909	
0.8112	0.1542522	0.5291173	
0.8136	0.1521527	0.5302371	
0.816	0.1500628	0.5313503	
0.8184	0.1479822	0.5324565	
0.8208	0.1459117	0.5335557	
0.8232	0.143851	0.5346477	
0.8256	0.1418006	0.5357322	
0.8279999	0.1397604	0.5368092	
0.8304	0.1377306	0.5378785	
0.8328	0.1357112	0.53894	
0.8352	0.1337026	0.5399935	
0.8376	0.1317047	0.5410388	
0.84	0.1297179	0.5420756	
0.8424	0.1277424	0.543104	
0.8448	0.125778	0.5441239	
0.8472	0.1238251	0.5451348	
0.8496	0.1218839	0.5461369	
0.852	0.1199545	0.5471299	
0.8544	0.1180367	0.5481134	
0.8568	0.1161311	0.5490876	
0.8592	0.1142378	0.5500523	
0.8616	0.1123567	0.5510071	
0.864	0.1104882	0.551952	
0.8664	0.1086322	0.5528868	
0.8688	0.106789	0.5538114	
0.8712	0.1049587	0.5547257	
0.8736	0.1031417	0.5556294	
0.876	0.1013377	0.5565226	
0.8784	0.09954727	0.5574049	
0.8807999	0.09777021	0.5582761	
0.8832	0.09600681	0.5591363	
0.8856	0.09425718	0.5599851	
0.888	0.09252173	0.5608225	
0.8904	0.09080017	0.5616482	
0.8928	0.08909303	0.5624625	
0.8952	0.0874002	0.5632647	
0.8976	0.08572203	0.5640548	
0.9	0.08405828	0.5648328	
0.9024	0.08240956	0.5655984	
0.9048	0.08077574	0.5663515	
0.9072	0.07915694	0.5670921	
0.9096	0.07755339	0.5678197	
0.912	0.07596534	0.5685343	
0.9144	0.0743928	0.5692359	
0.9168	0.07283592	0.5699245	
0.9192	0.07129478	0.5705996	
0.9216	0.06976968	0.5712611	
0.924	0.06826061	0.5719091	
0.9264	0.06676787	0.5725431	
0.9288	0.0652914	0.5731633	
0.9312	0.06383145	0.5737693	
0.9335999	0.06238812	0.5743611	
0.936	0.06096154	0.5749385	
0.9384	0.05955189	0.5755013	
0.9408	0.05815929	0.5760495	
0.9432	0.05678385	0.576583	
0.9456	0.0554257	0.5771013	
0.948	0.05408496	0.5776048	
0.9504	0.05276179	0.5780928	
0.9528	0.05145633	0.5785656	
0.9552	0.05016869	0.5790229	
0.9576	0.04889894	0.5794644	
0.96	0.04764736	0.5798904	
0.9624	0.0464139	0.5803005	
0.9648	0.04519886	0.5806943	
0.9672	0.04400229	0.5810721	
0.9696	0.04282427	0.5814335	
0.972	0.04166508	0.5817786	
0.9744	0.04052466	0.5821072	
0.9768	0.03940314	0.5824192	
0.9791999	0.03830069	0.5827142	
0.9816	0.03721744	0.5829922	
0.984	0.03615355	0.5832531	
0.9863999	0.0351091	0.5834969	
0.9888	0.03408426	0.5837234	
0.9912	0.03307903	0.5839325	
0.9936	0.03209364	0.584124	
0.996	0.03112817	0.5842978	
0.9984	0.03018266	0.5844538	
1.0008	0.0292573	0.5845919	
1.0032	0.0283522	0.584712	
1.0056	0.02746749	0.5848138	
1.008	0.02660322	0.5848974	
1.0104	0.02575946	0.5849625	
1.0128	0.02493644	0.5850092	
1.0152	0.02413422	0.5850374	
1.0176	0.02335292	0.5850465	
1.02	0.02259266	0.585037	
1.0224	0.02185345	0.5850086	
1.0248	0.02113551	0.5849611	
1.0272	0.02043885	0.5848943	
1.0296	0.01976359	0.5848082	
1.032	0.01910996	0.5847028	
1.0344	0.01847786	0.584578	
1.0368	0.01786745	0.5844337	
1.0392	0.01727897	0.5842694	
1.0416	0.01671225	0.5840855	
1.044	0.01616752	0.5838815	
1.0464	0.01564497	0.5836575	
1.0488	0.01514453	0.5834137	
1.0512	0.01466638	0.5831496	
1.0536	0.01421064	0.5828651	
1.056	0.01377732	0.5825604	
1.0584	0.01336658	0.5822351	
1.0608	0.01297837	0.5818892	
1.0632	0.01261288	0.5815227	
1.0656	0.01227015	0.5811354	
1.068	0.01195031	0.5807276	
1.0704	0.01165336	0.5802985	
1.0728	0.01137954	0.5798486	
1.0752	0.01112878	0.5793775	
1.0776	0.01090115	0.5788856	
1.08	0.01069677	0.5783722	
1.0824	0.01051587	0.5778373	
1.0848	0.01035821	0.5772811	
1.0872	0.0102241	0.5767034	
1.0896	0.01011348	0.5761043	
1.092	0.01002645	0.5754837	
1.0944	0.009963155	0.5748413	
1.0968	0.009923518	0.574177	
1.0992	0.009907722	0.5734911	
1.1016	0.009915769	0.5727831	
1.104	0.009947598	0.5720532	
1.1064	0.01000351	0.5713013	
1.1088	0.01008356	0.5705274	
1.1112	0.01018757	0.5697312	
1.1136	0.01031572	0.5689129	
1.116	0.01046813	0.5680722	
1.1184	0.01064473	0.5672094	
1.1208	0.01084566	0.566324	
1.1232	0.01107097	0.5654162	
1.1256	0.01132065	0.5644861	
1.128	0.01159477	0.5635333	
1.1304	0.01189333	0.5625579	
1.1328	0.01221651	0.5615602	
1.1352	0.01256412	0.5605395	
1.1376	0.01293635	0.5594963	
1.14	0.01333326	0.5584302	
1.1424	0.01375473	0.5573415	
1.1448	0.01420099	0.5562298	
1.1472	0.01467192	0.5550952	
1.1496	0.01516753	0.5539377	
1.152	0.015688	0.5527574	
1.1544	0.01623333	0.5515542	
1.1568	0.0168035	0.5503279	
1.1592	0.01739848	0.5490786	
1.1616	0.01801825	0.5478063	
1.164	0.01866305	0.5465108	
1.1664	0.01933277	0.5451924	
1.1688	0.0200274	0.5438507	
1.1712	0.02074683	0.5424858	
1.1736	0.02149147	0.5410979	
1.176	0.02226102	0.5396867	
1.1784	0.02305543	0.5382525	
1.1808	0.02387488	0.536795	
1.1832	0.02471942	0.5353141	
1.1856	0.02558887	0.5338101	
1.188	0.0264833	0.5322828	
1.1904	0.02740276	0.5307326	
1.1928	0.02834731	0.5291589	
1.1952	0.02931678	0.527562	
1.1976	0.03031117	0.5259422	
1.2	0.03133065	0.5242989	
1.2024	0.03237504	0.5226324	
1.2048	0.03344434	0.5209426	
1.2072	0.03453857	0.5192297	
1.2096	0.03565782	0.5174934	
1.212	0.03680193	0.5157341	
1.2144	0.0379709	0.5139515	
1.2168	0.03916472	0.512146	
1.2192	0.0403834	0.5103173	
1.2216	0.04162699	0.5084655	
1.224	0.04289532	0.5065904	
1.2264	0.04418844	0.5046923	
1.2288	0.0455063	0.5027713	
1.2312	0.04684883	0.5008272	
1.2336	0.04821599	0.4988601	
1.236	0.04960793	0.4968699	
1.2384	0.05102444	0.4948571	
1.2408	0.05246544	0.4928211	
1.2432	0.05393094	0.4907622	
1.2456	0.05542099	0.4886808	
1.248	0.05693537	0.4865766	
1.2504	0.05847424	0.4844494	
1.2528	0.06003737	0.4822996	
1.2552	0.06162471	0.4801271	
1.2576	0.06323642	0.4779322	
1.26	0.06487232	0.4757149	
1.2624	0.06653231	0.4734749	
1.2648	0.06821626	0.4712125	
1.2672	0.06992429	0.4689276	
1.2696	0.07165623	0.4666204	
1.272	0.073412	0.4642911	
1.2744	0.07519156	0.4619396	
1.2768	0.0769949	0.459566	
1.2792	0.07882184	0.4571704	
1.2816	0.08067232	0.4547526	
1.284	0.08254635	0.4523131	
1.2864	0.08444375	0.4498515	
1.2888	0.08636463	0.4473683	
1.2912	0.08830857	0.4448634	
1.2936	0.09027588	0.4423369	
1.296	0.09226608	0.4397889	
1.2984	0.09427941	0.4372195	
1.3008	0.09631568	0.4346286	
1.3032	0.09837472	0.4320165	
1.3056	0.1004565	0.429383	
1.308	0.1025609	0.4267287	
1.3104	0.1046879	0.4240535	
1.3128	0.1068373	0.4213572	
1.3152	0.109009	0.41864	
1.3176	0.111203	0.4159023	
1.32	0.113419	0.4131439	
1.3224	0.1156571	0.4103649	
1.3248	0.1179171	0.4075656	
1.3272	0.1201989	0.4047461	
1.3296	0.1225023	0.4019064	
1.332	0.1248273	0.3990465	
1.3344	0.1271738	0.3961669	
1.3368	0.1295415	0.3932674	
1.3392	0.1319305	0.3903481	
1.3416	0.1343405	0.3874091	
1.344	0.1367715	0.3844507	
1.3464	0.1392232	0.3814731	
1.3488	0.1416959	0.3784761	
1.3512	0.1441889	0.3754603	
1.3536	0.1467023	0.3724253	
1.356	0.149236	0.3693714	
1.3584	0.1517899	0.3662992	
1.3608	0.1543638	0.3632082	
1.3632	0.1569576	0.3600987	
1.3656	0.1595711	0.356971	
1.368	0.1622041	0.3538252	
1.3704	0.1648565	0.3506614	
1.3728	0.1675282	0.3474798	
1.3752	0.170219	0.3442806	
1.3776	0.1729288	0.3410636	
1.38	0.1756575	0.3378294	
1.3824	0.1784047	0.334578	
1.3848	0.1811705	0.3313093	
1.3872	0.1839545	0.328024	
1.3896	0.1867567	0.3247217	
1.392	0.189577	0.321403	
1.3944	0.1924151	0.3180679	
1.3968	0.1952708	0.3147162	
1.3992	0.198144	0.3113487	
1.4016	0.2010344	0.3079652	
1.404	0.2039421	0.3045659	
1.4064	0.2068665	0.3011509	
1.4088	0.2098079	0.2977208	
1.4112	0.2127658	0.2942752	
1.4136	0.2157401	0.2908149	
1.416	0.2187307	0.2873396	
1.4184	0.2217373	0.2838496	
1.4208	0.2247596	0.2803452	
1.4232	0.2277977	0.2768266	
1.4256	0.2308511	0.2732936	
1.428	0.23392	0.2697468	
1.4304	0.2370038	0.2661864	
1.4328	0.2401024	0.2626123	
1.4352	0.2432158	0.2590247	
1.4376	0.2463435	0.2554243	
1.44	0.2494856	0.251811	
1.4424	0.2526417	0.2481848	
1.4448	0.2558116	0.2445461	
1.4472	0.2589952	0.2408949	
1.4496	0.2621921	0.2372319	
1.452	0.2654023	0.2335569	
1.4544	0.2686254	0.2298703	
1.4568	0.2718613	0.2261721	
1.4592	0.2751098	0.2224627	
1.4616	0.2783706	0.2187424	
1.464	0.2816435	0.2150111	
1.4664	0.2849282	0.2112693	
1.4688	0.2882246	0.2075169	
1.4712	0.2915324	0.2037545	
1.4736	0.2948515	0.1999822	
1.476	0.2981814	0.1962003	
1.4784	0.3015221	0.1924088	
1.4808	0.3048733	0.1886082	
1.4832	0.308235	0.1847984	
1.4856	0.3116063	0.18098	
1.488	0.3149876	0.1771529	
1.4904	0.3183785	0.1733177	
1.4928	0.3217786	0.1694744	
1.4952	0.3251878	0.1656233	
1.4976	0.3286057	0.1617646	
1.5	0.3320323	0.1578987	
1.5024	0.3354672	0.1540256	
1.5048	0.3389101	0.1501455	
1.5072	0.3423608	0.1462591	
1.5096	0.345819	0.1423664	
1.512	0.3492845	0.1384674	
1.5144	0.3527571	0.1345627	
1.5168	0.3562365	0.1306523	
1.5192	0.3597223	0.1267365	
1.5216	0.3632144	0.122816	
1.524	0.3667125	0.1188903	
1.5264	0.3702163	0.1149603	
1.5288	0.3737256	0.111026	
1.5312	0.3772402	0.1070876	
1.5336	0.3807598	0.1031456	
1.536	0.3842838	0.09920001	
1.5384	0.3878124	0.0952512	
1.5408	0.391345	0.09129965	
1.5432	0.3948816	0.08734536	
1.5456	0.3984216	0.08338869	
1.548	0.4019648	0.07942963	
1.5504	0.4055112	0.0754689	
1.5528	0.4090604	0.0715065	
1.5552	0.4126118	0.06754279	
1.5576	0.4161655	0.06357813	
1.56	0.419721	0.05961287	
1.5624	0.4232783	0.05564702	
1.5648	0.4268368	0.05168116	
1.5672	0.4303963	0.04771543	
1.5696	0.4339565	0.04374993	
1.572	0.4375172	0.03978527	
1.5744	0.4410781	0.03582132	
1.5768	0.444639	0.0318588	
1.5792	0.4481993	0.02789783	
1.5816	0.4517589	0.02393878	
1.584	0.4553175	0.01998174	
1.5864	0.4588747	0.01602709	
1.5888	0.4624305	0.01207519	
1.5912	0.4659843	0.00812614	
1.5936	0.4695359	0.004180551	
1.596	0.473085	0.0002384186	
1.5984	0.4766313	0	
1.6008	0.4800864	0	
1.6032	0.4834461	0	
1.6056	0.4867119	0	
1.608	0.4898854	0	
1.6104	0.4929681	0	
1.6128	0.4959617	0	
1.6152	0.4988673	0	
1.6176	0.5016865	0	
1.62	0.504421	0	
1.6224	0.507072	0	
1.6248	0.5096408	0	
1.6272	0.5121293	0	
1.6296	0.5145382	0	
1.632	0.5168693	0	
1.6344	0.5191236	0	
1.6368	0.5213028	0	
1.6392	0.5234078	0	
1.6416	0.5254403	0	
1.644	0.527401	0	
1.6464	0.5292915	0	
1.6488	0.531113	0	
1.6512	0.5328667	0	
1.6536	0.5345538	0	
1.656	0.5361753	0	
1.6584	0.5377324	0	
1.6608	0.5392262	0	
1.6632	0.540658	0	
1.6656	0.5420287	0	
1.668	0.5433395	0	
1.6704	0.5445914	0	
1.6728	0.5457854	0	
1.6752	0.5469227	0	
1.6776	0.5480042	0	
1.68	0.5490308	0	
1.6824	0.5500038	0	
1.6848	0.5509241	0	
1.6872	0.5517923	0	
1.6896	0.5526096	0	
1.692	0.553377	0	
1.6944	0.5540955	0	
1.6968	0.5547658	0	
1.6992	0.5553889	0	
1.7016	0.5559655	0	
1.704	0.5564967	0	
1.7064	0.5569834	0	
1.7088	0.5574261	0	
1.7112	0.5578258	0	
1.7136	0.5581834	0	
1.716	0.5584996	0	
1.7184	0.5587752	0	
1.7208	0.5590112	0	
1.7232	0.5592082	0	
1.7256	0.5593666	0	
1.728	0.5594878	0	
1.7304	0.5595722	0	
1.7328	0.5596205	0	
1.7352	0.5596334	0	
1.7376	0.5596116	0	
1.74	0.5595558	0	
1.7424	0.5594668	0	
1.7448	0.5593454	0	
1.7472	0.5591918	0	
1.7496	0.559007	0	
1.752	0.5587918	0	
1.7544	0.5585463	0	
1.7568	0.5582714	0	
1.7592	0.5579679	0	
1.7616	0.557636	0	
1.764	0.5572766	0	
1.7664	0.5568901	0	
1.7688	0.5564771	0	
1.7712	0.5560383	0	
1.7736	0.5555742	0	
1.776	0.5550853	0	
1.7784	0.5545722	0	
1.7808	0.5540353	0	
1.7832	0.5534753	0	
1.7856	0.5528926	0	
1.788	0.5522875	0	
1.7904	0.5516609	0	
1.7928	0.5510132	0	
1.7952	0.5503449	0	
1.7976	0.5496565	0	
1.8	0.548948	0	
1.8024	0.5482204	0	
1.8048	0.5474739	0	
1.8072	0.5467089	0	
1.8096	0.5459261	0	
1.812	0.5451257	0	
1.8144	0.5443084	0	
1.8168	0.5434743	0	
1.8192	0.5426239	0	
1.8216	0.5417576	0	
1.824	0.5408759	0	
1.8264	0.5399791	0	
1.8288	0.5390675	0	
1.8312	0.5381418	0	
1.8336	0.5372022	0	
1.836	0.5362488	0	
1.8384	0.5352824	0	
1.8408	0.5343029	0	
1.8432	0.5333112	0	
1.8456	0.5323074	0	
1.848	0.5312915	0	
1.8504	0.530264	0	
1.8528	0.5292256	0	
1.8552	0.5281764	0	
1.8576	0.5271167	0	
1.86	0.5260466	0	
1.8624	0.5249665	0	
1.8648	0.5238769	0	
1.8672	0.5227782	0	
1.8696	0.5216702	0	
1.872	0.5205536	0	
1.8744	0.5194285	0	
1.8768	0.5182952	0	
1.8792	0.5171539	0	
1.8816	0.5160052	0	
1.884	0.5148489	0	
1.8864	0.5136856	0	
1.8888	0.5125154	0	
1.8912	0.5113386	0	
1.8936	0.5101553	0	
1.896	0.5089658	0	
1.8984	0.5077707	0	
1.9008	0.5065697	0	
1.9032	0.5053633	0	
1.9056	0.5041516	0	
1.908	0.5029349	0	
1.9104	0.5017134	0	
1.9128	0.5004874	0	
1.9152	0.4992571	0	
1.9176	0.4980226	0	
1.92	0.496784	0	
1.9224	0.4955417	0	
1.9248	0.4942958	0	
1.9272	0.4930465	0	
1.9296	0.491794	0	
1.932	0.4905386	0	
1.9344	0.4892803	0	
1.9368	0.4880195	0	
1.9392	0.486756	0	
1.9416	0.4854903	0	
1.944	0.4842225	0	
1.9464	0.4829528	0	
1.9488	0.4816811	0	
1.9512	0.4804078	0	
1.9536	0.479133	0	
1.956	0.4778568	0	
1.9584	0.4765793	0	
1.9608	0.4753009	0	
1.9632	0.4740214	0	
1.9656	0.4727412	0	
1.968	0.4714605	0	
1.9704	0.4701792	0	
1.9728	0.4688976	0	
1.9752	0.4676155	0	
1.9776	0.4663336	0	
1.98	0.4650515	0	
1.9824	0.4637696	0	
1.9848	0.4624881	0	
1.9872	0.4612069	0	
