TimeSlice	Time	BD30FD2B-9C21-4F8A-9254-2AD6E017A678
3370	1.685	-3.93053
3371	1.6855	-3.9388
3372	1.686	-3.94707
3373	1.6865	-3.95534
3374	1.687	-3.96362
3375	1.6875	-3.97189
3376	1.688	-3.98017
3377	1.6885	-3.98846
3378	1.689	-3.99674
3379	1.6895	-4.00503
3380	1.69	-4.01332
3381	1.6905	-4.02161
3382	1.691	-4.0299
3383	1.6915	-4.0382
3384	1.692	-4.0465
3385	1.6925	-4.0548
3386	1.693	-4.06311
3387	1.6935	-4.07141
3388	1.694	-4.07972
3389	1.6945	-4.08803
3390	1.695	-4.09635
3391	1.6955	-4.10466
3392	1.696	-4.11298
3393	1.6965	-4.1213
3394	1.697	-4.12963
3395	1.6975	-4.13795
3396	1.698	-4.14628
3397	1.6985	-4.15461
3398	1.699	-4.16295
3399	1.6995	-4.17128
3400	1.7	-4.17962
3401	1.7005	-4.18796
3402	1.701	-4.19631
3403	1.7015	-4.20465
3404	1.702	-4.213
3405	1.7025	-4.22135
3406	1.703	-4.2297
3407	1.7035	-4.23806
3408	1.704	-4.24642
3409	1.7045	-4.25478
3410	1.705	-4.26314
3411	1.7055	-4.27151
3412	1.706	-4.27987
3413	1.7065	-4.28824
3414	1.707	-4.29662
3415	1.7075	-4.30499
3416	1.708	-4.31337
3417	1.7085	-4.32175
3418	1.709	-4.33013
3419	1.7095	-4.33852
3420	1.71	-4.34691
3421	1.7105	-4.3553
3422	1.711	-4.36369
3423	1.7115	-4.37208
3424	1.712	-4.38048
3425	1.7125	-4.38888
3426	1.713	-4.39728
3427	1.7135	-4.40569
3428	1.714	-4.41409
3429	1.7145	-4.4225
3430	1.715	-4.43092
3431	1.7155	-4.43933
3432	1.716	-4.44775
3433	1.7165	-4.45617
3434	1.717	-4.46459
3435	1.7175	-4.47301
3436	1.718	-4.48144
3437	1.7185	-4.48987
3438	1.719	-4.4983
3439	1.7195	-4.50674
3440	1.72	-4.51517
3441	1.7205	-4.52361
3442	1.721	-4.53205
3443	1.7215	-4.5405
3444	1.722	-4.54894
3445	1.7225	-4.55739
3446	1.723	-4.56584
3447	1.7235	-4.5743
3448	1.724	-4.58275
3449	1.7245	-4.59121
3450	1.725	-4.59967
3451	1.7255	-4.60814
3452	1.726	-4.6166
3453	1.7265	-4.62507
3454	1.727	-4.63354
3455	1.7275	-4.64202
3456	1.728	-4.65049
3457	1.7285	-4.65897
3458	1.729	-4.66745
3459	1.7295	-4.67593
3460	1.73	-4.68442
3461	1.7305	-4.69291
3462	1.731	-4.7014
3463	1.7315	-4.70989
3464	1.732	-4.71839
3465	1.7325	-4.72688
3466	1.733	-4.73538
3467	1.7335	-4.74389
3468	1.734	-4.75239
3469	1.7345	-4.7609
3470	1.735	-4.76941
3471	1.7355	-4.77792
3472	1.736	-4.78644
3473	1.7365	-4.79496
3474	1.737	-4.80348
3475	1.7375	-4.812
3476	1.738	-4.82052
3477	1.7385	-4.82905
3478	1.739	-4.83758
3479	1.7395	-4.84611
3480	1.74	-4.85465
3481	1.7405	-4.86318
3482	1.741	-4.87172
3483	1.7415	-4.88027
3484	1.742	-4.88881
3485	1.7425	-4.89736
3486	1.743	-4.90591
3487	1.7435	-4.91446
3488	1.744	-4.92301
3489	1.7445	-4.93157
3490	1.745	-4.94013
3491	1.7455	-4.94869
3492	1.746	-4.95725
3493	1.7465	-4.96582
3494	1.747	-4.97439
3495	1.7475	-4.98296
3496	1.748	-4.99154
3497	1.7485	-5.00011
3498	1.749	-5.00869
3499	1.7495	-5.01727
3500	1.75	-5.02586
3501	1.7505	-5.03444
3502	1.751	-5.04303
3503	1.7515	-5.05162
3504	1.752	-5.06022
3505	1.7525	-5.06881
3506	1.753	-5.07741
3507	1.7535	-5.08601
3508	1.754	-5.09461
3509	1.7545	-5.10322
3510	1.755	-5.11183
3511	1.7555	-5.12044
3512	1.756	-5.12905
3513	1.7565	-5.13767
3514	1.757	-5.14629
3515	1.7575	-5.15491
3516	1.758	-5.16353
3517	1.7585	-5.17216
3518	1.759	-5.18078
3519	1.7595	-5.18941
3520	1.76	-5.19805
3521	1.7605	-5.20668
3522	1.761	-5.21532
3523	1.7615	-5.22396
3524	1.762	-5.2326
3525	1.7625	-5.24125
3526	1.763	-5.24989
3527	1.7635	-5.25854
3528	1.764	-5.2672
3529	1.7645	-5.27585
3530	1.765	-5.28451
3531	1.7655	-5.29317
3532	1.766	-5.30183
3533	1.7665	-5.3105
3534	1.767	-5.31916
3535	1.7675	-5.32783
3536	1.768	-5.3365
3537	1.7685	-5.34518
3538	1.769	-5.35386
3539	1.7695	-5.36254
3540	1.77	-5.37122
3541	1.7705	-5.3799
3542	1.771	-5.38859
3543	1.7715	-5.39728
3544	1.772	-5.40597
3545	1.7725	-5.41466
3546	1.773	-5.42336
3547	1.7735	-5.43206
3548	1.774	-5.44076
3549	1.7745	-5.44946
3550	1.775	-5.45817
3551	1.7755	-5.46688
3552	1.776	-5.47559
3553	1.7765	-5.4843
3554	1.777	-5.49302
3555	1.7775	-5.50174
3556	1.778	-5.51046
3557	1.7785	-5.51918
3558	1.779	-5.52791
3559	1.7795	-5.53664
3560	1.78	-5.54537
3561	1.7805	-5.5541
3562	1.781	-5.56284
3563	1.7815	-5.57158
3564	1.782	-5.58032
3565	1.7825	-5.58906
3566	1.783	-5.59781
3567	1.7835	-5.60655
3568	1.784	-5.6153
3569	1.7845	-5.62406
3570	1.785	-5.63281
3571	1.7855	-5.64157
3572	1.786	-5.65033
3573	1.7865	-5.65909
3574	1.787	-5.66786
3575	1.7875	-5.67663
3576	1.788	-5.6854
3577	1.7885	-5.69417
3578	1.789	-5.70295
3579	1.7895	-5.71172
3580	1.79	-5.7205
3581	1.7905	-5.72929
3582	1.791	-5.73807
3583	1.7915	-5.74686
3584	1.792	-5.75565
3585	1.7925	-5.76444
3586	1.793	-5.77323
3587	1.7935	-5.78203
3588	1.794	-5.79083
3589	1.7945	-5.79963
3590	1.795	-5.80844
3591	1.7955	-5.81724
3592	1.796	-5.82605
3593	1.7965	-5.83487
3594	1.797	-5.84368
3595	1.7975	-5.8525
3596	1.798	-5.86132
3597	1.7985	-5.87014
3598	1.799	-5.87896
3599	1.7995	-5.88779
3600	1.8	-5.89662
3601	1.8005	-5.90545
3602	1.801	-5.91428
3603	1.8015	-5.92312
3604	1.802	-5.93196
3605	1.8025	-5.9408
3606	1.803	-5.94964
3607	1.8035	-5.95849
3608	1.804	-5.96734
3609	1.8045	-5.97619
3610	1.805	-5.98504
3611	1.8055	-5.9939
3612	1.806	-6.00276
3613	1.8065	-6.01162
3614	1.807	-6.02048
3615	1.8075	-6.02935
3616	1.808	-6.03821
3617	1.8085	-6.04708
3618	1.809	-6.05596
3619	1.8095	-6.06483
3620	1.81	-6.07371
3621	1.8105	-6.08259
3622	1.811	-6.09148
3623	1.8115	-6.10036
3624	1.812	-6.10925
3625	1.8125	-6.11814
3626	1.813	-6.12703
3627	1.8135	-6.13593
3628	1.814	-6.14482
3629	1.8145	-6.15372
3630	1.815	-6.16263
3631	1.8155	-6.17153
3632	1.816	-6.18044
3633	1.8165	-6.18935
3634	1.817	-6.19826
3635	1.8175	-6.20718
3636	1.818	-6.21609
3637	1.8185	-6.22501
3638	1.819	-6.23394
3639	1.8195	-6.24286
3640	1.82	-6.25179
3641	1.8205	-6.26072
3642	1.821	-6.26965
3643	1.8215	-6.27858
3644	1.822	-6.28752
3645	1.8225	-6.29646
3646	1.823	-6.3054
3647	1.8235	-6.31435
3648	1.824	-6.32329
3649	1.8245	-6.33224
3650	1.825	-6.34119
3651	1.8255	-6.35015
3652	1.826	-6.3591
3653	1.8265	-6.36806
3654	1.827	-6.37702
3655	1.8275	-6.38599
3656	1.828	-6.39496
3657	1.8285	-6.40392
3658	1.829	-6.4129
3659	1.8295	-6.42187
3660	1.83	-6.43084
3661	1.8305	-6.43982
3662	1.831	-6.4488
3663	1.8315	-6.45779
3664	1.832	-6.46677
3665	1.8325	-6.47576
3666	1.833	-6.48475
3667	1.8335	-6.49375
3668	1.834	-6.50274
3669	1.8345	-6.51174
3670	1.835	-6.52074
3671	1.8355	-6.52974
3672	1.836	-6.53875
3673	1.8365	-6.54776
3674	1.837	-6.55677
3675	1.8375	-6.56578
3676	1.838	-6.5748
3677	1.8385	-6.58381
3678	1.839	-6.59283
3679	1.8395	-6.60186
3680	1.84	-6.61088
3681	1.8405	-6.61991
3682	1.841	-6.62894
3683	1.8415	-6.63797
3684	1.842	-6.64701
3685	1.8425	-6.65605
3686	1.843	-6.66509
3687	1.8435	-6.67413
3688	1.844	-6.68317
3689	1.8445	-6.69222
3690	1.845	-6.70127
3691	1.8455	-6.71032
3692	1.846	-6.71938
3693	1.8465	-6.72843
3694	1.847	-6.73749
3695	1.8475	-6.74656
3696	1.848	-6.75562
3697	1.8485	-6.76469
3698	1.849	-6.77376
3699	1.8495	-6.78283
3700	1.85	-6.7919
3701	1.8505	-6.80098
3702	1.851	-6.81006
3703	1.8515	-6.81914
3704	1.852	-6.82822
3705	1.8525	-6.83731
3706	1.853	-6.8464
3707	1.8535	-6.85549
3708	1.854	-6.86458
3709	1.8545	-6.87368
3710	1.855	-6.88278
3711	1.8555	-6.89188
3712	1.856	-6.90098
3713	1.8565	-6.91009
3714	1.857	-6.9192
3715	1.8575	-6.92831
3716	1.858	-6.93742
3717	1.8585	-6.94654
3718	1.859	-6.95566
3719	1.8595	-6.96478
3720	1.86	-6.9739
3721	1.8605	-6.98303
3722	1.861	-6.99216
3723	1.8615	-7.00129
3724	1.862	-7.01042
3725	1.8625	-7.01956
3726	1.863	-7.02869
3727	1.8635	-7.03783
3728	1.864	-7.04698
3729	1.8645	-7.05612
3730	1.865	-7.06527
3731	1.8655	-7.07442
3732	1.866	-7.08357
3733	1.8665	-7.09273
3734	1.867	-7.10189
3735	1.8675	-7.11105
3736	1.868	-7.12021
3737	1.8685	-7.12937
3738	1.869	-7.13854
3739	1.8695	-7.14771
3740	1.87	-7.15688
3741	1.8705	-7.16606
3742	1.871	-7.17524
3743	1.8715	-7.18441
3744	1.872	-7.1936
3745	1.8725	-7.20278
3746	1.873	-7.21197
3747	1.8735	-7.22116
3748	1.874	-7.23035
3749	1.8745	-7.23954
3750	1.875	-7.24874
3751	1.8755	-7.25794
3752	1.876	-7.26714
3753	1.8765	-7.27635
3754	1.877	-7.28555
3755	1.8775	-7.29476
3756	1.878	-7.30397
3757	1.8785	-7.31319
3758	1.879	-7.3224
3759	1.8795	-7.33162
3760	1.88	-7.34085
3761	1.8805	-7.35007
3762	1.881	-7.3593
3763	1.8815	-7.36852
3764	1.882	-7.37776
3765	1.8825	-7.38699
3766	1.883	-7.39622
3767	1.8835	-7.40546
3768	1.884	-7.4147
3769	1.8845	-7.42395
3770	1.885	-7.43319
3771	1.8855	-7.44244
3772	1.886	-7.45169
3773	1.8865	-7.46095
3774	1.887	-7.4702
3775	1.8875	-7.47946
3776	1.888	-7.48872
3777	1.8885	-7.49798
3778	1.889	-7.50725
3779	1.8895	-7.51652
3780	1.89	-7.52579
3781	1.8905	-7.53506
3782	1.891	-7.54434
3783	1.8915	-7.55361
3784	1.892	-7.56289
3785	1.8925	-7.57218
3786	1.893	-7.58146
3787	1.8935	-7.59075
3788	1.894	-7.60004
3789	1.8945	-7.60933
3790	1.895	-7.61863
3791	1.8955	-7.62792
3792	1.896	-7.63722
3793	1.8965	-7.64653
3794	1.897	-7.65583
3795	1.8975	-7.66514
3796	1.898	-7.67445
3797	1.8985	-7.68376
3798	1.899	-7.69308
3799	1.8995	-7.70239
3800	1.9	-7.71171
3801	1.9005	-7.72103
3802	1.901	-7.73036
3803	1.9015	-7.73969
3804	1.902	-7.74901
3805	1.9025	-7.75835
3806	1.903	-7.76768
3807	1.9035	-7.77702
3808	1.904	-7.78636
3809	1.9045	-7.7957
3810	1.905	-7.80504
3811	1.9055	-7.81439
3812	1.906	-7.82374
3813	1.9065	-7.83309
3814	1.907	-7.84244
3815	1.9075	-7.8518
3816	1.908	-7.86116
3817	1.9085	-7.87052
3818	1.909	-7.87988
3819	1.9095	-7.88925
3820	1.91	-7.89862
3821	1.9105	-7.90799
3822	1.911	-7.91736
3823	1.9115	-7.92674
3824	1.912	-7.93612
3825	1.9125	-7.9455
3826	1.913	-7.95488
3827	1.9135	-7.96427
3828	1.914	-7.97365
3829	1.9145	-7.98304
3830	1.915	-7.99244
3831	1.9155	-8.00183
3832	1.916	-8.01123
3833	1.9165	-8.02063
3834	1.917	-8.03003
3835	1.9175	-8.03944
3836	1.918	-8.04885
3837	1.9185	-8.05826
3838	1.919	-8.06767
3839	1.9195	-8.07709
3840	1.92	-8.0865
3841	1.9205	-8.09592
3842	1.921	-8.10535
3843	1.9215	-8.11477
3844	1.922	-8.1242
3845	1.9225	-8.13363
3846	1.923	-8.14306
3847	1.9235	-8.1525
3848	1.924	-8.16193
3849	1.9245	-8.17137
3850	1.925	-8.18081
3851	1.9255	-8.19026
3852	1.926	-8.19971
3853	1.9265	-8.20916
3854	1.927	-8.21861
3855	1.9275	-8.22806
3856	1.928	-8.23752
3857	1.9285	-8.24698
3858	1.929	-8.25644
3859	1.9295	-8.2659
3860	1.93	-8.27537
3861	1.9305	-8.28484
3862	1.931	-8.29431
3863	1.9315	-8.30379
3864	1.932	-8.31326
3865	1.9325	-8.32274
3866	1.933	-8.33222
3867	1.9335	-8.34171
3868	1.934	-8.35119
3869	1.9345	-8.36068
3870	1.935	-8.37017
3871	1.9355	-8.37967
3872	1.936	-8.38916
3873	1.9365	-8.39866
3874	1.937	-8.40816
3875	1.9375	-8.41766
3876	1.938	-8.42717
3877	1.9385	-8.43668
3878	1.939	-8.44619
3879	1.9395	-8.4557
3880	1.94	-8.46522
3881	1.9405	-8.47474
3882	1.941	-8.48426
3883	1.9415	-8.49378
3884	1.942	-8.50331
3885	1.9425	-8.51283
3886	1.943	-8.52236
3887	1.9435	-8.5319
3888	1.944	-8.54143
3889	1.9445	-8.55097
3890	1.945	-8.56051
3891	1.9455	-8.57005
3892	1.946	-8.5796
3893	1.9465	-8.58915
3894	1.947	-8.5987
3895	1.9475	-8.60825
3896	1.948	-8.6178
3897	1.9485	-8.62736
3898	1.949	-8.63692
3899	1.9495	-8.64648
3900	1.95	-8.65605
3901	1.9505	-8.66562
3902	1.951	-8.67518
3903	1.9515	-8.68476
3904	1.952	-8.69433
3905	1.9525	-8.70391
3906	1.953	-8.71349
3907	1.9535	-8.72307
3908	1.954	-8.73265
3909	1.9545	-8.74224
3910	1.955	-8.75183
3911	1.9555	-8.76142
3912	1.956	-8.77102
3913	1.9565	-8.78061
3914	1.957	-8.79021
3915	1.9575	-8.79981
3916	1.958	-8.80942
3917	1.9585	-8.81902
3918	1.959	-8.82863
3919	1.9595	-8.83824
3920	1.96	-8.84786
3921	1.9605	-8.85747
3922	1.961	-8.86709
3923	1.9615	-8.87671
3924	1.962	-8.88634
3925	1.9625	-8.89596
3926	1.963	-8.90559
3927	1.9635	-8.91522
3928	1.964	-8.92486
3929	1.9645	-8.93449
3930	1.965	-8.94413
3931	1.9655	-8.95377
3932	1.966	-8.96341
3933	1.9665	-8.97306
3934	1.967	-8.98271
3935	1.9675	-8.99236
3936	1.968	-9.00201
3937	1.9685	-9.01167
3938	1.969	-9.02133
3939	1.9695	-9.03099
3940	1.97	-9.04065
3941	1.9705	-9.05031
3942	1.971	-9.05998
3943	1.9715	-9.06965
3944	1.972	-9.07932
3945	1.9725	-9.089
3946	1.973	-9.09868
3947	1.9735	-9.10836
3948	1.974	-9.11804
3949	1.9745	-9.12772
3950	1.975	-9.13741
3951	1.9755	-9.1471
3952	1.976	-9.15679
3953	1.9765	-9.16649
3954	1.977	-9.17619
3955	1.9775	-9.18589
3956	1.978	-9.19559
3957	1.9785	-9.20529
3958	1.979	-9.215
3959	1.9795	-9.22471
3960	1.98	-9.23442
3961	1.9805	-9.24413
3962	1.981	-9.25385
3963	1.9815	-9.26357
3964	1.982	-9.27329
3965	1.9825	-9.28302
3966	1.983	-9.29274
3967	1.9835	-9.30247
3968	1.984	-9.3122
3969	1.9845	-9.32194
3970	1.985	-9.33167
3971	1.9855	-9.34141
3972	1.986	-9.35115
3973	1.9865	-9.3609
3974	1.987	-9.37064
3975	1.9875	-9.38039
3976	1.988	-9.39014
3977	1.9885	-9.3999
3978	1.989	-9.40965
3979	1.9895	-9.41941
3980	1.99	-9.42917
3981	1.9905	-9.43894
3982	1.991	-9.4487
3983	1.9915	-9.45847
3984	1.992	-9.46824
3985	1.9925	-9.47801
3986	1.993	-9.48779
3987	1.9935	-9.49757
3988	1.994	-9.50735
3989	1.9945	-9.51713
3990	1.995	-9.52692
3991	1.9955	-9.53671
3992	1.996	-9.5465
3993	1.9965	-9.55629
3994	1.997	-9.56608
3995	1.9975	-9.57588
3996	1.998	-9.58568
3997	1.9985	-9.59548
3998	1.999	-9.60529
3999	1.9995	-9.6151
4000	2	-9.62491
4001	2.0005	0
4002	2.001	0
4003	2.0015	0
4004	2.002	0
4005	2.0025	0
4006	2.003	0
4007	2.0035	0
4008	2.004	0
4009	2.0045	0
