Time	LeftOdor	RightOdor	ROS	LOS	LO	RO	OS	
4.98	53.0384	57.07569	57.07569	53.0384	0.1961045	0.2098199	0	
4.981	52.94315	56.97456	56.97456	52.94315	0.195359	0.209042	0	
4.982	52.84811	56.87366	56.87366	52.84811	0.195359	0.209042	0	
4.983	52.7533	56.77299	56.77299	52.7533	0.194617	0.2082675	0	
4.984	52.6587	56.67252	56.67252	52.6587	0.194617	0.2082675	0	
4.985	52.56433	56.57227	56.57227	52.56433	0.1938785	0.2074965	0	
4.986	52.47017	56.47224	56.47224	52.47017	0.1938785	0.2074965	0	
4.987	52.37623	56.37241	56.37241	52.37623	0.1931435	0.2067289	0	
4.988	52.28251	56.27284	56.27284	52.28251	0.1931435	0.2067289	0	
4.989	52.18901	56.17346	56.17346	52.18901	0.192412	0.2059647	0	
4.99	52.09571	56.07429	56.07429	52.09571	0.192412	0.2059647	0	
4.991	52.00265	55.97535	55.97535	52.00265	0.1916839	0.205204	0	
4.992	51.90979	55.87663	55.87663	51.90979	0.1916839	0.205204	0	
4.993	51.81716	55.77811	55.77811	51.81716	0.1909592	0.2044466	0	
4.994	51.72474	55.67981	55.67981	51.72474	0.1909592	0.2044466	0	
4.995	51.63252	55.58173	55.58173	51.63252	0.190238	0.2036925	0	
4.996	51.54052	55.48386	55.48386	51.54052	0.190238	0.2036925	0	
4.997	51.44875	55.3862	55.3862	51.44875	0.1895202	0.2029419	0	
4.998	51.35718	55.28876	55.28876	51.35718	0.1895202	0.2029419	0	
4.999	51.26581	55.19152	55.19152	51.26581	0.1888057	0.2021945	0	
5	51.17467	55.0945	55.0945	51.17467	0.1888057	0.2021945	0	
5.001	51.08374	54.9977	54.9977	51.08374	0.1880946	0.2014505	0	
5.002	50.99301	54.9011	54.9011	50.99301	0.1880946	0.2014505	0	
5.003	50.9025	54.8047	54.8047	50.9025	0.1873869	0.2007097	0	
5.004	50.81219	54.70853	54.70853	50.81219	0.1873869	0.2007097	0	
5.005	50.7221	54.61256	54.61256	50.7221	0.1866825	0.1999723	0	
5.006	50.63221	54.51681	54.51681	50.63221	0.1866825	0.1999723	0	
5.007	50.54252	54.42125	54.42125	50.54252	0.1859814	0.1992381	0	
5.008	50.45305	54.32591	54.32591	50.45305	0.1859814	0.1992381	0	
5.009	50.36378	54.23077	54.23077	50.36378	0.1852836	0.1985072	0	
5.01	50.27472	54.13585	54.13585	50.27472	0.1852836	0.1985072	0	
5.011	50.18587	54.04113	54.04113	50.18587	0.184589	0.1977795	0	
5.012	50.09723	53.94662	53.94662	50.09723	0.184589	0.1977795	0	
5.013	50.0088	53.85231	53.85231	50.0088	0.1838978	0.1970551	0	
5.014	49.92055	53.75821	53.75821	49.92055	0.1838978	0.1970551	0	
5.015	49.83251	53.66431	53.66431	49.83251	0.1832098	0.1963338	0	
5.016	49.74468	53.57063	53.57063	49.74468	0.1832098	0.1963338	0	
5.017	49.65706	53.47713	53.47713	49.65706	0.182525	0.1956158	0	
5.018	49.56963	53.38385	53.38385	49.56963	0.182525	0.1956158	0	
5.019	49.48241	53.29077	53.29077	49.48241	0.1818435	0.1949009	0	
5.02	49.39539	53.1979	53.1979	49.39539	0.1818435	0.1949009	0	
5.021	49.30856	53.10523	53.10523	49.30856	0.1811651	0.1941892	0	
5.022	49.22194	53.01275	53.01275	49.22194	0.1811651	0.1941892	0	
5.023	49.13552	52.92049	52.92049	49.13552	0.1804899	0.1934807	0	
5.024	49.0493	52.82842	52.82842	49.0493	0.1804899	0.1934807	0	
5.025	48.96328	52.73655	52.73655	48.96328	0.1798179	0.1927752	0	
5.026	48.87746	52.6449	52.6449	48.87746	0.1798179	0.1927752	0	
5.027	48.79184	52.55342	52.55342	48.79184	0.1791491	0.192073	0	
5.028	48.7064	52.46215	52.46215	48.7064	0.1791491	0.192073	0	
5.029	48.62117	52.37109	52.37109	48.62117	0.1784834	0.1913738	0	
5.03	48.53613	52.28023	52.28023	48.53613	0.1784834	0.1913738	0	
5.031	48.4513	52.18955	52.18955	48.4513	0.1778208	0.1906776	0	
5.032	48.36664	52.09908	52.09908	48.36664	0.1778208	0.1906776	0	
5.033	48.2822	52.00881	52.00881	48.2822	0.1771613	0.1899846	0	
5.034	48.19795	51.91873	51.91873	48.19795	0.1771613	0.1899846	0	
5.035	48.11389	51.82886	51.82886	48.11389	0.1765049	0.1892947	0	
5.036	48.03003	51.73917	51.73917	48.03003	0.1765049	0.1892947	0	
5.037	47.94635	51.64969	51.64969	47.94635	0.1758516	0.1886078	0	
5.038	47.86286	51.56039	51.56039	47.86286	0.1758516	0.1886078	0	
5.039	47.77958	51.4713	51.4713	47.77958	0.1752013	0.1879239	0	
5.04	47.69647	51.3824	51.3824	47.69647	0.1752013	0.1879239	0	
5.041	47.61357	51.2937	51.2937	47.61357	0.1745541	0.187243	0	
5.042	47.53085	51.20519	51.20519	47.53085	0.1745541	0.187243	0	
5.043	47.44832	51.11686	51.11686	47.44832	0.1739099	0.1865652	0	
5.044	47.36599	51.02874	51.02874	47.36599	0.1739099	0.1865652	0	
5.045	47.28384	50.9408	50.9408	47.28384	0.1732688	0.1858903	0	
5.046	47.20189	50.85307	50.85307	47.20189	0.1732688	0.1858903	0	
5.047	47.12012	50.76551	50.76551	47.12012	0.1726306	0.1852185	0	
5.048	47.03853	50.67816	50.67816	47.03853	0.1726306	0.1852185	0	
5.049	46.95715	50.591	50.591	46.95715	0.1719954	0.1845495	0	
5.05	46.87594	50.50402	50.50402	46.87594	0.1719954	0.1845495	0	
5.051	46.79492	50.41725	50.41725	46.79492	0.1713632	0.1838836	0	
5.052	46.71408	50.33064	50.33064	46.71408	0.1713632	0.1838836	0	
5.053	46.63345	50.24424	50.24424	46.63345	0.1707339	0.1832206	0	
5.054	46.55297	50.15802	50.15802	46.55297	0.1707339	0.1832206	0	
5.055	46.47269	50.072	50.072	46.47269	0.1701076	0.1825605	0	
5.056	46.39259	49.98616	49.98616	46.39259	0.1701076	0.1825605	0	
5.057	46.31268	49.9005	49.9005	46.31268	0.1694842	0.1819033	0	
5.058	46.23295	49.81503	49.81503	46.23295	0.1694842	0.1819033	0	
5.059	46.1534	49.72976	49.72976	46.1534	0.1688638	0.1812491	0	
5.06	46.07404	49.64466	49.64466	46.07404	0.1688638	0.1812491	0	
5.061	45.99486	49.55975	49.55975	45.99486	0.1682462	0.1805976	0	
5.062	45.91586	49.47503	49.47503	45.91586	0.1682462	0.1805976	0	
5.063	45.83703	49.3905	49.3905	45.83703	0.1676315	0.1799491	0	
5.064	45.75838	49.30614	49.30614	45.75838	0.1676315	0.1799491	0	
5.065	45.67993	49.22198	49.22198	45.67993	0.1670196	0.1793035	0	
5.066	45.60165	49.138	49.138	45.60165	0.1670196	0.1793035	0	
5.067	45.52355	49.0542	49.0542	45.52355	0.1664107	0.1786606	0	
5.068	45.44563	48.97059	48.97059	45.44563	0.1664107	0.1786606	0	
5.069	45.36789	48.88717	48.88717	45.36789	0.1658045	0.1780207	0	
5.07	45.29032	48.80391	48.80391	45.29032	0.1658045	0.1780207	0	
5.071	45.21293	48.72084	48.72084	45.21293	0.1652012	0.1773835	0	
5.072	45.13572	48.63797	48.63797	45.13572	0.1652012	0.1773835	0	
5.073	45.05868	48.55526	48.55526	45.05868	0.1646007	0.1767491	0	
5.074	44.98182	48.47274	48.47274	44.98182	0.1646007	0.1767491	0	
5.075	44.90514	48.3904	48.3904	44.90514	0.164003	0.1761176	0	
5.076	44.82863	48.30824	48.30824	44.82863	0.164003	0.1761176	0	
5.077	44.7523	48.22626	48.22626	44.7523	0.1634081	0.1754888	0	
5.078	44.67614	48.14447	48.14447	44.67614	0.1634081	0.1754888	0	
5.079	44.60015	48.06284	48.06284	44.60015	0.1628159	0.1748628	0	
5.08	44.52433	47.98139	47.98139	44.52433	0.1628159	0.1748628	0	
5.081	44.4487	47.90013	47.90013	44.4487	0.1622265	0.1742396	0	
5.082	44.37323	47.81904	47.81904	44.37323	0.1622265	0.1742396	0	
5.083	44.29794	47.73813	47.73813	44.29794	0.1616399	0.1736191	0	
5.084	44.22281	47.65739	47.65739	44.22281	0.1616399	0.1736191	0	
5.085	44.14785	47.57683	47.57683	44.14785	0.1610559	0.1730013	0	
5.086	44.07307	47.49645	47.49645	44.07307	0.1610559	0.1730013	0	
5.087	43.99846	47.41624	47.41624	43.99846	0.1604747	0.1723862	0	
5.088	43.92402	47.33621	47.33621	43.92402	0.1604747	0.1723862	0	
5.089	43.84974	47.25636	47.25636	43.84974	0.1598962	0.1717739	0	
5.09	43.77565	47.17668	47.17668	43.77565	0.1598962	0.1717739	0	
5.091	43.7017	47.09718	47.09718	43.7017	0.1593204	0.1711643	0	
5.092	43.62793	47.01784	47.01784	43.62793	0.1593204	0.1711643	0	
5.093	43.55434	46.93868	46.93868	43.55434	0.1587472	0.1705573	0	
5.094	43.4809	46.85969	46.85969	43.4809	0.1587472	0.1705573	0	
5.095	43.40764	46.78088	46.78088	43.40764	0.1581767	0.169953	0	
5.096	43.33454	46.70223	46.70223	43.33454	0.1581767	0.169953	0	
5.097	43.2616	46.62378	46.62378	43.2616	0.1576089	0.1693514	0	
5.098	43.18884	46.54548	46.54548	43.18884	0.1576089	0.1693514	0	
5.099	43.11624	46.46734	46.46734	43.11624	0.1570437	0.1687524	0	
5.1	43.0438	46.3894	46.3894	43.0438	0.1570437	0.1687524	0	
5.101	42.97152	46.3116	46.3116	42.97152	0.1564811	0.168156	0	
5.102	42.89941	46.23399	46.23399	42.89941	0.1564811	0.168156	0	
5.103	42.82747	46.15654	46.15654	42.82747	0.1559211	0.1675623	0	
5.104	42.75568	46.07927	46.07927	42.75568	0.1559211	0.1675623	0	
5.105	42.68406	46.00216	46.00216	42.68406	0.1553638	0.1669712	0	
5.106	42.61261	45.92522	45.92522	42.61261	0.1553638	0.1669712	0	
5.107	42.5413	45.84845	45.84845	42.5413	0.154809	0.1663827	0	
5.108	42.47017	45.77184	45.77184	42.47017	0.154809	0.1663827	0	
5.109	42.39919	45.6954	45.6954	42.39919	0.1542567	0.1657967	0	
5.11	42.32838	45.61914	45.61914	42.32838	0.1542567	0.1657967	0	
5.111	42.25772	45.54304	45.54304	42.25772	0.1537071	0.1652134	0	
5.112	42.18723	45.46709	45.46709	42.18723	0.1537071	0.1652134	0	
5.113	42.11689	45.39132	45.39132	42.11689	0.1531599	0.1646326	0	
5.114	42.04672	45.31572	45.31572	42.04672	0.1531599	0.1646326	0	
5.115	41.9767	45.24027	45.24027	41.9767	0.1526153	0.1640543	0	
5.116	41.90684	45.165	45.165	41.90684	0.1526153	0.1640543	0	
5.117	41.83714	45.08989	45.08989	41.83714	0.1520733	0.1634787	0	
5.118	41.76759	45.01494	45.01494	41.76759	0.1520733	0.1634787	0	
5.119	41.69821	44.94015	44.94015	41.69821	0.1515337	0.1629055	0	
5.12	41.62897	44.86553	44.86553	41.62897	0.1515337	0.1629055	0	
5.121	41.55989	44.79107	44.79107	41.55989	0.1509966	0.1623349	0	
5.122	41.49097	44.71677	44.71677	41.49097	0.1509966	0.1623349	0	
5.123	41.42221	44.64264	44.64264	41.42221	0.150462	0.1617667	0	
5.124	41.3536	44.56866	44.56866	41.3536	0.150462	0.1617667	0	
5.125	41.28514	44.49485	44.49485	41.28514	0.1499299	0.1612011	0	
5.126	41.21684	44.4212	44.4212	41.21684	0.1499299	0.1612011	0	
5.127	41.1487	44.34771	44.34771	41.1487	0.1494002	0.1606379	0	
5.128	41.0807	44.27439	44.27439	41.0807	0.1494002	0.1606379	0	
5.129	41.01286	44.20122	44.20122	41.01286	0.148873	0.1600772	0	
5.13	40.94517	44.1282	44.1282	40.94517	0.148873	0.1600772	0	
5.131	40.87764	44.05536	44.05536	40.87764	0.1483482	0.159519	0	
5.132	40.81026	43.98265	43.98265	40.81026	0.1483482	0.159519	0	
5.133	40.74302	43.91012	43.91012	40.74302	0.1478258	0.1589632	0	
5.134	40.67594	43.83775	43.83775	40.67594	0.1478258	0.1589632	0	
5.135	40.60901	43.76553	43.76553	40.60901	0.1473058	0.1584099	0	
5.136	40.54222	43.69347	43.69347	40.54222	0.1473058	0.1584099	0	
5.137	40.47559	43.62156	43.62156	40.47559	0.1467882	0.157859	0	
5.138	40.40911	43.54981	43.54981	40.40911	0.1467882	0.157859	0	
5.139	40.34277	43.47822	43.47822	40.34277	0.146273	0.1573105	0	
5.14	40.27659	43.40678	43.40678	40.27659	0.146273	0.1573105	0	
5.141	40.21056	43.33551	43.33551	40.21056	0.1457602	0.1567644	0	
5.142	40.14466	43.26438	43.26438	40.14466	0.1457602	0.1567644	0	
5.143	40.07893	43.19341	43.19341	40.07893	0.1452498	0.1562207	0	
5.144	40.01333	43.12259	43.12259	40.01333	0.1452498	0.1562207	0	
5.145	39.94789	43.05193	43.05193	39.94789	0.1447416	0.1556794	0	
5.146	39.88259	42.98141	42.98141	39.88259	0.1447416	0.1556794	0	
5.147	39.81744	42.91106	42.91106	39.81744	0.1442358	0.1551405	0	
5.148	39.75243	42.84087	42.84087	39.75243	0.1442358	0.1551405	0	
5.149	39.68756	42.77081	42.77081	39.68756	0.1437324	0.1546039	0	
5.15	39.62284	42.70091	42.70091	39.62284	0.1437324	0.1546039	0	
5.151	39.55827	42.63116	42.63116	39.55827	0.1432312	0.1540697	0	
5.152	39.49384	42.56157	42.56157	39.49384	0.1432312	0.1540697	0	
5.153	39.42955	42.49213	42.49213	39.42955	0.1427324	0.1535379	0	
5.154	39.36541	42.42284	42.42284	39.36541	0.1427324	0.1535379	0	
5.155	39.30141	42.35369	42.35369	39.30141	0.1422358	0.1530083	0	
5.156	39.23755	42.28469	42.28469	39.23755	0.1422358	0.1530083	0	
5.157	39.17383	42.21585	42.21585	39.17383	0.1417415	0.1524811	0	
5.158	39.11026	42.14716	42.14716	39.11026	0.1417415	0.1524811	0	
5.159	39.04684	42.07862	42.07862	39.04684	0.1412495	0.1519562	0	
5.16	38.98354	42.01022	42.01022	38.98354	0.1412495	0.1519562	0	
5.161	38.92038	41.94197	41.94197	38.92038	0.1407597	0.1514336	0	
5.162	38.85738	41.87387	41.87387	38.85738	0.1407597	0.1514336	0	
5.163	38.79451	41.80592	41.80592	38.79451	0.1402722	0.1509133	0	
5.164	38.73178	41.73811	41.73811	38.73178	0.1402722	0.1509133	0	
5.165	38.66919	41.67046	41.67046	38.66919	0.1397869	0.1503953	0	
5.166	38.60674	41.60295	41.60295	38.60674	0.1397869	0.1503953	0	
5.167	38.54443	41.53558	41.53558	38.54443	0.1393038	0.1498795	0	
5.168	38.48225	41.46836	41.46836	38.48225	0.1393038	0.1498795	0	
5.169	38.42021	41.40128	41.40128	38.42021	0.138823	0.149366	0	
5.17	38.35832	41.33436	41.33436	38.35832	0.138823	0.149366	0	
5.171	38.29656	41.26758	41.26758	38.29656	0.1383443	0.1488547	0	
5.172	38.23492	41.20094	41.20094	38.23492	0.1383443	0.1488547	0	
5.173	38.17345	41.13444	41.13444	38.17345	0.1378678	0.1483457	0	
5.174	38.1121	41.06809	41.06809	38.1121	0.1378678	0.1483457	0	
5.175	38.05088	41.00188	41.00188	38.05088	0.1373935	0.1478389	0	
5.176	37.98981	40.93584	40.93584	37.98981	0.1373935	0.1478389	0	
5.177	37.92888	40.86993	40.86993	37.92888	0.1369214	0.1473343	0	
5.178	37.86811	40.80418	40.80418	37.86811	0.1369214	0.1473343	0	
5.179	37.80747	40.73859	40.73859	37.80747	0.1364514	0.1468319	0	
5.18	37.74699	40.67316	40.67316	37.74699	0.1364514	0.1468319	0	
5.181	37.68667	40.60789	40.60789	37.68667	0.1359836	0.1463318	0	
5.182	37.6265	40.54279	40.54279	37.6265	0.1359836	0.1463318	0	
5.183	37.56649	40.47784	40.47784	37.56649	0.1355179	0.1458338	0	
5.184	37.50664	40.41308	40.41308	37.50664	0.1355179	0.1458338	0	
5.185	37.44695	40.34848	40.34848	37.44695	0.1350544	0.145338	0	
5.186	37.38743	40.28407	40.28407	37.38743	0.1350544	0.145338	0	
5.187	37.32808	40.21983	40.21983	37.32808	0.134593	0.1448445	0	
5.188	37.2689	40.15577	40.15577	37.2689	0.134593	0.1448445	0	
5.189	37.2099	40.0919	40.0919	37.2099	0.1341337	0.1443531	0	
5.19	37.15108	40.02822	40.02822	37.15108	0.1341337	0.1443531	0	
5.191	37.09244	39.96473	39.96473	37.09244	0.1336766	0.1438639	0	
5.192	37.03399	39.90143	39.90143	37.03399	0.1336766	0.1438639	0	
5.193	36.97572	39.83832	39.83832	36.97572	0.1332216	0.1433769	0	
5.194	36.91763	39.77541	39.77541	36.91763	0.1332216	0.1433769	0	
5.195	36.85974	39.7127	39.7127	36.85974	0.1327687	0.1428922	0	
5.196	36.80204	39.6502	39.6502	36.80204	0.1327687	0.1428922	0	
5.197	36.74452	39.58789	39.58789	36.74452	0.132318	0.1424096	0	
5.198	36.68721	39.5258	39.5258	36.68721	0.132318	0.1424096	0	
5.199	36.63008	39.46391	39.46391	36.63008	0.1318695	0.1419292	0	
5.2	36.57318	39.40224	39.40224	36.57318	0.1318695	0.1419292	0	
5.201	36.51646	39.34076	39.34076	36.51646	0.1314231	0.1414511	0	
5.202	36.45995	39.27953	39.27953	36.45995	0.1314231	0.1414511	0	
5.203	36.40365	39.21849	39.21849	36.40365	0.1309788	0.1409752	0	
5.204	36.34755	39.15767	39.15767	36.34755	0.1309788	0.1409752	0	
5.205	36.29167	39.09708	39.09708	36.29167	0.1305367	0.1405015	0	
5.206	36.23599	39.0367	39.0367	36.23599	0.1305367	0.1405015	0	
5.207	36.18052	38.97656	38.97656	36.18052	0.1300969	0.1400301	0	
5.208	36.12527	38.91663	38.91663	36.12527	0.1300969	0.1400301	0	
5.209	36.07022	38.85692	38.85692	36.07022	0.1296591	0.1395609	0	
5.21	36.0154	38.79745	38.79745	36.0154	0.1296591	0.1395609	0	
5.211	35.96079	38.7382	38.7382	35.96079	0.1292236	0.1390939	0	
5.212	35.90641	38.6792	38.6792	35.90641	0.1292236	0.1390939	0	
5.213	35.85223	38.6204	38.6204	35.85223	0.1287903	0.1386293	0	
5.214	35.79828	38.56185	38.56185	35.79828	0.1287903	0.1386293	0	
5.215	35.74453	38.50352	38.50352	35.74453	0.1283591	0.1381669	0	
5.216	35.69104	38.44543	38.44543	35.69104	0.1283591	0.1381669	0	
5.217	35.63774	38.38758	38.38758	35.63774	0.1279302	0.1377068	0	
5.218	35.58469	38.32996	38.32996	35.58469	0.1279302	0.1377068	0	
5.219	35.53183	38.27258	38.27258	35.53183	0.1275035	0.1372491	0	
5.22	35.47921	38.21544	38.21544	35.47921	0.1275035	0.1372491	0	
5.221	35.42683	38.15853	38.15853	35.42683	0.1270791	0.1367936	0	
5.222	35.37467	38.10186	38.10186	35.37467	0.1270791	0.1367936	0	
5.223	35.32272	38.04544	38.04544	35.32272	0.1266568	0.1363404	0	
5.224	35.27102	37.98924	37.98924	35.27102	0.1266568	0.1363404	0	
5.225	35.21952	37.93329	37.93329	35.21952	0.1262369	0.1358896	0	
5.226	35.16827	37.87759	37.87759	35.16827	0.1262369	0.1358896	0	
5.227	35.11724	37.82212	37.82212	35.11724	0.1258192	0.1354412	0	
5.228	35.06646	37.7669	37.7669	35.06646	0.1258192	0.1354412	0	
5.229	35.01588	37.71192	37.71192	35.01588	0.1254037	0.134995	0	
5.23	34.96556	37.65719	37.65719	34.96556	0.1254037	0.134995	0	
5.231	34.91546	37.60269	37.60269	34.91546	0.1249906	0.1345513	0	
5.232	34.86558	37.54846	37.54846	34.86558	0.1249906	0.1345513	0	
5.233	34.81594	37.49445	37.49445	34.81594	0.1245797	0.1341099	0	
5.234	34.76653	37.44069	37.44069	34.76653	0.1245797	0.1341099	0	
5.235	34.71735	37.38718	37.38718	34.71735	0.1241712	0.133671	0	
5.236	34.66841	37.3339	37.3339	34.66841	0.1241712	0.133671	0	
5.237	34.61968	37.28088	37.28088	34.61968	0.1237649	0.1332344	0	
5.238	34.5712	37.2281	37.2281	34.5712	0.1237649	0.1332344	0	
5.239	34.52294	37.17556	37.17556	34.52294	0.123361	0.1328003	0	
5.24	34.47493	37.12328	37.12328	34.47493	0.123361	0.1328003	0	
5.241	34.42714	37.07122	37.07122	34.42714	0.1229594	0.1323685	0	
5.242	34.37959	37.01944	37.01944	34.37959	0.1229594	0.1323685	0	
5.243	34.33225	36.96788	36.96788	34.33225	0.1225602	0.1319392	0	
5.244	34.28516	36.91658	36.91658	34.28516	0.1225602	0.1319392	0	
5.245	34.23829	36.86551	36.86551	34.23829	0.1221633	0.1315124	0	
5.246	34.19166	36.8147	36.8147	34.19166	0.1221633	0.1315124	0	
5.247	34.14525	36.76412	36.76412	34.14525	0.1217687	0.131088	0	
5.248	34.09909	36.71378	36.71378	34.09909	0.1217687	0.131088	0	
5.249	34.05314	36.66369	36.66369	34.05314	0.1213765	0.130666	0	
5.25	34.00744	36.61386	36.61386	34.00744	0.1213765	0.130666	0	
5.251	33.96195	36.56425	36.56425	33.96195	0.1209867	0.1302466	0	
5.252	33.91671	36.5149	36.5149	33.91671	0.1209867	0.1302466	0	
5.253	33.87168	36.46578	36.46578	33.87168	0.1205993	0.1298296	0	
5.254	33.8269	36.41692	36.41692	33.8269	0.1205993	0.1298296	0	
5.255	33.78232	36.36829	36.36829	33.78232	0.1202142	0.1294151	0	
5.256	33.73799	36.3199	36.3199	33.73799	0.1202142	0.1294151	0	
5.257	33.69389	36.27176	36.27176	33.69389	0.1198316	0.1290031	0	
5.258	33.65001	36.22387	36.22387	33.65001	0.1198316	0.1290031	0	
5.259	33.60634	36.1762	36.1762	33.60634	0.1194513	0.1285936	0	
5.26	33.56292	36.1288	36.1288	33.56292	0.1194513	0.1285936	0	
5.261	33.51971	36.0816	36.0816	33.51971	0.1190735	0.1281866	0	
5.262	33.47675	36.03466	36.03466	33.47675	0.1190735	0.1281866	0	
5.263	33.43399	35.98795	35.98795	33.43399	0.118698	0.1277822	0	
5.264	33.39147	35.9415	35.9415	33.39147	0.118698	0.1277822	0	
5.265	33.34917	35.89527	35.89527	33.34917	0.118325	0.1273802	0	
5.266	33.30711	35.8493	35.8493	33.30711	0.118325	0.1273802	0	
5.267	33.26525	35.80355	35.80355	33.26525	0.1179545	0.1269809	0	
5.268	33.22363	35.75804	35.75804	33.22363	0.1179545	0.1269809	0	
5.269	33.18221	35.71275	35.71275	33.18221	0.1175863	0.126584	0	
5.27	33.14103	35.66772	35.66772	33.14103	0.1175863	0.126584	0	
5.271	33.10006	35.62291	35.62291	33.10006	0.1172206	0.1261897	0	
5.272	33.05932	35.57835	35.57835	33.05932	0.1172206	0.1261897	0	
5.273	33.01879	35.53399	35.53399	33.01879	0.1168573	0.1257979	0	
5.274	32.97849	35.48989	35.48989	32.97849	0.1168573	0.1257979	0	
5.275	32.93839	35.44602	35.44602	32.93839	0.1164965	0.1254087	0	
5.276	32.89853	35.40237	35.40237	32.89853	0.1164965	0.1254087	0	
5.277	32.85886	35.35896	35.35896	32.85886	0.1161381	0.1250221	0	
5.278	32.81944	35.3158	35.3158	32.81944	0.1161381	0.1250221	0	
5.279	32.78021	35.27283	35.27283	32.78021	0.1157821	0.124638	0	
5.28	32.7412	35.23011	35.23011	32.7412	0.1157821	0.124638	0	
5.281	32.7024	35.18761	35.18761	32.7024	0.1154286	0.1242565	0	
5.282	32.66383	35.14534	35.14534	32.66383	0.1154286	0.1242565	0	
5.283	32.62543	35.10328	35.10328	32.62543	0.1150776	0.1238776	0	
5.284	32.58727	35.06145	35.06145	32.58727	0.1150776	0.1238776	0	
5.285	32.54929	35.01981	35.01981	32.54929	0.114729	0.1235012	0	
5.286	32.51153	34.97842	34.97842	32.51153	0.114729	0.1235012	0	
5.287	32.47396	34.93723	34.93723	32.47396	0.1143828	0.1231274	0	
5.288	32.4366	34.89625	34.89625	32.4366	0.1143828	0.1231274	0	
5.289	32.39941	34.85548	34.85548	32.39941	0.1140391	0.1227562	0	
5.29	32.36244	34.81492	34.81492	32.36244	0.1140391	0.1227562	0	
5.291	32.32565	34.77456	34.77456	32.32565	0.1136979	0.1223876	0	
5.292	32.28905	34.73441	34.73441	32.28905	0.1136979	0.1223876	0	
5.293	32.25264	34.69444	34.69444	32.25264	0.1133591	0.1220215	0	
5.294	32.21642	34.6547	34.6547	32.21642	0.1133591	0.1220215	0	
5.295	32.18038	34.61514	34.61514	32.18038	0.1130227	0.121658	0	
5.296	32.14453	34.57578	34.57578	32.14453	0.1130227	0.121658	0	
5.297	32.10885	34.5366	34.5366	32.10885	0.1126888	0.121297	0	
5.298	32.07336	34.49763	34.49763	32.07336	0.1126888	0.121297	0	
5.299	32.03803	34.45884	34.45884	32.03803	0.1123573	0.1209386	0	
5.3	32.0029	34.42025	34.42025	32.0029	0.1123573	0.1209386	0	
5.301	31.96793	34.38182	34.38182	31.96793	0.1120282	0.1205827	0	
5.302	31.93314	34.34361	34.34361	31.93314	0.1120282	0.1205827	0	
5.303	31.89851	34.30555	34.30555	31.89851	0.1117016	0.1202294	0	
5.304	31.86406	34.2677	34.2677	31.86406	0.1117016	0.1202294	0	
5.305	31.82976	34.23001	34.23001	31.82976	0.1113773	0.1198786	0	
5.306	31.79565	34.19252	34.19252	31.79565	0.1113773	0.1198786	0	
5.307	31.76168	34.15517	34.15517	31.76168	0.1110555	0.1195303	0	
5.308	31.7279	34.11802	34.11802	31.7279	0.1110555	0.1195303	0	
5.309	31.69426	34.08104	34.08104	31.69426	0.110736	0.1191846	0	
5.31	31.66079	34.04423	34.04423	31.66079	0.110736	0.1191846	0	
5.311	31.62747	34.00758	34.00758	31.62747	0.110419	0.1188414	0	
5.312	31.59431	33.9711	33.9711	31.59431	0.110419	0.1188414	0	
5.313	31.56129	33.93479	33.93479	31.56129	0.1101043	0.1185006	0	
5.314	31.52845	33.89865	33.89865	31.52845	0.1101043	0.1185006	0	
5.315	31.49574	33.86266	33.86266	31.49574	0.1097919	0.1181624	0	
5.316	31.4632	33.82685	33.82685	31.4632	0.1097919	0.1181624	0	
5.317	31.4308	33.79118	33.79118	31.4308	0.1094819	0.1178266	0	
5.318	31.39855	33.75569	33.75569	31.39855	0.1094819	0.1178266	0	
5.319	31.36644	33.72035	33.72035	31.36644	0.1091743	0.1174933	0	
5.32	31.33448	33.68516	33.68516	31.33448	0.1091743	0.1174933	0	
5.321	31.30266	33.65012	33.65012	31.30266	0.108869	0.1171624	0	
5.322	31.27099	33.61525	33.61525	31.27099	0.108869	0.1171624	0	
5.323	31.23945	33.58051	33.58051	31.23945	0.1085659	0.116834	0	
5.324	31.20806	33.54594	33.54594	31.20806	0.1085659	0.116834	0	
5.325	31.1768	33.5115	33.5115	31.1768	0.1082652	0.116508	0	
5.326	31.14567	33.47722	33.47722	31.14567	0.1082652	0.116508	0	
5.327	31.11469	33.44308	33.44308	31.11469	0.1079668	0.1161844	0	
5.328	31.08384	33.4091	33.4091	31.08384	0.1079668	0.1161844	0	
5.329	31.05312	33.37524	33.37524	31.05312	0.1076706	0.1158632	0	
5.33	31.02253	33.34153	33.34153	31.02253	0.1076706	0.1158632	0	
5.331	30.99208	33.30797	33.30797	30.99208	0.1073768	0.1155445	0	
5.332	30.96176	33.27455	33.27455	30.96176	0.1073768	0.1155445	0	
5.333	30.93155	33.24125	33.24125	30.93155	0.1070851	0.1152281	0	
5.334	30.90148	33.20811	33.20811	30.90148	0.1070851	0.1152281	0	
5.335	30.87153	33.17508	33.17508	30.87153	0.1067957	0.114914	0	
5.336	30.84171	33.1422	33.1422	30.84171	0.1067957	0.114914	0	
5.337	30.81202	33.10946	33.10946	30.81202	0.1065085	0.1146023	0	
5.338	30.78244	33.07684	33.07684	30.78244	0.1065085	0.1146023	0	
5.339	30.75299	33.04435	33.04435	30.75299	0.1062235	0.1142929	0	
