Time	A5	A6	A4	A1	A3	A2	PointerY	PointerZ	
6.923	-0.06995801	-0.06999893	-0.06972617	-0.06999925	-0.06991074	-0.06999838	0.5366012	-0.03738144	
6.924	-0.06995801	-0.06999893	-0.06972617	-0.06999925	-0.06991074	-0.06999838	0.5366012	-0.03738144	
6.925	-0.06995799	-0.06999893	-0.06972603	-0.06999925	-0.0699107	-0.06999838	0.5366012	-0.03738144	
6.926	-0.06995799	-0.06999893	-0.06972603	-0.06999925	-0.0699107	-0.06999838	0.5366012	-0.03738144	
6.927001	-0.06995796	-0.06999893	-0.0697259	-0.06999925	-0.06991065	-0.06999838	0.5366012	-0.03738144	
6.928	-0.06995796	-0.06999893	-0.0697259	-0.06999925	-0.06991065	-0.06999838	0.5366012	-0.03738144	
6.929	-0.06995794	-0.06999893	-0.06972577	-0.06999925	-0.06991062	-0.06999838	0.5366012	-0.03738144	
6.93	-0.06995794	-0.06999893	-0.06972577	-0.06999925	-0.06991062	-0.06999838	0.5366012	-0.03738144	
6.931	-0.06995793	-0.06999893	-0.06972564	-0.06999925	-0.06991057	-0.06999838	0.5366012	-0.03738144	
6.932	-0.06995793	-0.06999893	-0.06972564	-0.06999925	-0.06991057	-0.06999838	0.5366012	-0.03738144	
6.933001	-0.0699579	-0.06999893	-0.06972551	-0.06999925	-0.06991053	-0.06999838	0.5366012	-0.03738144	
6.934	-0.0699579	-0.06999893	-0.06972551	-0.06999925	-0.06991053	-0.06999838	0.5366012	-0.03738144	
6.935	-0.06995789	-0.06999893	-0.06972539	-0.06999925	-0.06991049	-0.06999838	0.5366012	-0.03738144	
6.936	-0.06995789	-0.06999893	-0.06972539	-0.06999925	-0.06991049	-0.06999838	0.5366012	-0.03738144	
6.937	-0.06995787	-0.06999893	-0.06972528	-0.06999925	-0.06991045	-0.06999838	0.5366012	-0.03738144	
6.938	-0.06995787	-0.06999893	-0.06972528	-0.06999925	-0.06991045	-0.06999838	0.5366012	-0.03738144	
6.939	-0.06995785	-0.06999893	-0.06972516	-0.06999925	-0.06991041	-0.06999838	0.5366012	-0.03738144	
6.940001	-0.06995785	-0.06999893	-0.06972516	-0.06999925	-0.06991041	-0.06999838	0.5366012	-0.03738144	
6.941	-0.06995784	-0.06999893	-0.06972504	-0.06999925	-0.06991038	-0.06999838	0.5366012	-0.03738144	
6.942	-0.06995784	-0.06999893	-0.06972504	-0.06999925	-0.06991038	-0.06999838	0.5366012	-0.03738144	
6.943	-0.06995782	-0.06999893	-0.06972492	-0.06999925	-0.06991034	-0.06999838	0.5366012	-0.03738144	
6.944	-0.06995782	-0.06999893	-0.06972492	-0.06999925	-0.06991034	-0.06999838	0.5366012	-0.03738144	
6.945	-0.0699578	-0.06999893	-0.06972482	-0.06999925	-0.0699103	-0.06999838	0.5366012	-0.03738144	
6.946	-0.0699578	-0.06999893	-0.06972482	-0.06999925	-0.0699103	-0.06999838	0.5366012	-0.03738144	
6.947001	-0.06995779	-0.06999893	-0.06972471	-0.06999925	-0.06991027	-0.06999838	0.5366012	-0.03738144	
6.948	-0.06995779	-0.06999893	-0.06972471	-0.06999925	-0.06991027	-0.06999838	0.5366012	-0.03738144	
6.949	-0.06995777	-0.06999893	-0.0697246	-0.06999925	-0.06991024	-0.06999838	0.5366012	-0.03738144	
6.95	-0.06995777	-0.06999893	-0.0697246	-0.06999925	-0.06991024	-0.06999838	0.5366012	-0.03738144	
6.951	-0.06995775	-0.06999893	-0.0697245	-0.06999925	-0.0699102	-0.06999838	0.5366012	-0.03738144	
6.952	-0.06995775	-0.06999893	-0.0697245	-0.06999925	-0.0699102	-0.06999838	0.5366012	-0.03738144	
6.953001	-0.06995773	-0.06999893	-0.0697244	-0.06999925	-0.06991017	-0.06999838	0.5366012	-0.03738144	
6.954	-0.06995773	-0.06999893	-0.0697244	-0.06999925	-0.06991017	-0.06999838	0.5366012	-0.03738144	
6.955	-0.06995772	-0.06999893	-0.0697243	-0.06999925	-0.06991013	-0.06999838	0.5366012	-0.03738144	
6.956	-0.06995772	-0.06999893	-0.0697243	-0.06999925	-0.06991013	-0.06999838	0.5366012	-0.03738144	
6.957	-0.0699577	-0.06999893	-0.0697242	-0.06999925	-0.0699101	-0.06999838	0.5366012	-0.03738144	
6.958	-0.0699577	-0.06999893	-0.0697242	-0.06999925	-0.0699101	-0.06999838	0.5366012	-0.03738144	
6.959	-0.06995769	-0.06999893	-0.06972411	-0.06999925	-0.06991007	-0.06999838	0.5366012	-0.03738144	
6.960001	-0.06995769	-0.06999893	-0.06972411	-0.06999925	-0.06991007	-0.06999838	0.5366012	-0.03738144	
6.961	-0.06995767	-0.06999893	-0.06972401	-0.06999925	-0.06991004	-0.06999838	0.5366012	-0.03738144	
6.962	-0.06995767	-0.06999893	-0.06972401	-0.06999925	-0.06991004	-0.06999838	0.5366012	-0.03738144	
6.963	-0.06995766	-0.06999893	-0.06972392	-0.06999925	-0.06991001	-0.06999837	0.5366012	-0.03738144	
6.964	-0.06995766	-0.06999893	-0.06972392	-0.06999925	-0.06991001	-0.06999837	0.5366012	-0.03738144	
6.965	-0.06995765	-0.06999893	-0.06972382	-0.06999925	-0.06990998	-0.06999837	0.5366012	-0.03738144	
6.966001	-0.06995765	-0.06999893	-0.06972382	-0.06999925	-0.06990998	-0.06999837	0.5366012	-0.03738144	
6.967	-0.06995764	-0.06999893	-0.06972374	-0.06999925	-0.06990995	-0.06999837	0.5366012	-0.03738144	
6.968	-0.06995764	-0.06999893	-0.06972374	-0.06999925	-0.06990995	-0.06999837	0.5366012	-0.03738144	
6.969	-0.06995762	-0.06999893	-0.06972365	-0.06999925	-0.06990992	-0.06999837	0.5366012	-0.03738144	
6.97	-0.06995762	-0.06999893	-0.06972365	-0.06999925	-0.06990992	-0.06999837	0.5366012	-0.03738144	
6.971	-0.06995761	-0.06999893	-0.06972356	-0.06999925	-0.06990989	-0.06999837	0.5366012	-0.03738144	
6.972	-0.06995761	-0.06999893	-0.06972356	-0.06999925	-0.06990989	-0.06999837	0.5366012	-0.03738144	
6.973001	-0.0699576	-0.06999893	-0.06972348	-0.06999925	-0.06990987	-0.06999837	0.5366012	-0.03738144	
6.974	-0.0699576	-0.06999893	-0.06972348	-0.06999925	-0.06990987	-0.06999837	0.5366012	-0.03738144	
6.975	-0.06995758	-0.06999893	-0.0697234	-0.06999925	-0.06990984	-0.06999837	0.5366012	-0.03738144	
6.976	-0.06995758	-0.06999893	-0.0697234	-0.06999925	-0.06990984	-0.06999837	0.5366012	-0.03738144	
6.977	-0.06995757	-0.06999893	-0.06972332	-0.06999925	-0.06990982	-0.06999837	0.5366012	-0.03738144	
6.978	-0.06995757	-0.06999893	-0.06972332	-0.06999925	-0.06990982	-0.06999837	0.5366012	-0.03738144	
6.979001	-0.06995756	-0.06999893	-0.06972324	-0.06999925	-0.06990979	-0.06999837	0.5366012	-0.03738144	
6.98	-0.06995756	-0.06999893	-0.06972324	-0.06999925	-0.06990979	-0.06999837	0.5366012	-0.03738144	
6.981	-0.06995755	-0.06999893	-0.06972317	-0.06999925	-0.06990977	-0.06999837	0.5366012	-0.03738144	
6.982	-0.06995755	-0.06999893	-0.06972317	-0.06999925	-0.06990977	-0.06999837	0.5366012	-0.03738144	
6.983	-0.06995754	-0.06999893	-0.06972309	-0.06999925	-0.06990974	-0.06999837	0.5366012	-0.03738144	
6.984	-0.06995754	-0.06999893	-0.06972309	-0.06999925	-0.06990974	-0.06999837	0.5366012	-0.03738144	
6.985	-0.06995752	-0.06999893	-0.06972302	-0.06999925	-0.06990971	-0.06999837	0.5366012	-0.03738144	
6.986001	-0.06995752	-0.06999893	-0.06972302	-0.06999925	-0.06990971	-0.06999837	0.5366012	-0.03738144	
6.987	-0.06995752	-0.06999893	-0.06972294	-0.06999925	-0.06990969	-0.06999837	0.5366012	-0.03738144	
6.988	-0.06995752	-0.06999893	-0.06972294	-0.06999925	-0.06990969	-0.06999837	0.5366012	-0.03738144	
6.989	-0.0699575	-0.06999893	-0.06972287	-0.06999925	-0.06990967	-0.06999837	0.5366012	-0.03738144	
6.99	-0.0699575	-0.06999893	-0.06972287	-0.06999925	-0.06990967	-0.06999837	0.5366012	-0.03738144	
6.991	-0.06995749	-0.06999893	-0.0697228	-0.06999925	-0.06990965	-0.06999837	0.5366012	-0.03738144	
6.992	-0.06995749	-0.06999893	-0.0697228	-0.06999925	-0.06990965	-0.06999837	0.5366012	-0.03738144	
6.993001	-0.06995748	-0.06999893	-0.06972273	-0.06999925	-0.06990962	-0.06999837	0.5366012	-0.03738144	
6.994	-0.06995748	-0.06999893	-0.06972273	-0.06999925	-0.06990962	-0.06999837	0.5366012	-0.03738144	
6.995	-0.06995747	-0.06999893	-0.06972267	-0.06999925	-0.0699096	-0.06999837	0.5366012	-0.03738144	
6.996	-0.06995747	-0.06999893	-0.06972267	-0.06999925	-0.0699096	-0.06999837	0.5366012	-0.03738144	
6.997	-0.06995746	-0.06999893	-0.0697226	-0.06999925	-0.06990958	-0.06999837	0.5366012	-0.03738144	
6.998	-0.06995746	-0.06999893	-0.0697226	-0.06999925	-0.06990958	-0.06999837	0.5366012	-0.03738144	
6.999001	-0.06995745	-0.06999893	-0.06972253	-0.06999925	-0.06990956	-0.06999836	0.5366012	-0.03738144	
7	-0.06995745	-0.06999893	-0.06972253	-0.06999925	-0.06990956	-0.06999836	0.5366012	-0.03738144	
7.001	-0.06995744	-0.06999893	-0.06972247	-0.06999925	-0.06990954	-0.06999836	0.5366184	-0.03738144	
7.002	-0.06995744	-0.06999893	-0.06972247	-0.06999925	-0.06990954	-0.06999836	0.5366524	-0.03738144	
7.003	-0.06995772	-0.06999893	-0.06972427	-0.06999925	-0.06991012	-0.06999838	0.5366855	-0.03738143	
7.004	-0.06995772	-0.06999893	-0.06972427	-0.06999925	-0.06991012	-0.06999838	0.5367176	-0.03738141	
7.005	-0.06995829	-0.06999893	-0.06972804	-0.06999925	-0.06991135	-0.06999839	0.536749	-0.0373814	
7.006001	-0.06995829	-0.06999893	-0.06972804	-0.06999925	-0.06991135	-0.06999839	0.5367798	-0.03738138	
7.007	-0.06995888	-0.06999893	-0.06973188	-0.06999925	-0.0699126	-0.06999841	0.5368101	-0.03738137	
7.008	-0.06995888	-0.06999893	-0.06973188	-0.06999925	-0.0699126	-0.06999841	0.53684	-0.03738136	
7.009	-0.06995948	-0.06999894	-0.06973585	-0.06999925	-0.0699139	-0.06999844	0.5368693	-0.03738135	
7.01	-0.06995948	-0.06999894	-0.06973585	-0.06999925	-0.0699139	-0.06999844	0.5368983	-0.03738134	
7.011	-0.06996011	-0.06999894	-0.06973996	-0.06999925	-0.06991524	-0.06999846	0.5369267	-0.03738132	
7.012001	-0.06996011	-0.06999894	-0.06973996	-0.06999925	-0.06991524	-0.06999846	0.5369548	-0.03738132	
7.013	-0.06996076	-0.06999895	-0.06974418	-0.06999925	-0.06991661	-0.06999848	0.5369824	-0.03738131	
7.014	-0.06996076	-0.06999895	-0.06974418	-0.06999925	-0.06991661	-0.06999848	0.5370096	-0.0373813	
7.015	-0.06996142	-0.06999896	-0.06974853	-0.06999925	-0.06991803	-0.0699985	0.5370364	-0.0373813	
7.016	-0.06996142	-0.06999896	-0.06974853	-0.06999925	-0.06991803	-0.0699985	0.5370626	-0.03738129	
7.017	-0.0699621	-0.06999896	-0.06975296	-0.06999925	-0.06991948	-0.06999853	0.5370886	-0.03738128	
7.018	-0.0699621	-0.06999896	-0.06975296	-0.06999925	-0.06991948	-0.06999853	0.5371141	-0.03738128	
7.019001	-0.06996279	-0.06999896	-0.0697575	-0.06999925	-0.06992096	-0.06999855	0.5371392	-0.03738127	
7.02	-0.06996279	-0.06999896	-0.0697575	-0.06999925	-0.06992096	-0.06999855	0.5371639	-0.03738127	
7.021	-0.0699635	-0.06999897	-0.06976211	-0.06999925	-0.06992246	-0.06999858	0.5371882	-0.03738126	
7.022	-0.0699635	-0.06999897	-0.06976211	-0.06999925	-0.06992246	-0.06999858	0.5372123	-0.03738126	
7.023	-0.06996422	-0.06999898	-0.0697668	-0.06999925	-0.06992399	-0.0699986	0.5372371	-0.03738125	
7.024	-0.06996422	-0.06999898	-0.0697668	-0.06999925	-0.06992399	-0.0699986	0.5372629	-0.03738125	
7.025	-0.06996492	-0.06999898	-0.06977147	-0.06999925	-0.06992551	-0.06999862	0.5372896	-0.03738125	
7.026	-0.06996492	-0.06999898	-0.06977147	-0.06999925	-0.06992551	-0.06999862	0.5373172	-0.03738125	
7.027	-0.06996562	-0.06999899	-0.06977604	-0.06999925	-0.069927	-0.06999864	0.5373459	-0.03738125	
7.028	-0.06996562	-0.06999899	-0.06977604	-0.06999925	-0.069927	-0.06999864	0.5373756	-0.03738126	
7.029	-0.06996631	-0.06999899	-0.06978052	-0.06999925	-0.06992846	-0.06999867	0.5374061	-0.03738126	
7.03	-0.06996631	-0.06999899	-0.06978052	-0.06999925	-0.06992846	-0.06999867	0.5374376	-0.03738126	
7.031	-0.06996698	-0.06999899	-0.06978491	-0.06999925	-0.06992989	-0.0699987	0.5374699	-0.03738127	
7.032001	-0.06996698	-0.06999899	-0.06978491	-0.06999925	-0.06992989	-0.0699987	0.5375029	-0.03738127	
7.033	-0.06996763	-0.069999	-0.06978921	-0.06999925	-0.06993129	-0.06999872	0.5375367	-0.03738127	
7.034	-0.06996763	-0.069999	-0.06978921	-0.06999925	-0.06993129	-0.06999872	0.5375713	-0.03738128	
7.035	-0.06996828	-0.06999901	-0.06979343	-0.06999925	-0.06993267	-0.06999874	0.5376064	-0.03738129	
7.036	-0.06996828	-0.06999901	-0.06979343	-0.06999925	-0.06993267	-0.06999874	0.5376422	-0.0373813	
7.037	-0.06996891	-0.06999901	-0.06979756	-0.06999925	-0.06993401	-0.06999876	0.5376787	-0.03738131	
7.038	-0.06996891	-0.06999901	-0.06979756	-0.06999925	-0.06993401	-0.06999876	0.5377157	-0.03738132	
7.039001	-0.06996953	-0.06999902	-0.06980161	-0.06999925	-0.06993533	-0.06999879	0.5377533	-0.03738132	
7.04	-0.06996953	-0.06999902	-0.06980161	-0.06999925	-0.06993533	-0.06999879	0.5377914	-0.03738133	
7.041	-0.06997014	-0.06999902	-0.06980557	-0.06999925	-0.06993663	-0.0699988	0.5378301	-0.03738134	
7.042	-0.06997014	-0.06999902	-0.06980557	-0.06999925	-0.06993663	-0.0699988	0.5378692	-0.03738135	
7.043	-0.06997073	-0.06999902	-0.06980946	-0.06999925	-0.06993789	-0.06999882	0.5379087	-0.03738136	
7.044	-0.06997073	-0.06999902	-0.06980946	-0.06999925	-0.06993789	-0.06999882	0.5379486	-0.03738138	
7.045001	-0.06997131	-0.06999903	-0.06981327	-0.06999925	-0.06993914	-0.06999885	0.537989	-0.03738139	
7.046	-0.06997131	-0.06999903	-0.06981327	-0.06999925	-0.06993914	-0.06999885	0.5380298	-0.0373814	
7.047	-0.06997188	-0.06999903	-0.06981701	-0.06999925	-0.06994035	-0.06999887	0.5380709	-0.03738141	
7.048	-0.06997188	-0.06999903	-0.06981701	-0.06999925	-0.06994035	-0.06999887	0.5381123	-0.03738142	
7.049	-0.06997244	-0.06999904	-0.06982066	-0.06999925	-0.06994154	-0.06999888	0.5381542	-0.03738144	
7.05	-0.06997244	-0.06999904	-0.06982066	-0.06999925	-0.06994154	-0.06999888	0.5381963	-0.03738145	
7.051	-0.06997298	-0.06999905	-0.06982426	-0.06999925	-0.06994271	-0.06999891	0.5382387	-0.03738146	
7.052001	-0.06997298	-0.06999905	-0.06982426	-0.06999925	-0.06994271	-0.06999891	0.5382814	-0.03738147	
7.053	-0.06997353	-0.06999905	-0.06982777	-0.06999925	-0.06994386	-0.06999892	0.5383245	-0.03738148	
7.054	-0.06997353	-0.06999905	-0.06982777	-0.06999925	-0.06994386	-0.06999892	0.5383677	-0.03738149	
7.055	-0.06997405	-0.06999905	-0.06983121	-0.06999925	-0.06994499	-0.06999894	0.5384112	-0.0373815	
7.056	-0.06997405	-0.06999905	-0.06983121	-0.06999925	-0.06994499	-0.06999894	0.5384549	-0.0373815	
7.057	-0.06997456	-0.06999905	-0.06983459	-0.06999925	-0.06994608	-0.06999896	0.5384989	-0.03738151	
7.058001	-0.06997456	-0.06999905	-0.06983459	-0.06999925	-0.06994608	-0.06999896	0.538543	-0.03738152	
7.059	-0.06997507	-0.06999906	-0.0698379	-0.06999925	-0.06994716	-0.06999897	0.5385874	-0.03738153	
7.06	-0.06997507	-0.06999906	-0.0698379	-0.06999925	-0.06994716	-0.06999897	0.5386319	-0.03738154	
7.061	-0.06997557	-0.06999906	-0.06984114	-0.06999925	-0.06994822	-0.06999899	0.5386767	-0.03738154	
7.062	-0.06997557	-0.06999906	-0.06984114	-0.06999925	-0.06994822	-0.06999899	0.5387216	-0.03738156	
7.063	-0.06997605	-0.06999907	-0.06984431	-0.06999925	-0.06994925	-0.06999901	0.5387666	-0.03738156	
7.064	-0.06997605	-0.06999907	-0.06984431	-0.06999925	-0.06994925	-0.06999901	0.5388119	-0.03738157	
7.065001	-0.06997653	-0.06999907	-0.06984743	-0.06999925	-0.06995027	-0.06999902	0.5388572	-0.03738158	
7.066	-0.06997653	-0.06999907	-0.06984743	-0.06999925	-0.06995027	-0.06999902	0.5389027	-0.03738159	
7.067	-0.06997699	-0.06999908	-0.06985048	-0.06999925	-0.06995127	-0.06999904	0.5389483	-0.0373816	
7.068	-0.06997699	-0.06999908	-0.06985048	-0.06999925	-0.06995127	-0.06999904	0.5389941	-0.03738161	
7.069	-0.06997745	-0.06999908	-0.06985347	-0.06999925	-0.06995223	-0.06999905	0.53904	-0.03738162	
7.07	-0.06997745	-0.06999908	-0.06985347	-0.06999925	-0.06995223	-0.06999905	0.539086	-0.03738163	
7.071	-0.0699779	-0.06999908	-0.06985641	-0.06999925	-0.0699532	-0.06999908	0.5391321	-0.03738163	
7.072001	-0.0699779	-0.06999908	-0.06985641	-0.06999925	-0.0699532	-0.06999908	0.5391783	-0.03738164	
7.073	-0.06997833	-0.06999908	-0.06985927	-0.06999925	-0.06995413	-0.06999909	0.5392246	-0.03738165	
7.074	-0.06997833	-0.06999908	-0.06985927	-0.06999925	-0.06995413	-0.06999909	0.539271	-0.03738165	
7.075	-0.06997877	-0.06999908	-0.06986209	-0.06999925	-0.06995504	-0.06999911	0.5393175	-0.03738166	
7.076	-0.06997877	-0.06999908	-0.06986209	-0.06999925	-0.06995504	-0.06999911	0.539364	-0.03738166	
7.077	-0.06997919	-0.06999909	-0.06986485	-0.06999925	-0.06995595	-0.06999912	0.5394108	-0.03738167	
7.078001	-0.06997919	-0.06999909	-0.06986485	-0.06999925	-0.06995595	-0.06999912	0.5394575	-0.03738168	
7.079	-0.0699796	-0.06999909	-0.06986755	-0.06999925	-0.06995682	-0.06999913	0.5395043	-0.03738168	
7.08	-0.0699796	-0.06999909	-0.06986755	-0.06999925	-0.06995682	-0.06999913	0.5395512	-0.03738169	
7.081	-0.06998	-0.0699991	-0.0698702	-0.06999925	-0.06995769	-0.06999914	0.5395982	-0.03738169	
7.082	-0.06998	-0.0699991	-0.0698702	-0.06999925	-0.06995769	-0.06999914	0.5396451	-0.0373817	
7.083	-0.06998041	-0.0699991	-0.0698728	-0.06999925	-0.06995854	-0.06999916	0.5396922	-0.0373817	
7.084	-0.06998041	-0.0699991	-0.0698728	-0.06999925	-0.06995854	-0.06999916	0.5397394	-0.03738171	
7.085001	-0.06998079	-0.0699991	-0.06987534	-0.06999925	-0.06995936	-0.06999917	0.5397866	-0.03738172	
7.086	-0.06998079	-0.0699991	-0.06987534	-0.06999925	-0.06995936	-0.06999917	0.5398338	-0.03738172	
7.087	-0.06998117	-0.06999911	-0.06987783	-0.06999925	-0.06996018	-0.06999919	0.5398812	-0.03738173	
7.088	-0.06998117	-0.06999911	-0.06987783	-0.06999925	-0.06996018	-0.06999919	0.5399285	-0.03738173	
7.089	-0.06998155	-0.06999911	-0.06988028	-0.06999925	-0.06996097	-0.0699992	0.5399759	-0.03738174	
7.09	-0.06998155	-0.06999911	-0.06988028	-0.06999925	-0.06996097	-0.0699992	0.5400233	-0.03738175	
7.091001	-0.06998191	-0.06999911	-0.06988267	-0.06999925	-0.06996176	-0.06999921	0.5400708	-0.03738175	
7.092	-0.06998191	-0.06999911	-0.06988267	-0.06999925	-0.06996176	-0.06999921	0.5401183	-0.03738176	
7.093	-0.06998227	-0.06999911	-0.06988502	-0.06999925	-0.06996252	-0.06999923	0.5401658	-0.03738176	
7.094	-0.06998227	-0.06999911	-0.06988502	-0.06999925	-0.06996252	-0.06999923	0.5402135	-0.03738176	
7.095	-0.06998262	-0.06999911	-0.06988732	-0.06999925	-0.06996327	-0.06999923	0.5402611	-0.03738176	
7.096	-0.06998262	-0.06999911	-0.06988732	-0.06999925	-0.06996327	-0.06999923	0.5403087	-0.03738177	
7.097	-0.06998297	-0.06999912	-0.06988957	-0.06999925	-0.06996401	-0.06999925	0.5403564	-0.03738177	
7.098001	-0.06998297	-0.06999912	-0.06988957	-0.06999925	-0.06996401	-0.06999925	0.5404041	-0.03738178	
7.099	-0.0699833	-0.06999912	-0.06989178	-0.06999925	-0.06996472	-0.06999926	0.5404519	-0.03738178	
7.1	-0.0699833	-0.06999912	-0.06989178	-0.06999925	-0.06996472	-0.06999926	0.5404996	-0.03738178	
7.101	-0.06998363	-0.06999912	-0.06989394	-0.06999925	-0.06996543	-0.06999927	0.5405474	-0.03738178	
7.102	-0.06998363	-0.06999912	-0.06989394	-0.06999925	-0.06996543	-0.06999927	0.5405952	-0.03738179	
7.103	-0.06998396	-0.06999913	-0.06989606	-0.06999925	-0.06996612	-0.06999929	0.5406431	-0.03738179	
7.104001	-0.06998396	-0.06999913	-0.06989606	-0.06999925	-0.06996612	-0.06999929	0.540691	-0.03738179	
7.105	-0.06998427	-0.06999913	-0.06989814	-0.06999925	-0.0699668	-0.06999929	0.5407388	-0.03738179	
7.106	-0.06998427	-0.06999913	-0.06989814	-0.06999925	-0.0699668	-0.06999929	0.5407867	-0.0373818	
7.107	-0.06998459	-0.06999913	-0.06990018	-0.06999925	-0.06996746	-0.06999931	0.5408346	-0.0373818	
7.108	-0.06998459	-0.06999913	-0.06990018	-0.06999925	-0.06996746	-0.06999931	0.5408825	-0.03738181	
7.109	-0.06998489	-0.06999914	-0.06990217	-0.06999925	-0.06996811	-0.06999931	0.5409305	-0.03738181	
7.11	-0.06998489	-0.06999914	-0.06990217	-0.06999925	-0.06996811	-0.06999931	0.5409785	-0.03738181	
7.111001	-0.06998519	-0.06999914	-0.06990413	-0.06999925	-0.06996875	-0.06999932	0.5410265	-0.03738181	
7.112	-0.06998519	-0.06999914	-0.06990413	-0.06999925	-0.06996875	-0.06999932	0.5410745	-0.03738181	
7.113	-0.06998548	-0.06999914	-0.06990605	-0.06999925	-0.06996938	-0.06999934	0.5411224	-0.03738181	
7.114	-0.06998548	-0.06999914	-0.06990605	-0.06999925	-0.06996938	-0.06999934	0.5411705	-0.03738181	
7.115	-0.06998577	-0.06999914	-0.06990793	-0.06999925	-0.06996999	-0.06999934	0.5412185	-0.03738181	
7.116	-0.06998577	-0.06999914	-0.06990793	-0.06999925	-0.06996999	-0.06999934	0.5412666	-0.03738181	
7.117	-0.06998605	-0.06999914	-0.06990977	-0.06999925	-0.06997059	-0.06999935	0.5413146	-0.03738181	
7.118001	-0.06998605	-0.06999914	-0.06990977	-0.06999925	-0.06997059	-0.06999935	0.5413627	-0.03738181	
7.119	-0.06998633	-0.06999914	-0.06991158	-0.06999925	-0.06997117	-0.06999937	0.5414107	-0.03738181	
7.12	-0.06998633	-0.06999914	-0.06991158	-0.06999925	-0.06997117	-0.06999937	0.5414588	-0.03738181	
7.121	-0.0699866	-0.06999914	-0.06991334	-0.06999925	-0.06997176	-0.06999937	0.5415069	-0.03738181	
7.122	-0.0699866	-0.06999914	-0.06991334	-0.06999925	-0.06997176	-0.06999937	0.541555	-0.03738181	
7.123	-0.06998686	-0.06999915	-0.06991508	-0.06999925	-0.06997232	-0.06999938	0.5416031	-0.03738181	
7.124001	-0.06998686	-0.06999915	-0.06991508	-0.06999925	-0.06997232	-0.06999938	0.5416512	-0.03738181	
7.125	-0.06998712	-0.06999915	-0.06991678	-0.06999925	-0.06997287	-0.06999939	0.5416993	-0.03738181	
7.126	-0.06998712	-0.06999915	-0.06991678	-0.06999925	-0.06997287	-0.06999939	0.5417475	-0.03738181	
7.127	-0.06998737	-0.06999915	-0.06991844	-0.06999925	-0.06997342	-0.0699994	0.5417957	-0.03738181	
7.128	-0.06998737	-0.06999915	-0.06991844	-0.06999925	-0.06997342	-0.0699994	0.5418438	-0.03738181	
7.129	-0.06998762	-0.06999915	-0.06992007	-0.06999925	-0.06997395	-0.06999941	0.541892	-0.03738181	
7.13	-0.06998762	-0.06999915	-0.06992007	-0.06999925	-0.06997395	-0.06999941	0.5419402	-0.03738181	
7.131001	-0.06998787	-0.06999916	-0.06992167	-0.06999925	-0.06997447	-0.06999942	0.5419883	-0.03738181	
7.132	-0.06998787	-0.06999916	-0.06992167	-0.06999925	-0.06997447	-0.06999942	0.5420365	-0.03738181	
7.133	-0.06998811	-0.06999916	-0.06992324	-0.06999925	-0.06997498	-0.06999943	0.5420846	-0.03738181	
7.134	-0.06998811	-0.06999916	-0.06992324	-0.06999925	-0.06997498	-0.06999943	0.5421329	-0.03738181	
7.135	-0.06998834	-0.06999916	-0.06992477	-0.06999925	-0.06997548	-0.06999943	0.5421811	-0.03738181	
7.136	-0.06998834	-0.06999916	-0.06992477	-0.06999925	-0.06997548	-0.06999943	0.5422293	-0.03738181	
7.137001	-0.06998857	-0.06999916	-0.06992628	-0.06999925	-0.06997597	-0.06999944	0.5422775	-0.03738181	
7.138	-0.06998857	-0.06999916	-0.06992628	-0.06999925	-0.06997597	-0.06999944	0.5423257	-0.03738181	
7.139	-0.06998879	-0.06999917	-0.06992775	-0.06999925	-0.06997645	-0.06999945	0.5423739	-0.03738181	
7.14	-0.06998879	-0.06999917	-0.06992775	-0.06999925	-0.06997645	-0.06999945	0.5424221	-0.03738181	
7.141	-0.06998902	-0.06999917	-0.0699292	-0.06999925	-0.06997692	-0.06999946	0.5424703	-0.03738181	
7.142	-0.06998902	-0.06999917	-0.0699292	-0.06999925	-0.06997692	-0.06999946	0.5425186	-0.03738181	
7.143	-0.06998923	-0.06999917	-0.06993061	-0.06999925	-0.06997738	-0.06999946	0.5425667	-0.03738181	
7.144001	-0.06998923	-0.06999917	-0.06993061	-0.06999925	-0.06997738	-0.06999946	0.5426149	-0.03738181	
7.145	-0.06998944	-0.06999917	-0.069932	-0.06999925	-0.06997783	-0.06999947	0.5426632	-0.03738181	
7.146	-0.06998944	-0.06999917	-0.069932	-0.06999925	-0.06997783	-0.06999947	0.5427114	-0.03738181	
7.147	-0.06998965	-0.06999917	-0.06993336	-0.06999925	-0.06997827	-0.06999948	0.5427596	-0.03738181	
7.148	-0.06998965	-0.06999917	-0.06993336	-0.06999925	-0.06997827	-0.06999948	0.5428078	-0.03738181	
7.149	-0.06998986	-0.06999917	-0.06993469	-0.06999925	-0.06997871	-0.06999949	0.542856	-0.03738181	
7.150001	-0.06998986	-0.06999917	-0.06993469	-0.06999925	-0.06997871	-0.06999949	0.5429043	-0.0373818	
7.151	-0.06999005	-0.06999917	-0.069936	-0.06999925	-0.06997914	-0.06999949	0.5429525	-0.0373818	
7.152	-0.06999005	-0.06999917	-0.069936	-0.06999925	-0.06997914	-0.06999949	0.5430008	-0.0373818	
7.153	-0.06999025	-0.06999917	-0.06993727	-0.06999925	-0.06997956	-0.0699995	0.543049	-0.0373818	
7.154	-0.06999025	-0.06999917	-0.06993727	-0.06999925	-0.06997956	-0.0699995	0.5430973	-0.03738179	
