Time	2	Length	Position	
0.133	0	4.913476	0.08652305	
0.134	0	4.912184	0.08781477	
0.135	0	4.910883	0.08911563	
0.136	0	4.909574	0.0904256	
0.137	0	4.908254	0.09174468	
0.138	0	4.906926	0.09307286	
0.139	0	4.905589	0.09441012	
0.14	0	4.904243	0.09575645	
0.141	0	4.902887	0.09711183	
0.142	0	4.901523	0.09847625	
0.143	0	4.900149	0.09984969	
0.144	0	4.898767	0.1012321	
0.145	0	4.897376	0.1026236	
0.146	0	4.895975	0.104024	
0.147	0	4.894566	0.1054335	
0.148	0	4.893147	0.1068518	
0.149	0	4.89172	0.1082792	
0.15	0	4.890284	0.1097154	
0.151	0	4.888838	0.1111606	
0.152	0	4.887384	0.1126146	
0.153	0	4.885921	0.1140776	
0.154	0	4.884449	0.1155494	
0.155	0	4.882969	0.1170301	
0.156	0	4.881479	0.1185196	
0.157	0	4.879981	0.1200179	
0.158	0	4.878474	0.1215251	
0.159	0	4.876958	0.1230411	
0.16	0	4.875433	0.1245658	
0.161	0	4.8739	0.1260993	
0.162	0	4.872357	0.1276416	
0.163	0	4.870807	0.1291926	
0.164	0	4.869247	0.1307523	
0.165	0	4.867678	0.1323207	
0.166	0	4.866101	0.1338978	
0.167	0	4.864515	0.1354836	
0.168	0	4.862921	0.1370781	
0.169	0	4.861318	0.1386812	
0.17	0	4.859706	0.1402929	
0.171	0	4.858086	0.1419132	
0.172	0	4.856457	0.1435421	
0.173	0	4.854819	0.1451796	
0.174	0	4.853173	0.1468257	
0.175	0	4.851519	0.1484803	
0.176	0	4.849855	0.1501435	
0.177	0	4.848184	0.1518151	
0.178	0	4.846504	0.1534953	
0.179	0	4.844815	0.1551839	
0.18	0	4.843118	0.156881	
0.181	0	4.841413	0.1585865	
0.182	0	4.839698	0.1603005	
0.183	0	4.837976	0.1620229	
0.184	0	4.836246	0.1637537	
0.185	0	4.834506	0.1654928	
0.186	0	4.832759	0.1672404	
0.187	0	4.831003	0.1689962	
0.188	0	4.829238	0.1707604	
0.189	0	4.827466	0.1725329	
0.19	0	4.825686	0.1743137	
0.191	0	4.823896	0.1761027	
0.192	0	4.822099	0.1779001	
0.193	0	4.820293	0.1797056	
0.194	0	4.81848	0.1815194	
0.195	0	4.816658	0.1833413	
0.196	0	4.814827	0.1851715	
0.197	0	4.812989	0.1870098	
0.198	0	4.811143	0.1888563	
0.199	0	4.809288	0.1907108	
0.2	0	4.807425	0.1925735	
0.201	0	4.805555	0.1944443	
0.202	0	4.803676	0.1963232	
0.203	0	4.801789	0.1982101	
0.204	0	4.799894	0.2001051	
0.205	0	4.797991	0.202008	
0.206	0	4.79608	0.203919	
0.207	0	4.794161	0.205838	
0.208	0	4.792234	0.2077648	
0.209	0	4.790299	0.2096997	
0.21	0	4.788357	0.2116424	
0.211	0	4.786406	0.2135931	
0.212	0	4.784447	0.2155517	
0.213	0	4.782481	0.2175181	
0.214	0	4.780507	0.2194923	
0.215	0	4.778525	0.2214744	
0.216	0	4.776535	0.2234642	
0.217	0	4.774537	0.2254619	
0.218	0	4.772532	0.2274673	
0.219	0	4.770519	0.2294805	
0.22	0	4.768497	0.2315013	
0.221	0	4.766469	0.2335299	
0.222	0	4.764433	0.2355662	
0.223	0	4.762389	0.2376101	
0.224	0	4.760337	0.2396617	
0.225	0	4.758278	0.2417209	
0.226	0	4.756211	0.2437877	
0.227	0	4.754137	0.2458621	
0.228	0	4.752055	0.247944	
0.229	0	4.749966	0.2500335	
0.23	0	4.747869	0.2521305	
0.231	0	4.745764	0.254235	
0.232	0	4.743652	0.256347	
0.233	0	4.741533	0.2584664	
0.234	0	4.739406	0.2605933	
0.235	0	4.737271	0.2627276	
0.236	0	4.73513	0.2648692	
0.237	0	4.732981	0.2670183	
0.238	0	4.730824	0.2691747	
0.239	0	4.728661	0.2713384	
0.24	0	4.72649	0.2735094	
0.241	0	4.724311	0.2756877	
0.242	0	4.722126	0.2778733	
0.243	0	4.719933	0.2800661	
0.244	0	4.717733	0.2822661	
0.245	0	4.715526	0.2844734	
0.246	0	4.713311	0.2866878	
0.247	0	4.71109	0.2889093	
0.248	0	4.708861	0.291138	
0.249	0	4.706625	0.2933738	
0.25	0	4.704382	0.2956167	
0.251	0	4.702132	0.2978666	
0.252	0	4.699875	0.3001236	
0.253	0	4.697611	0.3023877	
0.254	0	4.69534	0.3046587	
0.255	0	4.693062	0.3069366	
0.256	0	4.690777	0.3092216	
0.257	0	4.688486	0.3115134	
0.258	0	4.686187	0.3138122	
0.259	0	4.683881	0.3161179	
0.26	0	4.681569	0.3184304	
0.261	0	4.679249	0.3207497	
0.262	0	4.676923	0.3230759	
0.263	0	4.67459	0.3254088	
0.264	0	4.672251	0.3277485	
0.265	0	4.669904	0.330095	
0.266	0	4.667551	0.3324482	
0.267	0	4.665191	0.3348081	
0.268	0	4.662825	0.3371746	
0.269	0	4.660451	0.3395478	
0.27	0	4.658072	0.3419276	
0.271	0	4.655685	0.3443141	
0.272	0	4.653292	0.3467071	
0.273	0	4.650892	0.3491066	
0.274	0	4.648486	0.3515127	
0.275	0	4.646074	0.3539253	
0.276	0	4.643655	0.3563444	
0.277	0	4.641229	0.35877	
0.278	0	4.638797	0.361202	
0.279	0	4.636359	0.3636404	
0.28	0	4.633914	0.3660851	
0.281	0	4.631463	0.3685363	
0.282	0	4.629005	0.3709938	
0.283	0	4.626542	0.3734576	
0.284	0	4.624072	0.3759276	
0.285	0	4.621595	0.378404	
0.286	0	4.619112	0.3808866	
0.287	0	4.616624	0.3833753	
0.288	0	4.614129	0.3858703	
0.289	0	4.611628	0.3883715	
0.29	0	4.60912	0.3908788	
0.291	0	4.606607	0.3933922	
0.292	0	4.604087	0.3959117	
0.293	0	4.601562	0.3984373	
0.294	0	4.59903	0.4009688	
0.295	0	4.596493	0.4035065	
0.296	0	4.593949	0.4060501	
0.297	0	4.591399	0.4085996	
0.298	0	4.588844	0.4111551	
0.299	0	4.586283	0.4137165	
0.3	0	4.583715	0.4162838	
0.301	0	4.581142	0.418857	
0.302	0	4.578563	0.421436	
0.303	0	4.575978	0.4240208	
0.304	0	4.573388	0.4266114	
0.305	0	4.570791	0.4292077	
0.306	0	4.568189	0.4318098	
0.307	0	4.565581	0.4344176	
0.308	0	4.562968	0.4370311	
0.309	0	4.560349	0.4396502	
0.31	0	4.557724	0.4422749	
0.311	0	4.555094	0.4449053	
0.312	0	4.552458	0.4475412	
0.313	0	4.549816	0.4501827	
0.314	0	4.547169	0.4528297	
0.315	0	4.544517	0.4554822	
0.316	0	4.541859	0.4581401	
0.317	0	4.539196	0.4608035	
0.318	0	4.536527	0.4634723	
0.319	0	4.533853	0.4661465	
0.32	0	4.531173	0.4688261	
0.321	0	4.528488	0.471511	
0.322	0	4.525798	0.4742012	
0.323	0	4.523102	0.4768967	
0.324	0	4.520401	0.4795975	
0.325	0	4.517695	0.4823035	
0.326	0	4.514985	0.4850146	
0.327	0	4.512268	0.487731	
0.328	0	4.509546	0.4904525	
0.329	0	4.50682	0.4931792	
0.33	0	4.504088	0.4959109	
0.331	0	4.501351	0.4986477	
0.332	0	4.49861	0.5013895	
0.333	0	4.495863	0.5041363	
0.334	0	4.493111	0.5068882	
0.335	0	4.490354	0.5096449	
0.336	0	4.487592	0.5124066	
0.337	0	4.484826	0.5151733	
0.338	0	4.482054	0.5179448	
0.339	0	4.479278	0.5207211	
0.34	0	4.476497	0.5235022	
0.341	0	4.473711	0.5262882	
0.342	0	4.47092	0.5290788	
0.343	0	4.468125	0.5318743	
0.344	0	4.465324	0.5346745	
0.345	0	4.46252	0.5374793	
0.346	0	4.45971	0.5402887	
0.347	0	4.456896	0.5431029	
0.348	0	4.454078	0.5459216	
0.349	0	4.451254	0.5487449	
0.35	0	4.448426	0.5515727	
0.351	0	4.445594	0.554405	
0.352	0	4.442757	0.5572418	
0.353	0	4.439916	0.560083	
0.354	0	4.43707	0.5629287	
0.355	0	4.43422	0.5657788	
0.356	0	4.431366	0.5686333	
0.357	0	4.428507	0.571492	
0.358	0	4.425644	0.5743551	
0.359	0	4.422777	0.5772225	
0.36	0	4.419905	0.5800942	
0.361	0	4.417029	0.58297	
0.362	0	4.414149	0.5858501	
0.363	0	4.411265	0.5887343	
0.364	0	4.408376	0.5916227	
0.365	0	4.405484	0.5945151	
0.366	0	4.402587	0.5974117	
0.367	0	4.399687	0.6003123	
0.368	0	4.396782	0.6032169	
0.369	0	4.393873	0.6061256	
0.37	0	4.390961	0.6090382	
0.371	0	4.388044	0.6119547	
0.372	0	4.385124	0.6148751	
0.373	0	4.3822	0.6177995	
0.374	0	4.379272	0.6207276	
0.375	0	4.376339	0.6236596	
0.376	0	4.373404	0.6265954	
0.377	0	4.370464	0.6295349	
0.378	0	4.367521	0.6324782	
0.379	0	4.364574	0.6354252	
0.38	0	4.361623	0.6383758	
0.381	0	4.358669	0.6413301	
0.382	0	4.355711	0.644288	
0.383	0	4.352749	0.6472495	
0.384	0	4.349784	0.6502146	
0.385	0	4.346816	0.6531831	
0.386	0	4.343844	0.6561552	
0.387	0	4.340868	0.6591307	
0.388	0	4.337889	0.6621097	
0.389	0	4.334907	0.6650921	
0.39	0	4.331921	0.6680778	
0.391	0	4.328932	0.6710669	
0.392	0	4.32594	0.6740593	
0.393	0	4.322944	0.6770551	
0.394	0	4.319945	0.680054	
0.395	0	4.316943	0.6830562	
0.396	0	4.313938	0.6860616	
0.397	0	4.310929	0.6890701	
0.398	0	4.307917	0.6920818	
0.399	0	4.304903	0.6950966	
0.4	0	4.301885	0.6981145	
0.401	0	4.298863	0.7011355	
0.402	0	4.29584	0.7041594	
0.403	0	4.292813	0.7071863	
0.404	0	4.289783	0.7102162	
0.405	0	4.28675	0.713249	
0.406	0	4.283714	0.7162847	
0.407	0	4.280676	0.7193233	
0.408	0	4.277635	0.7223647	
0.409	0	4.27459	0.7254089	
0.41	0	4.271543	0.7284558	
0.411	0	4.268494	0.7315056	
0.412	0	4.265441	0.734558	
0.413	0	4.262386	0.7376132	
0.414	0	4.259328	0.740671	
0.415	0	4.256268	0.7437314	
0.416	0	4.253205	0.7467943	
0.417	0	4.250139	0.7498599	
0.418	0	4.247071	0.752928	
0.419	0	4.244	0.7559986	
0.42	0	4.240928	0.7590716	
0.421	0	4.237852	0.7621471	
0.422	0	4.234774	0.765225	
0.423	0	4.231694	0.7683052	
0.424	0	4.228611	0.7713879	
0.425	0	4.225526	0.7744728	
0.426	0	4.222439	0.7775601	
0.427	0	4.219349	0.7806495	
0.428	0	4.216258	0.7837412	
0.429	0	4.213164	0.7868351	
0.43	0	4.210068	0.7899312	
0.431	0	4.20697	0.7930294	
0.432	0	4.203869	0.7961296	
0.433	0	4.200767	0.799232	
0.434	0	4.197663	0.8023364	
0.435	0	4.194556	0.8054428	
0.436	0	4.191448	0.8085512	
0.437	0	4.188337	0.8116615	
0.438	0	4.185225	0.8147737	
0.439	0	4.182111	0.8178878	
0.44	0	4.178995	0.8210037	
0.441	0	4.175878	0.8241215	
0.442	0	4.172758	0.827241	
0.443	0	4.169637	0.8303623	
0.444	0	4.166513	0.8334854	
0.445	0	4.163389	0.8366101	
0.446	0	4.160263	0.8397365	
0.447	0	4.157135	0.8428645	
0.448	0	4.154005	0.8459941	
0.449	0	4.150874	0.8491253	
0.45	0	4.147741	0.8522581	
0.451	0	4.144607	0.8553923	
0.452	0	4.141471	0.8585281	
0.453	0	4.138334	0.8616652	
0.454	0	4.135195	0.8648039	
0.455	0	4.132055	0.8679438	
0.456	0	4.128914	0.8710851	
0.457	0	4.125772	0.8742278	
0.458	0	4.122627	0.8773717	
0.459	0	4.119482	0.8805168	
0.46	0	4.116336	0.8836632	
0.461	0	4.113188	0.8868108	
0.462	0	4.11004	0.8899596	
0.463	0	4.10689	0.8931094	
0.464	0	4.103739	0.8962604	
0.465	0	4.100586	0.8994125	
0.466	0	4.097434	0.9025656	
0.467	0	4.094279	0.9057197	
0.468	0	4.091125	0.9088748	
0.469	0	4.087968	0.9120308	
0.47	0	4.084811	0.9151877	
0.471	0	4.081654	0.9183455	
0.472	0	4.078495	0.9215041	
0.473	0	4.075336	0.9246635	
0.474	0	4.072175	0.9278238	
0.475	0	4.069015	0.9309847	
0.476	0	4.065853	0.9341464	
0.477	0	4.06269	0.9373088	
0.478	0	4.059527	0.9404718	
0.479	0	4.056364	0.9436355	
0.48	0	4.053199	0.9467998	
0.481	0	4.050035	0.9499646	
0.482	0	4.046869	0.9531299	
0.483	0	4.043703	0.9562958	
0.484	0	4.040537	0.9594621	
0.485	0	4.03737	0.9626288	
0.486	0	4.034203	0.965796	
0.487	0	4.031035	0.9689635	
0.488	0	4.027868	0.9721314	
0.489	0	4.0247	0.9752995	
0.49	0	4.021531	0.978468	
0.491	0	4.018363	0.9816367	
0.492	0	4.015193	0.9848056	
0.493	0	4.012024	0.9879748	
0.494	0	4.008855	0.991144	
0.495	0	4.005686	0.9943134	
0.496	0	4.002516	0.9974828	
0.497	0	3.999347	1.000652	
0.498	0	3.996177	1.003822	
0.499	0	3.993008	1.006991	
0.5	0	3.989838	1.010161	
0.501	0	3.986669	1.01333	
0.502	0	3.9835	1.0165	
0.503	0	3.98033	1.019669	
0.504	0	3.977161	1.022838	
0.505	0	3.973992	1.026007	
0.506	0	3.970824	1.029175	
0.507	0	3.967655	1.032344	
0.508	0	3.964488	1.035512	
0.509	0	3.96132	1.038679	
0.5100001	0	3.958152	1.041847	
0.511	0	3.954985	1.045014	
0.512	0	3.951819	1.04818	
0.513	0	3.948653	1.051346	
0.514	0	3.945487	1.054512	
0.515	0	3.942322	1.057677	
0.516	0	3.939157	1.060842	
0.517	0	3.935994	1.064005	
0.518	0	3.93283	1.067169	
0.5190001	0	3.929667	1.070332	
0.52	0	3.926506	1.073494	
0.521	0	3.923344	1.076655	
0.522	0	3.920184	1.079816	
0.523	0	3.917024	1.082975	
0.524	0	3.913865	1.086134	
0.525	0	3.910707	1.089293	
0.526	0	3.907549	1.09245	
0.527	0	3.904393	1.095606	
0.528	0	3.901237	1.098762	
0.529	0	3.898083	1.101916	
0.53	0	3.894929	1.10507	
0.531	0	3.891777	1.108222	
0.532	0	3.888625	1.111374	
0.5330001	0	3.885475	1.114524	
0.534	0	3.882326	1.117673	
0.535	0	3.879178	1.120821	
0.536	0	3.876031	1.123968	
0.537	0	3.872885	1.127114	
0.538	0	3.86974	1.130259	
0.539	0	3.866597	1.133402	
0.54	0	3.863455	1.136544	
0.541	0	3.860315	1.139684	
0.5420001	0	3.857176	1.142823	
0.543	0	3.854038	1.145961	
0.544	0	3.850901	1.149098	
0.545	0	3.847766	1.152233	
0.546	0	3.844633	1.155366	
0.5470001	0	3.841501	1.158498	
0.548	0	3.838371	1.161628	
0.549	0	3.835242	1.164757	
0.55	0	3.832115	1.167884	
0.551	0	3.82899	1.17101	
0.552	0	3.825866	1.174133	
0.553	0	3.822743	1.177256	
0.554	0	3.819623	1.180376	
0.555	0	3.816504	1.183494	
0.5560001	0	3.813388	1.186611	
0.557	0	3.810273	1.189726	
0.558	0	3.80716	1.192839	
0.559	0	3.804049	1.19595	
0.56	0	3.80094	1.199059	
0.561	0	3.797832	1.202167	
0.562	0	3.794727	1.205272	
0.563	0	3.791624	1.208375	
0.564	0	3.788522	1.211477	
0.565	0	3.785423	1.214576	
0.566	0	3.782326	1.217673	
0.567	0	3.779232	1.220768	
0.568	0	3.776139	1.22386	
0.569	0	3.773048	1.226951	
0.5700001	0	3.76996	1.230039	
0.571	0	3.766874	1.233125	
0.572	0	3.76379	1.236209	
0.573	0	3.760709	1.23929	
0.574	0	3.75763	1.242369	
0.575	0	3.754554	1.245445	
0.576	0	3.751479	1.24852	
0.577	0	3.748408	1.251591	
0.578	0	3.745338	1.25466	
0.5790001	0	3.742272	1.257727	
0.58	0	3.739208	1.260791	
0.581	0	3.736146	1.263853	
0.582	0	3.733087	1.266912	
0.583	0	3.730031	1.269968	
0.5840001	0	3.726977	1.273022	
0.585	0	3.723927	1.276073	
0.586	0	3.720878	1.279121	
0.587	0	3.717833	1.282166	
0.588	0	3.71479	1.285209	
0.589	0	3.71175	1.288249	
0.59	0	3.708713	1.291286	
0.591	0	3.705679	1.29432	
0.592	0	3.702648	1.297351	
0.5930001	0	3.69962	1.300379	
0.594	0	3.696594	1.303405	
0.595	0	3.693572	1.306427	
0.596	0	3.690553	1.309446	
0.597	0	3.687537	1.312462	
0.598	0	3.684524	1.315475	
0.599	0	3.681514	1.318485	
0.6	0	3.678507	1.321492	
0.601	0	3.675504	1.324495	
0.6020001	0	3.672503	1.327496	
0.603	0	3.669506	1.330493	
0.604	0	3.666512	1.333487	
0.605	0	3.663522	1.336477	
0.606	0	3.660535	1.339464	
0.6070001	0	3.657551	1.342448	
0.608	0	3.65457	1.345429	
0.609	0	3.651593	1.348406	
0.61	0	3.64862	1.351379	
0.611	0	3.64565	1.354349	
0.612	0	3.642683	1.357316	
0.613	0	3.63972	1.360279	
0.614	0	3.636761	1.363238	
0.615	0	3.633805	1.366194	
0.6160001	0	3.630853	1.369146	
0.617	0	3.627904	1.372095	
0.618	0	3.624959	1.37504	
0.619	0	3.622018	1.377981	
0.62	0	3.619081	1.380918	
0.6210001	0	3.616148	1.383852	
0.622	0	3.613218	1.386781	
0.623	0	3.610292	1.389707	
0.624	0	3.60737	1.392629	
0.625	0	3.604452	1.395548	
0.626	0	3.601537	1.398462	
0.627	0	3.598627	1.401372	
0.628	0	3.595721	1.404278	
0.629	0	3.592818	1.407181	
0.6300001	0	3.58992	1.410079	
0.631	0	3.587026	1.412973	
0.632	0	3.584136	1.415863	
0.633	0	3.58125	1.418749	
0.634	0	3.578368	1.421631	
0.6350001	0	3.575491	1.424508	
0.636	0	3.572618	1.427382	
0.637	0	3.569748	1.430251	
0.638	0	3.566884	1.433115	
0.6390001	0	3.564023	1.435976	
0.64	0	3.561167	1.438832	
0.641	0	3.558315	1.441684	
0.642	0	3.555468	1.444531	
0.643	0	3.552625	1.447374	
0.6440001	0	3.549786	1.450213	
0.645	0	3.546952	1.453047	
0.646	0	3.544122	1.455877	
0.647	0	3.541297	1.458702	
0.648	0	3.538477	1.461522	
0.649	0	3.535661	1.464338	
0.65	0	3.53285	1.467149	
0.651	0	3.530043	1.469956	
0.652	0	3.527241	1.472758	
0.6530001	0	3.524444	1.475555	
0.654	0	3.521651	1.478348	
0.655	0	3.518863	1.481136	
0.656	0	3.51608	1.483919	
0.657	0	3.513302	1.486697	
0.6580001	0	3.510529	1.48947	
0.659	0	3.507761	1.492239	
0.66	0	3.504997	1.495002	
0.661	0	3.502238	1.497761	
0.6620001	0	3.499485	1.500515	
0.663	0	3.496736	1.503263	
0.664	0	3.493992	1.506007	
0.665	0	3.491253	1.508746	
0.666	0	3.48852	1.511479	
0.6670001	0	3.485791	1.514208	
0.668	0	3.483068	1.516931	
0.669	0	3.48035	1.51965	
0.67	0	3.477636	1.522363	
0.671	0	3.474929	1.52507	
0.6720001	0	3.472226	1.527773	
0.673	0	3.469528	1.530471	
0.674	0	3.466836	1.533163	
0.675	0	3.464149	1.53585	
0.6760001	0	3.461468	1.538531	
0.677	0	3.458792	1.541207	
0.678	0	3.456121	1.543878	
0.679	0	3.453456	1.546543	
0.68	0	3.450796	1.549203	
0.6810001	0	3.448142	1.551858	
0.682	0	3.445493	1.554507	
0.683	0	3.442849	1.55715	
0.684	0	3.440211	1.559788	
0.6850001	0	3.437579	1.56242	
0.686	0	3.434952	1.565047	
0.687	0	3.432331	1.567668	
0.688	0	3.429716	1.570283	
0.689	0	3.427106	1.572893	
0.6900001	0	3.424502	1.575497	
0.691	0	3.421904	1.578095	
0.692	0	3.419311	1.580688	
0.693	0	3.416724	1.583275	
0.694	0	3.414144	1.585856	
0.6950001	0	3.411568	1.588431	
0.696	0	3.408999	1.591	
0.697	0	3.406436	1.593563	
0.698	0	3.403878	1.596121	
0.6990001	0	3.401327	1.598672	
0.7	0	3.398781	1.601218	
0.701	0	3.396242	1.603757	
0.702	0	3.393708	1.606291	
0.703	0	3.391181	1.608818	
0.7040001	0	3.388659	1.61134	
0.705	0	3.386144	1.613855	
0.706	0	3.383635	1.616364	
0.707	0	3.381132	1.618868	
0.708	0	3.378634	1.621364	
0.7090001	0	3.376144	1.623855	
0.71	0	3.373659	1.62634	
0.711	0	3.371181	1.628818	
0.712	0	3.368709	1.63129	
0.7130001	0	3.366243	1.633756	
0.714	0	3.363784	1.636215	
0.715	0	3.361331	1.638668	
0.716	0	3.358884	1.641115	
0.717	0	3.356444	1.643555	
0.7180001	0	3.35401	1.645989	
0.719	0	3.351582	1.648417	
0.72	0	3.349161	1.650838	
0.721	0	3.346747	1.653252	
0.7220001	0	3.344339	1.65566	
0.723	0	3.341937	1.658062	
0.724	0	3.339542	1.660457	
0.725	0	3.337154	1.662845	
0.726	0	3.334772	1.665227	
0.7270001	0	3.332397	1.667602	
0.728	0	3.330029	1.66997	
0.729	0	3.327667	1.672332	
0.73	0	3.325312	1.674687	
0.731	0	3.322963	1.677036	
0.7320001	0	3.320622	1.679377	
0.733	0	3.318287	1.681712	
0.734	0	3.315959	1.68404	
0.735	0	3.313638	1.686361	
0.7360001	0	3.311323	1.688676	
0.737	0	3.309016	1.690983	
0.738	0	3.306715	1.693284	
0.739	0	3.304421	1.695578	
0.74	0	3.302135	1.697864	
0.7410001	0	3.299855	1.700144	
0.742	0	3.297582	1.702417	
0.743	0	3.295316	1.704683	
0.744	0	3.293057	1.706941	
0.7450001	0	3.290806	1.709193	
0.7460001	0	3.288561	1.711438	
0.747	0	3.286324	1.713675	
0.748	0	3.284093	1.715906	
0.749	0	3.28187	1.718129	
0.7500001	0	3.279654	1.720346	
0.751	0	3.277444	1.722555	
0.752	0	3.275243	1.724756	
0.753	0	3.273048	1.726951	
0.754	0	3.270861	1.729138	
0.7550001	0	3.268681	1.731318	
0.756	0	3.266508	1.733491	
0.757	0	3.264343	1.735656	
0.758	0	3.262185	1.737814	
0.7590001	0	3.260034	1.739965	
0.7600001	0	3.257891	1.742108	
0.761	0	3.255754	1.744244	
0.762	0	3.253626	1.746373	
0.763	0	3.251505	1.748494	
0.7640001	0	3.249392	1.750608	
0.765	0	3.247285	1.752714	
0.766	0	3.245187	1.754812	
0.767	0	3.243096	1.756903	
0.768	0	3.241012	1.758987	
0.7690001	0	3.238936	1.761063	
0.77	0	3.236868	1.763131	
0.771	0	3.234807	1.765192	
0.772	0	3.232754	1.767245	
0.7730001	0	3.230709	1.769291	
0.774	0	3.228671	1.771328	
0.775	0	3.226641	1.773358	
0.776	0	3.224618	1.775381	
0.777	0	3.222604	1.777395	
0.7780001	0	3.220597	1.779402	
0.779	0	3.218597	1.781402	
0.78	0	3.216606	1.783393	
0.781	0	3.214623	1.785376	
0.7820001	0	3.212647	1.787352	
0.7830001	0	3.210679	1.78932	
0.784	0	3.208719	1.79128	
0.785	0	3.206767	1.793232	
0.786	0	3.204823	1.795176	
