Time	1FF	2FF	2Vm	1Vm	1Ie	2Ii	
0.776	0.8998131	0	-0.03980373	0.05998754	6E-09	5E-09	
0.7780001	0.8998504	0	-0.03983925	0.05999003	6E-09	5E-09	
0.78	0.8998803	0	-0.0398684	0.05999202	6E-09	5E-09	
0.7820001	0.8999043	0	-0.03989233	0.05999362	6E-09	5E-09	
0.784	0.8999234	0	-0.03991195	0.0599949	6E-09	5E-09	
0.786	0.8999388	0	-0.03992803	0.05999592	6E-09	5E-09	
0.788	0.899951	0	-0.0399412	0.05999673	6E-09	5E-09	
0.79	0.8999608	0	-0.03995198	0.05999738	6E-09	5E-09	
0.7920001	0.8999686	0	-0.03996079	0.05999791	6E-09	5E-09	
0.794	0.8999749	0	-0.03996801	0.05999833	6E-09	5E-09	
0.7960001	0.8999799	0	-0.0399739	0.05999866	6E-09	5E-09	
0.798	0.8999839	0	-0.03997872	0.05999893	6E-09	5E-09	
0.8	0.8999871	0	-0.03998265	0.05999914	0	5E-09	
0.802	0.7199897	0	-0.03998587	0.04799931	0	5E-09	
0.804	0.5759917	0	-0.03638849	0.03839945	0	5E-09	
0.8060001	0.4607934	0	-0.03063062	0.03071956	0	5E-09	
0.808	0.3686347	0	-0.02372037	0.02457565	0	5E-09	
0.8100001	0.2949077	0	-0.01634899	0.01966052	0	5E-09	
0.812	0.2359262	0	-0.008977344	0.01572841	0	5E-09	
0.814	0.188741	0	-0.0019004	0.01258273	0	5E-09	
0.816	0.1509928	0.04704861	0.004704861	0.01006619	0	5E-09	
0.818	0.1207942	0.1074403	0.01074403	0.008052948	0	5E-09	
0.8200001	0.09663537	0.1617934	0.01617934	0.006442358	0	5E-09	
0.822	0.0773083	0.2101077	0.02101077	0.005153887	0	5E-09	
0.8240001	0.06184664	0.2526245	0.02526245	0.004123109	0	5E-09	
0.826	0.04947731	0.2897303	0.02897302	0.003298488	0	5E-09	
0.8280001	0.03958185	0.3218887	0.03218887	0.00263879	0	5E-09	
0.83	0.03166548	0.3495946	0.03495946	0.002111032	0	5E-09	
0.832	0.02533238	0.3733426	0.03733426	0.001688825	0	5E-09	
0.8340001	0.02026591	0.3936076	0.03936076	0.00135106	0	5E-09	
0.836	0.01621272	0.4108329	0.04108329	0.001080848	0	5E-09	
0.8380001	0.01297018	0.4254237	0.04254238	0.0008646786	0	5E-09	
0.84	0.01037614	0.437745	0.0437745	0.0006917429	0	5E-09	
0.8420001	0.008300914	0.4481208	0.04481208	0.0005533943	0	5E-09	
0.844	0.006640732	0.4568364	0.04568364	0.0004427154	0	5E-09	
0.846	0.005312586	0.464141	0.0464141	0.0003541724	0	5E-09	
0.848	0.004250068	0.4702502	0.04702502	0.0002833379	0	5E-09	
0.85	0.003400055	0.4753502	0.04753502	0.0002266703	0	5E-09	
0.8520001	0.002720044	0.4796001	0.04796001	0.0001813362	0	5E-09	
0.854	0.002176035	0.4831361	0.04831361	0.000145069	0	5E-09	
0.8560001	0.001740828	0.4860737	0.04860737	0.0001160552	0	5E-09	
0.858	0.001392662	0.4885108	0.04885108	9.284416E-05	0	5E-09	
0.86	0.00111413	0.4905301	0.04905301	7.427533E-05	0	5E-09	
0.862	0.0008913039	0.4922012	0.04922012	5.942026E-05	0	5E-09	
0.864	0.0007130431	0.4935827	0.04935827	4.753621E-05	0	5E-09	
0.8660001	0.0005704344	0.4947236	0.04947235	3.802896E-05	0	5E-09	
0.868	0.0004563476	0.4956647	0.04956647	3.042317E-05	0	5E-09	
0.8700001	0.000365078	0.4964405	0.04964405	2.433854E-05	0	5E-09	
0.872	0.0002920624	0.4970794	0.04970794	1.947083E-05	0	5E-09	
0.874	0.0002336499	0.4976051	0.04976051	1.557666E-05	0	5E-09	
0.876	0.00018692	0.4980374	0.04980374	1.246133E-05	0	5E-09	
0.878	0.000149536	0.4983925	0.04983925	9.969064E-06	0	5E-09	
0.8800001	0.0001196288	0.4986841	0.04986841	7.975251E-06	0	5E-09	
0.882	9.570301E-05	0.4989234	0.04989234	6.380201E-06	0	5E-09	
0.8840001	7.656241E-05	0.4991195	0.04991195	5.104161E-06	0	5E-09	
0.886	6.124993E-05	0.4992803	0.04992803	4.083328E-06	0	5E-09	
0.8880001	4.899994E-05	0.499412	0.0499412	3.266663E-06	0	5E-09	
0.89	3.919995E-05	0.4995198	0.04995198	2.61333E-06	0	5E-09	
0.892	3.135996E-05	0.499608	0.0499608	2.090664E-06	0	5E-09	
0.8940001	2.508797E-05	0.4996801	0.04996801	1.672531E-06	0	5E-09	
0.896	2.007037E-05	0.4997391	0.04997391	1.338025E-06	0	5E-09	
0.8980001	1.60563E-05	0.4997873	0.04997873	1.07042E-06	0	5E-09	
0.9	1.284504E-05	0.4998266	0.04998266	8.563359E-07	8E-09	5E-09	
0.9020001	0.2400103	0.4998587	0.04998587	0.01600069	8E-09	5E-09	
0.904	0.4320082	0.4518849	0.04518849	0.02880055	8E-09	5E-09	
0.906	0.5856066	0.3751063	0.03751063	0.03904044	8E-09	5E-09	
0.9080001	0.7084853	0.2829637	0.02829637	0.04723235	8E-09	5E-09	
0.91	0.8067883	0.1846739	0.01846739	0.05378588	8E-09	5E-09	
0.9120001	0.8854306	0.08638147	0.008638146	0.05902871	8E-09	5E-09	
0.914	0.9483445	0	-0.0007980969	0.06322297	8E-09	5E-09	
0.9160001	0.9986756	0	-0.009605369	0.06657837	8E-09	5E-09	
0.918	1	0	-0.01765781	0.0692627	8E-09	5E-09	
0.92	1	0	-0.02412624	0.07141016	8E-09	5E-09	
0.9220001	1	0	-0.029301	0.07312813	8E-09	5E-09	
0.924	1	0	-0.0334408	0.0745025	8E-09	5E-09	
0.9260001	1	0	-0.03675264	0.07560199	8E-09	5E-09	
0.928	1	0	-0.03940211	0.0764816	8E-09	5E-09	
0.9300001	1	0	-0.04152169	0.07718527	8E-09	5E-09	
0.932	1	0	-0.04321735	0.07774822	8E-09	5E-09	
0.934	1	0	-0.04457388	0.07819857	8E-09	5E-09	
0.936	1	0	-0.0456591	0.07855886	8E-09	5E-09	
0.938	1	0	-0.04652728	0.07884709	8E-09	5E-09	
0.9400001	1	0	-0.04722182	0.07907767	8E-09	5E-09	
0.942	1	0	-0.04777746	0.07926214	8E-09	5E-09	
0.9440001	1	0	-0.04822197	0.07940971	8E-09	5E-09	
0.946	1	0	-0.04857757	0.07952777	8E-09	5E-09	
0.9480001	1	0	-0.04886206	0.07962221	8E-09	5E-09	
0.95	1	0	-0.04908965	0.07969777	8E-09	5E-09	
0.952	1	0	-0.04927172	0.07975821	8E-09	5E-09	
0.9540001	1	0	-0.04941737	0.07980657	8E-09	5E-09	
0.956	1	0	-0.0495339	0.07984525	8E-09	5E-09	
0.9580001	1	0	-0.04962712	0.0798762	8E-09	5E-09	
0.96	1	0	-0.04970169	0.07990096	8E-09	5E-09	
0.9620001	1	0	-0.04976135	0.07992077	8E-09	5E-09	
0.964	1	0	-0.04980908	0.07993662	8E-09	5E-09	
0.966	1	0	-0.04984727	0.07994929	8E-09	5E-09	
0.9680001	1	0	-0.04987781	0.07995943	8E-09	5E-09	
0.97	1	0	-0.04990225	0.07996754	8E-09	5E-09	
0.9720001	1	0	-0.0499218	0.07997403	8E-09	5E-09	
0.974	1	0	-0.04993744	0.07997923	8E-09	5E-09	
0.9760001	1	0	-0.04994996	0.07998338	8E-09	5E-09	
0.978	1	0	-0.04995997	0.07998671	8E-09	5E-09	
0.98	1	0	-0.04996797	0.07998937	8E-09	5E-09	
0.9820001	1	0	-0.04997437	0.07999149	8E-09	5E-09	
0.984	1	0	-0.0499795	0.07999319	8E-09	5E-09	
0.9860001	1	0	-0.0499836	0.07999455	8E-09	5E-09	
0.988	1	0	-0.04998688	0.07999564	8E-09	5E-09	
0.9900001	1	0	-0.0499895	0.07999651	8E-09	5E-09	
0.992	1	0	-0.0499916	0.0799972	8E-09	5E-09	
0.994	1	0	-0.04999328	0.07999776	8E-09	5E-09	
0.9960001	1	0	-0.04999463	0.07999821	8E-09	5E-09	
0.998	1	0	-0.0499957	0.07999857	8E-09	5E-09	
1	1	0	-0.04999656	0.07999885	0	5E-09	
1.002	0.9599862	0	-0.04999725	0.06399908	0	5E-09	
1.004	0.7679889	0	-0.04919752	0.05119926	0	5E-09	
1.006	0.6143911	0	-0.0447178	0.04095941	0	5E-09	
1.008	0.4915129	0	-0.03806206	0.03276753	0	5E-09	
1.01	0.3932103	0	-0.0302799	0.02621402	0	5E-09	
1.012	0.3145683	0	-0.02208813	0.02097122	0	5E-09	
1.014	0.2516546	0	-0.01396187	0.01677698	0	5E-09	
1.016	0.2013237	0	-0.006202586	0.01342158	0	5E-09	
1.018	0.1610589	0.01011458	0.001011458	0.01073726	0	5E-09	
1.02	0.1288472	0.07587987	0.007587987	0.008589811	0	5E-09	
1.022	0.1030777	0.1349345	0.01349345	0.006871848	0	5E-09	
1.024	0.08246218	0.187332	0.0187332	0.005497478	0	5E-09	
1.026	0.06596974	0.2333732	0.02333732	0.004397983	0	5E-09	
1.028	0.05277579	0.2735046	0.02735046	0.003518386	0	5E-09	
1.03	0.04222063	0.3082485	0.03082485	0.002814709	0	5E-09	
1.032	0.03377651	0.3381547	0.03381547	0.002251767	0	5E-09	
1.034	0.02702121	0.3637685	0.03637685	0.001801414	0	5E-09	
1.036	0.02161696	0.3856105	0.03856105	0.001441131	0	5E-09	
1.038	0.01729357	0.4041651	0.04041651	0.001152905	0	5E-09	
1.04	0.01383486	0.4198733	0.04198733	0.0009223237	0	5E-09	
1.042	0.01106788	0.4331317	0.04331317	0.0007378589	0	5E-09	
1.044	0.008854307	0.4442918	0.04442918	0.0005902871	0	5E-09	
1.046	0.007083446	0.4536625	0.04536625	0.0004722297	0	5E-09	
1.048	0.005666757	0.4615133	0.04615133	0.0003777838	0	5E-09	
1.05	0.004533405	0.4680773	0.04680773	0.000302227	0	5E-09	
1.052	0.003626724	0.4735552	0.04735552	0.0002417816	0	5E-09	
1.054	0.00290138	0.4781188	0.04781188	0.0001934253	0	5E-09	
1.056	0.002321104	0.4819148	0.04819148	0.0001547402	0	5E-09	
1.058	0.001856883	0.4850676	0.04850676	0.0001237922	0	5E-09	
1.06	0.001485506	0.4876827	0.04876827	9.903374E-05	0	5E-09	
1.062	0.001188405	0.4898491	0.04898491	7.922699E-05	0	5E-09	
1.064	0.0009507239	0.4916416	0.04916416	6.338159E-05	0	5E-09	
1.066	0.0007605791	0.4931231	0.04931231	5.070528E-05	0	5E-09	
1.068	0.0006084633	0.4943464	0.04943464	4.056422E-05	0	5E-09	
1.07	0.0004867706	0.4953554	0.04953554	3.245137E-05	0	5E-09	
1.072	0.0003894165	0.4961869	0.04961869	2.59611E-05	0	5E-09	
1.074	0.0003115332	0.4968717	0.04968717	2.076888E-05	0	5E-09	
1.076	0.0002492265	0.497435	0.0497435	1.66151E-05	0	5E-09	
1.078	0.0001993812	0.4978982	0.04978982	1.329208E-05	0	5E-09	
1.08	0.000159505	0.4982787	0.04982787	1.063367E-05	0	5E-09	
1.082	0.000127604	0.498591	0.0498591	8.506933E-06	0	5E-09	
1.084	0.0001020832	0.4988473	0.04988473	6.805546E-06	0	5E-09	
1.086	8.166656E-05	0.4990574	0.04990574	5.444437E-06	0	5E-09	
1.088	6.533325E-05	0.4992296	0.04992296	4.35555E-06	0	5E-09	
1.09	5.226659E-05	0.4993706	0.04993706	3.48444E-06	0	5E-09	
1.092	4.181328E-05	0.499486	0.0499486	2.787552E-06	0	5E-09	
1.094	3.345062E-05	0.4995805	0.04995805	2.230041E-06	0	5E-09	
1.096	2.67605E-05	0.4996577	0.04996577	1.784033E-06	0	5E-09	
1.098	2.14084E-05	0.4997208	0.04997208	1.427226E-06	0	5E-09	
1.1	1.712672E-05	0.4997724	0.04997724	1.141781E-06	0	5E-09	
1.102	1.370137E-05	0.4998145	0.04998145	9.134249E-07	0	5E-09	
1.104	1.09611E-05	0.4998488	0.04998488	7.307399E-07	0	5E-09	
1.106	8.768879E-06	0.4998769	0.04998768	5.845919E-07	0	5E-09	
1.108	7.015103E-06	0.4998997	0.04998997	4.676735E-07	0	5E-09	
1.11	5.612083E-06	0.4999184	0.04999184	3.741388E-07	0	5E-09	
1.112	4.489666E-06	0.4999336	0.04999336	2.993111E-07	0	5E-09	
1.114	3.591733E-06	0.4999459	0.0499946	2.394488E-07	0	5E-09	
1.116	2.873386E-06	0.499956	0.0499956	1.915591E-07	0	5E-09	
1.118	2.298709E-06	0.4999642	0.04999642	1.532472E-07	0	5E-09	
1.12	1.838967E-06	0.4999709	0.0499971	1.225978E-07	0	5E-09	
1.122	1.471174E-06	0.4999764	0.04999764	9.807823E-08	0	5E-09	
1.124	1.176939E-06	0.4999808	0.04999808	7.846258E-08	0	5E-09	
1.126	0	0.4999844	0.04999844	6.277007E-08	0	5E-09	
1.128	0	0.4999875	0.04999875	5.021606E-08	0	5E-09	
1.13	0	0.49999	0.049999	4.017284E-08	0	5E-09	
1.132	0	0.499992	0.0499992	3.213827E-08	0	5E-09	
1.134	0	0.4999936	0.04999936	2.571062E-08	0	5E-09	
1.136	0	0.4999949	0.04999949	2.056849E-08	0	5E-09	
1.138	0	0.4999959	0.04999959	1.645479E-08	0	5E-09	
1.14	0	0.4999967	0.04999967	1.316384E-08	0	5E-09	
1.142	0	0.4999974	0.04999974	1.053107E-08	0	5E-09	
1.144	0	0.4999979	0.04999979	8.424855E-09	0	5E-09	
1.146	0	0.4999983	0.04999983	6.739883E-09	0	5E-09	
1.148	0	0.4999986	0.04999986	5.391906E-09	0	5E-09	
1.15	0	0.4999989	0.04999989	4.313525E-09	0	5E-09	
1.152	0	0.4999991	0.04999991	3.45082E-09	0	5E-09	
1.154	0	0.4999993	0.04999993	2.760656E-09	0	5E-09	
1.156	0	0.4999995	0.04999994	2.208525E-09	0	5E-09	
1.158	0	0.4999996	0.04999996	1.76682E-09	0	5E-09	
1.16	0	0.4999996	0.04999996	1.413456E-09	0	5E-09	
1.162	0	0.4999997	0.04999997	1.130765E-09	0	5E-09	
1.164	0	0.4999998	0.04999997	9.046117E-10	0	5E-09	
1.166	0	0.4999998	0.04999998	7.236893E-10	0	5E-09	
1.168	0	0.4999998	0.04999998	5.789514E-10	0	5E-09	
1.17	0	0.4999999	0.04999999	4.631611E-10	0	5E-09	
1.172	0	0.4999999	0.04999999	3.705289E-10	0	5E-09	
1.174	0	0.4999999	0.04999999	2.964231E-10	0	5E-09	
1.176	0	0.4999999	0.04999999	2.371385E-10	0	5E-09	
1.178	0	0.4999999	0.04999999	1.897108E-10	0	5E-09	
1.18	0	0.4999999	0.04999999	1.517686E-10	0	5E-09	
1.182	0	0.4999999	0.04999999	1.214149E-10	0	5E-09	
1.184	0	0.4999999	0.04999999	9.713192E-11	0	5E-09	
1.186	0	0.4999999	0.04999999	7.770554E-11	0	5E-09	
1.188	0	0.4999999	0.04999999	6.216443E-11	0	5E-09	
1.19	0	0.4999999	0.04999999	4.973154E-11	0	5E-09	
1.192	0	0.4999999	0.04999999	3.978523E-11	0	5E-09	
1.194	0	0.4999999	0.04999999	3.182819E-11	0	5E-09	
1.196	0	0.4999999	0.04999999	2.546255E-11	0	5E-09	
1.198	0	0.4999999	0.04999999	2.037004E-11	0	5E-09	
1.2	0	0.4999999	0.04999999	1.629603E-11	0	5E-09	
