Time	5ExternalOff	7ExternalOff	6SynapticOff	5FFOff	6FFOff	7FFOff	8SynapticOn	9ExternalOn	5ExternalOn	9FFon	5FFOn	8FFOn	
1.016	0	0	0	0.1342158	0	0	8.388488E-10	0	0	0	0.1342158	0.2013117	
1.018	0	0	0	0.1073726	0	0	6.71079E-10	0	0	0	0.1073726	0.1744709	
1.02	0	0	0	0.08589811	0	0	5.368632E-10	0	0	0	0.08589811	0.150314	
1.022	0	0	0	0.06871849	0	0	4.294906E-10	0	0	0	0.06871849	0.128841	
1.024	0	0	0	0.05497478	0	0	3.435924E-10	0	0	0	0.05497478	0.1099446	
1.026	0	0	0	0.04397983	0	0	2.748739E-10	0	0	0	0.04397983	0.0934532	
1.028	0	0	0	0.03518386	0	0	2.198991E-10	0	0	0	0.03518386	0.07916054	
1.03	0	0	0	0.02814709	0	0	1.759193E-10	0	0	0	0.02814709	0.06684682	
1.032	0	0	0	0.02251767	0	0	1.407355E-10	0	0	0	0.02251767	0.05629216	
1.034	0	0	0	0.01801414	0	0	1.125883E-10	0	0	0	0.01801414	0.04728549	
1.036	0	0	0	0.01441131	0	0	9.007068E-11	0	0	0	0.01441131	0.03962981	
1.038	0	0	0	0.01152905	0	0	7.205654E-11	0	0	0	0.01152905	0.03314497	
1.04	0	0	0	0.009223238	0	0	5.764524E-11	0	0	0	0.009223238	0.02766888	
1.042	0	0	0	0.007378589	0	0	4.611619E-11	0	0	0	0.007378589	0.02305743	
1.044	0	0	0	0.005902871	0	0	3.689295E-11	0	0	0	0.005902871	0.0191838	
1.046	0	0	0	0.004722297	0	0	2.951436E-11	0	0	0	0.004722297	0.01593733	
1.048	0	0	0	0.003777838	0	0	2.361149E-11	0	0	0	0.003777838	0.01322209	
1.05	0	0	0	0.00302227	0	0	1.888919E-11	0	0	0	0.00302227	0.01095546	
1.052	0	0	0	0.002417816	0	0	1.511135E-11	0	0	0	0.002417816	0.009066592	
1.054	0	0	0	0.001934253	0	0	1.208908E-11	0	0	0	0.001934253	0.007495055	
1.056	0	0	0	0.001547402	0	0	9.671266E-12	0	0	0	0.001547402	0.00618947	
1.058	0	0	0	0.001237922	0	0	7.737012E-12	0	0	0	0.001237922	0.005106316	
1.06	0	0	0	0.0009903375	0	0	6.18961E-12	0	0	0	0.0009903375	0.004208845	
1.062	0	0	0	0.0007922699	0	0	4.951687E-12	0	0	0	0.0007922699	0.00346611	
1.064	0	0	0	0.0006338159	0	0	3.96135E-12	0	0	0	0.0006338159	0.002852115	
1.066	0	0	0	0.0005070528	0	0	3.16908E-12	0	0	0	0.0005070528	0.002345073	
1.068	0	0	0	0.0004056422	0	0	2.535264E-12	0	0	0	0.0004056422	0.001926764	
1.07	0	0	0	0.0003245138	0	0	2.028211E-12	0	0	0	0.0003245138	0.001581975	
1.072	0	0	0	0.000259611	0	0	1.622569E-12	0	0	0	0.000259611	0.001298032	
1.074	0	0	0	0.0002076888	0	0	1.298055E-12	0	0	0	0.0002076888	0.001064386	
1.076	0	0	0	0.000166151	0	0	1.038444E-12	0	0	0	0.000166151	0.0008722779	
1.078	0	0	0	0.0001329208	0	0	8.307552E-13	0	0	0	0.0001329208	0.0007144374	
1.08	0	0	0	0.0001063367	0	0	6.646042E-13	0	0	0	0.0001063367	0.000584842	
1.082	0	0	0	8.506933E-05	0	0	5.316833E-13	0	0	0	8.506933E-05	0.0004785073	
1.084	0	0	0	6.805547E-05	0	0	4.253467E-13	0	0	0	6.805547E-05	0.0003913127	
1.086	0	0	0	5.444437E-05	0	0	3.402773E-13	0	0	0	5.444437E-05	0.0003198557	
1.088	0	0	0	4.35555E-05	0	0	2.722219E-13	0	0	0	4.35555E-05	0.000261329	
1.09	0	0	0	3.48444E-05	0	0	2.177775E-13	0	0	0	3.48444E-05	0.0002134188	
1.092	0	0	0	2.787552E-05	0	0	1.74222E-13	0	0	0	2.787552E-05	0.0001742194	
1.094	0	0	0	2.230041E-05	0	0	1.393776E-13	0	0	0	2.230041E-05	0.0001421631	
1.096	0	0	0	1.784033E-05	0	0	1.115021E-13	0	0	0	1.784033E-05	0.0001159605	
1.098	0	0	0	1.427226E-05	0	0	8.920165E-14	0	0	0	1.427226E-05	9.455245E-05	
1.1	0	0	0	1.141781E-05	0	0	7.136132E-14	0	0	0	1.141781E-05	7.706919E-05	
1.102	0	0	0	9.134248E-06	0	0	5.708905E-14	0	0	0	9.134248E-06	6.279713E-05	
1.104	0	0	0	7.307399E-06	0	0	4.567124E-14	0	0	0	7.307399E-06	5.115113E-05	
1.106	0	0	0	5.845919E-06	0	0	3.653699E-14	0	0	0	5.845919E-06	4.165165E-05	
1.108	0	0	0	4.676735E-06	0	0	2.92296E-14	0	0	0	4.676735E-06	3.390591E-05	
1.11	0	0	0	3.741388E-06	0	0	2.338368E-14	0	0	0	3.741388E-06	2.75924E-05	
1.112	0	0	0	2.993111E-06	0	0	1.870694E-14	0	0	0	2.993111E-06	2.244806E-05	
1.114	0	0	0	2.394488E-06	0	0	1.496555E-14	0	0	0	2.394488E-06	1.825776E-05	
1.116	0	0	0	1.915591E-06	0	0	1.197244E-14	0	0	0	1.915591E-06	1.484565E-05	
1.118	0	0	0	1.532472E-06	0	0	9.577954E-15	0	0	0	1.532472E-06	1.206808E-05	
1.12	0	0	0	1.225978E-06	0	0	7.662362E-15	0	0	0	1.225978E-06	9.807713E-06	
1.122	0	0	0	0	0	0	6.12989E-15	0	0	0	0	7.968769E-06	
1.124	0	0	0	0	0	0	0	0	0	0	0	6.375015E-06	
1.126	0	0	0	0	0	0	0	0	0	0	0	5.100012E-06	
1.128	0	0	0	0	0	0	0	0	0	0	0	4.08001E-06	
1.13	0	0	0	0	0	0	0	0	0	0	0	3.264007E-06	
1.132	0	0	0	0	0	0	0	0	0	0	0	2.611206E-06	
1.134	0	0	0	0	0	0	0	0	0	0	0	2.088965E-06	
1.136	0	0	0	0	0	0	0	0	0	0	0	1.671172E-06	
1.138	0	0	0	0	0	0	0	0	0	0	0	1.336937E-06	
1.14	0	0	0	0	0	0	0	0	0	0	0	1.06955E-06	
1.142	0	0	0	0	0	0	0	0	0	0	0	0	
1.144	0	0	0	0	0	0	0	0	0	0	0	0	
1.146	0	0	0	0	0	0	0	0	0	0	0	0	
1.148	0	0	0	0	0	0	0	0	0	0	0	0	
1.15	0	0	0	0	0	0	0	0	0	0	0	0	
1.152	0	0	0	0	0	0	0	0	0	0	0	0	
1.154	0	0	0	0	0	0	0	0	0	0	0	0	
1.156	0	0	0	0	0	0	0	0	0	0	0	0	
1.158	0	0	0	0	0	0	0	0	0	0	0	0	
1.16	0	0	0	0	0	0	0	0	0	0	0	0	
1.162	0	0	0	0	0	0	0	0	0	0	0	0	
1.164	0	0	0	0	0	0	0	0	0	0	0	0	
1.166	0	0	0	0	0	0	0	0	0	0	0	0	
1.168	0	0	0	0	0	0	0	0	0	0	0	0	
1.17	0	0	0	0	0	0	0	0	0	0	0	0	
1.172	0	0	0	0	0	0	0	0	0	0	0	0	
1.174	0	0	0	0	0	0	0	0	0	0	0	0	
1.176	0	0	0	0	0	0	0	0	0	0	0	0	
1.178	0	0	0	0	0	0	0	0	0	0	0	0	
1.18	0	0	0	0	0	0	0	0	0	0	0	0	
1.182	0	0	0	0	0	0	0	0	0	0	0	0	
1.184	0	0	0	0	0	0	0	0	0	0	0	0	
1.186	0	0	0	0	0	0	0	0	0	0	0	0	
1.188	0	0	0	0	0	0	0	0	0	0	0	0	
1.19	0	0	0	0	0	0	0	0	0	0	0	0	
1.192	0	0	0	0	0	0	0	0	0	0	0	0	
1.194	0	0	0	0	0	0	0	0	0	0	0	0	
1.196	0	0	0	0	0	0	0	0	0	0	0	0	
1.198	0	0	0	0	0	0	0	0	0	0	0	0	
1.2	0	0	0	0	0	0	0	0	0	0	0	0	
